"","AFL.Open","AFL.High","AFL.Low","AFL.Close","AFL.Volume","AFL.Adjusted"
"85",57.169998,57.82,56.59,57.799999,2557400,56.708249
"86",57.689999,57.77,56.849998,56.93,2656300,55.854683
"87",56.91,57.419998,56.5,56.52,1781700,55.452427
"88",56.459999,56.77,55.939999,56,2190100,54.942249
"89",56.049999,57.150002,56.009998,56.84,2568800,55.766383
"90",56.009998,56.540001,55.029999,55.799999,4302200,54.746026
"91",55.02,56.169998,54.990002,55.860001,4166600,54.804894
"92",56.540001,57.040001,56.139999,57.009998,5233900,55.93317
"93",56.889999,57.240002,56.549999,57.220001,1798900,56.139206
"94",57.709999,58.25,57.490002,58.169998,1821500,57.071259
"95",58.139999,58.41,57.669998,57.68,1629000,56.590517
"96",58.299999,58.380001,57.939999,58.080002,2033600,56.982963
"97",58.02,58.630001,57.869999,58.540001,1066400,57.434273
"98",58.34,58.900002,58.189999,58.75,1642900,57.640306
"99",58.919998,59.560001,58.759998,59.540001,1698600,58.415385
"100",60.240002,61.02,59.380001,59.900002,3925600,58.768586
"101",59.599998,60.259998,59.380001,60.040001,2493200,58.905941
"102",60.5,60.720001,59.330002,59.73,4418100,58.601795
"103",59.860001,59.959999,59.150002,59.330002,3310100,58.209352
"104",59.25,59.82,59.110001,59.48,2554600,58.356517
"105",59.709999,59.810001,59.169998,59.790001,2357400,58.660663
"106",59.790001,59.790001,59.189999,59.529999,2025900,58.405572
"107",58.84,59.049999,58.580002,58.889999,3112900,57.777661
"108",58.799999,59.130001,58.68,59.060001,1882000,57.944452
"109",59.18,59.419998,58.900002,59.040001,1989900,57.924829
"110",58.700001,59.240002,58.540001,59.209999,1700500,58.091616
"111",59.220001,59.41,58.919998,59.139999,1610200,58.022939
"112",59.080002,59.400002,58.970001,59.310001,2109600,58.18973
"113",58.77,59.150002,58.43,59.130001,2223300,58.397126
"114",59.139999,59.279999,58.950001,59.099998,1852000,58.367495
"115",59.099998,59.16,58.860001,59.060001,1489200,58.327993
"116",58.669998,59.130001,58.549999,59,1710400,58.268736
"117",59.68,59.970001,59.57,59.759998,2339400,59.019314
"118",60,60.25,59.790001,60.209999,1864100,59.463738
"119",60.200001,60.299999,60,60,2591200,59.256341
"120",60,60.119999,59.52,59.68,1430800,58.940308
"121",59.830002,60.080002,59.669998,59.73,1045100,58.989687
"122",59.580002,59.610001,59.099998,59.27,1769100,58.53539
"123",59.310001,59.68,59.259998,59.619999,1608100,58.88105
"124",59.580002,60.029999,59.369999,59.700001,1431000,58.960061
"125",59.720001,59.720001,59,59.43,1495800,58.693407
"126",59.529999,59.75,59.259998,59.509998,1923300,58.772413
"127",59.5,60.189999,59.27,59.98,2202300,59.236589
"128",59.290001,59.98,59.099998,59.790001,2291600,59.048945
"129",59.509998,60.220001,59.400002,59.439999,3103400,58.703281
"130",59.529999,59.950001,59.450001,59.57,2053500,58.831671
"131",59.09,59.439999,58.25,58.279999,2811500,57.557658
"132",58.389999,58.52,57.369999,57.529999,2895700,56.816954
"133",57.209999,58.82,57.049999,57.810001,3324500,57.093486
"134",58.040001,59.16,57.970001,59.07,2978400,58.337868
"135",59.75,60.32,59.5,60.32,2400300,59.572375
"136",60.279999,61.34,60.27,61.18,3442500,60.421716
"137",61.330002,61.669998,61.150002,61.66,2451000,60.895767
"138",61.720001,62.16,61.540001,61.939999,1630400,61.172295
"139",62,62.299999,61.669998,61.939999,809800,61.172295
"140",62,62.209999,61.889999,61.939999,931000,61.172295
"141",61.91,62.459999,61.709999,62,1173600,61.231553
"142",61.75,62.299999,61.619999,61.98,968500,61.2118
"143",62.060001,62.169998,61.049999,61.09,1636800,60.332832
"144",61.5,61.610001,60.66,61.080002,1423000,60.322957
"145",60.439999,60.549999,59.240002,59.48,2378500,58.742786
"146",59.41,59.549999,58.790001,58.950001,2909500,58.219356
"147",59.450001,59.959999,59.09,59.32,1826700,58.584769
"148",59.740002,60.32,59.459999,59.900002,2293800,59.157582
"149",60.060001,60.169998,58.549999,58.630001,2996800,57.903323
"150",58.610001,58.75,57.939999,58.290001,1779200,57.567537
"151",58.689999,59.060001,57.599998,58,1663800,57.28113
"152",57.200001,57.970001,56.970001,57.549999,2151800,56.836707
"153",57.549999,58.27,57.299999,57.360001,2289800,56.649063
"154",57.290001,58.200001,57.169998,58.18,1845500,57.458899
"155",58.380001,58.5,57.490002,58.009998,2006800,57.291004
"156",57.790001,58.220001,57.459999,58.099998,2869100,57.379889
"157",58.360001,59.240002,58.02,59.150002,1849500,58.416878
"158",59.200001,59.220001,58.700001,58.73,1474500,58.002082
"159",58.599998,59.189999,58.349998,59.02,1408300,58.288488
"160",58.52,58.900002,58.130001,58.509998,1835900,57.784807
"161",58.810001,58.970001,57.34,57.360001,2388700,56.649063
"162",57.419998,57.82,56.950001,57.650002,1550300,56.93547
"163",57.099998,58.07,56.91,57.080002,2371300,56.372535
"164",56.900002,58.27,56.41,58.169998,2149300,57.449021
"165",58.549999,59.16,58.360001,59.09,2404500,58.35762
"166",60.02,61.279999,60.02,60.68,3444100,59.927914
"167",60.32,61.029999,60.240002,60.98,2738300,60.224195
"168",61.16,61.490002,60.860001,61.279999,2332400,60.520476
"169",60.939999,61.490002,60.759998,61.139999,1810700,60.382211
"170",61.169998,61.580002,60.889999,61.450001,1677400,60.68837
"171",61.459999,62,61.299999,61.830002,2284400,61.063662
"172",61.48,62.060001,61.369999,61.799999,2545400,61.421454
"173",61.759998,62.23,61.509998,62.130001,2628300,61.749434
"174",61.919998,62.66,61.689999,62.349998,1880100,61.968084
"175",62.080002,62.27,61.650002,61.75,1290400,61.371761
"176",61.630001,62,61.439999,61.779999,1058500,61.401576
"177",61.34,62.139999,61.02,62.130001,1582900,61.749434
"178",61.880001,61.880001,61.23,61.43,1830600,61.053721
"179",61.389999,62.150002,61.330002,62.060001,2269600,61.679863
"180",62.060001,62.189999,61.73,61.950001,1938400,61.570537
"181",61.939999,62.23,61.779999,62.18,1911200,61.799127
"182",62.16,62.740002,61.950001,62.25,2354800,61.868698
"183",62.189999,62.669998,62.02,62.57,1469800,62.186738
"184",62.330002,62.689999,62.150002,62.279999,1532900,61.898513
"185",61.860001,62.5,61.720001,62.349998,1840200,61.968084
"186",62.549999,62.93,62.25,62.799999,2043400,62.415328
"187",62.799999,63.349998,62.07,62.16,3229700,61.779249
"188",62.360001,62.48,62.209999,62.299999,2164200,61.918391
"189",61.82,62.169998,61.049999,61.049999,2938900,60.676048
"190",61.27,61.639999,61.16,61.490002,1914600,61.113355
"191",61.900002,62.68,61.860001,62.650002,1621900,62.26625
"192",62.439999,62.619999,61.619999,62.130001,1687900,61.749434
"193",62.419998,63.23,62.389999,62.959999,1873400,62.574348
"194",62.52,63.009998,62.459999,62.880001,1680300,62.49484
"195",62.709999,63.91,62.419998,63.619999,2891200,63.230305
"196",63.419998,63.490002,62.529999,63.09,1724300,62.703553
"197",63.32,64.080002,63.09,63.889999,4413000,63.498652
"198",63.950001,64.620003,63.860001,63.860001,2535300,63.468837
"199",63.810001,64.120003,63.549999,63.599998,1641500,63.210427
"200",63.529999,63.75,63.18,63.349998,2277100,62.961959
"201",63.259998,63.720001,62.939999,63.5,2285200,63.111041
"202",63.5,63.619999,63.029999,63.549999,1730600,63.160734
"203",63.709999,64.360001,63.630001,64.199997,1740500,63.806751
"204",63.799999,64.209999,63.549999,64.010002,1819700,63.61792
"205",63.869999,63.939999,63.310001,63.57,1691900,63.180612
"206",63.5,63.900002,63.32,63.580002,1779600,63.190553
"207",63.099998,64.419998,63.099998,63.970001,1712700,63.578164
"208",64.169998,64.32,63.759998,63.790001,1243600,63.399266
"209",63.93,64.370003,63.639999,64.239998,1332500,63.846507
"210",64.220001,64.739998,63.990002,64.529999,1438700,64.134731
"211",64.529999,64.629997,64.279999,64.519997,1176200,64.12479
"212",64.330002,64.910004,64.230003,64.370003,1709100,63.975715
"213",64.410004,64.860001,64.260002,64.559998,1214600,64.164546
"214",64.629997,65.099998,64.550003,64.720001,1288700,64.32357
"215",64.68,64.809998,64.349998,64.480003,1447500,64.085042
"216",64.169998,64.260002,63.599998,63.98,1634100,63.588101
"217",64.330002,64.690002,64.25,64.449997,930700,64.055219
"218",64.620003,64.809998,63.43,63.860001,1405300,63.468837
"219",64.050003,64.160004,63.459999,64.07,1245400,63.67755
"220",63.84,64.419998,63.73,64.169998,1261200,63.776936
"221",64.279999,64.410004,63.93,64.190002,1431600,63.796817
"222",64.32,64.519997,63.939999,64.019997,1456900,63.627853
"223",63.889999,64.540001,63.639999,64.419998,1526700,64.025404
"224",63.09,64.209999,62.139999,63.860001,3878200,63.468837
"225",63.639999,64.089996,62.990002,63.040001,3284000,62.65386
"226",63.419998,63.669998,62.799999,63.110001,2377600,62.723431
"227",63.369999,63.799999,63.299999,63.52,1676300,63.130919
"228",63.369999,64.209999,63.18,63.73,2183300,63.339632
"229",64.099998,64.300003,63.150002,63.540001,1836700,63.150797
"230",63.639999,64.220001,63.369999,63.75,2364400,63.35951
"231",63.990002,64.309998,63.68,64.220001,1632600,63.826632
"232",64.080002,64.419998,63.869999,63.889999,1979300,63.498652
"233",63.73,63.830002,63.32,63.369999,2030000,62.981837
"234",63.310001,63.84,63.240002,63.599998,1647800,63.210427
"235",63.889999,64.080002,63.619999,63.77,1588500,63.379388
"236",63.709999,63.919998,63.200001,63.669998,1925500,63.279998
"237",63.299999,64.07,63.279999,63.93,1634900,63.93
"238",64.099998,64.519997,63.799999,64.25,2173200,64.25
"239",64.18,65.059998,63.919998,64.709999,2403300,64.709999
"240",64.449997,64.529999,62.830002,62.889999,4867900,62.889999
"241",62.740002,63.48,62.540001,62.709999,2896300,62.709999
"242",62.490002,62.57,61.630001,61.740002,3907600,61.740002
"243",62.040001,62.830002,61.91,62.459999,2427000,62.459999
"244",62.259998,62.619999,61.959999,62.560001,1662700,62.560001
"245",62.639999,62.68,62.049999,62.220001,2244000,62.220001
"246",62.5,62.630001,61.98,62.099998,2343100,62.099998
"247",62.09,62.66,61.98,62.259998,2179000,62.259998
"248",62.310001,62.790001,62.209999,62.509998,1654000,62.509998
"249",62.419998,62.669998,62.049999,62.110001,1751200,62.110001
"250",62.220001,62.349998,61.700001,61.810001,1805800,61.810001
"251",61.720001,62.040001,61.580002,61.619999,1882000,61.619999
"252",61.59,61.889999,61.32,61.669998,1480600,61.669998
"253",61.939999,62.849998,61.93,62.52,1443400,62.52
