"","HIG.Open","HIG.High","HIG.Low","HIG.Close","HIG.Volume","HIG.Adjusted"
"58",36.849998,37.18,36.849998,37.049999,2605100,36.566591
"59",37.16,37.490002,36.990002,37.07,2508100,36.58633
"60",37.299999,37.400002,36.790001,36.880001,2448300,36.398811
"61",37,37.279999,36.759998,36.779999,2498600,36.300113
"62",36.700001,36.860001,36.540001,36.799999,2351500,36.319853
"63",36.759998,37.009998,36.610001,36.84,3492500,36.359332
"64",36.75,36.869999,36.549999,36.66,2402400,36.18168
"65",37.02,37.380001,36.900002,37.139999,3758500,36.655417
"66",36.900002,37.240002,36.849998,37.099998,2017100,36.615938
"67",37.07,37.330002,36.990002,37.150002,2306700,36.665288
"68",37.130001,37.279999,36.93,37.099998,2199800,36.615938
"69",36.990002,37.349998,36.970001,37.220001,2346600,36.734375
"70",37.360001,37.66,37.080002,37.580002,5597700,37.089678
"71",37.68,38.060001,37.68,37.790001,3629300,37.296938
"72",38,38.240002,37.59,37.799999,4080100,37.306805
"73",37.650002,37.669998,37.279999,37.330002,2879100,36.84294
"74",37.23,37.48,36.959999,37.07,2244700,36.58633
"75",37.139999,37.610001,37.080002,37.560001,2715500,37.069939
"76",37.380001,37.470001,37.029999,37.080002,3174200,36.596202
"77",37.189999,37.740002,37.060001,37.549999,3015100,37.060067
"78",37.380001,37.709999,37.09,37.48,4059700,36.990981
"79",37.52,37.689999,37.16,37.25,4290900,36.763982
"80",37.209999,37.259998,36.290001,36.470001,7865600,35.99416
"81",36.490002,36.84,36.23,36.669998,4241200,36.191548
"82",37.040001,37.380001,37.02,37.279999,3961600,36.79359
"83",37.450001,37.48,36.91,36.970001,3204600,36.487637
"84",36.869999,37.029999,36.34,36.369999,3885800,35.895463
"85",36.459999,36.98,36.34,36.919998,3062900,36.438286
"86",36.810001,36.93,36.310001,36.52,4060700,36.043507
"87",36.450001,36.66,35.959999,36.02,4347200,35.550031
"88",36.099998,36.41,35.439999,35.470001,5874400,35.007208
"89",35.599998,36.220001,35.349998,35.810001,6705200,35.342772
"90",35.25,35.610001,34.73,35.490002,6978100,35.026947
"91",34.799999,35.990002,34.73,35.57,5491300,35.105902
"92",35.939999,36.150002,35.700001,36.09,4795300,35.619117
"93",36,36.650002,35.869999,36.450001,5487000,35.974421
"94",36.650002,37.07,36.59,36.990002,3674300,36.507376
"95",37.07,37.400002,36.880001,36.919998,2795500,36.438286
"96",37.330002,37.48,37.049999,37.110001,3023100,36.625809
"97",37.16,37.599998,37.049999,37.549999,2644500,37.060067
"98",37.400002,37.860001,37.310001,37.689999,4579100,37.19824
"99",38.16,38.900002,38.16,38.799999,4941900,38.293758
"100",38.889999,39.200001,38.5,38.869999,4025700,38.362844
"101",38.860001,39.240002,38.669998,39.099998,4012700,38.589843
"102",39.599998,39.82,39.380001,39.580002,4304000,39.063583
"103",39.790001,39.830002,39.41,39.639999,2999800,39.122798
"104",39.619999,39.830002,39.209999,39.669998,3954300,39.152406
"105",39.990002,40,39.66,39.93,2239100,39.409015
"106",39.860001,39.919998,39.459999,39.91,3034400,39.389276
"107",39.75,40.209999,39.560001,40.200001,3361800,39.675493
"108",40.299999,40.330002,39.860001,40.09,3067500,39.566928
"109",40.130001,40.439999,40.060001,40.16,1934800,39.636014
"110",39.939999,40.299999,39.849998,39.959999,2881600,39.438623
"111",40.040001,40.119999,39.650002,39.889999,3433600,39.369536
"112",39.900002,40.060001,39.790001,39.900002,1989500,39.379408
"113",39.82,40.119999,39.75,40.080002,2435400,39.55706
"114",40.119999,40.599998,40.080002,40.540001,2757000,40.011057
"115",40.470001,40.990002,40.279999,40.799999,3479000,40.267663
"116",40.529999,41.02,40.310001,40.889999,2249800,40.356489
"117",41.369999,41.389999,41.130001,41.34,4016800,40.800618
"118",41.5,41.639999,41.360001,41.59,2180600,41.047356
"119",41.529999,41.689999,41.200001,41.450001,2301100,40.909184
"120",41.200001,41.279999,40.970001,41.130001,2025700,40.770407
"121",41.189999,41.580002,41.119999,41.299999,1716500,40.938919
"122",41.150002,41.209999,40.720001,41.009998,3292400,40.651453
"123",41,41.380001,40.950001,41.34,2865600,40.97857
"124",41.279999,41.619999,41.16,41.529999,2331200,41.166907
"125",41.43,41.57,41.169998,41.310001,3255100,40.948833
"126",41.599998,42.080002,41.419998,41.599998,2770000,41.236295
"127",41.599998,42.27,41.5,42.25,3167100,41.880614
"128",41.639999,41.720001,41.299999,41.549999,3390400,41.186733
"129",41.48,41.759998,41.02,41.080002,3542600,40.720845
"130",41.189999,41.59,41.099998,41.169998,2366600,40.810054
"131",40.779999,41.080002,40.349998,40.389999,2881500,40.036875
"132",40.869999,40.889999,40,40.330002,3700400,39.977402
"133",40.07,40.82,39.860001,39.900002,2877000,39.551161
"134",40.099998,41.110001,40,40.959999,4591700,40.601891
"135",41.450001,41.939999,41.310001,41.939999,3821100,41.573323
"136",41.810001,42.009998,41.48,41.959999,6846300,41.593148
"137",42.02,42.150002,41.529999,41.810001,4729600,41.444462
"138",41.900002,42.419998,41.84,42.25,2612700,41.880614
"139",42.380001,42.41,42.009998,42.130001,672300,41.761664
"140",42.220001,42.27,42,42.040001,1051600,41.672451
"141",41.91,42.470001,41.84,42.240002,1439500,41.870703
"142",42.040001,42.43,41.939999,42.27,1411500,41.900439
"143",42.369999,42.400002,41.689999,41.689999,1531400,41.325508
"144",41.939999,42.189999,41.540001,41.790001,1846900,41.424636
"145",41.52,41.599998,40.720001,40.91,2724000,40.552329
"146",40.860001,40.990002,40.060001,40.240002,3262100,39.888189
"147",40.580002,40.77,40.23,40.619999,2705200,40.264864
"148",41.029999,41.369999,40.959999,41.060001,2836700,40.701019
"149",41.09,41.23,40.540001,40.68,1773500,40.32434
"150",40.740002,40.77,39.889999,40.310001,2829500,39.957576
"151",40.650002,40.970001,40.02,40.41,3407900,40.056701
"152",39.799999,39.950001,39.220001,39.790001,3566500,39.442122
"153",39.830002,40.299999,39.529999,39.580002,3832300,39.233959
"154",39.48,40.009998,39.450001,39.959999,4386300,39.610634
"155",40.200001,40.330002,39.560001,39.709999,3279500,39.36282
"156",39.610001,40.009998,39.330002,39.700001,3247000,39.352909
"157",39.970001,40.740002,39.639999,40.630001,4223000,40.274778
"158",40.619999,40.77,40.110001,40.139999,2097500,39.789061
"159",39.970001,40.150002,39.880001,40.049999,3097300,39.699847
"160",39.529999,40.18,39.419998,39.93,2719600,39.580898
"161",40.220001,40.259998,39.27,39.279999,3852000,38.936579
"162",39.330002,39.73,39.16,39.57,3022300,39.224044
"163",39.119999,39.779999,38.880001,38.900002,4580200,38.559904
"164",38.93,39.709999,38.650002,39.560001,5173900,39.214133
"165",39.639999,39.950001,38.889999,39.630001,12259300,39.283521
"166",39.639999,40.34,39.540001,39.75,4703700,39.402471
"167",39.689999,40.189999,39.52,40.009998,4024000,39.660196
"168",40.310001,40.75,40.189999,40.279999,3748500,39.927836
"169",40.009998,40.470001,40,40.369999,2159200,40.017049
"170",40.740002,40.84,40.220001,40.59,1896500,40.235127
"171",40.580002,40.669998,40.240002,40.549999,1954700,40.195476
"172",40.669998,41.110001,40.610001,41.080002,1995000,40.720845
"173",41,41.349998,40.950001,41.27,2111100,40.909182
"174",41.169998,41.77,41.099998,41.529999,2115000,41.166907
"175",41.349998,41.5,41.080002,41.189999,2292700,40.82988
"176",41.029999,41.5,41.009998,41.43,2005400,41.067783
"177",41.240002,41.560001,40.869999,41.470001,4042500,41.107434
"178",41.450001,41.459999,40.990002,41.16,1626800,40.800143
"179",41.119999,41.41,41.099998,41.32,2326200,40.958744
"180",41.209999,41.389999,40.990002,41.009998,2496900,40.651453
"181",40.950001,41.16,40.799999,40.990002,2858300,40.631631
"182",41,41.119999,40.700001,40.959999,3730000,40.601891
"183",40.959999,41.299999,40.759998,41.259998,2844600,40.899268
"184",41.029999,41.290001,41.009998,41.25,1696800,40.889357
"185",40.779999,40.849998,40.5,40.700001,3588900,40.344166
"186",40.66,41.099998,40.599998,40.990002,2446900,40.812127
"187",40.970001,41.84,40.799999,41.009998,3257700,40.832037
"188",40.990002,41.43,40.860001,41.380001,2152000,41.200434
"189",41,41.060001,40.419998,40.689999,5442600,40.513426
"190",40.970001,41.540001,40.900002,41.310001,3662700,41.130738
"191",41.509998,42.259998,41.509998,42.259998,2524600,42.076613
"192",42.139999,42.619999,41.75,42.049999,5693100,41.867525
"193",42.200001,42.810001,42.130001,42.689999,3899000,42.504747
"194",42.48,42.720001,42.27,42.52,3257000,42.335487
"195",42.5,43.119999,42.369999,42.869999,3465000,42.683966
"196",42.709999,42.77,42.369999,42.57,2458300,42.385269
"197",42.630001,43.130001,42.610001,43.099998,4386000,42.912968
"198",43.099998,43.419998,42.990002,42.990002,2480600,42.803448
"199",43,43.209999,42.790001,42.810001,2582300,42.624229
"200",42.810001,42.959999,42.209999,42.209999,2310400,42.026831
"201",42.110001,42.27,41.900002,42.119999,2388600,41.937221
"202",42.040001,42.119999,41.77,41.950001,2448800,41.767961
"203",42.099998,42.48,42.02,42.369999,1837000,42.186136
"204",42.080002,42.150002,41.700001,41.82,3514600,41.638524
"205",41.700001,41.959999,41.52,41.790001,2142600,41.608655
"206",41.799999,42.189999,41.68,42.130001,1433000,41.94718
"207",41.720001,42.580002,41.560001,42.330002,2432300,42.146313
"208",42.330002,42.549999,42.009998,42.02,1406900,41.837656
"209",42.02,42.43,41.900002,42.400002,1773000,42.216009
"210",42.220001,42.490002,42.080002,42.450001,2320200,42.265791
"211",42.41,42.59,42.209999,42.560001,1721100,42.375314
"212",42.450001,42.950001,42.34,42.860001,1869400,42.674011
"213",42.75,42.950001,42.450001,42.630001,1569600,42.44501
"214",42.639999,42.91,42.540001,42.689999,3060500,42.504747
"215",42.650002,42.810001,42.369999,42.66,1656800,42.474879
"216",42.360001,42.439999,41.73,41.900002,2364700,41.718178
"217",42.150002,42.23,42.009998,42.09,1329500,41.907352
"218",42.169998,42.290001,41.369999,41.419998,2533400,41.240258
"219",41.389999,41.549999,41.209999,41.41,2629500,41.230303
"220",41.25,41.669998,41.25,41.470001,3749900,41.290044
"221",41.470001,41.91,41.400002,41.84,2574900,41.658437
"222",41.889999,41.919998,41.369999,41.400002,3862600,41.220348
"223",41.400002,41.970001,41.110001,41.369999,4425300,41.190476
"224",41.130001,41.669998,41.099998,41.369999,5071400,41.190476
"225",41.189999,41.43,40.630001,40.77,3879200,40.593081
"226",41.07,41.360001,40.919998,41.099998,2270900,40.921647
"227",41.099998,41.43,41.09,41.34,2731900,41.160607
"228",41.32,41.630001,41.119999,41.169998,2123200,40.991343
"229",41.360001,41.470001,40.669998,40.869999,3095400,40.692645
"230",40.970001,41.360001,40.77,41.189999,2882400,41.011256
"231",41.560001,41.73,41.299999,41.709999,1970900,41.529
"232",41.700001,41.860001,41.560001,41.599998,1654500,41.419477
"233",41.470001,41.52,41.150002,41.23,1470600,41.051084
"234",41.110001,41.43,41.110001,41.369999,1428000,41.190476
"235",41.529999,41.75,41.380001,41.619999,1973300,41.439391
"236",41.720001,41.759998,41.240002,41.330002,2519200,41.150652
"237",41.290001,41.650002,41.279999,41.639999,2861800,41.459304
"238",41.790001,42.169998,41.709999,42.119999,2533600,41.937221
"239",42.18,42.459999,41.869999,42.380001,2156900,42.196095
"240",42.259998,42.5,42,42.040001,1835300,41.85757
"241",41.98,42.209999,41.799999,41.860001,1648200,41.678351
"242",41.779999,41.84,41.150002,41.200001,2699200,41.021215
"243",41.360001,41.549999,41.23,41.48,2748600,41.299999
"244",41.200001,41.389999,41.130001,41.34,2532400,41.34
"245",41.240002,41.369999,40.990002,41.110001,2720100,41.110001
"246",41.299999,41.389999,40.869999,41.009998,2493800,41.009998
"247",41.02,41.459999,40.950001,41.029999,3309600,41.029999
"248",41.27,42.009998,41.169998,41.650002,6589200,41.650002
"249",41.400002,41.599998,41.169998,41.209999,2648100,41.209999
"250",41.599998,41.860001,41.299999,41.540001,2832700,41.540001
"251",41.400002,41.66,40.990002,41,2425000,41
"252",40.919998,41.18,40.849998,41.009998,1510600,41.009998
"253",41.23,42.07,41.23,42.029999,2681100,42.029999
