"","LMT.Open","LMT.High","LMT.Low","LMT.Close","LMT.Volume","LMT.Adjusted"
"49",72.5,73.910004,72.290001,73.660004,2956300,60.398371
"50",73.330002,73.720001,72.660004,73.080002,3112800,59.922791
"51",72.480003,73.349998,72.480003,73.199997,2467900,60.021183
"52",73.68,73.720001,72.410004,72.480003,2499400,59.430816
"53",71.940002,72.089996,71.129997,71.25,2416100,58.42226
"54",70.790001,72.080002,70,71.669998,2501000,58.766643
"55",71.739998,72.32,71.330002,71.540001,1332900,58.66005
"56",71.93,72.300003,71.18,72.269997,1738900,59.258618
"57",70.650002,71.139999,70.139999,70.220001,1867000,58.084038
"58",69.93,70.199997,69.360001,69.519997,2714200,57.505014
"59",70.089996,70.639999,69.779999,69.93,3227300,57.844158
"60",69.779999,70.32,69.650002,70.32,2828500,58.166754
"61",70.779999,70.93,70.379997,70.720001,2039200,58.497625
"62",70.660004,70.699997,69.489998,69.589996,2059700,57.562916
"63",68.849998,69.610001,68.620003,68.860001,3570900,56.959084
"64",69.699997,69.93,69.150002,69.370003,1887900,57.380943
"65",69.389999,70.559998,69.190002,70.379997,2240300,58.216383
"66",71.07,71.18,69.07,69.449997,2685600,57.447112
"67",69.449997,69.580002,68.410004,68.480003,2993500,56.64476
"68",68.410004,68.769997,68.190002,68.480003,2186700,56.64476
"69",68.379997,68.839996,68.260002,68.510002,1673700,56.669575
"70",68.809998,70.129997,68.769997,69.75,3766700,57.695266
"71",70,70.919998,69.519997,70.709999,2863400,58.489351
"72",70.580002,72.059998,70.510002,71.650002,3115300,59.266895
"73",71.349998,72.300003,71.209999,71.800003,2687000,59.390972
"74",71.389999,72.160004,71.199997,71.669998,2329400,59.283436
"75",71.709999,73.190002,71.309998,73.129997,2708000,60.491107
"76",73.239998,73.449997,72.360001,72.379997,2355800,59.870727
"77",72.510002,72.599998,71.82,72.470001,1722900,59.945176
"78",72.160004,72.400002,71.330002,71.889999,3270300,59.465415
"79",72.330002,72.489998,71.099998,71.279999,3425200,58.960839
"80",71.529999,71.550003,69,69.610001,7529800,57.579463
"81",69.629997,70.540001,69.25,69.349998,3407800,57.364396
"82",69.959999,70.870003,69.349998,70.599998,2748800,58.398362
"83",70.379997,71.5,70.379997,70.900002,3682500,58.646516
"84",70.989998,71.160004,70.25,70.629997,1797300,58.423176
"85",70.860001,70.870003,69.970001,70.099998,2951700,57.984776
"86",70.18,70.610001,69.550003,70.480003,2211300,58.299105
"87",70.68,70.769997,69.57,70.550003,2087500,58.357007
"88",70.959999,71.260002,70.730003,71.120003,2303600,58.828495
"89",71.150002,71.43,70.07,70.199997,2459800,58.067491
"90",70.699997,70.889999,69.650002,70.019997,2776800,57.9186
"91",69.900002,70.190002,69.5,70.040001,2649200,57.935147
"92",68.489998,69.699997,67.870003,69.470001,6314400,57.463659
"93",69.440002,69.970001,69.330002,69.830002,2924900,57.761442
"94",69.830002,71.889999,69.830002,71.839996,3994100,59.424054
"95",71.769997,71.839996,71.150002,71.779999,2166400,59.374425
"96",72.279999,72.690002,71.279999,71.410004,2488700,59.068375
"97",71.059998,72.129997,71.059998,71.800003,2236800,59.390972
"98",71.300003,71.550003,70.459999,70.889999,2856600,58.638242
"99",71.349998,71.669998,70.32,71.019997,1847500,58.745773
"100",70.809998,71.519997,70.75,71.290001,1560700,58.969113
"101",71.709999,72.199997,70.949997,71.470001,1575200,59.118004
"102",72,72.449997,70.900002,71.639999,2471000,59.258622
"103",71.769997,71.940002,70.389999,70.93,3339700,58.67133
"104",71.489998,72.120003,70.599998,71.959999,2782600,59.523316
"105",71.889999,73.699997,71.860001,73.269997,3674100,60.60691
"106",73.360001,73.589996,72.989998,73.290001,2121700,60.623457
"107",73.339996,73.400002,72.230003,72.550003,2094900,60.011351
"108",72.459999,72.459999,71.68,71.919998,2471500,59.490229
"109",71.230003,71.25,69.910004,70.110001,4855500,57.993049
"110",69.900002,70.300003,69.470001,69.489998,2846000,57.4802
"111",69.730003,70.110001,69.370003,69.370003,2479500,57.380943
"112",69.160004,69.489998,68.110001,68.68,2720400,56.810192
"113",68.82,69.07,67.709999,68.550003,3621600,56.702662
"114",68.910004,69.309998,68.089996,69.150002,7819600,57.198964
"115",69.150002,69.739998,69.099998,69.43,7133700,57.430572
"116",69.330002,69.410004,68.139999,68.639999,7876000,56.777105
"117",68.239998,68.910004,68.139999,68.32,2363000,56.51241
"118",68.650002,69.220001,68.5,69.160004,2770500,57.207238
"119",68.589996,69.110001,68.419998,68.800003,1441500,56.909455
"120",68,68.400002,67.709999,68.199997,2555700,57.034894
"121",67.699997,68.470001,67.68,68.040001,2383200,56.901091
"122",68.650002,69.540001,68.650002,69.400002,2426500,58.038445
"123",69.660004,70.099998,69.419998,69.800003,3108600,58.372961
"124",69.470001,69.959999,68.510002,69.18,2765500,57.85446
"125",69.25,69.269997,68.510002,68.779999,1917200,57.519943
"126",69.339996,69.769997,68.940002,69.449997,2523900,58.080255
"127",69.370003,69.830002,68.730003,68.730003,2555700,57.478133
"128",68.949997,69.059998,68.019997,68.309998,3693500,57.126887
"129",68.389999,68.919998,68.309998,68.839996,3243600,57.570119
"130",68.860001,69.029999,68.379997,68.620003,2834900,57.38614
"131",68.830002,70.32,68.739998,70.019997,2808700,58.55694
"132",69.690002,70.080002,69.529999,69.720001,1869900,58.306057
"133",69.900002,70.419998,69.300003,70.370003,1782200,58.849646
"134",70.279999,70.279999,69.57,70.07,2826900,58.598757
"135",69.790001,70.160004,69.440002,69.650002,2407900,58.247517
"136",70.040001,70.190002,69.5,69.800003,2749300,58.372961
"137",69.690002,69.779999,69.309998,69.349998,3104900,57.996628
"138",69.43,69.580002,69,69.25,2121000,57.913
"139",69,69.410004,68.809998,69.309998,1310400,57.963175
"140",69.370003,69.639999,68.949997,69.580002,1445100,58.188977
"141",69.730003,69.870003,69.099998,69.129997,1764600,57.812643
"142",69.309998,69.529999,68.650002,68.690002,2316000,57.44468
"143",68.830002,69.959999,68.650002,69.910004,2489600,58.464954
"144",70.199997,70.379997,69.620003,69.870003,2004700,58.431501
"145",69.82,70.620003,69.699997,70.309998,2702200,58.799464
"146",70.129997,71.959999,70.010002,71.919998,4465400,60.14589
"147",72.459999,73.959999,72.190002,73.18,6454300,61.199615
"148",73.190002,73.889999,72.75,73.629997,4151400,61.575943
"149",73.75,74.18,73.160004,73.589996,4649300,61.54249
"150",74,74,73.379997,73.650002,4606400,61.592672
"151",74.139999,74.349998,73.790001,74.239998,2910300,62.086079
"152",74.209999,74.879997,73.75,73.839996,2894900,61.751563
"153",73.660004,74.610001,73.519997,74.5,2509000,62.303516
"154",75.029999,76.889999,75,76.540001,3789000,64.009546
"155",76.230003,78.669998,76.230003,77.660004,5078800,64.946192
"156",77.580002,79.330002,77.379997,79.32,4772000,66.334428
"157",79.75,80.160004,79.129997,79.220001,4231500,66.250801
"158",78.879997,79.18,77.660004,78.029999,6903800,65.255615
"159",77.860001,79.129997,77.639999,79.07,3051300,66.125356
"160",78.940002,79,77.519997,78.389999,2835900,65.556679
"161",79.959999,81,78.57,79.099998,3045800,66.150444
"162",79.339996,80.5,77.790001,78.199997,4376600,65.397782
"163",78.879997,79.629997,78.589996,79.599998,2266000,66.568588
"164",79.68,81,79.629997,80.589996,2682200,67.396512
"165",80.309998,81.660004,80.110001,81.07,1930700,67.797934
"166",81.010002,81.440002,80.379997,80.720001,3770000,67.505234
"167",80.900002,80.93,80.209999,80.709999,3479200,67.496869
"168",80.699997,81.739998,80.559998,81.519997,3884400,68.174261
"169",81.489998,81.849998,81.129997,81.400002,1856700,68.07391
"170",81.309998,82.43,81.07,82.269997,1755300,68.801478
"171",81.849998,82.139999,81.349998,81.889999,1905600,68.48369
"172",81.57,81.919998,81.139999,81.690002,2612400,68.316435
"173",81.769997,81.989998,80.099998,80.919998,1786400,67.672489
"174",80.730003,81.730003,80.220001,81.480003,1902900,68.140815
"175",81.389999,81.459999,80.540001,81.279999,3279600,67.973553
"176",81.099998,82.089996,80.970001,81.900002,1953400,68.492055
"177",81.949997,82.089996,81.419998,81.809998,1522800,68.416785
"178",81.32,81.419998,79.980003,80.18,1808400,67.053637
"179",80.300003,80.779999,79.620003,80.139999,1991100,67.020185
"180",80.139999,80.720001,79.879997,80.220001,1500500,67.087089
"181",79.690002,80.279999,79.029999,80.110001,1982300,67.627364
"182",80.510002,80.580002,79.010002,79.160004,2426600,66.825395
"183",79.470001,80.050003,78.800003,79.120003,1960500,66.791627
"184",79.309998,79.879997,78.870003,79.459999,1629600,67.078645
"185",79.839996,80.889999,79.839996,80.779999,1692200,68.192964
"186",80.699997,80.800003,78.900002,79.849998,2088900,67.407875
"187",79.940002,80.5,78.949997,79.300003,1863600,66.94358
"188",79.32,80.519997,79.32,80.269997,1878700,67.76243
"189",80.199997,80.790001,79.959999,80.480003,2155800,67.939714
"190",79.739998,80.190002,78.82,79.040001,1931200,66.724091
"191",79.080002,80.779999,78.830002,80.470001,2444500,67.93127
"192",79.739998,80.720001,79.589996,80.470001,5269100,67.93127
"193",79.419998,80.199997,78.419998,79.68,2415700,67.264366
"194",79.279999,80.099998,78.199997,78.410004,2594100,66.192259
"195",79.790001,80.980003,79.449997,80.410004,2919800,67.880621
"196",81.419998,81.489998,80.099998,80.529999,3355800,67.981919
"197",81.32,81.690002,81.139999,81.230003,2278100,68.57285
"198",81.379997,81.669998,81.010002,81.300003,1253500,68.631942
"199",80.980003,81.339996,80.599998,81.18,1757900,68.530638
"200",81.639999,81.75,80.610001,80.800003,1982700,68.209852
"201",81.099998,81.18,80.339996,80.370003,1923400,67.846853
"202",80.769997,81,80.110001,80.260002,1329800,67.753993
"203",80.239998,80.57,79.57,80.349998,1586700,67.829966
"204",80.5,80.669998,79.720001,79.760002,2277300,67.331902
"205",79.839996,80.68,79.779999,80.400002,2897200,67.872178
"206",80.5,81.339996,80.360001,80.980003,1544600,68.361804
"207",80.75,81.239998,80.5,80.989998,1803900,68.370242
"208",80.550003,81.629997,80.410004,81.110001,2005200,68.471546
"209",81.110001,81.75,80.849998,81.489998,1779800,68.792332
"210",81.290001,81.800003,80.910004,81.790001,1674700,69.045589
"211",81.800003,81.919998,80.199997,80.5,1939100,67.956595
"212",80.339996,81.220001,80.040001,80.510002,1823300,67.965038
"213",80.519997,80.519997,80.019997,80.370003,1861900,67.846853
"214",80.440002,80.870003,77.830002,78.309998,4249600,66.107835
"215",77.870003,78.540001,75.809998,77.730003,3854000,65.618215
"216",78.010002,78.370003,77.480003,78.190002,2517600,66.006538
"217",77.459999,77.529999,76.540001,76.900002,2916700,64.917543
"218",77.230003,77.5,76.82,77.010002,1992600,65.010404
"219",77.669998,78.730003,77.589996,77.879997,1976000,65.744837
"220",77.860001,78.059998,77.610001,77.779999,1905100,65.66042
"221",77.480003,77.860001,77.080002,77.440002,2458600,65.373402
"222",77.970001,79.610001,77.839996,79.040001,3e+06,66.724091
"223",79.07,79.809998,78.709999,79.160004,1727900,66.825395
"224",79.190002,79.32,78.489998,79.059998,2402300,66.740971
"225",79.059998,79.449997,78.879997,79.25,2078500,66.901368
"226",79.349998,79.900002,78.540001,78.739998,3125000,66.470834
"227",78.519997,80.169998,78.5,79.889999,2288100,67.441643
"228",79.919998,80.349998,78.779999,78.910004,4356900,66.614349
"229",78.809998,80.400002,78.510002,79.809998,2296200,67.374107
"230",80.470001,80.800003,79.580002,79.949997,2047200,67.492292
"231",80.019997,80.510002,79.629997,79.93,1705300,67.475412
"232",80.239998,80.459999,79.419998,79.449997,2189700,67.070202
"233",79.5,80.199997,79.239998,79.379997,2275400,67.011109
"234",79.330002,80.360001,79.25,80.07,1550900,67.593596
"235",80.040001,80.389999,79.419998,79.589996,1669000,67.188387
"236",79.389999,80.519997,79.269997,80.339996,2439800,67.821522
"237",79.839996,80.379997,78.839996,79.559998,2005500,67.163062
"238",79.589996,80.169998,79.129997,80.010002,1312100,67.542948
"239",80.5,80.830002,80.080002,80.379997,1045100,67.855291
"240",80.370003,80.370003,79.529999,79.75,1694000,67.323459
"241",79.019997,79.800003,78.790001,79.230003,1832600,66.884487
"242",79.160004,79.330002,78.510002,78.599998,2384800,66.352649
"243",78.519997,78.599998,78,78.459999,2328500,66.234464
"244",78.349998,78.68,77.540001,77.739998,2994500,65.626652
"245",77.080002,77.540001,76.68,77.260002,1796100,65.856804
"246",77.269997,78.110001,77.269997,77.900002,2369600,66.402342
"247",77.760002,78.110001,75.739998,75.760002,2613800,64.578196
"248",75.779999,76.389999,75.68,75.730003,2307000,64.552625
"249",75.220001,76.459999,75.099998,76.279999,2560600,65.021444
"250",76.199997,77.599998,76.099998,77.379997,3200700,65.959088
"251",77.449997,77.720001,77.260002,77.290001,2277500,65.882375
"252",77.220001,77.75,77.019997,77.120003,2398800,65.737468
"253",77.129997,78.019997,76.800003,77.889999,1896100,66.393817
"254",77.650002,78.010002,77.209999,77.300003,2404900,65.890901
"255",77.720001,79.080002,77.510002,78.860001,3048000,67.22065
"256",79.389999,80,79.110001,79.639999,2552100,67.885525
"257",79.080002,80,78.989998,79.629997,2217700,67.876999
"258",79.57,80.349998,79.300003,79.910004,2493100,68.115678
"259",80.470001,81.150002,79.790001,80.010002,3135700,68.200917
"260",79.720001,80.830002,79.720001,80.339996,4146300,68.482206
"261",80.709999,80.949997,80.190002,80.650002,1863900,68.746456
"262",80.639999,80.940002,79.949997,80.010002,1709600,68.200917
"263",79.879997,80.040001,78.57,79.690002,1812000,67.928148
"264",79.779999,79.809998,79.120003,79.199997,1905000,67.510465
"265",79.43,79.889999,79.029999,79.669998,1192800,67.911096
"266",79.790001,79.839996,79.239998,79.440002,1651600,67.715047
"267",79.650002,80.620003,79.550003,80.370003,1630500,68.507784
"268",80.400002,81.269997,80.089996,80.970001,1487100,69.019225
"269",80.870003,82.010002,80.690002,81.970001,1200900,69.87163
"270",81.629997,81.629997,80.639999,80.970001,1310400,69.019225
"271",80.970001,81.93,80.93,81.620003,2339400,69.57329
"272",82.230003,82.230003,81.239998,81.360001,1950500,69.351663
"273",80.589996,81.029999,80.309998,80.510002,2071200,68.62712
"274",79.730003,80.110001,79.510002,79.980003,1733800,68.175346
"275",79.870003,80,79.25,79.709999,1975900,67.945193
"276",80.07,80.879997,79.440002,79.669998,1824700,67.911096
"277",79.629997,79.720001,78.940002,79.199997,1574500,67.510465
"278",79.459999,79.459999,77.610001,78.370003,2322800,66.802974
"279",78.120003,78.139999,76.959999,77.440002,1574100,66.010237
"280",77.510002,78.669998,77.470001,78.400002,1790900,66.828545
"281",78.400002,78.800003,77.989998,78.32,1431600,66.760351
"282",78.790001,80.389999,78.589996,80.160004,1794700,68.328779
"283",79.879997,80,78.980003,79.599998,1272300,67.851428
"284",78.910004,79.739998,78.529999,79.300003,1514700,67.595711
"285",81.339996,81.989998,79.940002,80.82,3087900,68.891363
"286",80.279999,80.580002,77.220001,77.459999,2930800,66.027282
"287",77.449997,77.849998,74.440002,75.290001,4943700,64.177565
"288",74.620003,76.940002,74.589996,75.730003,3452100,64.552625
"289",76.110001,76.110001,73.43,74.459999,3494100,63.470068
"290",73.959999,75.110001,73.620003,73.68,4183000,62.805193
"291",73.540001,74.010002,72.349998,73.559998,3432800,62.702902
"292",72.879997,72.959999,71.300003,71.32,3333000,60.793517
"293",72.040001,73.980003,71.980003,72.82,6414600,62.072124
"294",71.650002,72.870003,68.769997,68.900002,4897200,58.730698
"295",69.449997,70.989998,67.059998,70.879997,8253700,60.418456
"296",69.480003,69.800003,66.68,66.870003,4806500,57.000317
"297",66.989998,69.699997,66.360001,68.839996,3298900,58.67955
"298",69.660004,70.349998,68.07,69.120003,3262300,58.918229
"299",69.830002,70.480003,69.419998,70.260002,3031300,59.88997
"300",69.989998,71.93,69.370003,70.690002,3184000,60.256504
"301",71,71.660004,70.620003,71.190002,2366900,60.682706
"302",69.739998,69.959999,68.32,69.379997,4174800,59.139849
"303",68.330002,70.230003,68.169998,69.389999,3031700,59.148375
"304",70.400002,70.769997,69.400002,69.919998,1990200,59.600149
"305",70.230003,71.980003,70.110001,71.879997,2530900,61.270861
"306",71.769997,73.290001,71.519997,73.260002,1710300,62.447184
"307",73.529999,73.75,71.730003,72.040001,2004400,61.407249
"308",71.709999,73.269997,70.519997,73.25,1842500,62.438658
"309",73.809998,74.459999,73.139999,74.07,1869100,63.13763
"310",73.209999,74.57,72.5,74.099998,2193800,63.809308
"311",74.580002,74.75,73.669998,74.190002,1814500,63.886812
"312",74.400002,75,72.949997,73.050003,2352800,62.905131
"313",72.139999,72.660004,71.129997,71.370003,2202800,61.458442
"314",69.669998,71.330002,69.099998,71.220001,2347900,61.329272
"315",72.099998,73.18,71.43,72.940002,1668400,62.810407
"316",72.550003,73,71.82,71.940002,1735700,61.949283
"317",71.160004,71.980003,70.529999,71.57,2546700,61.630664
"318",70.5,72.290001,70.5,72.239998,2527900,62.207616
"319",72.620003,74.220001,72.160004,72.709999,3090600,62.612345
"320",73.07,74.5,72.610001,73.580002,2807500,63.361526
"321",73.760002,75.5,73.760002,75.440002,2038400,64.963218
"322",75.279999,76.209999,74.510002,76.029999,4099500,65.471278
"323",75.059998,77.040001,74.839996,76.690002,3547000,66.039623
"324",76.940002,76.989998,75.32,75.440002,3063100,64.963218
"325",75.470001,75.730003,72.650002,72.650002,4054200,62.56068
"326",70.870003,74.209999,70.769997,73.139999,5399200,62.982629
"327",73.480003,74.720001,71.739998,72.089996,4777100,62.078446
"328",72.980003,73.800003,72.190002,73.779999,4816700,63.533748
"329",75.169998,75.230003,73.709999,74.269997,2929300,63.955697
"330",74.300003,74.919998,73.239998,73.32,1831200,63.137632
"331",74.25,74.389999,71,72.489998,3619300,62.422897
"332",71.690002,73.400002,71.529999,72.639999,3346500,62.552067
"333",72.580002,73.290001,71.110001,71.160004,2724100,61.277607
"334",70.449997,72.760002,70.370003,72.699997,2300000,62.603732
"335",73.099998,73.769997,71.970001,72.489998,2974300,62.422897
"336",72.269997,73.730003,72.110001,73.129997,2150800,62.974016
"337",73.599998,74.800003,73.080002,74,2385800,63.723197
"338",75.239998,75.809998,74.510002,75.75,1543000,65.230164
"339",75.459999,76.599998,75.459999,76.32,1597200,65.721005
"340",76.629997,76.919998,75.959999,76.129997,1437000,65.557389
"341",75.900002,76.589996,75.279999,76.410004,1138000,65.798509
"342",77.010002,77.099998,75.730003,75.989998,1745000,65.436832
"343",75.75,76.449997,74.559998,74.720001,2477000,64.343207
"344",74.800003,76.419998,74.239998,75.980003,1959500,65.428225
"345",75.900002,76.68,75.209999,75.470001,1226700,64.98905
"346",75.75,76.050003,74.809998,75.699997,1368600,65.187105
"347",76.410004,77.400002,75.639999,77.400002,2122300,66.65102
"348",77.389999,78.860001,76.57,78.730003,2207100,67.796317
"349",78.660004,79.900002,78.050003,78.889999,3274900,67.934094
"350",78.940002,78.940002,75.639999,76.349998,4405800,65.746837
"351",78.019997,78.300003,75.220001,75.650002,3157700,65.144053
"352",75.720001,76.690002,75.059998,75.43,2244700,64.954604
"353",75.279999,77,75.089996,75.900002,3272200,65.359334
"354",74.559998,75.059998,73.480003,73.989998,2709200,63.714583
"355",74.730003,75.290001,74.330002,74.519997,1968600,64.170978
"356",75.160004,76.209999,74.599998,76.089996,1411900,65.522943
"357",75.529999,76.519997,74.739998,76.519997,2933000,65.893227
"358",76.43,78.419998,75.959999,78.260002,2541900,67.391588
"359",78.419998,78.870003,77.540001,78.389999,2209200,67.503532
"360",77.019997,77.529999,76.559998,76.949997,2773000,66.26351
"361",77.300003,77.400002,75.769997,76.129997,2608300,65.557389
"362",76.940002,77.809998,76.779999,77.419998,1728900,66.66824
"363",77.330002,77.949997,77.230003,77.349998,1497800,66.607962
"364",77.120003,78.139999,77.010002,77.849998,1405800,67.038524
"365",77.099998,77.32,75.769997,75.93,2368200,65.385167
"366",75.75,75.980003,74.389999,75.160004,2895000,64.722104
"367",75.599998,75.720001,74.940002,75.099998,6630400,64.670432
"368",74.160004,74.889999,72.370003,74.489998,8533400,64.145146
"369",74.510002,74.940002,73.57,74.470001,2297300,64.127926
"370",73.760002,74.57,73.550003,73.949997,2479700,63.680138
"371",74.019997,76.230003,74,75.389999,2001900,64.920159
"372",76.809998,78,76,78,5886500,67.167694
"373",77.290001,77.290001,76.349998,76.510002,2644800,66.740265
"374",78.029999,78.860001,77.730003,78.150002,2998500,68.170849
"375",78.139999,79.489998,78.110001,78.980003,1896800,68.894866
"376",79.550003,79.800003,77.230003,77.82,2421700,67.882986
"377",78.559998,78.660004,77.599998,78.110001,2524900,68.135956
"378",77.800003,78.489998,77.620003,77.910004,1498300,67.961497
"379",77.940002,78.050003,77.370003,77.57,2092300,67.664909
"380",77.470001,77.650002,76.419998,76.519997,1797200,66.748984
"381",77.050003,77.699997,77.019997,77.419998,1239700,67.534062
"382",77.440002,77.470001,76.400002,76.889999,1450200,67.07174
"383",77.379997,77.769997,76.459999,76.730003,1642200,66.932174
"384",76.720001,76.870003,76.019997,76.290001,1439800,66.548357
"385",77.07,77.519997,76.760002,76.919998,1972300,67.097908
"386",77.620003,77.879997,76.32,77.099998,4215600,67.254924
"387",77.279999,77.690002,76.599998,76.82,1393200,67.010679
"388",77.940002,78.870003,77.830002,78.529999,1749900,68.502324
"389",78.449997,79.690002,78.019997,79.629997,1820700,69.461861
"390",79.82,81.029999,79.629997,80.809998,2793300,70.491185
"391",81,81.459999,80.669998,81.410004,1927500,71.014575
"392",81.330002,81.660004,80.940002,81.32,1483200,70.936063
"393",81.68,81.779999,80.849998,80.940002,840400,70.604589
"394",80.959999,81.739998,80.879997,81.519997,1123700,71.110522
"395",81.650002,81.860001,80.860001,80.900002,1474700,70.569696
"396",82.120003,82.989998,81.769997,82.019997,2273600,71.546676
"397",80.949997,81.449997,80.370003,80.910004,2242700,70.578421
"398",80.660004,80.68,79.050003,80.07,2616100,69.845679
"399",80.410004,80.410004,79.650002,79.980003,4274300,69.767174
"400",80.349998,80.349998,79.760002,80.040001,1861500,69.819511
"401",80.629997,81.199997,80.360001,80.620003,1846700,70.325451
"402",80.489998,81.129997,80.489998,80.779999,1245900,70.465016
"403",81.120003,81.769997,80.760002,81.690002,1822300,71.25882
"404",81.160004,81.529999,80.800003,81.519997,1475600,71.110522
"405",82.050003,82.099998,81.349998,81.639999,1953700,71.215202
"406",81.589996,82.279999,81.339996,82.279999,1155900,71.773478
"407",82.25,83.709999,81.849998,83.709999,1959400,73.020878
"408",83.150002,83.440002,82.540001,82.779999,2461700,72.209632
"409",82.830002,82.860001,81.900002,82.540001,1716700,72.00028
"410",82.550003,82.809998,82.120003,82.239998,1139000,71.738585
"411",82.040001,82.269997,81.25,81.730003,2421500,71.293713
"412",82.470001,82.949997,81.290001,82.470001,2733700,71.939219
"413",82,82.550003,81.660004,82.019997,1952500,71.546676
"414",81.32,82.129997,81.290001,82.010002,3109900,71.537958
"415",82.199997,82.400002,81.699997,82.32,2878600,71.808371
"416",82.540001,83.720001,82.260002,83.519997,2114100,72.855138
"417",83.559998,83.699997,82.900002,83.169998,1298800,72.549831
"418",83.410004,84.730003,83.25,84.589996,3366800,73.788507
"419",84.379997,85.400002,84.339996,85.25,2028300,74.364233
"420",85,86.639999,85,86.629997,2871300,75.568015
"421",86.57,87.709999,86.139999,87.639999,3394000,76.449048
"422",87.660004,88.07,87.400002,88.010002,2865000,76.771804
"423",87.129997,87.720001,87,87.510002,1928200,76.33565
"424",87.639999,88.25,86.980003,88.230003,2583400,76.963713
"425",87.730003,88.550003,87.660004,88.449997,1676700,77.155615
"426",87.68,87.919998,86.769997,86.93,3474000,75.82971
"427",86.849998,87.209999,86.059998,86.400002,2298500,75.367388
"428",86.720001,88.309998,86.620003,87.989998,2734000,76.754354
"429",87.860001,87.900002,86.790001,87.150002,1738700,76.021619
"430",87.339996,88.089996,87.260002,87.620003,1241400,76.431605
"431",87.809998,88.389999,87.57,88.290001,7431200,77.016049
"432",88.480003,90.150002,88.400002,89.529999,7279200,78.097709
"433",89.519997,90,89.080002,89.410004,2905000,77.993036
"434",88.849998,88.860001,88,88.699997,1866000,78.248859
"435",88.879997,89.309998,88.389999,88.410004,2832200,77.993034
"436",88.610001,88.970001,88.139999,88.370003,1608300,77.957746
"437",88.400002,89.050003,88.300003,88.5,1334200,78.072427
"438",89.019997,89.080002,88.559998,88.68,1458500,78.231218
"439",87.980003,88.839996,87.68,87.779999,1442200,77.43726
"440",87.809998,88.07,87.410004,87.959999,1280500,77.596052
"441",88.57,89,88.260002,88.379997,1159400,77.966563
"442",88.82,89.120003,88.220001,88.910004,1177800,78.434121
"443",88.709999,89.290001,88.620003,89,1113600,78.513514
"444",89.379997,89.709999,88.800003,89.650002,1626500,79.086929
