"","KRFT.Open","KRFT.High","KRFT.Low","KRFT.Close","KRFT.Volume","KRFT.Adjusted"
"454",60.25,60.25,59.66,59.720001,2445800,57.764605
"455",59.939999,59.939999,59.369999,59.450001,2467300,57.503445
"456",59.419998,59.849998,59.25,59.790001,1846500,57.832313
"457",60.110001,60.48,60.009998,60.240002,2694000,58.267579
"458",60.299999,60.34,59.709999,59.790001,1720300,57.832313
"459",59.950001,60.080002,59.630001,59.990002,1720700,58.025765
"460",59.68,59.709999,59.130001,59.16,1761600,57.222939
"461",59.52,59.830002,59.209999,59.790001,2367700,57.832313
"462",59.759998,59.849998,59.310001,59.52,1847800,57.571153
"463",59.720001,60,59.700001,59.830002,1800900,57.871004
"464",59.860001,59.880001,58.060001,58.299999,5193300,56.391098
"465",58.650002,58.75,58.07,58.330002,3739200,56.420118
"466",58.470001,58.5,58.169998,58.299999,2011100,56.391098
"467",58.470001,58.580002,58.07,58.200001,1738300,56.294373
"468",57.889999,58.470001,57.75,57.759998,2958700,55.868778
"469",58.389999,58.389999,57.07,57.240002,3147600,55.365807
"470",55.779999,55.970001,53.34,53.59,10523400,51.835317
"471",53.599998,54.790001,53.330002,54.720001,5522900,52.928319
"472",54.700001,55,54.470001,54.650002,3168900,52.860611
"473",54.509998,54.900002,53.959999,54.209999,3287300,52.435015
"474",54.040001,55.610001,53.860001,55.369999,5477300,53.557034
"475",55.689999,55.689999,54.639999,54.68,3590300,52.889627
"476",54.810001,55.610001,54.790001,55.549999,2534700,53.73114
"477",55.790001,56.279999,55.68,56.02,2431300,54.185752
"478",56.009998,56.23,55.830002,56.099998,1834200,54.263131
"479",56.169998,56.759998,56.130001,56.66,2710400,54.804796
"480",56.68,56.93,56.619999,56.91,1407500,55.046611
"481",57.380001,57.41,56.59,56.75,3153800,54.89185
"482",56.919998,57.330002,56.880001,57.25,2170400,55.375478
"483",57.290001,57.400002,57.02,57.279999,1339300,55.404495
"484",57.540001,57.59,57,57.080002,1863900,55.211046
"485",57.080002,57.610001,57.07,57.259998,1535100,55.385149
"486",57.439999,57.540001,57.07,57.220001,1625700,55.346462
"487",57.540001,58.119999,57.310001,58.09,2470800,56.187974
"488",57.900002,58.52,57.900002,58.450001,2505400,56.536188
"489",58.509998,58.720001,58.150002,58.41,1643700,56.497496
"490",58.25,58.52,58.209999,58.48,1409200,56.565204
"491",58.639999,58.919998,58.43,58.900002,1813100,56.971454
"492",58.869999,59,58.259998,58.549999,2274300,56.632912
"493",58.84,58.860001,58.32,58.599998,1384500,56.681274
"494",58.799999,58.900002,58.349998,58.419998,1751000,56.507167
"495",58.549999,58.830002,58.34,58.82,1569400,56.894072
"496",58.549999,58.720001,58.119999,58.209999,1943400,56.304044
"497",58.060001,58.259998,57.84,58.09,2096700,56.187974
"498",58.240002,58.299999,57.880001,58.16,1401800,56.255682
"499",57.830002,58.41,57.720001,58.400002,1497800,56.487826
"500",58.049999,58.360001,57.470001,57.720001,3332900,55.83009
"501",57.970001,58.16,57.689999,57.869999,1637400,55.975177
"502",57.939999,58.529999,57.91,58.349998,2042500,56.43946
"503",58.18,58.25,57.27,57.32,3484600,55.443186
"504",57.380001,57.52,57.27,57.439999,2714500,55.559256
"505",57.360001,57.470001,56.880001,56.91,5174900,55.046611
"506",56.880001,56.950001,56.5,56.689999,3156900,54.833813
"507",56.529999,56.66,56.029999,56.049999,2446500,54.214769
"508",56.02,56.849998,55.950001,56.810001,2307800,54.949886
"509",56.639999,56.77,56.080002,56.209999,3262000,54.36953
"510",56.09,56.529999,55.82,56.369999,2054700,54.524291
"511",56.040001,56.470001,55.970001,56.290001,1973800,54.446912
"512",56.490002,56.799999,56.240002,56.400002,2811500,54.553311
"513",56.419998,56.439999,55.82,55.830002,2391400,54.001975
"514",55.950001,56.200001,55.549999,55.830002,1924700,54.001975
"515",55.93,56.48,55.779999,56.299999,2440400,54.456583
"516",56.43,56.599998,55.790001,56.310001,2154400,54.466258
"517",56.150002,56.290001,55.560001,55.57,2367700,53.750486
"518",55.740002,56.66,55.610001,56.599998,3647900,54.74676
"519",56.5,56.869999,56.169998,56.23,4524100,54.388875
"520",56.080002,56.709999,55.869999,55.869999,3265100,54.040662
"521",55.849998,56.150002,55.380001,55.400002,3297700,53.586054
"522",55.700001,56.43,55.599998,56.040001,3508900,54.205098
"523",54.889999,55.18,54,54.529999,5723100,53.267322
"524",54.009998,54.66,53.630001,54.389999,4365100,53.130565
"525",54.84,55.169998,54.349998,54.990002,4288400,53.716674
"526",54.950001,55.939999,54.919998,55.880001,2399200,54.586064
"527",55.959999,56.5,55.650002,56.439999,2119000,55.133095
"528",56.740002,56.779999,56.419998,56.560001,3031600,55.250319
"529",56.66,56.880001,56.389999,56.540001,2993800,55.230782
"530",56.470001,56.869999,56.130001,56.830002,2816800,55.514067
"531",56.77,57.200001,56.650002,56.919998,1704100,55.60198
"532",57.119999,57.41,56.779999,57.25,2818700,55.92434
"533",57.32,57.389999,56.380001,56.91,3750400,55.592213
"534",55.23,56.240002,55.139999,56.16,5391900,54.85958
"535",57.66,57.66,55.799999,56.349998,5608500,55.045179
"536",56.330002,56.880001,56.27,56.790001,3448900,55.474993
"537",56.889999,57.540001,56.689999,57.119999,2828900,55.797349
"538",57.650002,57.860001,57.32,57.66,2590000,56.324846
"539",58.02,58.330002,57.560001,58.27,3174900,56.920722
"540",58.459999,58.459999,57.02,57.869999,2973400,56.529983
"541",57.900002,58.23,57.610001,57.91,1870300,56.569057
"542",57.84,58.049999,57.619999,57.880001,1580100,56.539753
"543",57.509998,57.82,57.099998,57.459999,2563700,56.129477
"544",57.709999,57.970001,57.400002,57.630001,1703400,56.295542
"545",57.810001,57.82,57.209999,57.419998,2009600,56.090402
"546",57.43,58,57.43,57.990002,1805900,56.647207
"547",58.049999,58.400002,57.91,58.220001,1918900,56.87188
"548",58.240002,58.41,57.950001,58.369999,1920000,57.018405
"549",58.189999,58.68,58.02,58.529999,2338900,57.1747
"550",59.200001,59.639999,59,59.220001,5544200,57.848725
"551",59.16,59.32,58.830002,58.970001,2182600,57.604514
"552",58.900002,59.139999,58.66,58.939999,1984700,57.575206
"553",58.939999,59.299999,58.880001,59.279999,1279100,57.907333
"554",59.650002,60.240002,59.450001,60.169998,1759200,58.776724
"555",60.060001,60.200001,59.82,59.919998,2593900,58.532513
"556",59.970001,60.130001,59.75,60.099998,2942000,58.708345
"557",60,60.25,59.82,60.189999,2256000,58.796261
"558",59.91,60.040001,59.5,59.700001,2412800,58.31761
"559",59.720001,60.279999,59.599998,60.27,2369300,58.874411
"560",60.009998,60.689999,60.009998,60.330002,3524700,58.933023
"561",59.959999,60.459999,59.610001,60.299999,2573900,58.903715
"562",60,60.450001,59.5,59.580002,2501100,58.200389
"563",59.650002,60.349998,59.650002,60.060001,3504500,58.669274
"564",59.599998,60.099998,59.200001,59.220001,2724800,57.848725
"565",59.119999,59.529999,58.669998,58.700001,3384900,57.340765
"566",58.779999,60.240002,58.77,58.830002,3906600,57.467756
"567",58.990002,59.82,58.689999,59.560001,2345800,58.180852
"568",60.560001,63.380001,60.439999,63.380001,8681500,61.912397
"569",63.209999,64.059998,62.98,63.509998,7251700,62.039384
"570",63.299999,64.330002,63.25,64.309998,2722500,62.820859
"571",63.869999,64.410004,63.549999,64.010002,2262300,63.61594
"572",63.889999,64.470001,63.860001,63.900002,937600,63.506616
"573",63.689999,64.209999,63.66,63.93,973100,63.53643
"574",63.779999,64.019997,63.509998,63.82,1878000,63.427107
"575",63.599998,63.93,63.48,63.529999,1166600,63.138891
"576",63.549999,63.759998,62.610001,62.66,1640200,62.274248
"577",62.73,63.5,62.139999,62.639999,1831900,62.254371
"578",62.529999,63.029999,61.779999,61.849998,3020000,61.469233
"579",62.220001,62.93,61.599998,61.860001,3899600,61.479174
"580",62.299999,63.740002,62.27,63.189999,5360500,62.800984
"581",63.669998,64.25,63.299999,63.990002,3725300,63.596062
"582",64.18,64.25,63.52,63.790001,2672000,63.397293
"583",63.700001,63.880001,63.369999,63.540001,2713900,63.148832
"584",63.91,64.230003,62.57,62.990002,3055500,62.602218
"585",62.709999,63.209999,62.360001,62.759998,3146800,62.373631
"586",64.169998,66.269997,63.560001,65.690002,8512000,65.285597
"587",65.389999,65.830002,64.949997,65.760002,3566200,65.355166
"588",65.800003,66.230003,64.870003,65.93,2874500,65.524118
"589",65.849998,66.669998,65.510002,66.57,2992300,66.160177
"590",66.949997,67.349998,66.330002,67.239998,3285800,66.826051
"591",67.279999,67.330002,66.599998,66.720001,2386500,66.309255
"592",66.75,67.029999,66.139999,66.959999,2319800,66.547776
"593",66.279999,67.410004,66.279999,66.830002,2407300,66.418579
"594",66.839996,67.449997,65.709999,65.739998,2488100,65.335285
"595",65.620003,66.389999,65.300003,66.260002,2230400,65.852088
"596",65.970001,66.169998,65.089996,65.339996,3328000,64.937746
"597",65.650002,66.239998,64.639999,66.209999,2161700,65.802393
"598",66.309998,66.989998,66.269997,66.970001,2126100,66.557716
"599",66.639999,67.660004,66.639999,67.080002,2378200,66.66704
"600",67.739998,67.739998,66.269997,66.940002,2747500,66.527902
"601",66.989998,67.059998,66.349998,66.769997,2147000,66.358943
"602",66.459999,66.82,65.889999,66.040001,2353200,65.633441
"603",66.519997,67.040001,66,66.889999,2292400,66.478207
"604",66.889999,67,64.949997,65.07,6447500,64.669411
"605",65.110001,66.190002,65.080002,66.169998,3995700,65.762638
"606",64.540001,64.900002,63.459999,64.419998,7277600,64.023412
"607",64,64.690002,63.599998,64.269997,4019200,63.874333
"608",64.269997,64.870003,64.169998,64.75,2556900,64.351382
"609",64.779999,64.860001,64.010002,64.169998,2364000,63.774951
"610",64.239998,64.459999,63.830002,64.419998,4451600,64.023412
"611",64.190002,64.470001,63.77,63.970001,2903700,63.576185
"612",63.75,64.199997,63.290001,64.080002,2464200,63.685508
"613",64.18,64.470001,63.810001,63.970001,2690400,63.576185
"614",64.129997,64.129997,63.509998,63.779999,2498000,63.387352
"615",63.860001,64.300003,63.59,64.059998,1858300,63.665627
"616",64.150002,64.290001,63.700001,63.799999,2090800,63.407229
"617",63.700001,63.830002,63.25,63.779999,2040000,63.387352
"618",63.75,63.880001,63.029999,63.189999,1745100,62.800984
"619",63.48,63.48,62.810001,63.099998,2313800,62.711538
"620",63,63.150002,61.82,62.02,3280400,61.638189
"621",61.84,62.470001,61.810001,62.16,2147100,61.777326
"622",61.919998,61.950001,61.32,61.389999,3773500,61.012066
"623",61.41,61.639999,60.77,60.970001,3046600,60.594654
"624",61.349998,62.139999,61.220001,62.02,2258200,61.638189
"625",61.630001,62.080002,61.09,61.650002,1964900,61.270468
"626",61.990002,62.259998,61.709999,62.049999,1925500,61.668003
"627",61.709999,61.990002,61.34,61.700001,2531600,61.320159
"628",61.580002,62.07,60.279999,61.869999,5974400,61.489111
"629",61.869999,61.939999,61.080002,61.299999,2489700,60.92262
"630",61.650002,62.310001,61.59,61.939999,4885100,61.55868
"631",62.09,62.52,61.900002,62.119999,2539300,61.737572
"632",62.119999,62.330002,61.310001,61.330002,3416700,60.952438
"633",81.449997,87.879997,80.120003,83.169998,99899000,82.657982
"634",82,85.540001,82,84.389999,27039000,83.870472
"635",83.629997,89.839996,83.559998,89.099998,28934800,88.551475
"636",88.559998,90.610001,87.360001,90.610001,20094000,90.052181
"637",89.620003,90,86.510002,87.120003,20914900,86.583669
"638",86.5,90.75,85.860001,90.699997,14499500,90.141624
"639",90,91.32,88.339996,88.949997,16530200,88.402397
"640",88.400002,89.18,88.099998,88.760002,12016200,88.213572
"641",88.300003,90.199997,87.669998,89.339996,8939400,88.789996
"642",88.5,88.93,87.5,88.379997,7541000,88.379997
"643",87.949997,89.5,87.330002,89.400002,6801900,89.400002
"644",88.809998,89.400002,88.199997,89.269997,3732500,89.269997
"645",88.889999,88.949997,87.589996,88.370003,4968800,88.370003
"646",87.769997,88.059998,87.029999,87.160004,4153700,87.160004
"647",86.57,87.449997,86.349998,86.860001,4309700,86.860001
"648",86.300003,87.239998,86.099998,87.050003,3373400,87.050003
"649",86.07,87.120003,86,86.730003,4055300,86.730003
"650",86.800003,87.889999,86.620003,87.629997,3281600,87.629997
"651",87.629997,89,87.309998,88.470001,2907000,88.470001
"652",88.269997,88.639999,87.529999,88.25,3199100,88.25
"653",87.800003,88.400002,87.559998,88.379997,3637300,88.379997
"654",88.459999,88.860001,87.5,87.57,2999700,87.57
"655",87.550003,87.550003,85.739998,85.870003,4672800,85.870003
"656",85.610001,86.559998,85.43,85.879997,5490200,85.879997
"657",86.110001,86.470001,84.959999,85.080002,3428300,85.080002
"658",84.089996,85.120003,83.980003,84.75,3730600,84.75
"659",84.870003,85.910004,84.5,84.68,2533600,84.68
"660",84.309998,85.150002,83.75,84.290001,4428600,84.290001
"661",84.110001,84.529999,83.400002,84.360001,4730200,84.360001
"662",84.139999,84.589996,83.440002,83.989998,4130300,83.989998
"663",83.849998,84.709999,83.440002,84.510002,2184100,84.510002
"664",84.900002,86.5,84.68,86.040001,3167400,86.040001
"665",85.769997,86.639999,85.190002,86.199997,3825600,86.199997
"666",85.739998,85.980003,84.790001,85.029999,2197400,85.029999
"667",85.110001,85.669998,84.129997,84.150002,2529800,84.150002
"668",84.5,86.209999,84.379997,85.970001,3142900,85.970001
"669",86.279999,86.57,85.010002,85.440002,3375300,85.440002
"670",85.129997,86.089996,84.75,85.489998,3716600,85.489998
"671",85.169998,85.839996,84.620003,85.07,5157500,85.07
"672",85.059998,86.440002,84.860001,85.449997,6369500,85.449997
"673",85.269997,85.779999,84.589996,85.75,2334100,85.75
"674",85.57,85.739998,84.949997,85,1282900,85
"675",84.93,85.300003,84.290001,85,2900800,85
"676",85.25,85.5,84.260002,84.330002,2825900,84.330002
"677",84.199997,85.220001,84.059998,85.139999,1814300,85.139999
"678",84.849998,84.93,84.220001,84.449997,2031300,84.449997
"679",84.540001,84.720001,84,84.269997,1721900,84.269997
"680",84,84.57,83.900002,84.330002,3073600,84.330002
"681",84.389999,84.769997,83.879997,84.260002,4058000,84.260002
"682",83.839996,84.25,83.269997,83.610001,1921600,83.610001
"683",83.18,84.199997,82.940002,83.370003,2629300,83.370003
"684",83.480003,83.900002,82.849998,83.349998,3666600,83.349998
"685",83.669998,84.709999,83.379997,84.010002,2385900,84.010002
"686",83.959999,84.650002,83.57,84.339996,2129300,84.339996
