"","BEN.Open","BEN.High","BEN.Low","BEN.Close","BEN.Volume","BEN.Adjusted"
"305",112.71999,115.049995,110.619987,115.049995,6073500,35.019176
"306",114.240005,117.320011,113.079987,116.819996,4593300,35.557933
"307",117.879993,120,114.099987,115.160007,4542000,35.052662
"308",113.970005,116.750015,111.410007,115.839993,3540300,35.259637
"309",117.500015,119.459999,117.380013,119.270016,2903400,36.303675
"310",118.580006,120.509995,117.509995,118.529995,3953400,36.078426
"311",119.850002,121.350002,118.709999,119.919994,2374500,36.501517
"312",119.769985,120.339993,117.860012,118.119987,2929800,35.953627
"313",116.399998,117.620007,113.060005,113.709995,3733800,34.611304
"314",109.820011,112.220009,108.939995,112.049995,2993100,34.106029
"315",113.700005,115.830002,112.520016,115.740005,4153800,35.229203
"316",114.740009,115.839993,113.339996,114.309986,3472200,34.79393
"317",113.169994,113.609997,111,111.689999,4310700,33.996452
"318",110.199989,113.139988,109.319996,113.120007,3250800,34.431722
"319",111.999985,114.380013,109.209995,113.769985,4745100,34.629563
"320",114.399994,117.140007,111.920013,115.490009,4916100,35.153108
"321",117.240005,120.249985,116.03001,120.069992,4461300,36.547174
"322",120.039986,120.879993,116.939999,119.330006,4236900,36.321935
"323",117,117,114.020016,115.659988,4153200,35.204847
"324",116.279995,118.169998,115.169998,115.299992,3981900,35.09527
"325",115.080002,115.98999,110.640003,110.669998,3832500,33.685982
"326",107.420013,107.499985,96.509995,96.789986,16693800,29.461153
"327",96.170013,100.140003,96.129993,98.759995,8645700,30.060789
"328",99.779995,101.73,97.410004,101.600006,6240000,30.925238
"329",104.78001,105.279991,101.000015,101.73999,5938200,30.967847
"330",101.480015,102.009991,97.389988,97.629993,5866200,29.790034
"331",100.23999,101.180008,98.120007,100.509991,4626000,30.668814
"332",98.310001,98.679989,93.579992,95.639997,8038500,29.182823
"333",92.669998,94.949999,90.29001,90.380013,7983900,27.577833
"334",89.00001,95.73999,87.710009,95.610003,7800000,29.17367
"335",94.970009,98.220005,92.429998,97.850006,5413500,29.857167
"336",97.299992,99.620007,95.870012,99.450005,4135200,30.345378
"337",99.839996,99.839996,94.889997,94.929989,5018100,28.966177
"338",97.869987,99.939995,97.470005,99.770016,3134700,30.443024
"339",98.409988,98.409988,94.830002,96.849987,5382900,29.552029
"340",98.850002,98.850002,97.029991,97.430008,6905100,29.729012
"341",96.75,98.409988,94.5,97.899994,4717500,29.87242
"342",99.53001,102.149998,99.110012,101.120007,5420700,30.854949
"343",100.370007,100.77,97.910007,98.220005,4926600,29.970066
"344",98.279995,103.340012,97.049995,102.170013,4524900,31.17534
"345",101.690014,102.290005,99.699989,100.290001,4182000,30.601688
"346",99.240005,100.670013,98.300011,100.029991,4622100,30.52235
"347",101.370003,103.589996,100.749985,103.529995,3264900,31.590314
"348",103.799995,106.71999,103.370007,106.269985,3961500,32.426372
"349",104.360012,104.360012,100.820011,101.040001,5097300,30.830537
"350",104.100002,104.100002,99.129993,100.850006,5992200,30.772563
"351",106.179989,110.679989,105.290005,108.240005,12331800,33.027488
"352",108.600002,112.379997,107.879997,110.919994,8249400,33.845239
"353",107.609997,108.660004,106.439999,106.629993,5308800,32.536222
"354",97.509991,104.189999,97.509991,99.999985,7081500,30.513195
"355",103.179989,104.259991,101.339996,103.640007,2829600,31.623882
"356",106.029991,107.129997,101.439995,106.830002,4253400,32.597251
"357",105.959999,107.349987,103.809986,106.929989,3336000,32.62776
"358",106.470005,107.420013,104.669998,107.289986,2082900,32.737607
"359",107.769985,109.919998,106.77,109.059986,2822400,33.277691
"360",105.890007,106.140003,103.179989,103.430008,4053000,31.559804
"361",104.189999,105.740009,103.269985,104.769985,2790300,31.968674
"362",106.709999,108.48,106.299992,107.589993,3495000,32.829149
"363",106.959995,107.259991,104.25,104.919994,2833500,32.014447
"364",104.189999,105.899998,103.680004,104.810005,3108300,31.980886
"365",103.449989,104.709995,102.380013,102.600002,3407400,31.306543
"366",102.129993,102.129993,98.370003,99.429989,7930200,30.339271
"367",100.310005,100.490009,98.73,99.359997,3810000,30.317914
"368",97.610012,97.629993,94.52001,95.46999,6172500,29.130948
"369",95.189999,97.179989,94.460009,95.429998,4321200,29.118745
"370",93.950008,94.070011,91.77,91.869987,4004100,28.032472
"371",91.539991,92.990009,91.220009,91.629988,1507500,27.959241
"372",94.880013,95.570011,93.339993,94.199999,3395100,28.743433
"373",94.23999,94.659988,93.440008,93.879988,3117300,28.645788
"374",96,101.03001,95.600012,100.820011,5017200,30.763411
"375",100.160007,100.23,98.120007,99.189995,2113200,30.266041
"376",99.279991,101.679989,97.98,98.439995,5466900,30.037192
"377",100.880013,101.349987,99.680008,100.830002,3634200,30.766459
"378",99.950008,101.51001,99.159988,100.520016,2844300,30.671873
"379",99.879993,101.619987,98.540005,100.71999,2706300,30.732891
"380",99.240005,99.27,96.069992,96.48,5393700,29.439134
"381",97.01001,100.470005,96.579987,99.930004,3924600,30.491841
"382",98.300011,98.300011,95.619987,96.890007,3320400,29.564241
"383",97.400013,98.289986,94.509991,95.930008,4890000,29.271314
"384",94.95999,96.120003,94.20999,94.550011,4518600,28.850233
"385",93.440008,95.01,92.079992,92.810011,4612800,29.015935
"386",93.519991,94.629988,92.949989,94.089993,5156100,29.416106
"387",94.340012,94.379997,92.090012,92.769991,6228300,29.003423
"388",95.049992,96.099987,94.77,95.27001,4422900,29.785024
"389",95.450008,95.51001,93.909988,94.23999,4529100,29.463001
"390",94.949999,96.089996,94.709999,95.109987,3147300,29.734995
"391",95.54001,95.960009,94.700008,95.919989,2030100,29.988232
"392",95.580002,96.590012,95.370003,95.78001,2149500,29.944469
"393",95.669998,95.820002,93.849993,93.96999,1992000,29.378588
"394",94.310011,96.26001,94.190008,96.089996,1872900,30.041383
"395",96.240005,96.710014,95.76,96.060001,2158500,30.032005
"396",98.750015,100.439999,98.679989,99.020016,3159300,30.957418
"397",98.240009,98.399998,96.990005,97.830002,2141400,30.585375
"398",97.190014,99.050011,95.939999,98.939999,3177300,30.932402
"399",98.679989,98.939999,97.269985,98.259991,2700600,30.719805
"400",98.690014,99,97.869987,98.829987,3016200,30.898008
"401",100.049995,102.140007,99.999985,101.799992,3670200,31.826544
"402",95.990009,97.5,95.240009,96.669994,9193800,30.222712
"403",97.389988,97.5,95.690008,96.569996,4841400,30.191449
"404",95.51001,96.540001,94.379997,96.26001,4472400,30.094535
"405",96.920013,98.199989,96.720005,96.860012,2859900,30.282119
"406",97.359993,99.720005,96.450005,99.689999,2853600,31.16688
"407",100.220009,101.939999,99.620007,101.319992,2705700,31.676478
"408",101.180008,102.569996,100.310005,102.399994,3318600,32.014128
"409",102.660004,103.629993,102.089996,102.600002,2811600,32.076658
"410",101.799992,103.799995,101.180008,103.610012,2587800,32.392425
"411",103.190014,105.399994,102.870003,105.089996,2453700,32.855125
"412",105.629997,107.840012,105.050011,106.680004,4596300,33.352222
"413",106.23999,106.950005,105.509995,106.460014,4152900,33.283444
"414",105.96999,107.690014,105.470009,107.51001,9687600,33.611713
"415",108.209999,108.21999,104.829987,106.100006,3515100,33.170892
"416",107.720009,112.100006,107.720009,111.96999,5855400,35.006072
"417",111.879993,113.640003,111.369987,113.229984,4136400,35.399994
"418",114.680008,116.480015,114.26001,116.409988,3240900,36.394184
"419",115.670013,116.270016,115.029991,116.220005,2155500,36.334788
"420",115.569992,117.120003,115.179989,116.73999,2446800,36.497355
"421",116.439995,117.590012,116.360012,116.700005,2279700,36.484854
"422",117.650013,118.379997,116.009995,116.850002,2477100,36.531749
"423",115.859997,116.370003,115.509991,116.100002,1899300,36.297271
"424",117.48,117.770016,116.51001,117.159988,1149900,36.628663
"425",116.750015,116.78001,115.389988,115.98999,2184900,36.262877
"426",116.889988,117.450005,115.329987,115.98,3696300,36.259753
"427",115.919998,117.560005,115.389988,117.410007,2973600,36.706828
"428",118.299992,118.490009,116.360012,117.039986,1937700,36.591145
"429",117.519985,118.970009,117.029995,117.330002,1815900,36.681815
"430",117.359997,117.800011,116.000015,116.339996,2148000,36.372302
"431",116.490005,118.340012,116.139988,118.259995,1832400,36.972566
"432",118.5,119.78001,118.169998,118.839993,1821300,37.153896
"433",117.620007,118.71999,116.660007,118.329987,1493100,36.994449
"434",118.470005,118.470005,117.399994,117.920013,1713000,36.866275
"435",118.460014,119.690014,117.470009,117.890007,1963200,36.856894
"436",117.089996,119.559986,115.049995,118.850006,2222100,37.157026
"437",118.76001,119.270016,117.999985,118.089993,1859400,36.919417
"438",118.029991,118.029991,116.339996,117.419998,2024400,36.709952
