"","TMO.Open","TMO.High","TMO.Low","TMO.Close","TMO.Volume","TMO.Adjusted"
"76",48.080002,48.220001,47.549999,47.720001,2758700,46.614511
"77",47.869999,48.290001,47.5,48.18,2746100,47.063854
"78",47.93,48.209999,47.689999,47.849998,2337500,46.741497
"79",48.200001,48.900002,47.849998,47.880001,2562600,46.770804
"80",48.16,48.43,47.43,47.82,1927000,46.712193
"81",47.57,47.889999,47.169998,47.380001,2637500,46.282387
"82",47.889999,48.509998,47.889999,48.400002,3191700,47.278758
"83",48.27,48.490002,47.689999,47.919998,1795100,46.809875
"84",48.200001,48.349998,47.549999,47.599998,2164300,46.497288
"85",47.610001,47.919998,47.200001,47.459999,2748300,46.360532
"86",47.380001,47.900002,47.380001,47.59,2322600,46.487522
"87",47.59,48.759998,47.27,48.459999,3965000,47.337366
"88",48.779999,49.490002,48.549999,49.360001,3997800,48.216518
"89",49.18,49.380001,48.02,48.32,3647900,47.20061
"90",48.889999,48.98,48.080002,48.790001,2776300,47.659723
"91",48.869999,49.490002,48.790001,49.490002,2356300,48.343507
"92",48.029999,48.849998,47.790001,47.919998,4209700,46.809875
"93",48.09,49.220001,48.09,48.860001,2500600,47.728101
"94",49.040001,50.560001,48.880001,49.68,4216400,48.529104
"95",49.669998,49.759998,49.299999,49.66,1836400,48.509567
"96",50.040001,50.720001,49.959999,50.23,1939700,49.066362
"97",50.080002,50.34,49.52,50.32,2858500,49.154278
"98",51.290001,52.080002,50.650002,51.310001,6863200,50.121345
"99",51.790001,52.040001,50.509998,50.98,3243900,49.798988
"100",50.869999,51.5,50.810001,51.419998,3111200,50.228793
"101",51.580002,51.880001,51.009998,51.57,3078200,50.37532
"102",52,52,51.220001,51.459999,2611900,50.267868
"103",51.5,52.099998,51.43,52.029999,3466700,50.824662
"104",52.610001,52.919998,52.25,52.880001,2469500,51.654973
"105",52.77,53.049999,52.09,52.380001,2978700,51.166557
"106",52.259998,52.290001,51.810001,51.959999,1938500,50.756284
"107",52.009998,52.209999,51.18,51.400002,2786200,50.20926
"108",51.5,52.41,51.009998,52.360001,3760700,51.147019
"109",51.860001,52.580002,51.650002,52.580002,1918100,51.361924
"110",52.07,52.669998,51.689999,52.200001,2259700,50.990726
"111",52.27,52.279999,51.290001,51.349998,2554300,50.160415
"112",50.990002,51.16,50.09,50.27,3545500,49.105437
"113",50.389999,50.970001,50.25,50.48,2058000,49.310571
"114",50.869999,51.639999,50.82,51.25,2233200,50.062733
"115",51.380001,51.540001,51.009998,51.200001,2924200,50.013892
"116",50.830002,51.59,50.720001,51.529999,1902700,50.336246
"117",51.119999,51.259998,50.43,50.689999,2022800,49.515705
"118",50.990002,51.869999,50.990002,51.759998,1932300,50.560917
"119",51.439999,51.779999,51.189999,51.470001,905600,50.277638
"120",51.099998,51.189999,49.91,51.080002,2282600,49.896673
"121",50.549999,51.400002,50.540001,50.860001,3432500,49.681769
"122",51.639999,51.950001,51.349998,51.549999,2867600,50.355783
"123",51.52,52.610001,51.380001,52.5,2093400,51.283776
"124",52.220001,52.880001,52.049999,52.849998,2322800,51.625666
"125",52.700001,52.75,52.209999,52.419998,1531000,51.205627
"126",52.82,52.939999,52.23,52.330002,1776500,51.117716
"127",52.330002,52.5,51.77,52.099998,1538500,50.893041
"128",52.23,52.27,51.5,52.029999,3021700,50.824662
"129",52.560001,53.299999,52.09,53.040001,2373700,51.811267
"130",54.970001,55.720001,54.310001,55.560001,8186900,54.272888
"131",55.919998,56.25,55.060001,55.110001,3314100,53.833312
"132",54.709999,56.209999,54.169998,55.369999,4156100,54.087288
"133",55.349998,55.43,54.830002,55.369999,2738400,54.087288
"134",55.290001,55.880001,54.75,55.779999,3858500,54.487789
"135",55.650002,55.740002,55.099998,55.540001,2959100,54.253351
"136",55.599998,55.75,55.310001,55.529999,1130500,54.243581
"137",55.470001,55.650002,55.310001,55.540001,1326500,54.253351
"138",55.290001,55.790001,55.290001,55.77,1271700,54.478023
"139",55.689999,56.119999,55.23,55.82,971900,54.526864
"140",55.860001,55.900002,55.189999,55.189999,1721900,53.911457
"141",55.369999,56,55.139999,55.740002,1377600,54.448719
"142",55.52,55.790001,55.349998,55.669998,1055100,54.380337
"143",55.619999,55.630001,55.25,55.360001,901600,54.077521
"144",55.639999,56.529999,55.57,56.459999,2416400,55.152037
"145",56.509998,56.790001,56.209999,56.720001,3109100,55.406015
"146",56.41,56.619999,56.07,56.52,2665400,55.210648
"147",56.720001,56.799999,56.34,56.580002,2355100,55.269259
"148",56.5,56.580002,56,56.369999,1599900,55.064121
"149",56.009998,56.630001,55.830002,56.139999,1882700,54.83945
"150",56.450001,56.860001,55.950001,56.060001,2374100,54.761305
"151",56.48,56.919998,56.290001,56.639999,2130000,55.327867
"152",56.580002,56.84,56.279999,56.540001,1689100,55.230185
"153",56.310001,56.68,55.869999,56.650002,2409800,55.337637
"154",56.529999,57.049999,56.529999,56.830002,3021500,55.513468
"155",56.610001,56.75,55.720001,56.080002,2214400,54.780842
"156",55.709999,55.950001,54.799999,55.290001,3452400,54.009143
"157",55.700001,56.099998,55.389999,55.509998,2068700,54.224044
"158",55.669998,56.709999,55.580002,56.240002,2031000,54.937136
"159",56.220001,57.099998,56.09,56.91,2456300,55.591613
"160",57.040001,57.73,56.869999,57.57,3228000,56.236323
"161",57.630001,57.950001,57.419998,57.849998,2320200,56.509835
"162",57.77,58.09,56.73,57.009998,2879400,55.689294
"163",56.799999,57.32,56.630001,57.27,1992500,55.943273
"164",57.509998,58.16,56.91,57.41,3800100,56.080029
"165",56.490002,56.91,55.77,56.060001,4129000,54.761305
"166",55.830002,56.23,55.23,55.919998,2597400,54.624545
"167",56.080002,56.18,55.200001,55.959999,2734700,54.66362
"168",56.09,56.169998,55.349998,56.029999,2866500,54.731998
"169",55.919998,56.130001,55.5,55.880001,2342000,54.585475
"170",55.82,56.959999,55.82,56.950001,3114400,55.630687
"171",56.82,57.139999,56.720001,57,2154800,55.679528
"172",56.919998,57.93,56.740002,57.849998,1909800,56.509835
"173",57.330002,57.740002,57.07,57.150002,2514400,55.826054
"174",57.169998,57.23,56.389999,56.619999,1820300,55.30833
"175",56.689999,57.66,56.509998,57.169998,1875600,55.845588
"176",55.220001,57.310001,54.889999,57.200001,2311500,55.874895
"177",57.419998,58.009998,57.360001,57.68,2245900,56.343775
"178",57.099998,57.27,56.02,56.150002,2534000,54.849221
"179",56.18,56.200001,54.939999,54.970001,2233900,53.696556
"180",54.43,55.799999,54.43,55.330002,3075900,54.048217
"181",55.439999,55.790001,55.18,55.560001,2174800,54.272888
"182",55.509998,56.009998,55.389999,55.82,4103800,54.526864
"183",56.290001,56.75,55.560001,55.650002,4614300,54.360804
"184",55.459999,56.25,55.349998,55.959999,2782700,54.66362
"185",56.25,57.400002,56.23,57.209999,3762800,55.884662
"186",57.169998,57.470001,56.509998,57.02,3988600,55.699065
"187",57.080002,57.439999,56.060001,56.610001,3143800,55.298563
"188",56.84,57.099998,56.290001,56.900002,2802000,55.581846
"189",56.709999,56.73,55.59,55.900002,3423600,54.605012
"190",55.23,55.610001,54.48,54.84,4679800,53.569567
"191",54.810001,55.48,54.580002,55.25,3629300,53.970069
"192",54.990002,55.290001,54.080002,54.68,3925500,53.413274
"193",53.509998,54.490002,52.799999,54.080002,4289700,52.827175
"194",53.869999,53.880001,52.48,52.919998,4580700,51.694044
"195",53.59,53.860001,52.450001,52.619999,4918900,51.400995
"196",53.110001,53.209999,52.41,52.580002,5537600,51.361924
"197",53.130001,54.169998,53.040001,53.75,3441000,52.504818
"198",53.66,54.130001,53.66,53.950001,2363800,52.700185
"199",53.709999,53.77,53.299999,53.490002,3475600,52.250843
"200",54.130001,54.209999,53.5,54.189999,2560700,52.934623
"201",54.189999,54.5,53.849998,54.389999,2206100,53.129991
"202",54.509998,54.73,54.139999,54.220001,1577500,52.963931
"203",54.07,54.66,53.880001,54.630001,2071900,53.364433
"204",54.810001,54.970001,54.48,54.91,3802900,53.637945
"205",54.869999,55.599998,54.549999,55.549999,3493700,54.263118
"206",55.66,56.349998,55.59,55.98,3136300,54.683157
"207",56.610001,56.610001,55.610001,55.849998,2511100,54.556167
"208",55.389999,55.830002,54.830002,54.919998,3896300,53.647712
"209",55.09,55.610001,55.040001,55.529999,2601700,54.243581
"210",55.380001,55.799999,55.119999,55.630001,3120500,54.341266
"211",55.75,55.919998,55.490002,55.810001,2133800,54.517097
"212",56,56.07,55.619999,55.98,2202700,54.683157
"213",55.740002,56.029999,55.18,55.439999,1748300,54.155666
"214",55.02,55.740002,54.799999,55.400002,2354400,54.116595
"215",55.07,55.119999,54.400002,54.869999,2064800,53.598871
"216",55.060001,56.02,55,55.75,2940500,54.458485
"217",55.259998,55.259998,54.259998,54.599998,2777800,53.335125
"218",54.610001,54.790001,54.119999,54.700001,2159000,53.432811
"219",55.439999,56.09,55.360001,55.970001,1992500,54.67339
"220",56.220001,56.959999,56.080002,56.900002,1929200,55.581846
"221",56.709999,56.900002,56.369999,56.860001,1762000,55.542772
"222",57.009998,58.900002,57.009998,58.080002,5100000,56.73451
"223",59.110001,60.25,59.049999,59.799999,5677200,58.414662
"224",59.439999,60.209999,59.41,60.16,3015800,58.766322
"225",60.040001,60.369999,59.849998,59.990002,3276800,58.600263
"226",60.25,61.720001,60.25,61.25,3058400,59.831071
"227",61.279999,61.450001,60.349998,60.639999,2281900,59.235202
"228",60.459999,60.939999,60.049999,60.450001,2731200,59.049605
"229",60.299999,60.450001,59.529999,59.720001,2719200,58.336517
"230",60.400002,60.830002,60.09,60.360001,2739800,58.96169
"231",60.450001,60.830002,60.029999,60.77,1268400,59.362192
"232",61.220001,61.380001,60.860001,61.080002,2725400,59.665012
"233",61.110001,61.580002,60.880001,61.34,2362800,59.918987
"234",61.169998,61.900002,60.869999,61.669998,2046100,60.24134
"235",61.830002,62.400002,61.27,61.91,2812600,60.475782
"236",61.880001,62.650002,61.5,62.310001,3137500,60.866517
"237",62.049999,62.07,61.16,61.880001,1944300,60.446478
"238",62.049999,63.290001,61.98,62.740002,4472700,61.286556
"239",65,65.82,64.949997,65.379997,6890700,63.865392
"240",65.470001,65.550003,64.620003,65.18,3597300,63.670029
"241",64.720001,65.080002,63.77,64.389999,3271600,62.898329
"242",64.379997,64.660004,64.199997,64.489998,2643300,62.996011
"243",64.089996,64.650002,64.089996,64.190002,3887000,62.702965
"244",64.150002,65.68,63.900002,65.309998,3528000,63.797014
"245",65.330002,65.410004,64.910004,65.150002,1857500,63.640725
"246",65.639999,65.860001,65.019997,65.449997,3408600,63.933771
"247",65.449997,65.5,63.77,63.860001,2855000,62.380608
"248",64.019997,64.169998,63.259998,63.779999,3186200,62.30246
"249",62.900002,63.540001,62.09,62.799999,2841300,61.345163
"250",62.82,63.200001,62.279999,62.299999,1970200,60.856746
"251",62.869999,63.639999,62.490002,62.490002,2174600,61.042347
"252",62.330002,62.73,62.169998,62.540001,1851400,61.091188
"253",62.580002,63.869999,62.450001,63.529999,2338900,62.058251
"254",63.169998,63.299999,62.790001,62.84,2129300,61.384237
"255",62.93,62.990002,62.189999,62.389999,1949700,60.944661
"256",62.77,63.549999,62.77,63.09,1473100,61.628446
"257",62.610001,62.93,61.279999,61.330002,3180000,59.90922
"258",61.240002,61.900002,60.490002,60.68,2933800,59.274277
"259",61.139999,62.41,61.139999,62.220001,3908100,60.778601
"260",61.93,62.880001,61.650002,62.799999,1738200,61.345163
"261",62.98,64.190002,62.740002,63.98,1778100,62.497827
"262",63.48,64.400002,63.48,63.700001,1867800,62.224315
"263",62.880001,63.560001,62.220001,63.560001,2416300,62.087559
"264",63.439999,63.439999,62.220001,62.509998,2315600,61.06188
"265",62.400002,63.490002,62.080002,63.32,1983800,61.853117
"266",63.470001,64.589996,63.130001,64.300003,2871300,62.810418
"267",64.57,64.669998,63.759998,64.07,1898400,62.585743
"268",64.209999,64.730003,63.959999,64.389999,1922300,62.898329
"269",64.529999,65.029999,64.32,65.010002,2672200,63.503969
"270",65.029999,65.18,64.43,64.980003,1927100,63.474665
"271",64.959999,65.449997,64.849998,65.25,1105100,63.738407
"272",65.68,65.68,65.080002,65.57,2150600,64.050993
"273",64.730003,64.959999,64.18,64.779999,1688600,63.279294
"274",64.129997,64.220001,62.66,62.759998,2405100,61.306089
"275",62.360001,63.349998,62.060001,62.490002,2468600,61.042347
"276",62.740002,63.16,62.41,62.509998,2332100,61.06188
"277",62.799999,63.080002,61.93,62.34,2888100,60.895821
"278",62.549999,63.360001,62.549999,63.220001,2782200,61.755435
"279",62.849998,63.450001,61.869999,62.5,1599700,61.052114
"280",62.82,63.759998,62.759998,63.529999,2676700,62.058251
"281",63.630001,63.849998,62.880001,63.650002,1706600,62.175474
"282",64.190002,65.300003,63.959999,65.099998,2282000,63.59188
"283",65.160004,65.220001,64.440002,64.93,1519000,63.42582
"284",64.610001,64.82,64.019997,64.059998,1624500,62.575972
"285",62.880001,63.200001,61.34,61.549999,7049600,60.124121
"286",61.810001,61.970001,59.099998,60.029999,5866100,58.639333
"287",60.189999,61.560001,60.02,60.290001,3221100,58.893312
"288",59.759998,60.98,59.459999,60.09,2606600,58.697944
"289",60.599998,60.720001,57.139999,57.630001,4889400,56.294934
"290",57.279999,58.02,56.330002,56.349998,4873500,55.044584
"291",56.330002,56.720001,55.119999,56.630001,4419400,55.3181
"292",55.82,56.110001,54.25,54.25,4461600,52.993235
"293",54.869999,55.830002,52.41,53.82,4849500,52.573196
"294",52.509998,52.66,49.990002,50.009998,7570200,48.851458
"295",50.709999,52.419998,48.889999,52.040001,7558400,50.834433
"296",50.990002,51.52,49.84,50,5707800,48.841691
"297",50.009998,53.279999,49.470001,52.59,5537400,51.371691
"298",52.5,54.119999,52.43,53.639999,2564000,52.397366
"299",54.099998,55.07,53.84,54.91,2718800,53.637945
"300",54.57,54.869999,53.59,54.02,3619000,52.768563
"301",54.389999,54.98,53.610001,54.369999,3016300,53.110454
"302",52.860001,53.009998,50.599998,51.07,4864700,49.886903
"303",50.169998,51.77,50.099998,50.459999,3405500,49.291034
"304",51.560001,51.75,49.970001,50.110001,3230500,48.949143
"305",50.259998,52.16,49.919998,52.16,3551000,50.951652
"306",51.990002,53.700001,51.720001,53.66,3789800,52.416903
"307",53.799999,54,52.349998,52.619999,2578300,51.400995
"308",52.59,53.560001,50.900002,53.419998,2685400,52.182461
"309",54.080002,54.900002,54.029999,54.880001,1756500,53.608641
"310",54.5,55.099998,53.919998,54.77,1746400,53.501189
"311",55.279999,55.700001,54.419998,54.93,2546200,53.657482
"312",55.02,55.84,54.360001,54.48,2223500,53.217906
"313",53.209999,53.5,52.220001,52.34,2433200,51.127482
"314",50.439999,52.189999,50.040001,52.02,3323800,50.814896
"315",52.700001,54.220001,52.369999,54.220001,2320800,52.963931
"316",53.73,54.02,52.549999,52.689999,2976400,51.469373
"317",51.93,52.02,50.240002,50.490002,5456700,49.320341
"318",49.759998,51.150002,49.59,51.09,3286100,49.90644
"319",51.130001,52.310001,50.990002,52.18,2829200,50.971189
"320",52.400002,54.009998,51.41,53.25,4072200,52.016401
"321",53.98,54.950001,53.380001,54.580002,3606000,53.315592
"322",54.889999,55.259998,53.889999,54.509998,2790200,53.24721
"323",53.009998,53.509998,52.110001,53.209999,2474000,51.977327
"324",53.369999,54.970001,53.299999,53.380001,2319800,52.14339
"325",53.380001,54.02,51.310001,51.34,2779300,50.150648
"326",49.110001,50.040001,48.779999,49.77,4957300,48.61702
"327",49.25,51.369999,49.139999,50.939999,4068300,49.759913
"328",51.23,51.48,49.779999,50.91,3378000,49.73061
"329",51.959999,53.029999,51.740002,52.009998,2474000,50.805125
"330",52.23,52.830002,50.68,50.849998,2174700,49.671998
"331",51.689999,52.029999,50.470001,51.5,2551200,50.306942
"332",50.830002,52.080002,50.43,50.639999,3232600,49.466864
"333",50.189999,51.130001,48.959999,49.099998,3875300,47.962539
"334",48.240002,50.599998,48.049999,50.57,3500000,49.398486
"335",50.73,53,50.34,52.82,3978500,51.596362
"336",52.630001,53.689999,52.16,53.669998,2945600,52.426669
"337",51.32,51.389999,49.639999,50.490002,8313000,49.320341
"338",51.48,53,51.48,52.360001,2745200,51.147019
"339",52.200001,54.009998,52.040001,53.759998,4364900,52.514585
"340",54.220001,55.259998,54,54.650002,6834700,53.38397
"341",54.09,54.279999,53.16,53.93,4902400,52.680648
"342",54.740002,55,53.02,53.290001,3837700,52.055475
"343",52.82,53.060001,51.450001,51.59,3199800,50.394857
"344",51.619999,52.790001,50.93,52.439999,3887600,51.225164
"345",52.48,52.5,51.040001,51.110001,4556900,49.925977
"346",51.330002,52.029999,50.689999,51.900002,4072300,50.697677
"347",52.540001,53.709999,52.470001,53.259998,2747600,52.026168
"348",53.490002,54.599998,53.060001,54.470001,2745000,53.208139
"349",53.810001,54.900002,53.080002,53.23,3170000,51.996864
"350",50.919998,50.919998,47.77,48.360001,16623000,47.239684
"351",48.860001,51.259998,48.720001,50.650002,8855500,49.476634
"352",50.66,51.740002,50.419998,51.400002,4628700,50.20926
"353",50.709999,50.900002,50.07,50.27,4600600,49.105437
"354",49.09,49.939999,48.459999,48.610001,5111300,47.483893
"355",49.110001,49.889999,48.529999,49.75,3495200,48.597483
"356",50.380001,50.48,49.689999,50.25,3650400,49.085899
"357",49.720001,50.040001,48.759998,48.860001,4603100,47.728101
"358",49,49.610001,48.529999,49.52,2206700,48.372811
"359",49.790001,50.509998,49.299999,50.419998,3129200,49.251959
"360",49.110001,49.700001,48.360001,48.549999,3059800,47.425281
"361",48.509998,49.099998,47.48,47.73,4898300,46.624278
"362",48.740002,49.32,48.459999,48.810001,3225400,47.67926
"363",48.68,49.23,48.490002,48.650002,2020600,47.522967
"364",48.380001,49.509998,48.349998,49.34,2758500,48.196981
"365",49,49.200001,48.349998,48.41,4339300,47.288525
"366",48.150002,48.259998,46.360001,46.799999,6616000,45.715822
"367",46.419998,46.709999,45.830002,45.900002,6235300,44.836674
"368",45.360001,45.459999,44.700001,45.060001,3971800,44.016133
"369",44.889999,45.66,44.759998,45.110001,4761700,44.064974
"370",44.639999,44.970001,44.290001,44.470001,3270000,43.439801
"371",44.540001,45.240002,44.41,44.419998,1307500,43.390957
"372",45.369999,45.799999,45.220001,45.599998,4035000,44.543621
"373",45.900002,46.439999,45.52,46.09,2944000,45.022271
"374",47.389999,47.84,46.779999,47.25,3564500,46.155398
"375",47.25,47.700001,46.950001,47.040001,2898300,45.950264
"376",47.34,47.630001,46.389999,46.540001,1699800,45.461847
"377",47.099998,47.41,46.459999,46.779999,2552000,45.696285
"378",46.68,47.380001,46.639999,47.18,2457500,46.08702
"379",46.880001,47.279999,46.16,46.98,2925400,45.891652
"380",46.450001,46.709999,45.16,45.290001,4084300,44.240805
"381",45.34,45.799999,44.650002,45.639999,4900100,44.582695
"382",45.389999,45.48,44.939999,45.130001,3052200,44.084511
"383",45.189999,45.610001,44.439999,44.689999,3237200,43.654702
"384",44.610001,44.740002,43.639999,43.75,3915700,42.73648
"385",43.75,44.290001,43.060001,44.150002,4004600,43.127215
"386",44.490002,44.5,43.599998,43.84,4342200,42.824395
"387",44.060001,44.52,43.400002,43.540001,2433400,42.531345
"388",44.259998,45.110001,44.220001,44.93,2390700,43.889144
"389",45.029999,45.07,44.23,44.66,2899100,43.625398
"390",44.860001,45.830002,44.630001,45.610001,2947800,44.553391
"391",45.799999,45.860001,45.459999,45.689999,1937200,44.631536
"392",45.41,45.84,45.310001,45.5,1107500,44.445939
"393",45.459999,45.529999,44.200001,44.23,1587000,43.205359
"394",44.369999,45.049999,44.25,44.950001,1420200,43.908681
"395",44.98,45.32,44.700001,44.970001,1440200,43.928218
"396",45.790001,47.169998,45.790001,46.900002,3237900,45.813508
"397",46.900002,47.34,45.950001,45.950001,3054400,44.885515
"398",45.759998,46.639999,45.669998,46.34,3392100,45.266479
"399",46.560001,47.740002,46.310001,47.619999,3991100,46.516825
"400",47.740002,47.900002,47.099998,47.669998,2629900,46.565666
"401",48.040001,49.389999,47.950001,49.07,4482400,47.933235
"402",48.880001,49.990002,48.849998,49.970001,2900200,48.812387
"403",49.900002,49.990002,49.330002,49.779999,3376600,48.626786
"404",49.459999,49.91,49.09,49.349998,2684900,48.206748
"405",49.709999,50.200001,49.349998,49.860001,5224400,48.704935
"406",49.73,51.34,49.599998,51.189999,4364100,50.004122
"407",51.220001,52,51,51.84,3011700,50.639065
"408",51.509998,51.689999,50.860001,51.139999,2603300,49.955281
"409",51.049999,51.91,51.049999,51.830002,2786700,50.629299
"410",51.59,53.369999,51.41,52.48,3435000,51.264238
"411",52.889999,54.09,52.849998,53.540001,3293400,52.299684
"412",53.599998,53.599998,52.09,52.310001,3258200,51.098178
"413",52.099998,52.900002,51.939999,52.459999,3215900,51.244701
"414",51.880001,52.919998,51.509998,52.450001,3313400,51.234935
"415",52.59,53.389999,52.389999,52.900002,4252100,51.674511
"416",54.110001,55.32,53.75,54.709999,4329400,53.442577
"417",54.93,55.400002,54.450001,54.799999,2811000,53.530493
"418",55.400002,56.389999,55.25,56.290001,3449300,54.985977
"419",55.900002,56.369999,55.52,55.740002,1812200,54.448719
"420",55.470001,56.099998,54.860001,55.360001,2871200,54.077521
"421",55.41,56.119999,55.32,56,2031100,54.702694
"422",56.200001,56.439999,55.459999,56.07,1622900,54.771072
"423",55.48,55.639999,54.830002,55.52,1575400,54.233814
"424",55.970001,56.220001,55.630001,55.700001,1393500,54.409645
"425",55.310001,55.869999,55.310001,55.849998,1169900,54.556167
"426",56,56.27,55.669998,55.860001,2034000,54.565938
"427",55.77,56.740002,55.540001,56.619999,2365900,55.30833
"428",57.080002,57.080002,56.240002,56.380001,1884200,55.073892
"429",56.66,56.77,55.830002,55.919998,1591600,54.624545
"430",55.77,55.990002,55.360001,55.84,1653700,54.546401
"431",55.82,56.599998,53,56.119999,3944300,54.819913
"432",55.959999,56.68,55.799999,56.66,1413500,55.347404
"433",56.02,56.68,55.290001,56.43,1935100,55.122733
"434",56.43,57.330002,56.130001,57.240002,2828300,55.91397
"435",57.09,57.57,56.380001,56.619999,4244800,55.30833
"436",56.919998,57.369999,56.639999,57.18,1975800,55.855358
"437",57.049999,57.470001,56.939999,57.25,1840200,55.923736
"438",56.98,57.16,56.279999,56.560001,1867000,55.249722
"439",55.93,55.990002,55.389999,55.43,2887700,54.145899
"440",55.459999,55.68,55.02,55.25,2727300,53.970069
"441",55.59,56.200001,54.900002,56.09,4614700,54.790609
"442",56.32,56.759998,56,56.27,1560300,54.96644
"443",56.34,56.419998,55.27,55.389999,1867800,54.106825
"444",56.450001,57.619999,56.360001,57.080002,3564000,55.888846
"445",57.150002,57.849998,56.970001,57.759998,2326600,56.554652
"446",57.73,58.150002,57.310001,58,1904600,56.789645
"447",58.099998,58.209999,57.689999,57.91,3093700,56.701523
"448",57.77,58.169998,57.549999,57.93,1110100,56.721107
"449",57.549999,57.720001,57.139999,57.25,1690400,56.055297
"450",57.200001,57.32,56.799999,56.98,1132700,55.790931
"451",56.470001,56.700001,56.099998,56.450001,1404800,55.271992
"452",56.52,56.810001,56.150002,56.75,1597200,55.565731
