"","SHW.Open","SHW.High","SHW.Low","SHW.Close","SHW.Volume","SHW.Adjusted"
"53",67.029999,67.389999,66.129997,67.150002,1346100,63.137347
"54",66.760002,69.599998,66.760002,69.150002,1782900,65.017834
"55",69.419998,70.019997,68.860001,68.989998,1332400,64.867392
"56",69.43,70.269997,68.760002,70.239998,1022400,66.042696
"57",70.18,70.699997,69.239998,69.239998,602800,65.102453
"58",68.949997,70.510002,68.459999,70.379997,1596300,66.17433
"59",69.989998,71.459999,69.849998,70.879997,1575900,66.644451
"60",71.239998,72.699997,71.220001,72.480003,992600,68.148846
"61",73.040001,73.239998,72.080002,72.32,838200,67.998404
"62",71.900002,72.589996,71.489998,71.860001,648500,67.565893
"63",72,72.580002,71.900002,72.309998,644600,67.989
"64",73.050003,73.239998,71.889999,72.029999,556100,67.725733
"65",72.059998,72.690002,71.849998,72.269997,607200,67.951389
"66",72.809998,73.449997,72.5,72.940002,762100,68.581358
"67",72.660004,72.860001,72.07,72.459999,911000,68.130038
"68",71.889999,72.43,71.190002,72.099998,869600,67.791549
"69",71.739998,72.559998,71.309998,72.410004,940700,68.08303
"70",72.419998,72.919998,71.639999,72.470001,1039200,68.139442
"71",72.709999,75.089996,72.709999,74.709999,1243200,70.245585
"72",74.900002,76.059998,74.339996,75.360001,1457000,70.856745
"73",75.25,76.160004,74.980003,75.470001,1251100,70.960172
"74",75.139999,75.599998,74.300003,74.43,724800,69.982318
"75",75.059998,75.349998,74.510002,75.260002,926400,70.762722
"76",75.410004,75.910004,74.849998,75.339996,634000,70.837936
"77",75.589996,76.919998,74.68,76.589996,920700,72.01324
"78",76.099998,76.150002,74.879997,75.900002,776100,71.364477
"79",75.730003,76.160004,74.769997,75.139999,881400,70.64989
"80",75.120003,75.790001,73.889999,74.040001,1605500,69.615624
"81",74,74.209999,73.330002,73.709999,791800,69.305342
"82",74.300003,75.279999,74.010002,74.720001,893700,70.25499
"83",74.580002,75.18,73.739998,74,1036300,69.578013
"84",74.099998,74.220001,73.010002,73.669998,908200,69.267731
"85",73.760002,73.970001,73.389999,73.480003,653200,69.08909
"86",72.760002,72.900002,71.120003,72.040001,1468100,67.735137
"87",72,73.029999,71.550003,72.720001,907700,68.374503
"88",72.93,73.480003,72.660004,73.25,756600,68.872831
"89",73.139999,73.610001,72.580002,73.110001,840300,68.741197
"90",73.480003,73.639999,71.879997,72,1320600,67.697526
"91",71.720001,72.449997,71.309998,72.169998,725100,67.857366
"92",71.440002,73.870003,71.370003,72.739998,1570000,68.393305
"93",72.889999,73.080002,71.949997,72.790001,738700,68.44032
"94",73.120003,73.510002,71.970001,72.459999,989100,68.130038
"95",72.639999,73.760002,72.419998,72.980003,785900,68.618968
"96",73.449997,74.839996,73.449997,74.57,1612300,70.113952
"97",70.699997,72,69.559998,71.949997,4685600,67.650511
"98",71.330002,72.07,70.900002,71.959999,1461600,67.659916
"99",72.220001,72.449997,71.410004,71.75,986600,67.462466
"100",71.449997,73.050003,71.050003,72.970001,1222500,68.609564
"101",73.099998,73.419998,71.779999,72.32,1083600,67.998404
"102",72.620003,73.040001,72.290001,72.379997,760500,68.054816
"103",72.559998,72.720001,71.25,72.150002,792700,67.838564
"104",72.690002,72.849998,71.68,72.839996,1201800,68.487327
"105",72.860001,73.830002,72.519997,73.269997,1067800,68.891632
"106",72.940002,73.510002,72.870003,73.150002,592500,68.778808
"107",73.400002,74.139999,72.959999,73.150002,1150000,68.778808
"108",73.019997,73.739998,72.660004,73.57,741100,69.173708
"109",73.239998,73.940002,72.839996,73.809998,857000,69.399365
"110",73.410004,73.860001,72.57,73.059998,668000,68.694182
"111",73.169998,74.080002,73.059998,73.510002,713600,69.117296
"112",73.080002,73.669998,72.699997,73.559998,1028500,69.164304
"113",73.18,73.330002,72.419998,72.800003,757400,68.786361
"114",73.279999,73.620003,72.660004,72.730003,834300,68.72022
"115",72.709999,73.489998,72.400002,73.379997,582800,69.334378
"116",73.019997,74.959999,72.830002,74.739998,939000,70.619399
"117",74.269997,74.650002,73.82,74.089996,643300,70.005233
"118",74.550003,75.279999,74.290001,75.099998,644600,70.959552
"119",74.629997,75.050003,74.5,74.739998,180400,70.619399
"120",74.379997,74.449997,73.260002,74.220001,523100,70.128071
"121",73.620003,74.860001,73.379997,74.169998,642600,70.080825
"122",74.989998,76.139999,74.980003,75.989998,732900,71.800483
"123",75.730003,76.889999,75.550003,76.209999,818800,72.008355
"124",75.940002,77.260002,75.809998,77.029999,779900,72.783146
"125",76.970001,77.120003,76.559998,76.970001,385500,72.726457
"126",77.540001,77.910004,76.599998,76.75,409200,72.518585
"127",76.730003,77.529999,76.559998,77.239998,692600,72.981568
"128",77.559998,77.709999,76.709999,77.5,507900,73.227235
"129",77.220001,78.089996,77.220001,77.760002,400100,73.472903
"130",78.019997,78.879997,77.760002,78.18,935100,73.869745
"131",78.279999,79.5,78.279999,79.379997,1086200,75.003584
"132",79.150002,82.75,79.019997,81,2291300,76.534272
"133",80.75,82,80.75,81.970001,1020900,77.450794
"134",81.910004,82.410004,81.720001,82.019997,901300,77.498033
"135",81.760002,83.080002,81.760002,82.949997,549600,78.37676
"136",83.029999,83.75,82.839996,83.290001,601300,78.698019
"137",83.269997,84.529999,83.269997,84.5,804300,79.841308
"138",84.300003,84.989998,84,84.110001,623900,79.47281
"139",84.32,84.389999,83.919998,84.260002,260300,79.614542
"140",84.300003,84.529999,83.550003,83.75,610800,79.132657
"141",83.919998,84.230003,83.459999,83.870003,520100,79.246044
"142",83.839996,84.370003,83.620003,84.059998,335000,79.425564
"143",83.910004,84.239998,83.620003,83.75,322100,79.132657
"144",83.900002,84.989998,83.860001,84.75,702200,80.077525
"145",84.650002,84.650002,83.059998,83.720001,1179200,79.104313
"146",83.519997,84.120003,82.370003,82.599998,1501300,78.046058
"147",82.779999,83.330002,82.349998,82.860001,689800,78.291726
"148",83.269997,83.269997,81.690002,82.669998,1220900,78.112199
"149",83.150002,83.480003,82.339996,82.620003,1542100,78.06496
"150",82.860001,83.730003,82.720001,83.239998,1087800,78.650773
"151",83.620003,83.82,82.940002,83.129997,963600,78.546837
"152",83.269997,83.959999,83,83.610001,988800,79.000377
"153",83.440002,84.620003,83.389999,84.279999,720100,79.633436
"154",84.099998,84.989998,83.989998,84.940002,715500,80.257052
"155",85,85,83.080002,83.110001,855900,78.527943
"156",82.699997,83,81.739998,81.889999,1209300,77.375203
"157",82.269997,82.860001,81.739998,82.290001,760000,77.753152
"158",82.309998,84.059998,82.309998,83.300003,1895900,78.70747
"159",82.989998,86.150002,82.410004,86.089996,2261900,81.343644
"160",86,86.050003,84.809998,84.870003,1446200,80.190912
"161",84.720001,86.169998,84.550003,85.699997,819600,80.975146
"162",85.589996,86.769997,84.339996,84.459999,901100,79.803513
"163",84.610001,85.279999,84.099998,84.730003,851000,80.058631
"164",85.080002,85.629997,84.25,84.669998,1008800,80.001934
"165",84.650002,85,82.949997,83.830002,1082100,79.208249
"166",83.910004,84.470001,83.25,83.940002,571500,79.312185
"167",84.209999,84.559998,83.370003,84.110001,509000,79.47281
"168",84.129997,84.559998,83.75,83.970001,499200,79.340529
"169",83.910004,84.370003,83.809998,84.169998,647900,79.5295
"170",84.169998,84.610001,83.769997,84.459999,630600,79.803513
"171",84.040001,85.800003,83.739998,85.339996,848500,80.634993
"172",85.230003,86.510002,85.080002,85.830002,690600,81.097984
"173",85.739998,85.75,84.93,85.279999,534900,80.578304
"174",85.150002,85.440002,84.279999,84.550003,622900,79.888554
"175",84.720001,85.43,84.260002,84.57,571700,79.907449
"176",84.339996,85.269997,84.269997,85.120003,631400,80.427129
"177",85.300003,85.419998,84.5,85.029999,726900,80.342087
"178",84.760002,85.220001,83.760002,84.050003,946200,79.416121
"179",83.82,84.260002,81.730003,82.650002,1280200,78.433916
"180",82.660004,82.870003,80.349998,81.120003,1431000,76.981964
"181",81.239998,82.150002,81.099998,81.699997,664600,77.532372
"182",81.760002,82.209999,80.419998,82.120003,1154100,77.930953
"183",82.349998,82.57,80.110001,80.440002,783300,76.336651
"184",80.639999,81.160004,79.25,79.82,1054600,75.748276
"185",80.120003,81.870003,80.120003,81.75,569600,77.579824
"186",81.550003,82.379997,80.139999,80.919998,1112900,76.792162
"187",81.260002,81.800003,79.559998,80,681100,75.919094
"188",80.220001,82.349998,79.800003,81.389999,1074600,77.238188
"189",81.220001,82.300003,80.559998,81.849998,700200,77.674722
"190",80.769997,81.940002,80.629997,81.68,941700,77.513395
"191",81.309998,83.260002,81.309998,82.760002,802400,78.538305
"192",82.279999,83.25,81.089996,81.879997,871800,77.70319
"193",80.239998,82.480003,80.239998,82.290001,1182000,78.092279
"194",81.919998,82.199997,79.739998,80.660004,1123600,76.54543
"195",81.760002,82.129997,80.5,80.75,771700,76.630836
"196",81.580002,81.779999,80.849998,80.849998,843200,76.725733
"197",81.68,82.879997,81.43,82.190002,835900,77.997382
"198",82.080002,82.57,81.610001,82.489998,673900,78.282074
"199",82.400002,83.139999,81.669998,83,937300,78.76606
"200",83.169998,83.910004,82.650002,83.699997,825300,79.430349
"201",84,84.690002,83.760002,83.849998,1177600,79.572699
"202",84,84.300003,83.540001,83.669998,606100,79.401881
"203",83.660004,84.410004,83.370003,83.870003,644300,79.591683
"204",84.360001,84.669998,83.730003,84.190002,1106900,79.895359
"205",84.089996,84.449997,83.559998,83.989998,712500,79.705557
"206",84.5,86.32,84.349998,85.389999,1636000,81.034142
"207",85.379997,86.5,85.150002,85.540001,743800,81.176492
"208",85.449997,85.82,85.059998,85.190002,601900,80.844348
"209",85.919998,86.050003,85.18,85.5,867000,81.138532
"210",85.5,86.269997,85.050003,85.300003,804500,80.948737
"211",85.489998,85.589996,84.589996,84.980003,661800,80.645061
"212",85.07,85.580002,84.470001,84.660004,647200,80.341385
"213",84.110001,84.699997,83.540001,83.879997,584500,79.601168
"214",84.150002,84.330002,83.300003,83.900002,548800,79.620151
"215",83.690002,84.720001,83.129997,84.300003,490900,79.999748
"216",84.449997,86.040001,84.099998,85.699997,1337700,81.328327
"217",84.849998,84.959999,83.449997,84.300003,1328900,79.999748
"218",84.279999,85.540001,83.989998,85.059998,1210400,80.720974
"219",85.599998,86.220001,85.18,85.800003,1348100,81.423231
"220",84.099998,84.25,82.370003,83.690002,2471400,79.420865
"221",83.550003,83.93,82.589996,83.18,1010400,78.936878
"222",83.690002,83.690002,82.510002,82.660004,1001900,78.443407
"223",82.629997,82.709999,81.470001,82.07,1755900,77.8835
"224",81.879997,82.830002,81.449997,82.730003,1234400,78.509836
"225",82.790001,83.110001,81.970001,82.290001,846000,78.092279
"226",82.68,83.32,82.519997,82.970001,823100,78.737592
"227",82.779999,83.25,82.370003,83.239998,645800,78.993815
"228",83.489998,83.940002,82.68,83.330002,1384400,79.079228
"229",82.699997,84.220001,82.699997,83.529999,1005600,79.269023
"230",84.360001,84.82,83.480003,84.019997,1407000,79.734025
"231",83.970001,84.489998,83.489998,84.089996,580200,79.800454
"232",84.32,85.910004,84.150002,85.580002,980400,81.214453
"233",85.440002,85.589996,84.080002,84.769997,666000,80.445767
"234",84.709999,86.32,84.139999,86.120003,1081700,81.726907
"235",86.099998,86.419998,85.5,86.199997,1002900,81.802821
"236",85.629997,86.459999,85.150002,85.889999,783100,81.508637
"237",85.690002,86.32,85.279999,85.599998,1045000,81.233429
"238",85.230003,86.160004,84.910004,86.040001,647300,82.00064
"239",86.199997,86.839996,85.760002,86.510002,574600,82.448576
"240",86.720001,86.720001,85.650002,85.790001,704000,81.762377
"241",84.809998,85.610001,84.540001,85.32,659300,81.314441
"242",85.400002,85.550003,83.419998,83.68,1240600,79.751435
"243",83.489998,84.019997,83.169998,83.959999,1014300,80.018289
"244",83.540001,84.309998,83.300003,83.980003,887400,80.037354
"245",84.199997,86.290001,84.099998,85.75,1001100,81.724254
"246",86.220001,87.870003,86.150002,87.839996,2690700,83.71613
"247",87.730003,87.800003,86.059998,86.059998,1053000,82.019698
"248",86.110001,86.309998,84.800003,85.360001,934000,81.352564
"249",84.610001,84.68,83.690002,83.970001,753500,80.027821
"250",83.800003,84.300003,82.550003,82.739998,1008800,78.855564
"251",83.540001,83.860001,82.870003,83.129997,764000,79.227253
"252",82.900002,82.900002,81.870003,82.07,778500,78.21702
"253",82.07,82.790001,81.68,82.269997,1014500,78.407628
"254",82.040001,82.400002,81.230003,81.57,913700,77.740494
"255",81.540001,82.169998,80.809998,81.379997,785000,77.559412
"256",81.790001,82.839996,81.790001,82.599998,661600,78.722137
"257",81.870003,82.089996,80.699997,81.32,1197400,77.502231
"258",81.470001,82.150002,80.699997,82.010002,1237100,78.159839
"259",82.639999,83.93,82.269997,82.5,956100,78.626833
"260",82.389999,83.239998,82.330002,82.900002,749000,79.008055
"261",83.480003,83.5,82.980003,83.370003,624800,79.455991
"262",83.269997,83.550003,82.849998,83,928900,79.103359
"263",82.519997,84.870003,82.029999,84.75,1483500,80.771201
"264",84.589996,84.769997,83.660004,84.129997,1277600,80.180306
"265",83.169998,83.400002,81.830002,82.879997,1751600,78.98899
"266",83,83.669998,82.760002,83.510002,1187900,79.589418
"267",83.660004,83.660004,82.449997,82.660004,1485000,78.779325
"268",82.949997,84,82.699997,83.870003,1338900,79.932518
"269",84.110001,85.900002,83.900002,85.690002,925600,81.667073
"270",85.5,85.5,84.400002,84.809998,849600,80.828382
"271",84.800003,85.660004,84.510002,85.330002,716400,81.323973
"272",85.980003,86.5,85.839996,85.959999,1081100,81.924394
"273",84.800003,85.110001,84.440002,85.089996,1101600,81.095236
"274",84.32,84.57,83.779999,84.209999,895200,80.256552
"275",83.989998,84.43,83.610001,83.760002,967300,79.827681
"276",83.910004,84.629997,83.5,83.629997,663900,79.70378
"277",84,84.690002,83.059998,83.120003,914100,79.217728
"278",83.400002,83.400002,82.559998,83.199997,930000,79.293967
"279",83.190002,84.110001,82.989998,83.410004,1661500,79.494114
"280",83.889999,85.220001,83.580002,85.07,1100000,81.076178
"281",85.230003,85.32,84.160004,84.830002,1220400,80.847447
"282",81.489998,82.779999,80.57,81,4088900,77.197254
"283",81.160004,81.400002,79.470001,79.639999,1874500,75.901102
"284",78.849998,80.160004,78.360001,79.809998,1482400,76.063119
"285",79.650002,79.650002,78.730003,78.940002,1213200,75.233968
"286",78.489998,78.669998,77.43,77.639999,2632700,73.994997
"287",77.900002,78.360001,77.010002,77.209999,1216100,73.585184
"288",76.559998,77.989998,76.059998,77.169998,1566600,73.547061
"289",77.32,77.5,76.330002,76.720001,1473800,73.118191
"290",76.370003,76.989998,74.190002,74.199997,1631100,70.716494
"291",74.349998,75.589996,73.260002,75.519997,2275600,71.974523
"292",74.720001,75.129997,74.089996,74.220001,3095900,70.735559
"293",74.910004,75.510002,73.18,74.93,3028900,71.412226
"294",73.480003,74.220001,70.330002,70.889999,2309900,67.561893
"295",71.910004,73.339996,69.779999,73.190002,2712400,69.753916
"296",72.230003,72.709999,70.389999,70.529999,2314200,67.218793
"297",70.75,74.290001,70.330002,73.410004,1506300,69.963589
"298",73.669998,76.07,73.639999,75.760002,1702000,72.203261
"299",76.190002,76.199997,74.32,75.220001,1132100,71.688612
"300",74.360001,75.199997,73.769997,74.790001,1274700,71.278799
"301",74.82,74.82,73.18,73.550003,1362800,70.44079
"302",72.089996,72.199997,70.889999,71.029999,2390200,68.027315
"303",70.269997,71.730003,69.470001,69.57,1865100,66.629035
"304",70.660004,71.900002,70.519997,70.870003,1418500,67.874082
"305",71.050003,72.699997,70.599998,72.690002,1076200,69.617144
"306",72.589996,73.870003,72.099998,73.82,962300,70.699373
"307",74.029999,74.370003,72.279999,72.480003,690200,69.416023
"308",72.410004,73.980003,71.25,73.669998,1112600,70.555712
"309",74.470001,75.440002,74.470001,75.400002,1057900,72.212582
"310",75.190002,75.730003,74.629997,75.18,945600,72.001881
"311",75.440002,76.239998,75.129997,75.739998,750800,72.538206
"312",75.580002,75.760002,74.010002,74.080002,951000,70.948384
"313",73.18,73.879997,72.519997,72.610001,683500,69.540525
"314",70.800003,72.5,70.699997,72.419998,858800,69.358554
"315",73.309998,74.370003,73,74.330002,700800,71.187815
"316",74.099998,74.650002,73.669998,74,1420200,70.871764
"317",73.379997,73.610001,72.239998,72.860001,1259100,69.779956
"318",72.370003,73.449997,72,73.360001,1255900,70.258819
"319",73.360001,74.309998,73.059998,74,878600,70.871764
"320",74.489998,77.290001,74.279999,76.309998,1372400,73.08411
"321",76.620003,76.809998,75.309998,75.699997,1688500,72.499896
"322",75.75,76.019997,74.900002,75.370003,1303500,72.183852
"323",74.400002,74.959999,73.779999,74.669998,952300,71.513439
"324",74.970001,75.190002,74.07,74.230003,1021700,71.092044
"325",74.300003,74.5,71.43,71.43,1100300,68.410407
"326",69.739998,71.160004,69.519997,69.989998,2249100,67.031278
"327",70,72.440002,69.690002,71.379997,1322400,68.362518
"328",72.099998,76.489998,71.870003,76.279999,2315800,73.055379
"329",77.910004,78.239998,75.599998,76.190002,1549900,72.969187
"330",76.279999,77.540001,75.800003,76.400002,1953000,73.170309
"331",77.589996,77.860001,74.949997,76.300003,1776700,73.074538
"332",75.449997,76.470001,74.260002,74.32,1678000,71.178236
"333",74.029999,75.339996,73.279999,73.849998,1951600,70.728103
"334",73.059998,75.970001,73.059998,75.870003,1800000,72.662715
"335",75.730003,79.360001,75.629997,79.160004,2124200,75.813636
"336",79.150002,80.800003,78.589996,79.779999,1585200,76.407422
"337",80,80.480003,78.690002,79.639999,1157400,76.273341
"338",80.470001,81.379997,78.900002,79.769997,1597100,76.397843
"339",79.690002,80.650002,79.080002,79.629997,1433500,76.263762
"340",80.220001,80.989998,79.720001,80.139999,1025200,76.752204
"341",79.589996,79.849998,78.57,79.540001,736500,76.17757
"342",80.150002,80.339996,79.010002,80.040001,691600,76.656433
"343",79.279999,80.010002,77.529999,77.709999,816700,74.424928
"344",77.620003,79.870003,76.550003,79.519997,1607500,76.158411
"345",79.379997,79.379997,77.129997,77.330002,1178900,74.060995
"346",77.860001,79.75,77.519997,79.519997,1366700,76.158411
"347",81.589996,82.470001,80.589996,81.989998,1587700,78.523997
"348",81.589996,81.940002,80.650002,81.580002,1133700,78.131333
"349",81.410004,86.449997,81.089996,83.150002,3250200,79.634963
"350",83.82,83.980003,81.68,81.849998,1666600,78.389916
"351",83.940002,84.050003,82.360001,83.059998,2201200,79.548764
"352",82.940002,85.050003,82.699997,84.239998,1957700,80.678882
"353",82.989998,83.75,82.639999,82.709999,1372500,79.213561
"354",80.860001,82.82,80.279999,81.629997,1511000,78.179215
"355",82.639999,83.629997,82.150002,83.540001,1645300,80.008476
"356",84,86.18,83.440002,85.870003,1552700,82.23998
"357",84.980003,86.459999,84.839996,86.279999,1086900,82.632645
"358",86.330002,86.82,85.050003,86.370003,800700,82.718844
"359",86.449997,87.300003,85.830002,86.720001,1271000,83.054047
"360",85.279999,86.529999,84.580002,84.949997,1115200,81.358866
"361",85.699997,86.489998,85.080002,85.879997,824300,82.249552
"362",86.5,87.25,86.230003,86.580002,663300,82.919965
"363",86.120003,86.57,85.300003,85.989998,848000,82.354903
"364",85.830002,86.489998,85.489998,86.019997,703200,82.383634
"365",85,86.279999,84.669998,84.699997,823900,81.465107
"366",84.910004,85.010002,83.139999,83.980003,1047300,80.772611
"367",84.480003,84.860001,83.510002,84.120003,740200,80.907264
"368",83.419998,84.43,83.190002,84.019997,871000,80.811077
"369",83.93,85.760002,83.660004,84.709999,1289500,81.474727
"370",84.220001,84.290001,83.099998,83.139999,1189200,79.964689
"371",83.139999,84.160004,82.669998,83.639999,354900,80.445593
"372",85.160004,85.309998,83.529999,83.629997,1289500,80.435973
"373",84.089996,84.959999,83.419998,84.260002,1042000,81.041916
"374",85.480003,86.849998,84.349998,86.830002,1107600,83.513762
"375",86.389999,86.68,85.5,86,715300,82.715459
"376",86.360001,86.379997,84.910004,85.870003,909400,82.590427
"377",86.660004,86.900002,85.120003,85.599998,931500,82.330735
"378",86.029999,87,85.43,86.300003,834700,83.004005
"379",86,86.5,85.089996,86.239998,2119700,82.946291
"380",86.050003,86.470001,85.32,85.540001,848600,82.273029
"381",85.339996,86.900002,84.470001,86.360001,782200,83.061711
"382",86.050003,86.07,84.120003,84.93,688600,81.686326
"383",85.459999,85.879997,83.410004,83.800003,682600,80.599486
"384",83.730003,84.470001,83.120003,83.540001,775700,80.349413
"385",83.959999,84.139999,82.349998,83.849998,821000,80.647572
"386",84.650002,85.470001,84.019997,84.639999,1007600,81.4074
"387",85.110001,85.610001,84.150002,84.300003,689100,81.080389
"388",85.110001,87,85.110001,86.849998,743100,83.532995
"389",87.089996,87.610001,86.410004,87.449997,860700,84.110078
"390",87.419998,88.870003,86.949997,88.519997,814300,85.139212
"391",88.919998,90.169998,88.370003,89.68,698700,86.254912
"392",89.43,90.410004,89.209999,90.080002,394900,86.639637
"393",90.089996,90.419998,89.089996,89.209999,434500,85.802861
"394",89.419998,89.75,89.18,89.639999,394800,86.216439
"395",89.669998,89.800003,89.150002,89.269997,376300,85.860567
"396",90.400002,93.309998,90.209999,91,1693700,87.524498
"397",90.809998,92.32,90.809998,91.93,1528500,88.418979
"398",91.199997,92.760002,90.980003,92.639999,1373400,89.101862
"399",92.43,92.959999,91.93,92.5,779600,88.967209
"400",92.839996,93.5,92.410004,93.220001,593300,89.659712
"401",94.830002,95.309998,93.580002,94.5,1545300,90.890825
"402",94.449997,95.959999,93.970001,95.82,1397700,92.16041
"403",95.57,96.379997,94.879997,96.330002,768300,92.650934
"404",95.160004,95.629997,94.169998,95.129997,1169800,91.496761
"405",95.599998,96.239998,95.080002,95.370003,498600,91.7276
"406",95.529999,96.510002,94.860001,96.199997,959800,92.525895
"407",96.040001,97.949997,94.300003,97.269997,1199000,93.555029
"408",97.07,97.25,95.510002,95.589996,931700,91.939191
"409",95.669998,96.040001,94.150002,95.07,651400,91.439055
"410",94.470001,95.760002,94.419998,95.419998,726600,91.775686
"411",95.230003,96.400002,94.529999,96.059998,1500900,92.391242
"412",96.529999,99.599998,95.25,98.029999,2669100,94.286005
"413",97.470001,98.5,95.43,97.199997,1494500,93.487702
"414",96.459999,97.269997,95.790001,96.760002,1007100,93.064512
"415",97.559998,98.800003,95.93,97.529999,1020800,93.805101
"416",97.879997,98.07,96.209999,97.519997,1517800,93.795481
"417",97.559998,97.879997,96.82,96.900002,988900,93.199165
"418",97.809998,98.639999,97.559998,97.769997,1233400,94.035932
"419",97.610001,97.980003,96.959999,97.739998,708400,94.007079
"420",97.720001,99.220001,97.5,98.480003,705400,94.718822
"421",98.260002,99.300003,98.089996,98.959999,653500,95.180486
"422",99.080002,99.730003,98.480003,99.5,704300,95.699863
"423",98.610001,98.900002,97.809998,98.370003,1244400,94.613023
"424",98.940002,99.480003,98.290001,99.150002,770700,95.363232
"425",98.830002,100,98.809998,99.800003,965900,95.988408
"426",99.900002,99.949997,98.839996,99.220001,848100,95.430558
"427",99.099998,99.989998,98.900002,99.739998,549900,95.930695
"428",100,100.459999,99.57,100.32,861800,96.488545
"429",100.279999,101.389999,99.989998,100.580002,689900,96.738617
"430",100.639999,100.870003,99.519997,99.970001,712000,96.151914
"431",99.620003,100.989998,99.099998,100.959999,891800,97.484407
"432",100.970001,101.199997,100.599998,101.059998,890200,97.580963
"433",100.260002,103.57,100,103.330002,1346200,99.772821
"434",103.339996,103.489998,101.709999,102.370003,769300,98.845871
"435",102.470001,103.32,102.169998,103.150002,1085400,99.599018
"436",103.239998,103.620003,102.82,103.559998,772800,99.994899
"437",103.400002,103.629997,102.269997,102.440002,667000,98.913461
"438",102.239998,103.690002,102.239998,102.690002,956600,99.154854
"439",101.860001,103.379997,101.800003,103.099998,1441500,99.550736
"440",103.360001,106.559998,102.82,106.150002,2011900,102.495741
"441",106.489998,106.489998,104.830002,105.449997,1802900,101.819835
"442",105.900002,106.419998,105.360001,106.029999,1231000,102.37987
"443",106.519997,108.029999,105.610001,107.010002,1088200,103.326136
"444",107.400002,107.75,107,107.239998,1148000,103.548214
"445",107.019997,107.43,106.599998,107.190002,1208000,103.49994
"446",107.389999,107.910004,106.57,107.860001,928300,104.146873
"447",108,108.239998,106.559998,106.639999,1187900,102.968871
"448",106.650002,107.889999,106.040001,107.57,970900,103.866855
"449",107.209999,107.400002,106.480003,107.169998,560000,103.480624
"450",107.330002,107.589996,106.769997,107.07,433700,103.384068
"451",106.720001,107.519997,106.209999,107.269997,743800,103.57718
"452",106.809998,107.889999,105.580002,107.599998,723700,103.895821
