"","SAI.Open","SAI.High","SAI.Low","SAI.Close","SAI.Volume","SAI.Adjusted"
"1094",0.02,0.02,0.02,0.02,0,0.02
"1095",0.02,0.02,0.02,0.02,0,0.02
"1096",0.02,0.02,0.02,0.02,0,0.02
"1097",0.02,0.02,0.02,0.02,0,0.02
"1098",0.02,0.02,0.02,0.02,0,0.02
"1099",0.02,0.02,0.02,0.02,1500,0.02
"1100",0.02,0.02,0.02,0.02,0,0.02
"1101",0.02,0.02,0.02,0.02,0,0.02
"1102",0.02,0.02,0.02,0.02,0,0.02
"1103",0.02,0.02,0.02,0.02,0,0.02
"1104",0.02,0.02,0.02,0.02,0,0.02
"1105",0.02,0.02,0.02,0.02,0,0.02
"1106",0.02,0.02,0.02,0.02,0,0.02
"1107",0.02,0.02,0.02,0.02,0,0.02
"1108",0.02,0.02,0.02,0.02,0,0.02
"1109",0.02,0.02,0.02,0.02,0,0.02
"1110",0.02,0.02,0.02,0.02,0,0.02
"1111",0.02,0.02,0.02,0.02,0,0.02
"1112",0.02,0.02,0.02,0.02,8000,0.02
"1113",0.02,0.02,0.02,0.02,0,0.02
"1114",0.02,0.02,0.02,0.02,0,0.02
"1115",0.02,0.02,0.02,0.02,0,0.02
"1116",0.02,0.02,0.02,0.02,0,0.02
"1117",0.02,0.02,0.02,0.02,0,0.02
"1118",0.02,0.02,0.02,0.02,0,0.02
"1119",0.02,0.02,0.02,0.02,0,0.02
"1120",0.02,0.02,0.02,0.02,0,0.02
"1121",0.02,0.02,0.02,0.02,0,0.02
"1122",0.02,0.02,0.02,0.02,40000,0.02
"1123",0.02,0.02,0.02,0.02,0,0.02
"1124",0.02,0.02,0.02,0.02,2000,0.02
"1125",0.02,0.02,0.02,0.02,0,0.02
"1126",0.02,0.02,0.02,0.02,0,0.02
"1127",0.02,0.02,0.02,0.02,130000,0.02
"1128",0.02,0.02,0.02,0.02,0,0.02
"1129",0.02,0.02,0.02,0.02,0,0.02
"1130",0.02,0.02,0.02,0.02,0,0.02
"1131",0.02,0.02,0.02,0.02,0,0.02
"1132",0.02,0.02,0.02,0.02,0,0.02
"1133",0.02,0.02,0.02,0.02,0,0.02
"1134",0.02,0.02,0.02,0.02,0,0.02
"1135",0.02,0.02,0.02,0.02,0,0.02
"1136",0.02,0.02,0.02,0.02,0,0.02
"1137",0.02,0.02,0.02,0.02,0,0.02
"1138",0.02,0.02,0.02,0.02,0,0.02
"1139",0.02,0.02,0.02,0.02,0,0.02
"1140",0.02,0.02,0.02,0.02,0,0.02
"1141",0.02,0.02,0.02,0.02,0,0.02
"1142",0.02,0.02,0.02,0.02,0,0.02
"1143",0.02,0.02,0.02,0.02,0,0.02
"1144",0.02,0.02,0.02,0.02,0,0.02
"1145",0.02,0.02,0.02,0.02,0,0.02
"1146",0.02,0.02,0.02,0.02,0,0.02
"1147",0.02,0.02,0.02,0.02,0,0.02
"1148",0.02,0.02,0.02,0.02,0,0.02
"1149",0.02,0.02,0.02,0.02,0,0.02
"1150",0.02,0.02,0.02,0.02,0,0.02
"1151",0.02,0.02,0.02,0.02,0,0.02
"1152",0.02,0.02,0.02,0.02,0,0.02
"1153",0.02,0.02,0.02,0.02,0,0.02
"1154",0.02,0.02,0.02,0.02,0,0.02
"1155",0.02,0.02,0.02,0.02,0,0.02
"1156",0.02,0.02,0.02,0.02,0,0.02
"1157",0.02,0.02,0.02,0.02,0,0.02
"1158",0.02,0.02,0.02,0.02,0,0.02
"1159",0.02,0.02,0.02,0.02,0,0.02
"1160",0.02,0.02,0.02,0.02,0,0.02
"1161",0.02,0.02,0.02,0.02,0,0.02
"1162",0.015,0.02,0.015,0.02,23000,0.02
"1163",0.02,0.02,0.02,0.02,0,0.02
"1164",0.02,0.02,0.02,0.02,0,0.02
"1165",0.02,0.02,0.02,0.02,0,0.02
"1166",0.02,0.02,0.02,0.02,0,0.02
"1167",0.02,0.02,0.02,0.02,0,0.02
"1168",0.02,0.02,0.02,0.02,10000,0.02
"1169",0.02,0.02,0.02,0.02,0,0.02
"1170",0.02,0.02,0.02,0.02,0,0.02
"1171",0.02,0.02,0.02,0.02,0,0.02
"1172",0.02,0.02,0.02,0.02,0,0.02
"1173",0.02,0.02,0.02,0.02,0,0.02
"1174",0.02,0.02,0.02,0.02,0,0.02
"1175",0.02,0.02,0.02,0.02,0,0.02
"1176",0.02,0.02,0.02,0.02,0,0.02
"1177",0.02,0.02,0.02,0.02,0,0.02
"1178",0.02,0.02,0.02,0.02,0,0.02
"1179",0.02,0.02,0.02,0.02,0,0.02
"1180",0.02,0.02,0.02,0.02,0,0.02
"1181",0.02,0.02,0.02,0.02,0,0.02
"1182",0.02,0.02,0.02,0.02,0,0.02
"1183",0.02,0.02,0.02,0.02,0,0.02
"1184",0.02,0.02,0.02,0.02,0,0.02
"1185",0.02,0.02,0.02,0.02,0,0.02
