"","EL.Open","EL.High","EL.Low","EL.Close","EL.Volume","EL.Adjusted"
"63",57.73,58.639999,57.599998,58.360001,2035600,27.824973
"64",58.860001,59.110001,58.099998,58.349998,1880800,27.820204
"65",58.529999,58.93,58.360001,58.639999,1865400,27.958471
"66",59.330002,59.43,58.560001,58.84,2665800,28.053828
"67",58.599998,59.580002,58.380001,58.970001,2316800,28.11581
"68",59.130001,59.549999,58.540001,59.310001,2322000,28.277916
"69",59.240002,59.57,58.84,59.189999,2571000,28.220701
"70",59.369999,59.59,58.700001,58.869999,3554400,28.068131
"71",58.950001,60.400002,58.950001,60.349998,2599200,28.773767
"72",60.369999,60.860001,60.169998,60.32,2515000,28.759465
"73",60.299999,60.639999,59.799999,60.360001,2527200,28.778536
"74",59.950001,60.540001,59.639999,60.040001,3940400,28.625966
"75",60.799999,62.060001,60.66,61.41,2366400,29.279157
"76",61.68,61.869999,61.189999,61.299999,1413200,29.22671
"77",61.57,62.889999,60.93,62.799999,3396400,29.941883
"78",62.68,64.690002,62.529999,64.129997,4883000,30.576001
"79",64.209999,64.43,62.59,63.23,2523400,30.146899
"80",64.010002,64.050003,62.630001,63.290001,2407600,30.175506
"81",62.830002,63.669998,62.459999,62.93,1378000,30.003865
"82",63.470001,63.84,62.93,63.77,2612000,30.404361
"83",63.459999,63.759998,62.549999,62.549999,2944000,29.822687
"84",62.830002,63.650002,62.689999,63,2181800,30.037239
"85",63,65.959999,63,65.660004,3597400,31.30548
"86",65.620003,65.860001,65.260002,65.400002,1423800,31.181516
"87",65.459999,67.849998,65.459999,67,4511200,31.944366
"88",67.330002,67.330002,66.160004,66.529999,3596200,31.720278
"89",66.580002,66.889999,65.589996,66.5,2086200,31.705975
"90",67.050003,67.669998,67,67.230003,2347200,32.054027
"91",67.370003,67.830002,66.699997,67.040001,1972600,31.963437
"92",66.260002,66.980003,65.400002,65.510002,2857000,31.233962
"93",65.370003,66.489998,65.209999,66.239998,2275600,31.582011
"94",66.650002,67.730003,66.019997,66.110001,3604600,31.52003
"95",66.279999,66.669998,65.980003,66.260002,1935600,31.591548
"96",66.75,66.980003,65.480003,65.489998,2328400,31.224424
"97",65.169998,65.360001,64.489998,64.809998,2407000,30.900213
"98",64.300003,65.279999,63.919998,64.769997,2335200,30.881141
"99",64.849998,65.529999,63.650002,64.410004,2926200,30.709503
"100",69.25,74.309998,69.25,71.169998,12046800,33.932544
"101",70.370003,70.980003,69.110001,69.860001,4562400,33.307961
"102",70.160004,70.739998,69.43,70.550003,2847800,33.636942
"103",70.540001,71.330002,70.07,70.989998,2626000,33.846723
"104",71.790001,73.139999,71.690002,72.129997,3563600,34.390254
"105",72.010002,72.459999,71.760002,72.160004,1921200,34.40456
"106",72.699997,72.910004,71.330002,71.830002,2188400,34.247222
"107",71.809998,71.809998,70.5,71.019997,2904400,33.861026
"108",70.839996,70.849998,70.07,70.489998,3119800,33.608332
"109",70.099998,71.879997,69.769997,71.879997,2628000,34.271058
"110",71.209999,71.910004,70.699997,71.779999,2569200,34.223381
"111",71.879997,73.110001,71.32,72.720001,2974000,34.671557
"112",72.110001,72.199997,70.650002,70.980003,2427200,33.841958
"113",70.370003,72.389999,70.230003,72.339996,2360400,34.490378
"114",73.870003,75.139999,73.110001,74.480003,7192200,35.510693
"115",74.25,75.639999,74.019997,75.370003,7033400,35.935029
"116",75.050003,76.290001,74.809998,76.260002,5439400,36.359364
"117",75.610001,75.870003,75.169998,75.540001,2872400,36.016081
"118",75.589996,76.18,75.32,75.910004,2657800,36.555431
"119",75.309998,76.360001,75.290001,75.790001,929000,36.497642
"120",75.099998,75.290001,74.099998,74.900002,2865400,36.069052
"121",74.480003,75.190002,74,74.919998,3476200,36.078681
"122",76.279999,77.150002,76.279999,77.150002,2991200,37.152568
"123",76.830002,78.040001,76.639999,78.040001,2825800,37.581159
"124",77.849998,77.959999,77.059998,77.330002,2560000,37.239249
"125",77.32,78.089996,77.220001,77.889999,2445600,37.508923
"126",78.480003,78.82,77.839996,78.040001,2031200,37.581159
"127",77.82,78.230003,77.260002,77.410004,1665200,37.277775
"128",77.699997,78.57,77.440002,78.230003,2478000,37.672657
"129",78.239998,78.580002,77.389999,78.089996,1814000,37.605234
"130",78.18,78.18,76.32,76.709999,4873800,36.940679
"131",76.730003,79.43,76.730003,78.940002,3186200,38.014566
"132",78.629997,78.989998,78.260002,78.419998,1604800,37.764151
"133",78.489998,78.529999,77.639999,78.330002,1180400,37.720812
"134",78.169998,79.43,78.139999,79.300003,1871800,38.187929
"135",79.300003,79.5,78.470001,79.080002,1753800,38.081984
"136",79.57,80.160004,79.290001,80.080002,1758600,38.563547
"137",80.059998,80.129997,79.459999,79.809998,990200,38.433523
"138",79.540001,80.239998,79.449997,79.919998,721400,38.486495
"139",79.550003,79.980003,79.300003,79.650002,899000,38.356475
"140",79.760002,79.790001,79.129997,79.599998,1052800,38.332395
"141",79.760002,79.910004,79.650002,79.730003,547000,38.395001
"142",79.599998,80.099998,79.330002,79.669998,1021600,38.366104
"143",79.610001,81.440002,79.550003,80.699997,2070000,38.862114
"144",81.239998,81.290001,80.18,80.440002,2126800,38.73691
"145",80.709999,81.809998,80.419998,81.730003,3133000,39.358126
"146",82.309998,83.160004,81.760002,82.610001,3515400,39.7819
"147",83.040001,83.139999,80.620003,81.080002,3060000,39.04511
"148",81.379997,81.68,79.669998,80.620003,3842000,38.823591
"149",80.25,81.470001,80.07,81.32,2643200,39.160684
"150",81.489998,82.900002,81.349998,82.809998,3032000,39.878211
"151",83.25,83.860001,83.190002,83.519997,3610000,40.22012
"152",83.330002,84.040001,83.239998,83.800003,1667800,40.354961
"153",83.800003,84.010002,83.489998,83.989998,1643400,40.446455
"154",84.199997,84.220001,83.349998,83.809998,2324600,40.359774
"155",83.669998,84.190002,83.32,83.709999,2001800,40.311618
"156",83.5,83.699997,83.050003,83.620003,2347200,40.26828
"157",83.860001,84.690002,83.610001,83.739998,1838600,40.326065
"158",83.910004,84.129997,83.260002,83.459999,1623800,40.191228
"159",83.410004,83.489998,80.860001,81.129997,3909400,39.069186
"160",81.160004,81.879997,80.779999,81.449997,3200600,39.223286
"161",81.440002,81.839996,81.120003,81.459999,3749800,39.228102
"162",81.480003,81.690002,79.970001,80.080002,1674200,38.563547
"163",80.610001,81.349998,80.5,80.5,2447800,38.765802
"164",80.879997,81.519997,80.809998,81.370003,2882000,39.184763
"165",80.900002,81.260002,79.709999,80.559998,3241000,38.794695
"166",86,92.839996,85.720001,91.940002,11326200,44.274882
"167",91.839996,94.330002,91.040001,93,4033000,44.785337
"168",90.940002,93.459999,90.300003,91.349998,4991200,43.990758
"169",90.779999,92.879997,90.550003,92.480003,2155400,44.534926
"170",92.050003,93,91.190002,92.919998,2364000,44.746811
"171",92.419998,93,91.209999,92.830002,1862000,44.703472
"172",92.410004,94.769997,92.089996,94.150002,3082600,45.339135
"173",93.709999,95.550003,93.099998,94.75,2010200,45.628072
"174",94.360001,94.910004,93.480003,93.739998,1511000,45.141692
"175",94.360001,95.110001,94.029999,94.230003,1608400,45.377661
"176",93.809998,94.339996,93.220001,93.760002,1744600,45.151326
"177",93.540001,95.25,93.360001,94.480003,2122600,45.498052
"178",93.529999,93.529999,90.730003,90.860001,2734000,43.754793
"179",91.160004,92.129997,89.589996,90.400002,2572800,43.533275
"180",90.300003,92.050003,90.25,91.459999,2243600,44.04373
"181",91.650002,93.080002,91.650002,92.989998,1671800,44.78052
"182",93.120003,94.599998,92.769997,94.410004,2443600,45.464342
"183",94.470001,94.970001,91.470001,91.720001,3317600,44.168937
"184",91.580002,93.040001,90.980003,92.839996,2199400,44.708285
"185",92.940002,93.339996,91.370003,91.910004,2676600,44.260435
"186",91.790001,92.459999,91.010002,92.400002,1617800,44.4964
"187",92.540001,93.029999,90.809998,90.889999,2351800,43.769239
"188",91.209999,92.809998,91.019997,92.410004,1976600,44.501217
"189",92.120003,92.860001,91.470001,92.709999,1678000,44.645683
"190",91.580002,93.110001,91.330002,92.25,1732400,44.424165
"191",92,93.160004,90.43,92.870003,1546600,44.722735
"192",92.110001,92.25,89.980003,91.010002,1372200,43.827028
"193",87.949997,89.639999,86.730003,89.07,2422400,42.892795
"194",89.019997,89.900002,87.510002,87.529999,2754000,42.151188
"195",88.720001,89.089996,88.110001,88.150002,1400400,42.449758
"196",88.529999,89.580002,87.370003,89.349998,2800400,43.027632
"197",90.339996,91.959999,89.730003,91.900002,1824000,44.255619
"198",92.25,92.779999,90.370003,90.830002,1183600,43.740347
"199",90.669998,90.830002,90.050003,90.480003,1187400,43.5718
"200",90.75,92.529999,90.330002,92.480003,1700800,44.534926
"201",92.480003,95.120003,92.480003,94.470001,2587800,45.493235
"202",94.519997,96.660004,94.43,95.970001,3111000,46.215579
"203",95.830002,95.93,94.800003,95.059998,2076800,45.777355
"204",95.699997,96.07,95.470001,95.870003,2034000,46.167423
"205",95.82,96.489998,95.620003,96.360001,2554000,46.403388
"206",96.739998,96.900002,95.230003,95.93,2919000,46.196316
"207",96.309998,96.309998,95.470001,95.5,2334000,45.989244
"208",95.199997,95.580002,94.919998,95.239998,2432400,45.864037
"209",95.660004,96.089996,94.830002,94.970001,1562600,45.734016
"210",95,96.260002,94.050003,96.010002,2866800,46.234842
"211",96.589996,96.730003,94.739998,95.059998,1533200,45.777355
"212",95.419998,95.669998,94.610001,95.050003,1100000,45.772542
"213",94.610001,95.470001,93.940002,94.5,1226200,45.507681
"214",94.970001,96.139999,94.290001,95.980003,2024600,46.220396
"215",95.440002,95.57,94.690002,94.949997,1255000,45.724383
"216",95.330002,96.720001,94.610001,96.379997,2276200,46.413018
"217",95.190002,95.190002,93.349998,94.510002,3182000,45.512498
"218",94.559998,94.82,93.830002,94.669998,2933600,45.589546
"219",95.889999,95.889999,94.540001,94.650002,3733600,45.579916
"220",95.110001,95.300003,94.010002,94.589996,1261200,45.55102
"221",94.199997,94.57,93.68,93.870003,1181400,45.204298
"222",94.279999,95.059998,93.93,94.489998,1359400,45.502864
"223",95,95.709999,94.610001,95.449997,1598800,45.965164
"224",95.470001,97.349998,95.269997,97.010002,2308000,46.716405
"225",97.080002,97.199997,96.379997,97,1610000,46.711588
"226",97.889999,97.900002,96.279999,96.599998,1996200,46.518962
"227",96.68,96.68,95.279999,96.18,1633000,46.316707
"228",96,96.269997,95.099998,95.809998,2574000,46.138527
"229",92.809998,97.989998,92.809998,97,5744000,46.711588
"230",97.279999,98.540001,95.639999,98.059998,3368400,47.222043
"231",98.410004,103,98.099998,102.540001,4406000,49.379446
"232",102.309998,104,101.800003,102.309998,3906000,49.268685
"233",101.650002,102.230003,99.400002,100.019997,2276200,48.165906
"234",99.639999,101.480003,99,101.330002,1848000,48.796756
"235",100.839996,101.650002,99.669998,100.169998,1174600,48.238141
"236",100.059998,100.589996,98.970001,100.120003,1547800,48.214065
"237",99.889999,100.709999,99.739998,100.230003,1669800,48.267037
"238",100.339996,102.57,100.199997,102,2140800,49.119402
"239",102.099998,102.870003,101.5,101.800003,2008000,49.023091
"240",101.760002,102.029999,100.510002,100.650002,1694800,48.469293
"241",99.620003,99.620003,98.059998,98.309998,2129000,47.342434
"242",98.709999,99.620003,98.709999,98.849998,1111600,47.602478
"243",98.18,99.050003,97.260002,98.900002,1596600,47.626558
"244",98.410004,99.620003,98.099998,99.599998,1105400,47.963651
"245",99.639999,101.790001,99.580002,100.419998,1483000,48.358532
"246",101.5,102.510002,101.300003,102.510002,2420800,49.365
"247",102.400002,102.900002,100.18,100.290001,1587800,48.29593
"248",100.199997,101.059998,99,99.480003,1480600,47.905865
"249",98.349998,98.75,97.800003,98.089996,1661600,47.23649
"250",97.849998,97.849998,96.610001,97.110001,1666000,46.76456
"251",97.519997,98.099998,96.709999,96.790001,1615200,46.61046
"252",96.860001,96.980003,94.959999,95.230003,2981600,45.859224
"253",95.040001,97.5,95.040001,96.790001,2494000,46.61046
"254",96.300003,96.540001,95.150002,96.080002,1855800,46.268551
"255",96.059998,97.519997,95.830002,96.800003,1544200,46.615277
"256",98.199997,100.199997,98,99.599998,2618400,47.963651
"257",98.620003,99.169998,96.559998,97.150002,2027400,46.783823
"258",97.349998,97.650002,95.449997,96.849998,1859200,46.639353
"259",97.550003,98.309998,97.209999,97.32,1565000,46.865688
"260",97.360001,99.389999,97.309998,99.239998,1306600,47.790288
"261",99.849998,102.809998,99.709999,102.410004,1794800,49.316844
"262",101.769997,103.870003,101.419998,101.540001,2523600,48.897883
"263",100.139999,100.68,98.419998,100.540001,2006800,48.416321
"264",100.739998,101.25,99.879997,100.849998,2702000,48.565604
"265",101.089996,101.889999,100.620003,101.110001,1304400,48.690811
"266",101.650002,103.239998,101.099998,103.18,1332000,49.687646
"267",103.480003,106.57,103.480003,105.129997,3330400,50.626692
"268",105.470001,105.760002,104.449997,105.190002,1846400,50.655588
"269",105.230003,105.720001,104.029999,105.080002,3284200,50.602616
"270",105.120003,106.400002,104.82,105.970001,3267400,51.031207
"271",105.760002,107.029999,105.589996,106.550003,1550600,51.310514
"272",105.879997,106.940002,104.400002,105.790001,2155000,50.944525
"273",105.5,106.050003,104.470001,105.889999,2031200,50.992681
"274",104.330002,105.07,103.989998,104.290001,1451400,50.222181
"275",104.449997,104.980003,102.82,103.93,2266200,50.048818
"276",104.419998,107.099998,104.110001,105.309998,3613000,50.713373
"277",105.709999,106.309998,104.489998,105.010002,1538400,50.568907
"278",105.190002,105.730003,104.470001,105.160004,1978600,50.641142
"279",104.93,105.160004,103.849998,104.839996,1527200,50.487038
"280",105.559998,107.330002,105.559998,106.910004,1099600,51.483877
"281",106.910004,107.120003,105.440002,106.139999,1194200,51.113071
"282",106.82,108.209999,106.470001,107.239998,1651800,51.64279
"283",107.43,108.769997,107.080002,107.230003,1763800,51.637977
"284",106.480003,107.620003,106.160004,106.900002,1368200,51.47906
"285",106.519997,107.370003,106.160004,106.43,1359800,51.252725
"286",105.75,106.300003,104.489998,104.650002,1991600,50.395544
"287",104.980003,106.419998,104.949997,105.43,1824400,50.771162
"288",104.25,105.949997,103.510002,104.910004,1921400,50.520751
"289",106.080002,106.150002,103.150002,104.650002,1844000,50.395544
"290",103.940002,105.629997,101.650002,101.790001,2477200,49.018274
"291",102.019997,102.209999,99.290001,100.730003,4154200,48.507819
"292",99.519997,100.059998,94.919998,94.919998,4572000,45.709937
"293",96.360001,96.57,92.639999,95.470001,4419800,45.974798
"294",92.900002,93.959999,87.07,87.489998,4934400,42.131925
"295",88.510002,91.190002,85.650002,91.050003,7649200,43.846291
"296",89.32,93.93,87.919998,91.370003,5815200,44.000391
"297",91.75,99.370003,91.5,98.199997,5674600,47.289462
"298",98.199997,104.209999,97.510002,100.849998,6999600,48.565604
"299",94.669998,96.370003,88.089996,94.269997,14257800,45.39692
"300",95.139999,96.860001,92.730003,93.949997,4995000,45.24282
"301",94.080002,96.349998,94.040001,95.089996,3113200,45.791801
"302",92.830002,93.209999,89.599998,91.5,5486600,44.062993
"303",90.139999,91.440002,88.290001,88.57,5066000,42.652014
"304",90.190002,90.830002,87.760002,88.480003,4233600,42.608675
"305",88.900002,92.120003,88.900002,92.07,4305000,44.337483
"306",91.849998,93.370003,90.889999,93.290001,4191800,44.924991
"307",93.68,94.470001,92.660004,93.220001,2608400,44.891281
"308",92.75,96.330002,91.339996,95.910004,2860400,46.186686
"309",96.769997,98.330002,96.57,96.800003,3255800,46.615277
"310",96.599998,98.239998,96.080002,97.529999,2654800,46.966816
"311",98.300003,99.089996,96.839996,97.660004,2267200,47.029421
"312",97.309998,99.519997,96.660004,98.169998,2865600,47.275016
"313",96.57,97.900002,95.690002,96.029999,2106000,46.244472
"314",93.379997,95.32,92.349998,95.190002,2253400,45.839961
"315",96.839996,97.849998,96.610001,97.410004,3176400,46.909031
"316",97.010002,98.919998,96.910004,97.440002,1996000,46.923477
"317",96.449997,96.449997,93.620003,94.389999,2266400,45.454709
"318",93.040001,94.519997,92.410004,93.389999,2575000,44.973146
"319",93.790001,95.849998,93.290001,95.599998,2036800,46.037399
"320",96.080002,98.43,94.82,97.290001,1943600,46.851242
"321",101.129997,101.129997,97.959999,99.010002,4474600,47.67953
"322",100.080002,101.889999,99.349998,101.699997,2814200,48.974932
"323",99.980003,101.800003,99.849998,101.220001,3000400,48.743784
"324",101.669998,106.419998,101.669998,102.879997,4158600,49.543176
"325",102.739998,103.970001,99.599998,99.599998,2542200,47.963651
"326",96.699997,97.330002,93.260002,93.949997,4208600,45.24282
"327",93.470001,95.800003,92.400002,95.139999,3392800,45.815881
"328",97.32,97.879997,92.43,94.629997,4208000,45.570283
"329",96.709999,99.589996,95.82,97.120003,3633400,46.769377
"330",97.129997,97.239998,90.510002,90.900002,4956000,43.774056
"331",92.25,92.800003,86.199997,88.940002,6363400,42.830193
"332",88.220001,89.370003,87,87.839996,4695800,42.300471
"333",87.089996,88,83.93,84.199997,4218600,40.547583
"334",82.660004,87.550003,81.510002,87.379997,5600000,42.078953
"335",87.339996,88.449997,86.230003,87.970001,2406200,42.363077
"336",87.639999,90.43,87.57,89.800003,3151600,43.244338
"337",90.519997,94.330002,90.389999,91.669998,3912200,44.144858
"338",93.059998,94.279999,92.519997,94.150002,1960800,45.339135
"339",93.68,94.919998,93.25,94.160004,1554400,45.343952
"340",95.510002,97.75,94.769997,96.529999,2790800,46.485253
"341",96.139999,97.239998,95.470001,96.739998,1590400,46.586381
"342",97.669998,98.860001,96.68,97.970001,1270400,47.178705
"343",97.690002,98.669998,95.360001,95.650002,1425800,46.061479
"344",95.449997,96.620003,93.300003,95.839996,2003400,46.152973
"345",96.059998,96.529999,94,94.419998,1627600,45.469155
"346",95.139999,96.550003,94.480003,95.400002,2024600,45.941088
"347",96.400002,97.269997,96.150002,96.959999,2248200,46.692325
"348",97.220001,99.43,96.940002,99.349998,1765000,47.84326
"349",98.690002,98.82,96.440002,96.610001,1549400,46.523779
"350",97.459999,97.589996,95.190002,97.099998,1720800,46.759744
"351",99.779999,102.860001,99.470001,102.139999,2691200,49.18682
"352",101.959999,102.800003,100.660004,101.410004,1907800,48.835282
"353",100.860001,101.559998,98.419998,98.449997,2283600,47.409853
"354",95.760002,98.5,94.120003,97.760002,4366400,47.077577
"355",99.230003,101.349998,98.610001,100.830002,4064000,48.555974
"356",113.959999,120.730003,111.57,118.919998,9353200,57.267443
"357",116.970001,119.389999,115.699997,117.940002,4122400,56.795513
"358",117.339996,117.739998,116.129997,117.68,3681800,56.670306
"359",116.389999,117.989998,115.919998,117.550003,2791200,56.607704
"360",115.5,116.419998,113.779999,114.93,2857600,55.346009
"361",116.099998,117.059998,113.949997,115.980003,2611200,55.851651
"362",116.830002,116.989998,114.68,115.059998,2385600,55.40861
"363",114.129997,116.470001,113.389999,115.349998,2215800,55.548264
"364",114.860001,116.379997,114.260002,115.730003,4746800,55.73126
"365",114.419998,116.190002,113.629997,114.330002,2152400,55.057072
"366",113.959999,115.040001,111.589996,112.989998,2087400,54.411776
"367",113.349998,114.18,112.339996,112.529999,1541000,54.190257
"368",110.709999,110.709999,108.150002,108.940002,2723200,52.461449
"369",109.209999,112.400002,109.209999,110.980003,2794200,53.443837
"370",108.690002,108.690002,106.010002,107.610001,2146200,52.315939
"371",106.349998,108.559998,105.209999,107.230003,824800,52.131198
"372",110.529999,114.18,110.529999,112.260002,2153400,54.576595
"373",112.919998,112.919998,110.980003,111.050003,1625200,53.988339
"374",114.919998,118.160004,114.919998,117.980003,2847200,57.357444
"375",117,118.25,115.400002,115.589996,1424600,56.195513
"376",117.459999,118.989998,115.839996,116.080002,1559600,56.433735
"377",117.910004,118.239998,113.720001,114.660004,2605400,55.743385
"378",115.010002,115.010002,112.129997,112.220001,2735400,54.557148
"379",111.860001,114.300003,111.360001,113.760002,2042400,55.305838
"380",112.870003,112.949997,110.989998,111.379997,1381200,54.148769
"381",111.839996,111.839996,108.120003,109.25,3406000,53.113245
"382",108.309998,109.519997,107.230003,108.559998,2438400,52.777792
"383",109.449997,110.900002,107.199997,107.620003,1834200,52.320801
"384",107.239998,107.629997,105.169998,105.57,1626800,51.324167
"385",106.690002,106.860001,105.75,106.349998,1971800,51.703373
"386",107.160004,108.330002,106.699997,108.120003,3208200,52.563883
"387",109.309998,109.910004,107.279999,107.5,3064600,52.262461
"388",109.260002,110.300003,108.75,109.010002,3484200,52.996567
"389",108.790001,110.790001,108.589996,110.709999,1275200,53.823042
"390",110.550003,111.489998,110.029999,110.57,1482000,53.754979
"391",110.760002,113.57,109.82,113.43,1497200,55.145404
"392",113.25,114.870003,112.940002,114.349998,1238800,55.592672
"393",114.480003,114.639999,112.709999,112.900002,1494200,54.887738
"394",112.82,114.160004,112.699997,113.82,787800,55.335007
"395",114.220001,114.519997,111.900002,112.32,939800,54.605763
"396",113.839996,115.260002,112.290001,112.43,1964600,54.659241
"397",112.089996,114.059998,112.029999,112.860001,1962400,54.868291
"398",112.410004,114.120003,111.989998,112.669998,3424400,54.775919
"399",112.970001,113.129997,110.580002,111.5,6434600,54.20711
"400",111.82,112.139999,110.550003,111.099998,1854600,54.012645
"401",112.209999,113.089996,111.690002,112.099998,2292000,54.498807
"402",111.800003,111.900002,110.370003,111.25,1839000,54.08557
"403",111.349998,112.470001,111.190002,112.07,1224800,54.484223
"404",111.169998,112.519997,110.720001,112.160004,1560000,54.527979
"405",113.629997,115.410004,113.620003,115.080002,1969800,55.947573
"406",115.059998,115.739998,114.769997,115.489998,1369600,56.146897
"407",115.480003,116.470001,114.459999,116.18,1315800,56.482351
"408",116.150002,116.150002,114.449997,116.029999,2447000,56.409425
"409",58.189999,58.599998,56.950001,57.48,1568800,55.889232
"410",57.040001,58.209999,56.779999,58.080002,1596800,56.472629
"411",58.330002,59.450001,57.529999,59.209999,2119000,57.571353
"412",59.380001,59.549999,57.939999,57.990002,1866400,56.38512
"413",57.82,58.209999,57.639999,57.98,1942100,56.375394
"414",57.439999,58.060001,57.040001,57.720001,1501900,56.122591
"415",58.200001,58.560001,57.439999,57.93,1774500,56.326779
"416",58.400002,59.200001,58.32,58.900002,1569800,57.269935
"417",59.130001,59.5,58.150002,58.849998,2301500,57.221316
"418",55.5,58.34,54,57.48,9904600,55.889232
"419",57.150002,57.93,56.799999,57.41,3263700,55.821169
"420",56.889999,57.68,56.18,57.439999,2216600,55.850338
"421",57.189999,57.470001,56.619999,57.07,2039400,55.490579
"422",57,57.68,56.48,57.650002,1819000,56.054529
"423",57.09,57.43,56.790001,56.900002,1362300,55.325285
"424",56.389999,56.52,55.389999,55.5,3599600,53.964029
"425",54.669998,55.419998,54.560001,55.16,2861500,53.633438
"426",55.509998,56.419998,55.110001,55.18,2421800,53.652885
"427",55.279999,56.41,55.130001,56.080002,1446300,54.527979
"428",56.369999,56.459999,55.84,56.040001,1325400,54.489085
"429",56.049999,56.509998,55.599998,56.139999,1654900,54.586316
"430",55.830002,56.700001,55.720001,56.400002,1013700,54.839123
"431",56.400002,57.52,56.130001,57.34,1770300,55.753107
"432",57.41,57.41,56.349998,56.84,1395200,55.266945
"433",56.450001,57.889999,56.419998,57.799999,2114800,56.200375
"434",57.970001,58.349998,57.709999,58.299999,2320800,56.686538
"435",58.25,58.799999,58,58.540001,2635000,56.919898
"436",58.380001,58.91,58.23,58.650002,2673300,57.026854
"437",58.360001,58.43,58.099998,58.349998,1998000,56.735153
"438",58.099998,59.09,58.049999,58.849998,1698600,57.221316
"439",58.220001,58.349998,57.619999,58.099998,2838000,56.492072
"440",58.07,58.470001,57.880001,58.389999,3761200,56.774047
"441",58.73,59.099998,58.52,58.91,2088400,57.279657
"442",58.98,59.09,58.549999,59.07,1459300,57.435228
"443",59.23,60.049999,58.959999,59.790001,1951300,58.135304
"444",60.299999,61.799999,60.169998,61.740002,2848500,60.031338
"445",61.610001,62.380001,61.509998,62.360001,2331000,60.634178
"446",62.41,63.91,62.189999,63.380001,3338100,61.62595
