"","ROP.Open","ROP.High","ROP.Low","ROP.Close","ROP.Volume","ROP.Adjusted"
"70",64.709999,64.709999,63.880001,64.059998,643200,62.353592
"71",64.220001,65.029999,64.190002,64.940002,496800,63.210156
"72",64.989998,65.599998,64.860001,65.300003,848800,63.560567
"73",65.160004,65.290001,63.599998,64,903300,62.295193
"74",63.349998,64.510002,63.110001,63.560001,369600,61.866915
"75",64.449997,65.540001,64.279999,65.339996,548600,63.599495
"76",65.279999,65.279999,64.5,64.57,329800,62.850009
"77",64.870003,65.690002,64.029999,65.589996,544800,63.842835
"78",65.239998,65.589996,65.139999,65.269997,513100,63.53136
"79",65.620003,66.370003,64.75,65.18,732700,63.443761
"80",65.739998,66.25,65.230003,66.010002,718500,64.251653
"81",65.879997,65.879997,64.669998,64.980003,463400,63.249091
"82",65.629997,66.769997,65.57,66.769997,716100,64.991403
"83",66.800003,67.089996,66.57,66.949997,425100,65.25946
"84",67.379997,67.419998,65.980003,66.519997,419400,64.840318
"85",66.720001,66.779999,65.940002,66.32,666600,64.645371
"86",66.370003,66.940002,66.199997,66.440002,278500,64.762344
"87",66.309998,66.510002,65.349998,66.199997,439500,64.528399
"88",66.669998,67.5,66.449997,67.330002,342000,65.62987
"89",67.269997,67.57,66.209999,66.800003,385400,65.113254
"90",67.150002,67.510002,65.449997,67.050003,452900,65.356941
"91",67.07,68.129997,66.800003,68.07,480600,66.351182
"92",67.099998,67.129997,65.919998,66.18,637700,64.508907
"93",66.449997,67.620003,66.449997,67.470001,582000,65.766334
"94",67.809998,69.199997,67.669998,69.18,745200,67.433155
"95",69.190002,69.519997,68.870003,69.5,796000,67.745074
"96",72.269997,72.910004,70.279999,70.379997,847200,68.602851
"97",70.089996,70.910004,69.5,70.43,723000,68.651591
"98",69.800003,70.089996,68.660004,69.360001,624500,67.60861
"99",69.400002,70.080002,69.080002,69.580002,329900,67.823056
"100",69.18,69.660004,68.980003,69.43,297400,67.676842
"101",69.900002,70.519997,69.260002,69.760002,258600,67.998511
"102",70.360001,70.760002,70.010002,70.43,310000,68.651591
"103",70.470001,70.639999,69.18,70.260002,502600,68.485886
"104",71,72.150002,70.379997,72.150002,1082000,70.328161
"105",72.07,72.07,71.379997,71.699997,827200,69.889519
"106",71.389999,71.599998,71.029999,71.389999,329600,69.58735
"107",71.5,71.919998,71.050003,71.379997,853800,69.5776
"108",71.360001,72.169998,70.860001,72.150002,601300,70.328161
"109",71.449997,71.730003,71.059998,71.459999,553500,69.655582
"110",70.849998,71.349998,70.410004,70.870003,314600,69.080483
"111",71.099998,71.790001,70.720001,71.419998,321600,69.616591
"112",70.93,70.93,69.190002,69.790001,686100,68.027752
"113",69.709999,70.669998,69.599998,70.089996,338200,68.320173
"114",70.889999,71.889999,70.849998,71.220001,336600,69.421644
"115",71.18,72.040001,70.82,72.040001,512900,70.220938
"116",71.57,72.25,70.949997,72.150002,384100,70.328161
"117",71.199997,71.5,70.290001,71.449997,404300,69.645832
"118",71.919998,73.489998,71.709999,73.459999,382500,71.60508
"119",72.690002,73.389999,72.290001,72.769997,129000,70.932501
"120",72.080002,72.489998,71.129997,72.220001,253100,70.396393
"121",71.410004,72.870003,71.25,72.410004,521800,70.581598
"122",73.730003,74.309998,73.300003,73.75,514000,71.887758
"123",73.43,75.089996,73.370003,74.809998,722800,72.92099
"124",74.470001,75.370003,74.360001,75.290001,550200,73.388873
"125",75.220001,76.239998,74.940002,75.93,672100,74.012712
"126",76.800003,76.800003,76.160004,76.589996,708300,74.656043
"127",76.599998,76.870003,76.080002,76.470001,377700,74.539078
"128",76.860001,77.019997,76.410004,76.849998,410900,74.90948
"129",77.040001,77.75,76.610001,77.709999,729600,75.747765
"130",77.809998,78,77.220001,77.330002,1088800,75.377363
"131",77.410004,78.050003,77.089996,77.370003,655000,75.416353
"132",77.139999,77.910004,76.910004,77.190002,720300,75.240898
"133",77.400002,78.43,76.809998,78.43,415900,76.449585
"134",78.419998,78.620003,77.629997,78.099998,1383700,76.127916
"135",78.410004,78.410004,76.879997,77.129997,751000,75.182408
"136",77.489998,77.980003,77.230003,77.860001,642700,75.893979
"137",77.919998,78.300003,77.860001,77.980003,580100,76.010951
"138",77.919998,78,76.730003,76.790001,396500,74.850997
"139",76.599998,77.879997,76.5,77.690002,418100,75.728273
"140",77.709999,77.989998,77.220001,77.370003,317800,75.416353
"141",77.599998,77.599998,77.07,77.330002,275800,75.377363
"142",77.309998,77.709999,76.809998,76.849998,246000,74.90948
"143",76.760002,76.889999,76.32,76.43,307100,74.500087
"144",77.120003,78.110001,76.980003,77.059998,464700,75.114176
"145",77.400002,77.400002,75.07,75.940002,698800,74.022462
"146",75.610001,76.480003,75.489998,76.25,383600,74.432449
"147",76.239998,76.269997,75.389999,75.629997,466800,73.827225
"148",75.709999,76.019997,73.709999,74.870003,870900,73.085347
"149",73.830002,75.199997,72.370003,75.07,799100,73.280576
"150",75.360001,76.080002,75.029999,75.580002,356600,73.778422
"151",76.139999,76.190002,75.239998,75.400002,491100,73.602712
"152",75.379997,75.639999,74.919998,75.25,400500,73.456286
"153",75.139999,75.529999,74.900002,75.370003,602700,73.573428
"154",75.410004,75.989998,75.199997,75.669998,653100,73.866273
"155",75.559998,75.82,73.790001,74.050003,1197900,72.284893
"156",73.980003,74.110001,73.339996,73.559998,648200,71.806568
"157",74.239998,74.830002,73.809998,73.919998,447400,72.157987
"158",73.860001,74.849998,73.669998,74.760002,445400,72.977968
"159",74.470001,75,73.879997,74.93,504600,73.143914
"160",75.110001,76.209999,75.010002,75.989998,803900,74.178645
"161",75.919998,76.900002,75.739998,76.660004,548800,74.83268
"162",76.669998,77.339996,74.849998,75.690002,769600,73.8858
"163",78.120003,79.900002,77.260002,77.690002,1346200,75.838127
"164",78.339996,79.019997,77.419998,78.910004,680400,77.029047
"165",78.669998,79.32,78.519997,79.089996,538100,77.204749
"166",79.07,79.300003,78.5,79.110001,481900,77.224277
"167",79,80.230003,79,79.980003,443500,78.073541
"168",80.050003,80.830002,80.010002,80.699997,504700,78.776373
"169",80.830002,82.110001,80.800003,82.110001,754500,80.152767
"170",81.709999,82.300003,81.449997,82.160004,500600,80.201578
"171",81.550003,83.169998,81.550003,83.089996,492900,81.109402
"172",82.610001,84.18,82.410004,83.739998,697900,81.74391
"173",83.82,84.860001,83.599998,84.779999,685200,82.759121
"174",84.290001,84.75,83.919998,84.470001,608800,82.456512
"175",84.730003,85.209999,84.370003,85.019997,614200,82.993398
"176",84.800003,84.919998,84.449997,84.589996,592600,82.573647
"177",84.769997,85.360001,84.5,85.290001,557900,83.256966
"178",84.199997,84.730003,83.150002,83.489998,749700,81.499869
"179",83.580002,83.879997,82.339996,82.940002,945300,80.962984
"180",83.139999,83.279999,81.790001,82.230003,668300,80.269909
"181",82.690002,83.449997,82.339996,83.209999,530200,81.226545
"182",83.669998,84.32,83.400002,84.129997,548600,82.124613
"183",84.730003,85,83.059998,83.230003,713700,81.246072
"184",83.099998,84.980003,83.019997,84.709999,586100,82.69079
"185",85.190002,87.68,85.190002,87.489998,692800,85.404522
"186",87.230003,87.410004,85.589996,85.949997,945200,83.90123
"187",86.43,86.510002,83.910004,84.870003,838100,82.846979
"188",84.919998,86.050003,84.379997,85.860001,508000,83.813379
"189",85.739998,86.519997,84.860001,86.330002,586200,84.272177
"190",85.160004,85.419998,84.019997,84.360001,407000,82.349134
"191",83.519997,84.800003,83.059998,84.470001,587700,82.456512
"192",83.860001,84.349998,82.75,83.620003,465400,81.626775
"193",80.470001,83.489998,80.470001,82.959999,660700,80.982504
"194",82.830002,83.419998,81.209999,81.879997,512600,79.928246
"195",83.309998,83.550003,82.029999,82.5,526900,80.53347
"196",84.019997,84.190002,83.449997,84.150002,979600,82.14414
"197",85.139999,86.160004,85.139999,85.800003,716000,83.754811
"198",85.870003,86,84.849998,85.330002,460900,83.296013
"199",85.209999,85.599998,83.709999,84.739998,388100,82.720073
"200",85.209999,85.449997,84.330002,85.07,328900,83.042209
"201",85.309998,85.989998,84.900002,85.860001,644900,83.813379
"202",85.940002,86.129997,85.089996,85.169998,264200,83.139824
"203",84.739998,85.769997,84.019997,85.769997,433200,83.72552
"204",86.080002,86.220001,85.57,85.730003,745400,83.68648
"205",85.730003,86.610001,85.709999,86.459999,820900,84.399075
"206",86.690002,88.470001,86.449997,88.330002,683100,86.224503
"207",88.309998,88.760002,88.059998,88.449997,619300,86.341638
"208",88.650002,88.650002,87.480003,87.599998,605800,85.511901
"209",88.089996,88.089996,86.449997,86.989998,313800,85.023205
"210",86.809998,87.349998,86.029999,86.239998,448300,84.290162
"211",86.669998,86.849998,84.790001,85.440002,347300,83.508254
"212",85.519997,85.82,84.709999,85.199997,377700,83.273675
"213",84.809998,85.110001,83.989998,84.599998,399200,82.687242
"214",85.18,85.419998,84.279999,84.769997,398100,82.853397
"215",84.150002,84.739998,83.510002,84.529999,298000,82.618825
"216",84.809998,85.580002,84.129997,84.849998,911500,82.93159
"217",83.860001,83.919998,82.449997,83.339996,661100,81.455728
"218",83.419998,84.07,83.190002,83.800003,616000,81.905334
"219",85.080002,85.93,84.889999,85.800003,624700,83.860115
"220",86.199997,86.519997,85.540001,86.370003,770900,84.417228
"221",86.360001,86.629997,85.75,86.139999,429500,84.192425
"222",88.25,88.559998,86.400002,87.199997,994000,85.228456
"223",86.489998,86.709999,85.650002,86.400002,821800,84.446548
"224",86.400002,87.139999,86.110001,86.5,613400,84.544286
"225",86.650002,87.150002,86.419998,86.489998,615000,84.53451
"226",86.919998,87.279999,86.099998,86.18,491000,84.231521
"227",86.010002,86.349998,85.07,85.519997,428900,83.58644
"228",85.550003,86,83.739998,83.82,1071300,81.924879
"229",83.480003,85.040001,82.989998,83.980003,651200,82.081265
"230",84.949997,85.739998,83.199997,83.75,563000,81.856462
"231",83.739998,84.139999,83.309998,83.860001,547100,81.963975
"232",84.25,84.889999,84.019997,84.860001,400800,82.941366
"233",84.849998,84.970001,82.970001,83.540001,339300,81.651211
"234",83.330002,84.32,82.279999,84,322000,82.100809
"235",83.849998,84.379997,82.589996,82.669998,297600,80.800878
"236",82.269997,83.25,82,82.980003,622700,81.103874
"237",82.699997,83.059998,81.860001,82.150002,458900,80.292638
"238",82.389999,83.400002,82.129997,82.989998,726600,81.113643
"239",83.57,83.910004,83.080002,83.379997,434700,81.494824
"240",83.5,83.68,82.730003,83.379997,559200,81.494824
"241",82.07,82.510002,81.5,82.07,320200,80.214445
"242",82.389999,82.550003,80.800003,80.940002,513400,79.109997
"243",80.339996,82.459999,79.790001,82.089996,588700,80.23399
"244",81.739998,82.550003,81.489998,82.370003,307300,80.507665
"245",82.779999,83.169998,82.480003,82.989998,251000,81.113643
"246",83.959999,83.959999,82.129997,83.470001,488500,81.582794
"247",83.099998,83.550003,80.150002,80.169998,505200,78.357402
"248",80.199997,81.389999,80.110001,81.230003,387500,79.393441
"249",80.080002,80.900002,79.599998,79.68,512700,77.878482
"250",79.389999,80.440002,78.769997,78.900002,374000,77.116119
"251",79.269997,80.279999,78.660004,79.889999,1046100,78.083733
"252",79.769997,80.220001,79.199997,79.589996,595000,77.790513
"253",79.879997,80.169998,79.379997,79.459999,561800,77.663455
"254",79.129997,79.559998,78.449997,78.599998,617700,76.822899
"255",78.910004,79.089996,77.849998,78.300003,371800,76.529686
"256",79.150002,80.330002,79.07,79.860001,705200,78.054413
"257",78.93,79.550003,78.260002,78.480003,437900,76.705617
"258",78.650002,79.699997,77.849998,78.879997,438500,77.096567
"259",79.669998,80.540001,79.550003,80.019997,1046400,78.210792
"260",79.610001,80.669998,79.610001,80.419998,398400,78.601749
"261",81.050003,82.290001,80.580002,82.199997,633700,80.341503
"262",81.779999,82.400002,81.519997,81.919998,444400,80.067835
"263",80.809998,82.129997,80.160004,81.529999,641100,79.686653
"264",81.580002,81.790001,80.599998,81.040001,654300,79.207734
"265",80.639999,81.209999,80.190002,80.879997,408200,79.051348
"266",81.300003,82.309998,80.860001,82.309998,397200,80.449017
"267",82.620003,83.230003,82.050003,82.730003,308800,80.859527
"268",83.059998,83.800003,82.849998,83.300003,579400,81.416639
"269",83.470001,83.980003,82.919998,83.75,1496000,81.856462
"270",83.720001,83.970001,83.18,83.580002,761900,81.690307
"271",83.419998,84.260002,83,84.099998,483400,82.306867
"272",84.900002,85.139999,84.440002,84.800003,446800,82.991947
"273",83.830002,83.839996,82.879997,83.669998,340300,81.886035
"274",82.580002,82.849998,81.730003,82.129997,344500,80.378869
"275",81.940002,82,81.150002,81.550003,500900,79.811242
"276",81.919998,82.730003,81.449997,82.099998,400100,80.34951
"277",82.230003,83.019997,80.82,81.059998,349200,79.331684
"278",81.5,82.209999,80.870003,82.169998,533400,80.418017
"279",81.800003,81.839996,80.459999,81.019997,268300,79.292536
"280",81.459999,82.120003,81.389999,82.099998,577300,80.34951
"281",82.330002,83,81.940002,82.699997,377200,80.936716
"282",83.139999,84.169998,82.459999,83.919998,471800,82.130705
"283",83.940002,84.5,83.349998,84.459999,482700,82.659192
"284",86.080002,87.959999,85.910004,87.129997,1281100,85.272262
"285",87.010002,87.410004,85.870003,86.199997,523400,84.362091
"286",85.589996,85.650002,83.010002,83.230003,613600,81.455422
"287",83.239998,83.620003,81.93,82.32,777000,80.564821
"288",81.330002,82.260002,80.769997,81.629997,571900,79.88953
"289",82.43,82.650002,79.290001,80.279999,629300,78.568316
"290",79.669998,80.360001,77.690002,77.75,1190700,76.09226
"291",77.779999,79.360001,76.260002,79.129997,1174400,77.442834
"292",78.120003,78.190002,74.57,74.620003,981100,73.028999
"293",75.470001,76.290001,71.93,73.230003,1174800,71.668636
"294",71.480003,72.139999,67.709999,67.739998,889200,66.295685
"295",69.029999,71.440002,66.489998,71.199997,1087700,69.681912
"296",69.739998,70.68,67.470001,67.610001,1094000,66.16846
"297",68.059998,72.529999,67.870003,71.580002,645200,70.053815
"298",72.050003,72.809998,70.93,72.629997,546900,71.081423
"299",73.089996,73.959999,72.730003,73.550003,449800,71.981813
"300",72.760002,73.139999,70.879997,71.059998,644000,69.544898
"301",71.639999,72.129997,70.129997,70.629997,388100,69.124066
"302",68.440002,68.580002,66.849998,67.529999,1196100,66.090164
"303",66.510002,68.459999,65.839996,65.970001,591000,64.563427
"304",67.43,67.610001,65.629997,65.910004,565200,64.504709
"305",66.18,68.650002,65.690002,68.650002,781500,67.186286
"306",68.529999,70.779999,68.220001,70.660004,670200,69.153432
"307",70.980003,71.82,69.18,70.650002,1225500,69.143643
"308",70.400002,72.669998,68.870003,72.260002,540800,70.719317
"309",72.349998,75.019997,72.209999,74.860001,575100,73.263879
"310",74.370003,76.080002,73.980003,75.529999,434600,73.919592
"311",76.010002,77.75,76.010002,76.949997,1317300,75.309314
"312",76.949997,77.849998,75.309998,75.529999,1058000,73.919592
"313",73.739998,74.209999,73,73.459999,805400,71.893728
"314",71.120003,72.620003,70.449997,72.339996,605400,70.797605
"315",73.510002,74.900002,73.139999,74.860001,392300,73.263879
"316",74.389999,75.160004,73.349998,73.410004,542100,71.844798
"317",72.580002,73.18,70.389999,70.900002,851100,69.388313
"318",70.019997,71.029999,69.290001,71.010002,605000,69.495968
"319",71.07,73.610001,70.830002,72.889999,803800,71.335881
"320",73.400002,73.790001,71.519997,72.93,978600,71.375029
"321",73.690002,76.110001,73.160004,76.080002,854400,74.457868
"322",76.720001,76.790001,75.279999,75.970001,999600,74.350213
"323",74.459999,75.120003,73.739998,74.589996,555900,72.999632
"324",75.089996,75.43,73.300003,73.370003,399100,71.80565
"325",73.269997,73.769997,70.93,70.93,583400,69.417672
"326",68.650002,69.099998,66.760002,67.57,656400,66.129312
"327",67.110001,70.529999,67.110001,69.949997,831900,68.458564
"328",70.449997,70.769997,68.519997,70.440002,780100,68.938122
"329",71.889999,72.889999,71.230003,71.790001,885100,70.259336
"330",71.900002,72.690002,70.849998,71.360001,856400,69.838504
"331",73.050003,73.779999,70.699997,72.120003,750300,70.582302
"332",71.019997,72.099998,68.900002,68.910004,904400,67.440745
"333",68.5,69.029999,65.959999,66.400002,840700,64.984259
"334",65.309998,70.110001,64.900002,70.010002,1e+06,68.51729
"335",69.940002,72.110001,69.18,72.019997,963300,70.595348
"336",72.019997,73.519997,71.230003,73.5,798000,72.046075
"337",73.82,74.239998,72.349998,73.120003,526900,71.673595
"338",74.529999,75.949997,74.150002,75.809998,413200,74.310378
"339",75.43,76.580002,75.07,76.150002,344100,74.643656
"340",76.470001,78.459999,76.25,77.489998,519500,75.957146
"341",76.519997,76.830002,75.120003,75.529999,573500,74.035918
"342",77.610001,78.5,77.080002,77.959999,669200,76.41785
"343",77.540001,77.809998,74.980003,75.110001,508600,73.624228
"344",75.190002,77.900002,74.980003,77.220001,689600,75.69249
"345",76.93,77.900002,76.370003,76.57,620900,75.055346
"346",76.639999,77.239998,75.610001,76.32,643800,74.810292
"347",77.540001,77.879997,76.260002,77.690002,1071500,76.153194
"348",69.800003,79.459999,69.800003,78.849998,1215700,77.290244
"349",78.510002,79.279999,76.709999,78.5,844100,76.947169
"350",79.580002,79.919998,77.940002,79.540001,643600,77.966597
"351",82.029999,82.800003,81.419998,82.43,960700,80.799428
"352",81.93,83.330002,81.709999,82.889999,527900,81.250328
"353",81.480003,82.669998,80.709999,81.099998,578300,79.495736
"354",78.650002,80.099998,77.980003,78.919998,713400,77.358859
"355",80.330002,81.489998,79.790001,81.010002,415400,79.40752
"356",82.089996,84.489998,80.889999,84.239998,528000,82.573622
"357",83.800003,83.800003,82.440002,83.300003,480200,81.652221
"358",82.919998,84.199997,82.089996,84.169998,522500,82.505007
"359",84.660004,85.25,83.480003,84.809998,434000,83.132346
"360",82.639999,83.190002,81.059998,81.589996,510500,79.976041
"361",82.669998,83.349998,81.870003,82.550003,443800,80.917057
"362",83.75,85.669998,83.75,85.410004,452600,83.720483
"363",85.010002,85.949997,85.010002,85.529999,515400,83.838105
"364",85.209999,87.080002,85.160004,86.699997,492300,84.984959
"365",85.709999,86.400002,84.739998,84.900002,547900,83.22057
"366",84.459999,84.860001,81.949997,82.730003,718000,81.093497
"367",83.720001,84.160004,82.510002,83.279999,503900,81.632613
"368",81.769997,82.349998,80.660004,81.459999,417200,79.848615
"369",81.43,81.980003,80.769997,81.559998,417800,79.946635
"370",80.669998,80.800003,79.25,79.5,366800,77.927387
"371",79.32,80.660004,78.949997,79.43,178000,77.858772
"372",81.839996,83.290001,81.610001,82.599998,381300,80.966064
"373",82.769997,83.580002,82.550003,82.830002,480900,81.191517
"374",85.860001,86.18,84.239998,85.190002,1075800,83.504834
"375",84.860001,85.760002,84.639999,84.669998,471300,82.995116
"376",85.440002,86.129997,84.470001,84.529999,373200,82.857886
"377",85.519997,85.790001,84.559998,85.169998,487300,83.485226
"378",85.150002,85.400002,84.360001,84.669998,358300,82.995116
"379",84.239998,84.57,82.910004,84.220001,406300,82.554021
"380",84.089996,84.660004,82.919998,83.160004,512400,81.514991
"381",83.589996,84.830002,83.059998,84.57,348000,82.897096
"382",83.809998,83.809998,81.900002,82.949997,482000,81.309139
"383",83.290001,84.110001,82.349998,82.709999,920400,81.073888
"384",82.199997,82.290001,81.160004,81.419998,655500,79.809405
"385",82.400002,82.540001,81.470001,81.989998,462400,80.36813
"386",82.800003,84.080002,82.400002,83.080002,733400,81.436572
"387",83.470001,84.260002,82.739998,82.970001,662400,81.328747
"388",84.690002,87.089996,84.550003,86.949997,550100,85.230014
"389",86.830002,87.160004,85.260002,86.099998,552700,84.396829
"390",86.519997,87.800003,86.230003,87.489998,422800,85.759333
"391",87.720001,88.5,87.209999,88.199997,241400,86.455287
"392",88.120003,88.919998,87.290001,88.419998,200700,86.670936
"393",88.419998,88.669998,85.959999,86.480003,358300,84.769317
"394",86.839996,87.480003,86.519997,86.989998,619100,85.269223
"395",87.139999,87.589996,86.660004,86.870003,266800,85.151602
"396",88.690002,89.129997,87.330002,88.209999,559700,86.465091
"397",87.769997,88.419998,87.110001,88.019997,281000,86.414042
"398",87.610001,89.599998,86.68,89.470001,527100,87.837591
"399",89.410004,90.290001,89.349998,89.839996,478400,88.200835
"400",89.879997,90.540001,88.949997,90.400002,308700,88.750623
"401",91.440002,91.980003,91.32,91.650002,557300,89.977816
"402",91.43,92.440002,91.160004,92.059998,304400,90.380332
"403",91.879997,92.839996,91.5,92.620003,405400,90.930119
"404",91.849998,92.82,91.809998,92.82,347400,91.126467
"405",93.139999,93.769997,92.709999,92.940002,538300,91.244281
"406",92.739998,93.620003,91.889999,93.620003,544700,91.911874
"407",94,95.099998,93.82,94.779999,530800,93.050706
"408",94.660004,95.089996,93.839996,94.080002,346200,92.36348
"409",94.339996,95.230003,93.5,94.150002,423400,92.432203
"410",93.43,95.050003,93.43,95,234100,93.266693
"411",94.800003,95.5,94.010002,95.300003,471400,93.561222
"412",95.400002,96,93.919998,94.25,499300,92.530377
"413",93.980003,95.059998,93.57,94.370003,372900,92.64819
"414",93.589996,94.519997,93.209999,94.339996,422700,92.618731
"415",94.779999,95.220001,93.169998,93.389999,864300,91.686067
"416",93.629997,96.910004,93.629997,96.480003,939200,94.719693
"417",94.870003,95.879997,90.980003,93.43,1730800,91.725338
"418",95.25,95.25,93.480003,93.860001,1108700,92.147493
"419",93.419998,94.559998,93.199997,94.309998,738700,92.58928
"420",93.849998,94.75,93.519997,94.599998,419100,92.873989
"421",94.540001,94.989998,93.57,94.43,436800,92.707093
"422",94.190002,94.529999,93.370003,94.419998,264500,92.697273
"423",93.07,93.309998,92.25,93.209999,443700,91.509351
"424",93.650002,94.300003,93.059998,94.290001,420600,92.569648
"425",93.769997,94.220001,93.309998,94.209999,326300,92.491106
"426",94.400002,94.610001,92.800003,93.349998,328500,91.646796
"427",93.419998,94.589996,93.349998,94.519997,253000,92.795447
"428",95.040001,95.160004,94.129997,94.660004,342800,92.9329
"429",94.989998,95.529999,94.720001,95.290001,322900,93.551403
"430",95.110001,95.730003,94.480003,95,380600,93.266693
"431",94.860001,95.209999,94.239998,94.330002,394400,92.608919
"432",94.580002,95.349998,93.849998,94.580002,439500,92.854358
"433",93.809998,94.910004,92.889999,94.5,658900,92.775815
"434",94.489998,94.489998,92.730003,93.190002,675400,91.489719
"435",93.419998,93.970001,91.519997,91.519997,1579200,89.850183
"436",91.690002,93.610001,91.690002,93.400002,697900,91.695887
"437",93.330002,93.870003,92.919998,93.529999,569700,91.823512
"438",93.25,93.82,92.690002,93.550003,500400,91.843151
"439",92.18,92.459999,91.309998,91.650002,581000,89.977816
"440",91.910004,93.330002,91.669998,93,601600,91.303183
"441",93.610001,94.440002,93,94.239998,457700,92.520557
"442",94.370003,95.739998,94.360001,95.050003,618900,93.315783
"443",94.919998,95.830002,94.919998,95.550003,540900,93.806661
"444",95.860001,98,95.860001,97.870003,734100,96.084331
"445",98.279999,99.519997,97.879997,99.150002,1144300,97.340976
"446",98.989998,99.379997,98.389999,99.080002,639600,97.272254
"447",99.5,99.790001,98.870003,99.400002,768200,97.586415
"448",99.559998,99.589996,98.650002,99.440002,362200,97.625686
"449",98.959999,99.809998,98.150002,99.779999,623900,97.959479
"450",99.5,99.989998,99.190002,99.830002,339100,98.00857
"451",99.080002,99.300003,98.410004,99.300003,503800,97.488241
"452",99.440002,99.889999,98.769997,99.699997,392300,97.880937
"453",100.370003,101.059998,100.370003,100.489998,561500,98.656524
"454",100.57,101.019997,100.389999,100.709999,357000,98.872511
"455",100.489998,100.489998,98.199997,99.150002,586700,97.340976
"456",98.480003,99.099998,98.089996,98.779999,782200,96.977724
"457",99.470001,99.809998,98.550003,99.160004,968200,97.350796
"458",99.18,99.809998,98.529999,99.260002,612700,97.44897
