"","PSX.Open","PSX.High","PSX.Low","PSX.Close","PSX.Volume","PSX.Adjusted"
"54",32.610001,33.400002,31.42,31.889999,3615600,29.737569
"55",31.540001,32.400002,31.290001,32.310001,3115900,30.129223
"56",32.779999,33.380001,32.650002,33.240002,4599500,30.996452
"57",33.59,34.32,33.369999,34,3868500,31.705154
"58",34.02,34.630001,33.830002,34.240002,3647400,31.928957
"59",33.830002,34.240002,33.540001,33.799999,2711300,31.518653
"60",33.400002,33.68,32.919998,33.369999,1907800,31.117675
"61",33.080002,33.759998,32.650002,33.25,2264600,31.005776
"62",33.470001,33.470001,32.5,32.68,2972900,30.474248
"63",32.66,33.639999,32.349998,33.48,2583000,31.220251
"64",33.150002,33.189999,32.549999,33.009998,3505600,30.781973
"65",33.610001,35.080002,33.509998,34.939999,4801300,32.581707
"66",34.689999,36.119999,34.560001,36.099998,4895700,33.663412
"67",36.16,36.799999,35.860001,36.689999,3604100,34.21359
"68",36.650002,37.669998,36.59,37.099998,2839200,34.595917
"69",36.919998,37,35.5,35.599998,3758600,33.377089
"70",35.18,35.439999,34.91,35.32,3290000,33.114573
"71",34.790001,35.279999,34.5,35.02,3245900,32.833306
"72",35.25,35.419998,34.610001,35.23,2351600,33.030193
"73",35.599998,35.889999,34.869999,35.400002,3551300,33.18958
"74",35.759998,36.060001,35.59,35.959999,2951300,33.71461
"75",36.23,36.91,35.900002,36.52,6158600,34.239645
"76",36.860001,37.650002,36.830002,37.650002,2830300,35.299087
"77",37.740002,38.360001,37.509998,37.599998,6958400,35.252206
"78",39.080002,40.18,37.779999,38.27,6639700,35.880372
"79",37.939999,39.07,37.84,38.299999,4434800,35.908498
"80",38.599998,39.849998,38.599998,39.669998,4516000,37.192952
"81",39.939999,40.349998,39.77,40.07,3405100,37.567977
"82",40.389999,40.830002,39.59,39.77,4636800,37.28671
"83",39.599998,40.200001,39.459999,40.150002,4002600,37.642984
"84",39.900002,40.599998,39.880001,40.32,2888200,37.802367
"85",40.259998,40.43,39.75,40,2107700,37.502348
"86",39.860001,40.349998,39.77,40.150002,2213500,37.642984
"87",40.189999,40.450001,39.799999,39.93,2533900,37.43672
"88",40.540001,40.66,39.93,40.360001,4009400,37.83987
"89",40.529999,41.259998,40.369999,41.18,3862100,38.608668
"90",41.619999,42.93,41.470001,42.77,5536300,40.099386
"91",42.869999,43.450001,42.75,43.07,3809500,40.380653
"92",43.380001,43.380001,41.490002,41.549999,4469400,38.955564
"93",41.360001,41.529999,40.419998,41.48,4384500,38.889935
"94",41.48,41.630001,41.049999,41.330002,1996300,38.749303
"95",41.150002,41.540001,40.740002,41.360001,2562300,38.777429
"96",41.43,42.389999,40.970001,41.07,3779200,38.505536
"97",40.900002,42.470001,40.900002,41.959999,3770300,39.339963
"98",41.900002,42.389999,41.650002,41.98,2674300,39.358714
"99",41.790001,42.700001,41.619999,42.48,2523800,39.827494
"100",42.700001,43,41.099998,42,5791200,39.377466
"101",42.07,42.450001,41.48,42.41,2620700,39.761865
"102",42.490002,42.580002,41.43,41.740002,2881800,39.133702
"103",42.16,43.740002,42.16,43.419998,4222200,40.708797
"104",43.48,44.310001,43.360001,44.259998,3458100,41.496347
"105",43.93,44.849998,43.93,44.540001,4417300,41.758866
"106",44.639999,46.099998,44.459999,45.59,6304700,42.743302
"107",46.139999,47.41,46.040001,46.279999,5269800,43.390216
"108",46.299999,46.849998,45.369999,46.639999,5292000,43.727738
"109",47.16,48.220001,46.009998,46.73,6718600,43.812118
"110",46.169998,46.970001,46,46.139999,4833400,43.258958
"111",45.529999,45.779999,44.439999,45.52,6108200,42.677673
"112",45.529999,46.599998,45.509998,45.57,3505400,42.72455
"113",45.389999,46.310001,45.169998,45.779999,3233500,42.921437
"114",46.040001,47.09,46.040001,46.82,5960500,43.896499
"115",46.689999,46.919998,46.259998,46.740002,2453800,43.821496
"116",47,47.299999,45.959999,45.98,2912200,43.108949
"117",45.689999,46.330002,45.23,45.529999,3626000,42.687047
"118",45.799999,46.740002,45.68,46.529999,3180100,43.624606
"119",46.43,46.529999,46.02,46.369999,3253700,43.474596
"120",46.599998,47.02,46.259998,46.560001,2785500,43.652735
"121",46.68,46.959999,46.27,46.419998,2911900,43.521474
"122",46.27,46.41,45,45.16,5392000,42.340151
"123",45.59,45.66,45.080002,45.389999,6196000,42.555789
"124",45.869999,47.68,45.759998,46.02,7658200,43.146452
"125",45.959999,46.57,45.560001,45.93,3414600,43.062072
"126",46.16,46.75,46.060001,46.09,3667800,43.212081
"127",46.02,46.330002,44.689999,45.150002,5564600,42.330777
"128",45.380001,45.650002,44.57,44.599998,4600600,42.047942
"129",44.330002,44.619999,42.450001,43.919998,6634300,41.406852
"130",43.849998,44.43,43.41,44.380001,2722000,41.840533
"131",44.77,46.790001,44.599998,46.490002,5742000,43.829798
"132",46.549999,47.220001,46.310001,46.650002,2842000,43.980642
"133",46.619999,46.630001,45.389999,45.560001,3402300,42.953013
"134",45.529999,46.09,44.549999,44.639999,3002400,42.085654
"135",44.73,45.73,44.73,45.580002,3421700,42.971869
"136",44.91,45.080002,43.93,44.919998,4079100,42.349631
"137",45,45.650002,44.66,44.779999,3478700,42.217643
"138",45.139999,45.450001,44.549999,45.029999,2903900,42.453337
"139",45.57,47.619999,44.82,47.5,6123800,44.782003
"140",47.82,48.400002,46.639999,47.16,4791200,44.461458
"141",47,47.650002,46.389999,47.380001,4291500,44.66887
"142",48.009998,48.150002,46.07,46.209999,2826000,43.565817
"143",46.23,47.900002,46.23,47.759998,3024100,45.027124
"144",48,51,47.860001,50.040001,8220800,47.176662
"145",49.23,50.080002,48.75,49.459999,6708500,46.629849
"146",49.34,49.970001,48.939999,49,3699100,46.196171
"147",48.110001,48.560001,47.169998,47.41,5424200,44.697152
"148",47.43,48.110001,47.279999,47.349998,2699200,44.640584
"149",47,47.759998,46.560001,46.860001,3129100,44.178625
"150",47.169998,47.459999,45.709999,45.759998,3542400,43.141566
"151",45.529999,46.189999,44.939999,45.34,3805000,42.7456
"152",45.560001,45.919998,44.950001,45.77,4591900,43.150995
"153",46.400002,48.25,46.380001,48.119999,4339700,45.366525
"154",48.189999,49.07,47.869999,49.060001,3492900,46.252739
"155",49.32,49.650002,48.84,49.389999,3805700,46.563854
"156",49.580002,50,49.41,49.82,1698700,46.96925
"157",49.549999,49.98,49.07,49.560001,2943300,46.724129
"158",49.509998,50.419998,49.009998,50.060001,4638900,47.195518
"159",49.66,51.27,49.25,51,5404800,48.081729
"160",51.200001,51.66,50.830002,51.560001,3951100,48.609687
"161",51.68,52.529999,51.450001,52.369999,5323100,49.373335
"162",52.650002,52.759998,51.02,51.560001,5670000,48.609687
"163",51.48,52.240002,51.48,51.560001,3726600,48.609687
"164",51.450001,51.950001,50.27,50.689999,3332400,47.789466
"165",50.689999,51.209999,50.299999,50.970001,3405700,48.053447
"166",51.189999,52.75,51.060001,52.34,4854900,49.345053
"167",52.209999,54.32,52.200001,53.580002,7741300,50.514101
"168",53.720001,53.919998,52.73,53.040001,5205500,50.004999
"169",53.330002,53.5,52.939999,53.049999,8427100,50.014425
"170",52.599998,52.599998,51.240002,52.209999,7136600,49.222491
"171",52,53.540001,51.799999,53.470001,5120800,50.410395
"172",53.560001,53.860001,53.18,53.52,4292300,50.457533
"173",53.439999,53.700001,53,53.169998,3922800,50.127558
"174",53.279999,53.380001,51.84,52.5,6409900,49.495898
"175",52.580002,52.720001,51.700001,52.419998,4391700,49.420474
"176",51.709999,52.380001,51.330002,52.16,5053600,49.175353
"177",52.220001,52.400002,51.900002,51.970001,975200,48.996226
"178",52.16,52.619999,51.32,51.360001,2322700,48.42113
"179",51.5,51.709999,50.400002,51.560001,2885400,48.609687
"180",51.060001,51.5,50.52,50.57,2999100,47.676334
"181",50.400002,53.220001,50.400002,53.099998,4233600,50.061564
"182",54.25,55.310001,53.23,55.259998,5229900,52.097966
"183",55.029999,55.169998,52.869999,53.189999,5291900,50.146414
"184",53.119999,53.68,52.290001,53.139999,4161100,50.099276
"185",52.48,52.48,50.77,51.360001,6884000,48.42113
"186",51.200001,51.779999,51.080002,51.59,3575600,48.637969
"187",51.560001,52.150002,51.02,51.32,4429800,48.383418
"188",51.639999,51.84,51.220001,51.509998,3403400,48.562545
"189",51.279999,51.700001,50.360001,50.580002,4615800,47.685764
"190",50.669998,51.419998,50.119999,51.349998,5000100,48.4117
"191",51.349998,52.330002,51.200001,52.240002,4499600,49.250777
"192",52.130001,54.549999,52.07,54.52,8024800,51.400312
"193",54.98,55.830002,54.189999,55.150002,5976600,51.994264
"194",55.209999,55.740002,54.580002,55.07,5998800,51.918839
"195",55.240002,55.240002,53.919998,54.610001,4462000,51.485162
"196",54.720001,56.189999,54.200001,55.52,4293900,52.343091
"197",55.5,56.950001,55.369999,56.119999,4702100,52.908757
"198",56.5,56.889999,56.110001,56.810001,3612300,53.559277
"199",57.09,57.68,56.5,57.09,4055400,53.823254
"200",58,60.450001,57.959999,59.880001,8446300,56.453608
"201",62.380001,62.91,60.650002,60.759998,7922300,57.283251
"202",60.369999,61.049999,59.91,60.57,5450400,57.104124
"203",62,63.25,61.220001,62.75,4709200,59.159383
"204",62.130001,62.25,61.16,61.220001,3796500,57.716932
"205",61.720001,61.98,60.98,61.009998,4578900,57.518945
"206",60.790001,62.5,60.709999,61.720001,5068700,58.188321
"207",61.880001,63.34,61,63.259998,4392600,59.640198
"208",63.41,65.239998,63.220001,64.019997,4745800,60.356709
"209",64,64.660004,63.720001,64.18,3097900,60.507557
"210",64.620003,64.779999,63.779999,64.43,3702400,60.743252
"211",64.5,64.5,63.849998,64.110001,2777100,60.441563
"212",63.77,64.919998,63.75,64.830002,3560000,61.120365
"213",64.550003,65.379997,63.529999,64.169998,3787800,60.498127
"214",63.669998,64.879997,63.66,64.760002,3091700,61.353632
"215",64.75,64.949997,62.540001,62.639999,4847000,59.345141
"216",62.32,62.919998,61.220001,62.290001,5032600,59.013553
"217",62.779999,64.120003,62.509998,64.110001,3049300,60.737821
"218",64.489998,64.739998,61.310001,61.34,4294800,58.113522
"219",61.48,61.689999,59.939999,61.23,4346900,58.009307
"220",61.299999,63.119999,61,62.990002,2581500,59.676733
"221",62.860001,64.269997,62,62.959999,4226400,59.648309
"222",62.709999,63.93,62.189999,63.900002,3150000,60.538867
"223",63.84,65.739998,63.540001,65.68,3758500,62.225238
"224",66.040001,66.050003,64.519997,65.769997,3920300,62.310501
"225",66,66.970001,65.400002,66.050003,2929700,62.575779
"226",65.889999,66.120003,64.790001,65.870003,3429800,62.405247
"227",66.080002,66.279999,65.599998,66.029999,4045300,62.556827
"228",65.900002,66.080002,63.939999,65.690002,4966800,62.234714
"229",65.660004,66.400002,65.209999,66.220001,4134600,62.736835
"230",65.879997,66.040001,64.199997,64.550003,4784800,61.154679
"231",64.959999,65.449997,64.290001,64.949997,3832700,61.533633
"232",64.489998,65.239998,64.110001,64.150002,5979000,60.775717
"233",63.32,65.290001,63.009998,65.029999,3643900,61.609427
"234",64.879997,66.349998,64.660004,65.410004,4124400,61.969444
"235",66,68.440002,65.949997,67.540001,5087500,63.987403
"236",67,67.839996,66.110001,66.82,3394800,63.305274
"237",66.970001,67.790001,66.839996,67.550003,2650400,63.996879
"238",67.940002,68.699997,66.650002,66.860001,3905300,63.343171
"239",66.980003,67.410004,66.370003,67.239998,3243600,63.70318
"240",67.129997,68.290001,66.459999,68.269997,3920600,64.679001
"241",68.379997,70.519997,67.959999,69.970001,6211100,66.289586
"242",70,70.190002,68.730003,69.360001,3015200,65.711671
"243",70.169998,70.199997,66.709999,66.839996,5679900,63.324219
"244",66.839996,66.879997,61.470001,62.459999,14028500,59.174609
"245",62.57,63.950001,61.939999,62.389999,6139100,59.108291
"246",61.259998,62.970001,60.200001,62.310001,5289600,59.032501
"247",62.290001,63.799999,61.900002,63.619999,3969300,60.273593
"248",63.950001,65.230003,62.860001,64.660004,4291500,61.258893
"249",64.779999,65.209999,63.049999,63.860001,6005500,60.500971
"250",63.810001,63.860001,61.810001,62.009998,6204800,58.748278
"251",61.369999,61.740002,59.07,60.669998,8305100,57.478762
"252",59.18,59.990002,57.080002,57.52,7897200,54.494454
"253",58.150002,59.32,57.77,59.279999,5644000,56.161876
"254",58.549999,58.790001,57.16,57.990002,4602100,54.939733
"255",57.919998,58.540001,56.130001,57.23,4270200,54.219707
"256",58.139999,58.139999,56.459999,57.84,5045100,54.797622
"257",58.119999,60.34,58.07,59.43,3659300,56.303988
"258",59.59,61.419998,59.360001,61.150002,5318500,57.933517
"259",61.41,63.049999,61.310001,61.82,4771700,58.568273
"260",62.040001,63.09,61.779999,61.900002,4384100,58.644067
"261",61.849998,62.080002,61.139999,61.599998,3034700,58.359844
"262",61.970001,62.299999,61.48,61.799999,3444900,58.549325
"263",61.93,62.200001,60.02,60.950001,5457000,57.744036
"264",61.110001,61.939999,59.549999,59.669998,5678600,56.531362
"265",60.07,60.68,59.16,60.299999,4212400,57.128225
"266",60.799999,62.66,60.490002,62.18,4548900,58.909338
"267",62.490002,64.239998,62.32,63.869999,3682400,60.510443
"268",64.25,65.339996,64.019997,64.480003,4676600,61.088361
"269",64.230003,64.470001,62.849998,63.41,3664300,60.07464
"270",63.23,63.27,61.880001,62.130001,3436900,58.861969
"271",61.73,62.200001,61,61.380001,5059200,58.151419
"272",61.130001,62.279999,60.389999,61.970001,3829500,58.710385
"273",62.060001,64.18,62,64.080002,6212800,60.7094
"274",63.73,65.480003,63.73,64.949997,5621700,61.533633
"275",64.709999,65.410004,63.720001,63.84,3994700,60.774901
"276",64.199997,65.919998,64.18,65.459999,5521600,62.317121
"277",65.32,66.849998,65.32,65.959999,4531600,62.793115
"278",66.099998,66.709999,64.889999,65.419998,4505200,62.27904
"279",65.300003,66.620003,64.800003,65.389999,4482700,62.250482
"280",64.440002,65.559998,63.900002,65.25,2380300,62.117204
"281",64.769997,65.5,63.799999,65.470001,2518400,62.326643
"282",66.389999,66.980003,65.919998,66.519997,2792000,63.326225
"283",66.209999,67.339996,65.650002,66.839996,3135200,63.630861
"284",66.349998,67.110001,65.68,66.769997,2896400,63.564222
"285",66.639999,67.889999,66.279999,66.57,3506400,63.373828
"286",67.040001,67.089996,64.279999,66.080002,4022900,62.907356
"287",65.800003,66.18,64.300003,65.18,2890200,62.050565
"288",64.940002,65.349998,63.529999,63.610001,3064900,60.555945
"289",63.68,65.150002,63.349998,65,2637300,61.879207
"290",65.440002,66.199997,65.18,65.870003,2774600,62.707439
"291",65.93,66.389999,65.010002,65.110001,2372500,61.983926
"292",64.050003,64.730003,63.700001,63.959999,3202200,60.889139
"293",64.879997,65.209999,63.18,63.310001,3967600,60.270349
"294",63.09,64.82,62.369999,64.510002,3336300,61.412735
"295",64.709999,64.970001,63.77,63.810001,1833900,60.746343
"296",64.199997,64.690002,63.98,64.260002,3341200,61.174738
"297",64.480003,65,64.25,64.389999,2336900,61.298494
"298",64.269997,64.870003,63.509998,63.630001,3341500,60.574985
"299",62.580002,62.689999,60.060001,60.389999,5087000,57.490543
"300",61.02,61.23,58.060001,59.25,6354700,56.405277
"301",58.459999,58.77,56.84,57.189999,4938400,54.444181
"302",58.290001,59.709999,58.290001,59.41,3453600,56.557595
"303",60.099998,60.959999,59.560001,59.720001,2706600,56.852713
"304",60.32,60.41,58.450001,59.220001,3883300,56.376719
"305",59.139999,59.75,58.77,58.91,3573800,56.081601
"306",59.240002,60.240002,58.669998,58.900002,3486700,56.072083
"307",58.849998,59.209999,56.610001,57.080002,4998500,54.339466
"308",56.75,57.709999,54.799999,57.68,6190900,54.910657
"309",57.84,57.889999,55.41,57.240002,3653200,54.491783
"310",57.709999,59.169998,57.639999,58.75,3067800,55.929283
"311",59.02,59.369999,58.41,58.509998,3271200,55.700805
"312",58.41,58.630001,55.939999,56.09,5874000,53.396996
"313",57.049999,57.900002,56.02,57.759998,5355200,54.986814
"314",56.900002,59.639999,56.900002,59.09,6108800,56.252959
"315",59.450001,59.849998,58.779999,59.23,4202400,56.386237
"316",59.209999,59.419998,57.150002,57.639999,6289800,54.872576
"317",57.82,58.419998,57.099998,58.040001,3527400,55.253373
"318",58.189999,58.279999,56.709999,56.919998,4328100,54.187144
"319",57.439999,57.830002,56.720001,57.490002,3960500,54.72978
"320",57.880001,58.450001,57.18,57.959999,4093500,55.177212
"321",58.470001,59.709999,58.349998,59.490002,3938200,56.633756
"322",59.650002,59.650002,57.700001,58.84,4041900,56.014962
"323",58.68,59.700001,58.240002,59.419998,4551000,56.567114
"324",59.25,59.84,58.709999,59,2603600,56.16728
"325",59,59.290001,58.57,58.959999,852400,56.1292
"326",59.049999,59.25,57.91,58.470001,4076700,55.662728
"327",57.32,61.970001,57.130001,61.5,8186700,58.54725
"328",61.869999,61.91,60.32,60.52,3918500,57.614302
"329",60.130001,60.130001,58.07,58.41,5612800,55.605607
"330",58.279999,58.299999,57.299999,57.799999,4125100,55.024894
"331",57.639999,59.150002,57.639999,58.310001,4863300,55.51041
"332",58.240002,58.689999,57.560001,57.959999,3824100,55.177212
"333",58.02,59.360001,57.900002,59,3254800,56.16728
"334",59,59.310001,58.57,58.919998,3178500,56.09112
"335",58.439999,58.98,57.720001,58.169998,3295100,55.377129
"336",58.389999,59.189999,58,59.09,3180300,56.252959
"337",59,59.18,58.380001,58.790001,2358500,56.265403
"338",58.27,58.43,57.040001,57.150002,3495300,54.695829
"339",56.889999,56.990002,56.07,56.299999,3478700,53.882328
"340",56.279999,56.849998,55.25,55.34,3212100,52.963554
"341",55.23,57.689999,54.900002,57.009998,3870800,54.561838
"342",56.73,58.490002,56.299999,57.950001,3784200,55.461475
"343",57.98,58.869999,57.52,58.110001,3009300,55.614604
"344",58.450001,59.240002,57.939999,58.110001,2951800,55.614604
"345",58.169998,59.09,57.880001,58.130001,2843800,55.633745
"346",57.709999,58,57.09,57.099998,2979300,54.647974
"347",57.200001,58.299999,57.200001,58.029999,2220300,55.538037
"348",57.869999,58.470001,57.380001,57.720001,2119000,55.241352
"349",57.950001,58.5,56.950001,57.099998,2661100,54.647974
"350",57.759998,58.439999,57.330002,58.110001,3045700,55.614604
"351",57.919998,59.32,57.580002,59.029999,4079400,56.495095
"352",58.68,59.099998,57.790001,57.799999,3849800,55.317914
"353",57.91,58.110001,56.900002,57.419998,2800400,54.954232
"354",57.07,57.919998,57.02,57.470001,3102600,55.002087
"355",57.439999,57.439999,56.68,56.790001,3476500,54.351288
"356",56.830002,57.029999,56.060001,56.93,2597300,54.485276
"357",56.990002,57.34,56.330002,56.450001,2662700,54.025889
"358",56.639999,57.73,56.57,57.130001,2420800,54.676688
"359",57.619999,57.700001,56.709999,56.830002,2521900,54.389571
"360",56.709999,56.799999,55.810001,56.049999,3885000,53.643064
"361",56.049999,57.5,56.02,57.25,3873300,54.791534
"362",58.34,59.209999,57.900002,58.150002,4667700,55.652887
"363",58.209999,59.299999,57.689999,57.93,4944400,55.442333
"364",57.73,57.73,56.900002,57.41,3067700,54.944663
"365",57.240002,58.549999,57.029999,57.77,3430500,55.289204
"366",57.82,58.549999,57.529999,58.049999,3049500,55.557179
"367",58.009998,59,58.009998,58.48,2709400,55.968714
"368",58.099998,58.869999,58.099998,58.529999,3027700,56.016566
"369",58.009998,58.09,56.880001,57.82,4407300,55.337056
"370",57.650002,58.220001,57.189999,57.900002,2600600,55.413622
"371",57.59,59.310001,57.330002,59.18,4150400,56.638655
"372",58.860001,59.830002,58.599998,59.560001,4244400,57.002337
"373",59,59.349998,58.389999,59.169998,3550700,56.629082
"374",58.759998,58.900002,57.900002,57.900002,3345300,55.413622
"375",57.919998,58.09,56.5,56.889999,4211400,54.446992
"376",56.82,57.279999,56.509998,56.900002,3466300,54.456565
"377",57.669998,58.790001,57.619999,58.57,4396700,56.054849
"378",58.549999,60.810001,58.470001,59.93,5680300,57.356448
"379",59.57,60.720001,59.25,60.48,2891900,57.882829
"380",60.389999,60.849998,59.34,59.5,3602600,56.944913
"381",60.02,60.75,59.860001,60.73,2993300,58.122093
"382",60.57,62.389999,60.5,62.220001,3405000,59.54811
"383",62.509998,63.5,62.25,63.48,3813800,60.754001
"384",63.77,64.190002,63.490002,63.91,2985500,61.165536
"385",64.339996,65.239998,64.160004,64.879997,4264700,62.093879
"386",64.370003,65.400002,64.330002,64.660004,4215000,61.883332
"387",64.540001,64.599998,62.700001,63.23,4248900,60.514736
"388",63.32,63.720001,62.75,63.400002,2206800,60.677438
"389",63.77,64.419998,63.139999,63.279999,3067700,60.562588
"390",63.389999,64.32,63.23,64.139999,3213300,61.385658
"391",64.099998,65.639999,63.049999,65.230003,4687500,62.428855
"392",64.980003,65.529999,64.410004,64.43,3786300,61.663206
"393",64.470001,64.830002,63.290001,64.129997,2746900,61.376086
"394",64.279999,64.540001,63.389999,64.440002,2728600,61.672778
"395",64.25,64.809998,63.619999,64.269997,3184100,61.510073
"396",64.75,65.559998,64.150002,64.360001,2979500,61.596212
"397",64.279999,64.860001,63.619999,63.84,3084200,61.098542
"398",63.919998,65.389999,63.66,65.360001,3252600,62.553269
"399",65.150002,65.580002,64.790001,65.489998,2437700,62.677684
"400",64.93,66.230003,64.830002,65.410004,3229900,62.976157
"401",65.279999,66.059998,64.529999,66.050003,3427000,63.592342
"402",66.239998,68.360001,66.230003,67.559998,4088500,65.046151
"403",67.300003,67.620003,66.519997,67.099998,4106300,64.603268
"404",67.620003,68.050003,67.050003,67.209999,2723300,64.709176
"405",67.139999,68.540001,66.919998,67.769997,3246100,65.248336
"406",68.220001,68.389999,66.800003,67.029999,2923500,64.535873
"407",67.059998,67.639999,65.839996,67.5,2933400,64.988386
"408",67.849998,68.800003,67.540001,68.480003,3108000,65.931925
"409",68.480003,69.349998,68.129997,68.639999,2808300,66.085967
"410",68.790001,69.230003,68.129997,68.75,3094400,66.191875
"411",68.599998,71,68.400002,70.120003,4526400,67.510901
"412",70.029999,70.720001,69.410004,69.610001,1688100,67.019876
"413",70,71.75,69.669998,71.360001,3900900,68.70476
"414",71.059998,71.269997,69.540001,70.599998,4299300,67.973037
"415",69.699997,70.480003,68.330002,69.589996,5377100,67.000616
"416",69.82,70.5,69.169998,69.730003,3978800,67.135413
"417",70.330002,72.5,70,71.239998,5174200,68.589222
"418",72.300003,73.169998,71.699997,71.830002,4297300,69.157273
"419",71.25,72.440002,69.540001,71.610001,4233700,68.945457
"420",71.639999,71.690002,70.290001,70.849998,3890300,68.213734
"421",70.800003,71.690002,70.440002,71.220001,2773000,68.56997
"422",71.25,72.019997,70.57,71.599998,2711400,68.935827
"423",71.68,73.260002,71.529999,72.610001,2741600,69.908248
"424",72.610001,73.269997,72.25,72.599998,2438200,69.898618
"425",72.559998,74.120003,72.209999,73.980003,3960900,71.227274
"426",73.550003,74.389999,72.699997,72.919998,3505000,70.206711
"427",73.199997,74.529999,73.050003,74.029999,4906800,71.27541
"428",74.5,75.389999,74.279999,74.410004,2556800,71.641275
"429",74.739998,74.970001,74.290001,74.739998,1065000,71.95899
"430",75,75.290001,74.68,75.120003,1187000,72.324856
"431",75.139999,75.18,74.190002,74.75,1688800,71.96862
"432",75.010002,75.599998,74.690002,74.720001,2252200,71.939738
"433",75.269997,77.290001,75.18,77.129997,2993900,74.26006
"434",77.169998,77.32,76.360001,76.449997,2846700,73.605362
"435",76.360001,76.989998,76.150002,76.290001,1958200,73.451319
"436",76.510002,77.489998,76.400002,77.010002,2815600,74.14453
"437",77.07,77.830002,76.669998,77.019997,4005700,74.154152
"438",77.25,77.410004,76.150002,76.870003,4492200,74.00974
"439",77.010002,78.25,76.879997,78.129997,4187400,75.222851
"440",78.389999,79,77.239998,78,3019900,75.097691
"441",78.199997,78.199997,75.489998,75.809998,3046300,72.989176
"442",76.150002,76.709999,75.800003,76.489998,3359100,73.643874
"443",76.5,76.529999,74.75,75.540001,3697800,72.729226
"444",75.309998,75.730003,74.669998,75.389999,3231900,72.584806
"445",74.870003,76.620003,74.849998,76.019997,3901600,73.191361
"446",76.029999,77.400002,76.029999,76.900002,2792000,74.038622
"447",77.300003,77.599998,76.089996,77.099998,2748300,74.231177
"448",77.519997,78.099998,76.040001,77.199997,4105600,74.327455
"449",76.220001,76.349998,73.599998,74.440002,4712700,71.670157
"450",74.57,75.699997,73.779999,74.900002,3408300,72.11304
"451",73.919998,75.459999,73.919998,75.080002,2792000,72.286343
"452",74.029999,76.900002,70.809998,74.18,5942000,71.41983
"453",74.440002,74.970001,73.370003,73.559998,4595300,70.822897
"454",73.099998,74.580002,72.75,73.089996,5799800,70.370384
"455",73.120003,73.580002,71.139999,71.360001,5620300,68.70476
