"","WPI.Open","WPI.High","WPI.Low","WPI.Close","WPI.Volume","WPI.Adjusted"
"1067",0.33,0.34,0.33,0.33,170000,0.33
"1068",0.33,0.33,0.33,0.33,0,0.33
"1069",0.34,0.34,0.33,0.335,380000,0.335
"1070",0.335,0.335,0.325,0.335,140000,0.335
"1071",0.335,0.335,0.335,0.335,0,0.335
"1072",0.325,0.345,0.325,0.345,620000,0.345
"1073",0.335,0.34,0.335,0.34,180000,0.34
"1074",0.335,0.345,0.335,0.345,6e+05,0.345
"1075",0.34,0.34,0.34,0.34,10000,0.34
"1076",0.34,0.34,0.33,0.34,180000,0.34
"1077",0.34,0.34,0.34,0.34,0,0.34
"1078",0.34,0.34,0.335,0.335,60000,0.335
"1079",0.34,0.34,0.335,0.34,60000,0.34
"1080",0.33,0.34,0.33,0.335,570000,0.335
"1081",0.335,0.34,0.325,0.34,540000,0.34
"1082",0.34,0.34,0.34,0.34,0,0.34
"1083",0.33,0.34,0.33,0.34,230000,0.34
"1084",0.34,0.345,0.34,0.345,1e+05,0.345
"1085",0.34,0.34,0.335,0.34,40000,0.34
"1086",0.33,0.34,0.33,0.33,240000,0.33
"1087",0.34,0.34,0.33,0.34,80000,0.34
"1088",0.335,0.34,0.33,0.33,70000,0.33
"1089",0.34,0.345,0.34,0.345,930000,0.345
"1090",0.35,0.35,0.35,0.35,10000,0.35
"1091",0.35,0.35,0.35,0.35,10000,0.35
"1092",0.35,0.35,0.35,0.35,0,0.35
"1093",0.33,0.35,0.33,0.35,220000,0.35
"1094",0.35,0.35,0.35,0.35,0,0.35
"1095",0.345,0.345,0.335,0.345,30000,0.345
"1096",0.345,0.345,0.345,0.345,0,0.345
"1097",0.35,0.35,0.345,0.35,180000,0.35
"1098",0.34,0.34,0.34,0.34,10000,0.34
"1099",0.35,0.35,0.34,0.35,120000,0.35
"1100",0.35,0.35,0.35,0.35,0,0.35
"1101",0.35,0.35,0.35,0.35,0,0.35
"1102",0.35,0.35,0.35,0.35,0,0.35
"1103",0.34,0.36,0.34,0.36,470000,0.36
"1104",0.36,0.36,0.355,0.355,360000,0.355
"1105",0.36,0.36,0.36,0.36,40000,0.36
"1106",0.36,0.36,0.36,0.36,0,0.36
"1107",0.36,0.36,0.36,0.36,70000,0.36
"1108",0.36,0.37,0.36,0.36,120000,0.36
"1109",0.355,0.36,0.355,0.36,110000,0.36
"1110",0.355,0.375,0.355,0.36,2e+06,0.36
"1111",0.36,0.365,0.36,0.36,2260000,0.36
"1112",0.355,0.36,0.35,0.355,240000,0.355
"1113",0.36,0.36,0.34,0.36,1440000,0.36
"1114",0.355,0.405,0.355,0.37,6720000,0.37
"1115",0.37,0.37,0.37,0.37,0,0.37
"1116",0.355,0.375,0.34,0.34,3580000,0.34
"1117",0.35,0.385,0.34,0.375,5680000,0.375
"1118",0.38,0.435,0.38,0.415,10780000,0.415
"1119",0.42,0.42,0.375,0.395,2260000,0.395
"1120",0.375,0.4,0.375,0.395,810000,0.395
"1121",0.4,0.4,0.365,0.385,1290000,0.385
"1122",0.38,0.39,0.355,0.37,2160000,0.37
"1123",0.36,0.38,0.355,0.36,590000,0.36
"1124",0.38,0.38,0.36,0.365,180000,0.365
"1125",0.38,0.38,0.365,0.365,2e+05,0.365
"1126",0.365,0.365,0.365,0.365,0,0.365
"1127",0.375,0.375,0.355,0.37,550000,0.37
"1128",0.35,0.4,0.35,0.37,6800000,0.37
"1129",0.395,0.395,0.365,0.375,3160000,0.375
"1130",0.36,0.38,0.355,0.38,2440000,0.38
"1131",0.385,0.39,0.365,0.37,1720000,0.37
"1132",0.385,0.385,0.36,0.36,860000,0.36
"1133",0.385,0.385,0.36,0.37,940000,0.37
"1134",0.37,0.385,0.365,0.38,1410000,0.38
"1135",0.385,0.41,0.365,0.365,11380000,0.365
"1136",0.38,0.405,0.38,0.39,8680000,0.39
"1137",0.405,0.455,0.39,0.43,28150000,0.43
"1138",0.44,0.45,0.395,0.415,7740000,0.415
"1139",0.4,0.41,0.385,0.395,5550000,0.395
"1140",0.41,0.41,0.39,0.4,970000,0.4
"1141",0.425,0.425,0.395,0.4,610000,0.4
"1142",0.415,0.42,0.395,0.4,2200000,0.4
"1143",0.405,0.425,0.39,0.42,10380000,0.42
"1144",0.425,0.49,0.425,0.455,40030000,0.455
"1145",0.455,0.46,0.435,0.445,4810000,0.445
"1146",0.46,0.46,0.405,0.41,8190000,0.41
"1147",0.41,0.42,0.4,0.41,4280000,0.41
"1148",0.4,0.42,0.4,0.405,2070000,0.405
"1149",0.41,0.41,0.38,0.385,4060000,0.385
"1150",0.4,0.4,0.365,0.39,1700000,0.39
"1151",0.38,0.39,0.37,0.385,550000,0.385
"1152",0.385,0.395,0.38,0.385,2100000,0.385
"1153",0.39,0.39,0.375,0.375,730000,0.375
"1154",0.385,0.385,0.365,0.385,1750000,0.385
"1155",0.385,0.395,0.365,0.38,1610000,0.38
"1156",0.39,0.44,0.39,0.425,23740000,0.425
"1157",0.425,0.44,0.4,0.42,4390000,0.42
"1158",0.42,0.425,0.4,0.415,1480000,0.415
"1159",0.42,0.42,0.395,0.41,870000,0.41
"1160",0.415,0.42,0.385,0.42,2100000,0.42
"1161",0.4,0.415,0.385,0.4,840000,0.4
"1162",0.385,0.4,0.38,0.395,1760000,0.395
"1163",0.395,0.405,0.38,0.4,720000,0.4
"1164",0.405,0.405,0.385,0.395,360000,0.395
"1165",0.38,0.4,0.38,0.4,4e+05,0.4
"1166",0.395,0.395,0.38,0.39,5e+05,0.39
"1167",0.395,0.395,0.395,0.395,10000,0.395
"1168",0.395,0.395,0.37,0.385,1600000,0.385
"1169",0.395,0.395,0.37,0.39,260000,0.39
"1170",0.38,0.38,0.37,0.38,750000,0.38
"1171",0.38,0.38,0.38,0.38,0,0.38
"1172",0.39,0.39,0.375,0.385,90000,0.385
"1173",0.38,0.38,0.375,0.38,40000,0.38
"1174",0.385,0.385,0.365,0.375,1340000,0.375
"1175",0.375,0.375,0.36,0.375,1070000,0.375
"1176",0.37,0.38,0.37,0.38,5e+05,0.38
"1177",0.37,0.37,0.37,0.37,1e+05,0.37
"1178",0.38,0.38,0.37,0.38,420000,0.38
"1179",0.385,0.385,0.36,0.375,350000,0.375
"1180",0.38,0.385,0.36,0.36,1290000,0.36
"1181",0.355,0.38,0.355,0.375,1e+05,0.375
"1182",0.38,0.4,0.37,0.385,3460000,0.385
"1183",0.385,0.385,0.385,0.385,0,0.385
"1184",0.385,0.385,0.385,0.385,0,0.385
"1185",0.385,0.385,0.385,0.385,0,0.385
"1186",0.385,0.385,0.36,0.38,1010000,0.38
"1187",0.38,0.38,0.38,0.38,0,0.38
"1188",0.38,0.38,0.38,0.38,0,0.38
"1189",0.38,0.38,0.38,0.38,0,0.38
"1190",0.38,0.38,0.38,0.38,0,0.38
"1191",0.38,0.39,0.36,0.39,3200000,0.39
"1192",0.37,0.39,0.37,0.385,1450000,0.385
"1193",0.365,0.385,0.365,0.385,670000,0.385
"1194",0.385,0.39,0.385,0.39,190000,0.39
"1195",0.385,0.39,0.385,0.39,90000,0.39
"1196",0.385,0.39,0.38,0.39,510000,0.39
"1197",0.385,0.4,0.385,0.4,1740000,0.4
"1198",0.395,0.4,0.37,0.375,1660000,0.375
"1199",0.375,0.375,0.375,0.375,0,0.375
"1200",0.375,0.375,0.375,0.375,0,0.375
"1201",0.385,0.385,0.385,0.385,370000,0.385
"1202",0.385,0.395,0.38,0.39,310000,0.39
"1203",0.375,0.395,0.375,0.395,960000,0.395
"1204",0.38,0.395,0.38,0.395,1030000,0.395
"1205",0.395,0.395,0.395,0.395,380000,0.395
"1206",0.395,0.4,0.375,0.395,1920000,0.395
"1207",0.39,0.395,0.39,0.395,510000,0.395
"1208",0.39,0.39,0.39,0.39,470000,0.39
"1209",0.39,0.39,0.39,0.39,0,0.39
"1210",0.395,0.395,0.385,0.385,580000,0.385
"1211",0.38,0.38,0.375,0.375,720000,0.375
"1212",0.375,0.375,0.37,0.37,960000,0.37
"1213",0.365,0.385,0.365,0.385,350000,0.385
"1214",0.385,0.385,0.375,0.385,260000,0.385
"1215",0.375,0.385,0.375,0.385,390000,0.385
"1216",0.37,0.37,0.365,0.365,660000,0.365
"1217",0.37,0.37,0.37,0.37,210000,0.37
"1218",0.37,0.37,0.365,0.37,250000,0.37
"1219",0.38,0.38,0.365,0.38,570000,0.38
"1220",0.38,0.38,0.365,0.38,890000,0.38
"1221",0.37,0.37,0.365,0.37,3380000,0.37
"1222",0.365,0.385,0.36,0.385,740000,0.385
"1223",0.37,0.4,0.37,0.38,7940000,0.38
"1224",0.38,0.38,0.38,0.38,0,0.38
"1225",0.375,0.385,0.37,0.38,1870000,0.38
"1226",0.375,0.38,0.37,0.38,260000,0.38
"1227",0.37,0.385,0.37,0.385,330000,0.385
"1228",0.365,0.39,0.365,0.365,2400000,0.365
"1229",0.37,0.375,0.365,0.365,750000,0.365
"1230",0.375,0.385,0.365,0.375,1670000,0.375
"1231",0.38,0.385,0.37,0.38,560000,0.38
"1232",0.38,0.39,0.365,0.375,530000,0.375
"1233",0.365,0.38,0.365,0.375,1010000,0.375
"1234",0.38,0.38,0.37,0.375,570000,0.375
"1235",0.37,0.38,0.365,0.37,450000,0.37
"1236",0.38,0.38,0.37,0.375,170000,0.375
"1237",0.38,0.385,0.37,0.38,920000,0.38
"1238",0.38,0.39,0.365,0.38,2400000,0.38
"1239",0.38,0.38,0.38,0.38,0,0.38
"1240",0.365,0.375,0.365,0.365,490000,0.365
"1241",0.365,0.375,0.365,0.37,250000,0.37
"1242",0.36,0.37,0.35,0.35,560000,0.35
"1243",0.35,0.37,0.345,0.35,6e+05,0.35
"1244",0.35,0.35,0.35,0.35,0,0.35
"1245",0.35,0.36,0.345,0.36,1760000,0.36
"1246",0.345,0.345,0.345,0.345,30000,0.345
"1247",0.36,0.36,0.36,0.36,40000,0.36
"1248",0.36,0.36,0.36,0.36,0,0.36
"1249",0.345,0.36,0.345,0.355,90000,0.355
"1250",0.345,0.355,0.335,0.355,1060000,0.355
"1251",0.335,0.355,0.335,0.35,60000,0.35
"1252",0.345,0.35,0.34,0.35,110000,0.35
"1253",0.36,0.365,0.35,0.35,480000,0.35
"1254",0.35,0.35,0.35,0.35,0,0.35
"1255",0.35,0.35,0.35,0.35,0,0.35
"1256",0.365,0.365,0.34,0.36,740000,0.36
"1257",0.34,0.37,0.33,0.36,1740000,0.36
"1258",0.34,0.355,0.34,0.355,360000,0.355
"1259",0.355,0.355,0.355,0.355,0,0.355
"1260",0.35,0.35,0.35,0.35,110000,0.35
"1261",0.345,0.345,0.34,0.345,780000,0.345
"1262",0.35,0.355,0.35,0.355,30000,0.355
"1263",0.355,0.355,0.355,0.355,0,0.355
"1264",0.355,0.355,0.34,0.345,250000,0.345
"1265",0.345,0.355,0.34,0.35,140000,0.35
"1266",0.335,0.35,0.33,0.35,380000,0.35
"1267",0.35,0.355,0.335,0.355,640000,0.355
"1268",0.335,0.355,0.33,0.355,1180000,0.355
"1269",0.355,0.355,0.35,0.355,50000,0.355
"1270",0.35,0.35,0.35,0.35,10000,0.35
"1271",0.35,0.355,0.335,0.34,2e+05,0.34
"1272",0.335,0.35,0.335,0.35,20000,0.35
"1273",0.35,0.35,0.35,0.35,0,0.35
"1274",0.35,0.35,0.35,0.35,0,0.35
"1275",0.35,0.35,0.35,0.35,0,0.35
"1276",0.33,0.345,0.325,0.34,1070000,0.34
"1277",0.345,0.345,0.33,0.34,760000,0.34
"1278",0.34,0.345,0.34,0.345,50000,0.345
"1279",0.33,0.34,0.32,0.335,3520000,0.335
"1280",0.325,0.325,0.325,0.325,10000,0.325
"1281",0.33,0.33,0.33,0.33,10000,0.33
"1282",0.33,0.335,0.33,0.335,340000,0.335
"1283",0.33,0.33,0.33,0.33,30000,0.33
"1284",0.34,0.34,0.34,0.34,130000,0.34
"1285",0.325,0.325,0.325,0.325,6e+05,0.325
"1286",0.34,0.35,0.34,0.35,530000,0.35
"1287",0.34,0.345,0.33,0.33,410000,0.33
"1288",0.35,0.355,0.35,0.35,2e+05,0.35
"1289",0.33,0.33,0.33,0.33,3e+05,0.33
"1290",0.33,0.34,0.33,0.33,110000,0.33
"1291",0.35,0.35,0.33,0.33,210000,0.33
"1292",0.325,0.325,0.325,0.325,30000,0.325
"1293",0.325,0.325,0.32,0.32,540000,0.32
"1294",0.32,0.32,0.32,0.32,0,0.32
"1295",0.32,0.32,0.32,0.32,0,0.32
"1296",0.32,0.32,0.32,0.32,0,0.32
"1297",0.33,0.33,0.33,0.33,3e+05,0.33
"1298",0.33,0.33,0.32,0.33,70000,0.33
"1299",0.32,0.33,0.32,0.33,3e+05,0.33
"1300",0.33,0.33,0.33,0.33,0,0.33
"1301",0.33,0.33,0.33,0.33,250000,0.33
"1302",0.32,0.33,0.32,0.33,670000,0.33
"1303",0.325,0.33,0.325,0.33,3e+05,0.33
