"","WPI.Open","WPI.High","WPI.Low","WPI.Close","WPI.Volume","WPI.Adjusted"
"59",0.26,0.26,0.25,0.25,1160000,0.25
"60",0.25,0.25,0.25,0.25,1250000,0.25
"61",0.25,0.25,0.25,0.25,1300000,0.25
"62",0.25,0.25,0.25,0.25,210000,0.25
"63",0.26,0.27,0.26,0.26,0,0.26
"64",0.26,0.26,0.25,0.25,1110000,0.25
"65",0.25,0.25,0.245,0.245,1400000,0.245
"66",0.26,0.26,0.26,0.26,10000,0.26
"67",0.26,0.26,0.26,0.26,0,0.26
"68",0.25,0.26,0.25,0.25,0,0.25
"69",0.26,0.26,0.25,0.25,1380000,0.25
"70",0.26,0.26,0.26,0.26,10000,0.26
"71",0.27,0.27,0.27,0.27,20000,0.27
"72",0.265,0.265,0.265,0.265,20000,0.265
"73",0.27,0.27,0.27,0.27,50000,0.27
"74",0.265,0.265,0.265,0.265,70000,0.265
"75",0.265,0.27,0.25,0.27,1200000,0.27
"76",0.255,0.27,0.255,0.255,0,0.255
"77",0.28,0.28,0.27,0.275,990000,0.275
"78",0.285,0.3,0.285,0.29,2780000,0.29
"79",0.29,0.29,0.26,0.29,63500,0.29
"80",0.29,0.29,0.29,0.29,510000,0.29
"81",0.3,0.3,0.28,0.29,180000,0.29
"82",0.29,0.29,0.29,0.29,20000,0.29
"83",0.285,0.295,0.285,0.295,20000,0.295
"84",0.3,0.3,0.29,0.295,320000,0.295
"85",0.295,0.3,0.29,0.3,820000,0.3
"86",0.295,0.3,0.295,0.3,140000,0.3
"87",0.3,0.305,0.3,0.305,740000,0.305
"88",0.305,0.305,0.3,0.305,80000,0.305
"89",0.295,0.295,0.295,0.295,490000,0.295
"90",0.29,0.29,0.29,0.29,150000,0.29
"91",0.31,0.31,0.3,0.31,120000,0.31
"92",0.315,0.32,0.315,0.32,230000,0.32
"93",0.3,0.315,0.3,0.315,80000,0.315
"94",0.3,0.315,0.3,0.315,120000,0.315
"95",0.295,0.315,0.295,0.295,0,0.295
"96",0.31,0.315,0.31,0.31,0,0.31
"97",0.31,0.31,0.31,0.31,20000,0.31
"98",0.31,0.31,0.31,0.31,0,0.31
"99",0.31,0.31,0.31,0.31,10000,0.31
"100",0.295,0.31,0.295,0.295,0,0.295
"101",0.25,0.25,0.25,0.25,2000,0.25
"102",0.25,0.25,0.25,0.25,0,0.25
"103",0.29,0.29,0.29,0.29,0,0.29
"104",0.3,0.3,0.3,0.3,20000,0.3
"105",0.295,0.305,0.295,0.305,70000,0.305
"106",0.29,0.3,0.29,0.29,0,0.29
"107",0.295,0.3,0.295,0.3,150000,0.3
"108",0.3,0.305,0.3,0.305,190000,0.305
"109",0.295,0.305,0.295,0.305,60000,0.305
"110",0.295,0.305,0.295,0.3,66500,0.3
"111",0.295,0.305,0.295,0.305,110000,0.305
"112",0.285,0.305,0.285,0.285,0,0.285
"113",0.27,0.305,0.27,0.27,0,0.27
"114",0.27,0.27,0.27,0.27,0,0.27
"115",0.275,0.275,0.275,0.275,1e+05,0.275
"116",0.305,0.305,0.3,0.3,20000,0.3
"117",0.3,0.3,0.3,0.3,20000,0.3
"118",0.275,0.3,0.275,0.275,0,0.275
"119",0.28,0.3,0.28,0.28,810000,0.28
"120",0.3,0.3,0.3,0.3,10000,0.3
"121",0.27,0.3,0.27,0.27,0,0.27
"122",0.275,0.275,0.27,0.27,840000,0.27
"123",0.27,0.27,0.27,0.27,0,0.27
"124",0.29,0.29,0.29,0.29,10000,0.29
"125",0.27,0.27,0.27,0.27,290000,0.27
"126",0.29,0.29,0.285,0.285,20000,0.285
"127",0.27,0.27,0.27,0.27,1410000,0.27
"128",0.285,0.3,0.285,0.285,0,0.285
"129",0.3,0.3,0.27,0.27,60000,0.27
"130",0.27,0.27,0.27,0.27,20000,0.27
"131",0.27,0.3,0.27,0.27,0,0.27
"132",0.27,0.27,0.27,0.27,50000,0.27
"133",0.265,0.265,0.265,0.265,20000,0.265
"134",0.26,0.3,0.26,0.26,0,0.26
"135",0.27,0.3,0.27,0.27,0,0.27
"136",0.27,0.3,0.27,0.27,0,0.27
"137",0.28,0.28,0.28,0.28,10000,0.28
"138",0.275,0.295,0.275,0.275,0,0.275
"139",0.275,0.3,0.275,0.275,0,0.275
"140",0.275,0.295,0.275,0.275,0,0.275
"141",0.295,0.295,0.295,0.295,10000,0.295
"142",0.295,0.295,0.295,0.295,0,0.295
"143",0.295,0.295,0.295,0.295,0,0.295
"144",0.28,0.28,0.28,0.28,2e+05,0.28
"145",0.295,0.295,0.295,0.295,10000,0.295
"146",0.3,0.3,0.3,0.3,10000,0.3
"147",0.3,0.3,0.3,0.3,0,0.3
"148",0.3,0.31,0.3,0.31,40000,0.31
"149",0.3,0.3,0.28,0.3,660000,0.3
"150",0.29,0.29,0.29,0.29,120000,0.29
"151",0.29,0.295,0.29,0.295,60000,0.295
"152",0.3,0.33,0.295,0.31,5130000,0.31
"153",0.33,0.33,0.31,0.32,290000,0.32
"154",0.3,0.32,0.3,0.32,20000,0.32
"155",0.33,0.33,0.31,0.31,410000,0.31
"156",0.315,0.33,0.315,0.33,250000,0.33
"157",0.33,0.34,0.33,0.34,1010000,0.34
"158",0.35,0.49,0.35,0.45,1310000,0.45
"159",0.45,0.45,0.435,0.435,1180000,0.435
"160",0.38,0.4,0.36,0.4,670000,0.4
"161",0.365,0.4,0.365,0.4,290000,0.4
"162",0.37,0.37,0.37,0.37,20000,0.37
"163",0.38,0.38,0.34,0.34,320000,0.34
"164",0.35,0.36,0.35,0.36,970000,0.36
"165",0.37,0.37,0.355,0.365,310000,0.365
"166",0.37,0.375,0.355,0.375,2720000,0.375
"167",0.38,0.38,0.37,0.37,5e+05,0.37
"168",0.37,0.37,0.37,0.37,10000,0.37
"169",0.34,0.36,0.34,0.34,0,0.34
"170",0.35,0.37,0.35,0.35,0,0.35
"171",0.35,0.37,0.35,0.35,0,0.35
"172",0.35,0.37,0.35,0.37,30000,0.37
"173",0.35,0.37,0.35,0.35,0,0.35
"174",0.32,0.365,0.32,0.365,240000,0.365
"175",0.36,0.37,0.36,0.37,50000,0.37
"176",0.34,0.37,0.34,0.34,0,0.34
"177",0.35,0.35,0.35,0.35,110000,0.35
"178",0.37,0.37,0.37,0.37,10000,0.37
"179",0.37,0.37,0.37,0.37,5e+05,0.37
"180",0.34,0.36,0.34,0.36,40000,0.36
"181",0.35,0.35,0.35,0.35,250000,0.35
"182",0.36,0.36,0.36,0.36,10000,0.36
"183",0.36,0.36,0.36,0.36,10000,0.36
"184",0.33,0.37,0.33,0.33,0,0.33
"185",0.34,0.36,0.34,0.34,0,0.34
"186",0.35,0.36,0.35,0.36,310000,0.36
"187",0.34,0.36,0.34,0.36,130000,0.36
"188",0.34,0.36,0.34,0.36,130000,0.36
"189",0.35,0.36,0.35,0.35,0,0.35
"190",0.35,0.35,0.35,0.35,5e+05,0.35
"191",0.36,0.36,0.36,0.36,10000,0.36
"192",0.34,0.36,0.34,0.34,0,0.34
"193",0.34,0.36,0.34,0.34,0,0.34
"194",0.35,0.35,0.35,0.35,50000,0.35
"195",0.36,0.36,0.36,0.36,10000,0.36
"196",0.34,0.36,0.34,0.34,0,0.34
"197",0.34,0.36,0.34,0.36,30000,0.36
"198",0.36,0.36,0.36,0.36,20000,0.36
"199",0.34,0.35,0.34,0.34,0,0.34
"200",0.34,0.35,0.34,0.35,40000,0.35
"201",0.35,0.35,0.35,0.35,30000,0.35
"202",0.38,0.38,0.35,0.35,30000,0.35
"203",0.35,0.36,0.33,0.33,270000,0.33
"204",0.35,0.35,0.35,0.35,50000,0.35
"205",0.32,0.34,0.32,0.33,580000,0.33
"206",0.35,0.35,0.35,0.35,10000,0.35
"207",0.33,0.34,0.33,0.33,0,0.33
"208",0.33,0.34,0.33,0.33,0,0.33
"209",0.33,0.34,0.33,0.33,0,0.33
"210",0.35,0.35,0.35,0.35,10000,0.35
"211",0.34,0.35,0.34,0.35,230000,0.35
"212",0.35,0.35,0.35,0.35,190000,0.35
"213",0.33,0.34,0.33,0.34,40000,0.34
"214",0.35,0.35,0.35,0.35,20000,0.35
"215",0.34,0.34,0.34,0.34,680000,0.34
"216",0.335,0.345,0.335,0.335,0,0.335
"217",0.345,0.36,0.345,0.36,1100000,0.36
"218",0.36,0.36,0.35,0.36,310000,0.36
"219",0.35,0.35,0.35,0.35,1e+05,0.35
"220",0.36,0.38,0.36,0.38,1250000,0.38
"221",0.36,0.36,0.35,0.35,120000,0.35
"222",0.35,0.35,0.35,0.35,350000,0.35
"223",0.35,0.36,0.35,0.35,90000,0.35
"224",0.35,0.35,0.35,0.35,2e+05,0.35
"225",0.35,0.35,0.35,0.35,1900000,0.35
"226",0.35,0.35,0.35,0.35,0,0.35
"227",0.35,0.35,0.35,0.35,0,0.35
"228",0.35,0.38,0.35,0.35,0,0.35
"229",0.35,0.35,0.35,0.35,1e+05,0.35
"230",0.34,0.36,0.34,0.34,0,0.34
"231",0.35,0.37,0.35,0.35,0,0.35
"232",0.35,0.35,0.35,0.35,140000,0.35
"233",0.35,0.37,0.35,0.35,0,0.35
"234",0.35,0.37,0.35,0.37,90000,0.37
"235",0.35,0.37,0.35,0.35,0,0.35
"236",0.35,0.35,0.35,0.35,2e+05,0.35
"237",0.34,0.36,0.34,0.35,140000,0.35
"238",0.33,0.36,0.33,0.33,0,0.33
"239",0.35,0.35,0.33,0.33,170000,0.33
"240",0.34,0.36,0.34,0.34,0,0.34
"241",0.36,0.36,0.36,0.36,10000,0.36
"242",0.35,0.35,0.35,0.35,290000,0.35
"243",0.35,0.35,0.35,0.35,140000,0.35
"244",0.35,0.35,0.35,0.35,1e+05,0.35
"245",0.37,0.37,0.37,0.37,10000,0.37
"246",0.35,0.37,0.35,0.35,0,0.35
"247",0.35,0.35,0.35,0.35,820000,0.35
"248",0.34,0.36,0.34,0.34,0,0.34
"249",0.34,0.34,0.34,0.34,1e+05,0.34
"250",0.34,0.35,0.33,0.35,210000,0.35
"251",0.33,0.36,0.33,0.33,0,0.33
"252",0.3,0.35,0.3,0.3,0,0.3
"253",0.34,0.34,0.34,0.34,10000,0.34
"254",0.32,0.34,0.32,0.32,0,0.32
"255",0.31,0.34,0.31,0.31,0,0.31
"256",0.34,0.34,0.34,0.34,60000,0.34
"257",0.32,0.34,0.32,0.32,0,0.32
"258",0.32,0.32,0.32,0.32,1e+05,0.32
"259",0.34,0.35,0.305,0.35,40000,0.35
"260",0.35,0.35,0.35,0.35,1e+05,0.35
"261",0.32,0.35,0.32,0.32,0,0.32
"262",0.32,0.355,0.32,0.32,0,0.32
"263",0.305,0.355,0.305,0.305,0,0.305
"264",0.305,0.355,0.305,0.305,0,0.305
"265",0.315,0.355,0.315,0.315,0,0.315
"266",0.32,0.35,0.32,0.32,0,0.32
"267",0.36,0.36,0.36,0.36,30000,0.36
"268",0.36,0.36,0.36,0.36,0,0.36
"269",0.33,0.36,0.33,0.33,0,0.33
"270",0.33,0.355,0.33,0.33,0,0.33
"271",0.33,0.355,0.33,0.33,0,0.33
"272",0.33,0.34,0.26,0.34,2890000,0.34
"273",0.28,0.31,0.26,0.31,6090000,0.31
"274",0.27,0.27,0.26,0.265,4900000,0.265
"275",0.265,0.265,0.26,0.265,7880000,0.265
"276",0.285,0.285,0.28,0.28,20000,0.28
"277",0.28,0.28,0.28,0.28,110000,0.28
"278",0.28,0.28,0.28,0.28,110000,0.28
"279",0.28,0.28,0.28,0.28,280000,0.28
"280",0.275,0.275,0.265,0.265,2e+05,0.265
"281",0.265,0.265,0.265,0.265,240000,0.265
"282",0.265,0.28,0.265,0.28,250000,0.28
"283",0.28,0.28,0.28,0.28,3e+05,0.28
"284",0.27,0.27,0.27,0.27,250000,0.27
"285",0.28,0.285,0.28,0.285,910000,0.285
"286",0.29,0.32,0.29,0.31,540000,0.31
"287",0.32,0.38,0.32,0.37,3450000,0.37
"288",0.38,0.39,0.38,0.39,2160000,0.39
"289",0.42,0.42,0.35,0.36,4090000,0.36
"290",0.36,0.36,0.35,0.36,670000,0.36
"291",0.35,0.37,0.35,0.37,1790000,0.37
"292",0.36,0.36,0.35,0.35,1100000,0.35
"293",0.35,0.35,0.33,0.33,1550000,0.33
"294",0.33,0.35,0.33,0.34,140000,0.34
"295",0.335,0.34,0.335,0.34,40000,0.34
"296",0.34,0.35,0.335,0.35,90000,0.35
"297",0.355,0.43,0.355,0.4,13380000,0.4
"298",0.44,0.6,0.44,0.6,46030000,0.6
"299",0.68,0.79,0.64,0.64,76177000,0.64
"300",0.63,0.63,0.52,0.53,24917000,0.53
"301",0.51,0.77,0.48,0.77,43070000,0.77
"302",0.6,0.72,0.6,0.64,28836000,0.64
"303",0.7,0.75,0.62,0.65,21491000,0.65
"304",0.53,0.57,0.5,0.55,16494000,0.55
"305",0.61,0.63,0.56,0.57,15818000,0.57
"306",0.53,0.58,0.52,0.54,6392000,0.54
"307",0.57,0.58,0.53,0.57,5647000,0.57
"308",0.54,0.68,0.54,0.65,23079000,0.65
"309",0.67,0.68,0.6,0.65,12922000,0.65
"310",0.64,0.73,0.6,0.61,39018000,0.61
"311",0.61,0.65,0.59,0.64,14108000,0.64
"312",0.62,0.63,0.6,0.62,7393000,0.62
"313",0.63,0.74,0.62,0.71,40051000,0.71
"314",0.72,0.72,0.66,0.67,14238000,0.67
"315",0.68,0.7,0.64,0.65,10338000,0.65
"316",0.64,0.67,0.58,0.6,15100000,0.6
"317",0.57,0.59,0.54,0.54,13041000,0.54
"318",0.54,0.54,0.54,0.54,0,0.54
"319",0.54,0.54,0.54,0.54,0,0.54
"320",0.55,0.56,0.5,0.5,16116000,0.5
"321",0.5,0.55,0.49,0.5,5681000,0.5
"322",0.52,0.53,0.5,0.51,3082000,0.51
"323",0.5,0.51,0.495,0.51,1431000,0.51
"324",0.51,0.51,0.48,0.49,1478000,0.49
"325",0.49,0.49,0.45,0.45,4740000,0.45
"326",0.44,0.52,0.44,0.49,7280000,0.49
"327",0.48,0.55,0.48,0.5,2830000,0.5
"328",0.495,0.51,0.47,0.49,2270000,0.49
"329",0.48,0.48,0.46,0.47,1830000,0.47
"330",0.47,0.47,0.43,0.43,3710000,0.43
"331",0.43,0.435,0.35,0.435,3620000,0.435
"332",0.435,0.435,0.435,0.435,180000,0.435
"333",0.44,0.445,0.43,0.44,490000,0.44
"334",0.44,0.45,0.435,0.45,910000,0.45
"335",0.45,0.45,0.44,0.45,430000,0.45
"336",0.435,0.45,0.42,0.425,1700000,0.425
"337",0.4,0.4,0.34,0.4,2750000,0.4
"338",0.37,0.38,0.34,0.35,2390000,0.35
"339",0.35,0.35,0.35,0.35,6000,0.35
"340",0.39,0.39,0.35,0.37,2150000,0.37
"341",0.35,0.37,0.34,0.36,1240000,0.36
"342",0.365,0.375,0.365,0.375,2520000,0.375
"343",0.375,0.38,0.355,0.37,520000,0.37
"344",0.35,0.38,0.35,0.38,680000,0.38
"345",0.36,0.375,0.36,0.375,30000,0.375
"346",0.37,0.38,0.37,0.38,610000,0.38
"347",0.385,0.39,0.385,0.39,220000,0.39
"348",0.4,0.4,0.4,0.4,10000,0.4
"349",0.39,0.39,0.35,0.38,3130000,0.38
"350",0.36,0.375,0.36,0.375,7e+05,0.375
"351",0.375,0.38,0.365,0.37,1020000,0.37
"352",0.365,0.42,0.365,0.41,4800000,0.41
"353",0.435,0.435,0.41,0.425,410000,0.425
"354",0.39,0.42,0.38,0.42,820000,0.42
"355",0.4,0.42,0.4,0.42,520000,0.42
"356",0.425,0.435,0.41,0.43,1440000,0.43
"357",0.42,0.435,0.41,0.43,1070000,0.43
"358",0.435,0.44,0.425,0.44,2420000,0.44
"359",0.43,0.455,0.43,0.45,830000,0.45
"360",0.45,0.46,0.435,0.45,180000,0.45
"361",0.45,0.455,0.45,0.455,9e+05,0.455
"362",0.465,0.465,0.46,0.465,580000,0.465
"363",0.465,0.465,0.465,0.465,0,0.465
"364",0.465,0.465,0.465,0.465,0,0.465
"365",0.43,0.465,0.43,0.465,1160000,0.465
"366",0.46,0.48,0.45,0.47,1230000,0.47
"367",0.46,0.465,0.435,0.46,1840000,0.46
"368",0.46,0.46,0.46,0.46,0,0.46
"369",0.45,0.46,0.445,0.46,620000,0.46
"370",0.455,0.46,0.455,0.46,140000,0.46
"371",0.445,0.46,0.445,0.46,210000,0.46
"372",0.48,0.51,0.475,0.5,3800000,0.5
"373",0.5,0.51,0.48,0.5,888000,0.5
"374",0.485,0.5,0.485,0.5,582000,0.5
"375",0.5,0.53,0.49,0.53,2579000,0.53
"376",0.51,0.53,0.51,0.52,841000,0.52
"377",0.51,0.54,0.51,0.54,1563000,0.54
"378",0.54,0.56,0.52,0.56,2270000,0.56
"379",0.54,0.55,0.53,0.55,1775000,0.55
"380",0.55,0.6,0.54,0.54,6233000,0.54
"381",0.52,0.56,0.52,0.55,504000,0.55
"382",0.55,0.56,0.53,0.54,936000,0.54
"383",0.52,0.55,0.52,0.54,877000,0.54
"384",0.53,0.55,0.52,0.53,953000,0.53
"385",0.53,0.53,0.53,0.53,0,0.53
"386",0.53,0.54,0.5,0.52,7020000,0.52
"387",0.52,0.52,0.51,0.52,536000,0.52
"388",0.51,0.51,0.5,0.5,2727000,0.5
"389",0.5,0.51,0.49,0.51,2957000,0.51
"390",0.5,0.51,0.48,0.5,655000,0.5
"391",0.48,0.5,0.465,0.49,1052000,0.49
"392",0.49,0.49,0.45,0.45,960000,0.45
"393",0.49,0.49,0.48,0.48,840000,0.48
"394",0.475,0.495,0.47,0.48,1390000,0.48
"395",0.49,0.55,0.485,0.52,5130000,0.52
"396",0.51,0.54,0.5,0.5,2437000,0.5
"397",0.52,0.52,0.52,0.52,4000,0.52
"398",0.5,0.5,0.49,0.5,811000,0.5
"399",0.5,0.51,0.47,0.5,1053000,0.5
"400",0.52,0.52,0.5,0.52,1326000,0.52
"401",0.53,0.55,0.5,0.51,8008000,0.51
"402",0.5,0.53,0.5,0.52,1777000,0.52
"403",0.5,0.52,0.5,0.52,218000,0.52
"404",0.5,0.52,0.5,0.52,258000,0.52
"405",0.5,0.5,0.495,0.495,575000,0.495
"406",0.51,0.51,0.485,0.5,330000,0.5
"407",0.5,0.5,0.5,0.5,0,0.5
"408",0.52,0.55,0.475,0.55,1709000,0.55
"409",0.51,0.54,0.51,0.51,1203000,0.51
"410",0.52,0.52,0.5,0.52,812000,0.52
"411",0.5,0.51,0.5,0.51,1109000,0.51
"412",0.5,0.51,0.5,0.5,1268000,0.5
"413",0.49,0.5,0.49,0.49,908000,0.49
"414",0.485,0.5,0.485,0.5,670000,0.5
"415",0.49,0.5,0.49,0.49,1276000,0.49
"416",0.485,0.5,0.485,0.5,1130000,0.5
"417",0.495,0.5,0.48,0.485,586000,0.485
"418",0.485,0.485,0.485,0.485,0,0.485
"419",0.5,0.5,0.49,0.5,930000,0.5
"420",0.5,0.61,0.5,0.57,27356000,0.57
"421",0.58,0.63,0.56,0.63,20636000,0.63
"422",0.64,0.64,0.59,0.6,8696000,0.6
"423",0.6,0.6,0.6,0.6,0,0.6
"424",0.57,0.62,0.56,0.57,3220000,0.57
"425",0.57,0.7,0.57,0.66,19962000,0.66
"426",0.65,0.66,0.59,0.6,10983000,0.6
"427",0.6,0.63,0.57,0.57,10449000,0.57
"428",0.57,0.6,0.56,0.57,4139000,0.57
"429",0.56,0.58,0.54,0.55,3130000,0.55
"430",0.55,0.58,0.54,0.57,2173000,0.57
"431",0.55,0.57,0.54,0.56,1295000,0.56
"432",0.54,0.57,0.53,0.53,1310000,0.53
"433",0.55,0.56,0.52,0.56,3043000,0.56
"434",0.56,0.56,0.53,0.53,914000,0.53
"435",0.53,0.55,0.53,0.54,1409000,0.54
"436",0.52,0.53,0.51,0.52,1063000,0.52
"437",0.53,0.54,0.51,0.52,444000,0.52
"438",0.51,0.54,0.51,0.53,921000,0.53
"439",0.54,0.54,0.52,0.53,979000,0.53
"440",0.53,0.54,0.52,0.52,349000,0.52
"441",0.51,0.56,0.51,0.53,2290000,0.53
"442",0.53,0.55,0.52,0.52,1634000,0.52
"443",0.54,0.54,0.52,0.52,238000,0.52
"444",0.53,0.54,0.52,0.53,953000,0.53
"445",0.54,0.56,0.51,0.55,2572000,0.55
"446",0.54,0.54,0.53,0.53,370000,0.53
"447",0.51,0.59,0.51,0.57,12338000,0.57
"448",0.58,0.58,0.55,0.55,1829000,0.55
"449",0.57,0.57,0.56,0.56,1213000,0.56
"450",0.55,0.56,0.53,0.55,2456000,0.55
"451",0.53,0.57,0.53,0.55,273000,0.55
"452",0.56,0.56,0.54,0.54,160000,0.54
"453",0.55,0.56,0.55,0.55,287000,0.55
"454",0.55,0.56,0.53,0.55,805000,0.55
"455",0.54,0.62,0.54,0.58,10443000,0.58
"456",0.62,0.65,0.6,0.64,19489000,0.64
"457",0.69,0.72,0.58,0.58,213869000,0.58
"458",0.59,0.59,0.56,0.59,6927000,0.59
"459",0.58,0.61,0.57,0.59,5280000,0.59
"460",0.6,0.62,0.59,0.61,7737000,0.61
"461",0.61,0.61,0.58,0.58,5918000,0.58
"462",0.6,0.62,0.58,0.6,3713000,0.6
"463",0.6,0.61,0.59,0.61,5263000,0.61
"464",0.62,0.63,0.6,0.61,5093000,0.61
"465",0.62,0.62,0.59,0.61,1528000,0.61
"466",0.62,0.62,0.6,0.61,1680000,0.61
"467",0.6,0.61,0.58,0.58,2804000,0.58
"468",0.59,0.6,0.58,0.58,2075000,0.58
"469",0.58,0.59,0.56,0.58,1275000,0.58
"470",0.57,0.58,0.57,0.57,379000,0.57
"471",0.58,0.59,0.58,0.58,685000,0.58
"472",0.58,0.59,0.58,0.58,2094000,0.58
"473",0.6,0.6,0.56,0.56,1219000,0.56
"474",0.59,0.59,0.55,0.55,4279000,0.55
"475",0.56,0.56,0.54,0.56,1948000,0.56
"476",0.56,0.56,0.56,0.56,0,0.56
"477",0.56,0.56,0.56,0.56,0,0.56
"478",0.56,0.56,0.56,0.56,0,0.56
"479",0.55,0.55,0.53,0.54,2558000,0.54
"480",0.54,0.54,0.53,0.54,1046000,0.54
"481",0.54,0.55,0.51,0.53,1724000,0.53
"482",0.53,0.53,0.51,0.52,3596000,0.52
"483",0.52,0.54,0.52,0.54,1133000,0.54
"484",0.53,0.54,0.51,0.53,1612000,0.53
"485",0.54,0.54,0.51,0.52,1116000,0.52
"486",0.53,0.54,0.51,0.53,1139000,0.53
"487",0.54,0.54,0.53,0.53,39000,0.53
"488",0.53,0.53,0.52,0.53,389000,0.53
"489",0.53,0.53,0.52,0.52,638000,0.52
"490",0.51,0.56,0.51,0.54,1691000,0.54
"491",0.55,0.55,0.53,0.53,1533000,0.53
"492",0.55,0.55,0.51,0.55,230000,0.55
"493",0.55,0.56,0.52,0.53,553000,0.53
"494",0.53,0.53,0.53,0.53,0,0.53
"495",0.54,0.54,0.52,0.53,273000,0.53
"496",0.52,0.53,0.52,0.53,127000,0.53
"497",0.52,0.53,0.51,0.52,2011000,0.52
"498",0.53,0.53,0.5,0.5,1404000,0.5
"499",0.5,0.51,0.49,0.5,3021000,0.5
"500",0.49,0.51,0.48,0.48,1464000,0.48
"501",0.455,0.465,0.43,0.43,5500000,0.43
"502",0.435,0.45,0.405,0.405,4110000,0.405
"503",0.415,0.415,0.385,0.385,3760000,0.385
"504",0.38,0.385,0.35,0.375,1180000,0.375
"505",0.375,0.38,0.375,0.375,960000,0.375
"506",0.39,0.41,0.38,0.41,460000,0.41
"507",0.41,0.41,0.41,0.41,20000,0.41
"508",0.4,0.44,0.4,0.41,150000,0.41
"509",0.42,0.42,0.41,0.41,160000,0.41
"510",0.42,0.43,0.42,0.43,290000,0.43
"511",0.43,0.43,0.42,0.42,290000,0.42
"512",0.42,0.42,0.41,0.41,1e+05,0.41
"513",0.41,0.41,0.4,0.4,650000,0.4
"514",0.42,0.5,0.4,0.465,3900000,0.465
"515",0.48,0.49,0.46,0.46,1260000,0.46
"516",0.46,0.46,0.44,0.45,850000,0.45
"517",0.445,0.445,0.44,0.44,220000,0.44
"518",0.43,0.43,0.4,0.4,1660000,0.4
"519",0.41,0.445,0.41,0.445,810000,0.445
"520",0.45,0.45,0.42,0.42,850000,0.42
"521",0.425,0.44,0.425,0.44,70000,0.44
"522",0.44,0.44,0.44,0.44,550000,0.44
"523",0.43,0.44,0.43,0.43,170000,0.43
"524",0.43,0.43,0.43,0.43,0,0.43
"525",0.44,0.44,0.42,0.435,160000,0.435
"526",0.44,0.44,0.42,0.42,610000,0.42
"527",0.435,0.435,0.435,0.435,10000,0.435
"528",0.435,0.435,0.435,0.435,0,0.435
"529",0.435,0.435,0.435,0.435,0,0.435
"530",0.42,0.455,0.42,0.44,1840000,0.44
"531",0.44,0.44,0.43,0.43,1380000,0.43
