"","PRU.Open","PRU.High","PRU.Low","PRU.Close","PRU.Volume","PRU.Adjusted"
"155",61.84,61.919998,59.919998,60.290001,3589000,53.188985
"156",60.25,60.849998,59.709999,60.810001,3278700,53.64774
"157",61.400002,61.689999,60.970001,61.459999,2470600,54.22118
"158",61.52,61.720001,60.799999,61.310001,2223600,54.088849
"159",60.98,61.52,60.669998,61.41,2594500,54.17707
"160",61.919998,62.709999,61.5,62.560001,2932400,55.191623
"161",62.43,63.189999,62.049999,63.16,3210800,55.720953
"162",63.34,63.34,61,61.110001,3481400,53.912405
"163",61.310001,62.02,61.220001,61.509998,2222000,54.26529
"164",62.27,63.66,62.25,63.400002,3646300,55.932687
"165",63.290001,63.689999,62.240002,62.330002,2195000,54.988713
"166",62.459999,62.790001,61.369999,62.419998,2730900,55.068109
"167",62.380001,63.259998,62,62.91,2723200,55.500398
"168",63.299999,64.099998,63,64.019997,3741600,56.479658
"169",63.900002,64.239998,63.639999,64.010002,3482600,56.470841
"170",63.700001,63.990002,62.66,63.130001,4814500,55.694487
"171",64.739998,65.25,63.66,65,6151700,57.344236
"172",64.870003,65.260002,63.669998,65.139999,3473300,57.467746
"173",65.019997,65.019997,63.599998,64.25,4705600,56.682572
"174",63.990002,65,63.689999,64.900002,3392700,57.256016
"175",65.050003,66.739998,64.620003,66.68,4451100,58.826364
"176",66.220001,67.5,65.870003,67.32,3861400,59.390984
"177",67.519997,67.519997,66.529999,67.019997,3262800,59.126316
"178",66.040001,66.940002,64.519997,64.769997,4046800,57.141323
"179",64.809998,65.400002,63.32,63.880001,3279300,56.356152
"180",63.580002,64.260002,62.950001,64.010002,4105800,56.470841
"181",64.190002,64.82,63.93,64.769997,2925400,57.141323
"182",65.150002,66.25,65.010002,65.830002,4757100,58.076479
"183",66.089996,66.57,64.559998,64.959999,4830700,57.308947
"184",64.080002,64.080002,62.490002,62.52,8612400,55.156333
"185",64.129997,64.650002,63.82,64.639999,6171600,57.026637
"186",64.419998,64.629997,63.099998,63.869999,3803700,56.347328
"187",64.32,64.879997,62.84,63.150002,3520900,55.712132
"188",62.93,64.43,62.880001,64.239998,3615700,56.673748
"189",64.150002,64.980003,64.050003,64.440002,2850900,56.850196
"190",63.43,64.32,63,63.09,4335300,55.659198
"191",61.950001,63.369999,61.889999,63.099998,3128100,55.668019
"192",62.220001,62.27,60.669998,61.259998,5522900,54.044735
"193",58.419998,60.330002,56.400002,60.09,12231700,53.012541
"194",60.279999,60.73,57.639999,58.32,6909500,51.451013
"195",59.27,59.869999,58.48,59.5,4975300,52.492031
"196",60.419998,61.34,59.700001,60.630001,4877300,53.48894
"197",61.630001,62,60.869999,61.150002,2927000,53.947694
"198",61.16,61.650002,61.02,61.110001,2534000,53.912405
"199",60.869999,60.959999,60.150002,60.529999,2579700,53.400716
"200",61.07,61.07,60.209999,60.939999,2012000,53.762426
"201",61.23,61.709999,60.740002,61.02,3105000,53.833005
"202",61.310001,61.310001,60.349998,60.52,2568700,53.391895
"203",60.349998,60.639999,59.830002,60.599998,2164600,53.462471
"204",60.84,61.43,60.669998,61.029999,2722100,53.841826
"205",60.950001,61.799999,60.52,61.580002,2641600,54.327049
"206",61.779999,62.950001,61.560001,62.52,2637600,55.156333
"207",62.57,63.490002,62.560001,63.220001,2679500,55.773887
"208",63,63.150002,62.59,63.150002,2482200,55.712132
"209",63.5,64.379997,63.330002,64.32,3220500,56.744327
"210",64.160004,64.449997,63.34,63.490002,3463100,56.012087
"211",63.939999,64.190002,62.09,62.279999,2994400,54.944599
"212",62.349998,63.360001,62.349998,62.740002,2280200,55.350423
"213",62.16,62.529999,61.25,61.57,3085900,54.318225
"214",62.110001,62.380001,60.68,60.799999,2576800,53.638916
"215",60.450001,60.650002,59.689999,60.400002,3294800,53.28603
"216",61.16,61.369999,60.349998,61,4208800,53.81536
"217",60.119999,60.529999,59.650002,60.110001,3745300,53.030186
"218",60.34,60.34,59.459999,59.560001,4150100,52.544966
"219",60.560001,61.200001,60.150002,60.93,3069800,53.753605
"220",61.349998,61.990002,61.040001,61.73,2272600,54.459379
"221",61.700001,61.73,60.939999,61.119999,1688300,53.921225
"222",61.59,61.98,61.360001,61.549999,1700000,54.30058
"223",61.57,61.889999,60.470001,61.580002,2847600,54.327049
"224",61.599998,63.650002,61.5,63.389999,3469100,55.923863
"225",63.240002,63.529999,62.830002,63.419998,2189300,55.950328
"226",63.810001,64.080002,63.09,63.5,3689600,56.020908
"227",63.099998,63.810001,62.759998,63.18,3345700,55.738598
"228",63.299999,63.5,62.220001,62.43,2675000,55.076933
"229",62.150002,63.34,60.669998,62.990002,5616200,55.570977
"230",63.669998,64.410004,63.349998,63.700001,4171500,56.197352
"231",63.540001,64.349998,63.509998,63.830002,2616300,56.312041
"232",64.230003,64.5,64.099998,64.449997,2790000,56.859013
"233",64.389999,64.959999,63.610001,63.84,3227900,56.320862
"234",63.669998,64,62.43,63.959999,2856700,56.426727
"235",63.869999,64.129997,62.619999,63.130001,2870300,55.694487
"236",62.849998,64.120003,62.779999,63.209999,2391900,55.765063
"237",62.91,63.5,62.720001,63.279999,2572500,55.826818
"238",63.200001,63.990002,63.029999,63.990002,2015400,56.453196
"239",64.199997,64.699997,63.900002,64.620003,2351700,57.008995
"240",64.510002,64.790001,63.529999,63.610001,2239500,56.117952
"241",62.66,63.139999,62.360001,62.389999,2575800,55.041644
"242",62.529999,62.77,61.27,61.540001,3574600,54.291759
"243",61.27,62.700001,61.040001,62.200001,3219100,54.874024
"244",62.490002,63.75,62.450001,63.57,3309000,56.082663
"245",63.84,64.059998,63.009998,63.169998,2401800,55.729774
"246",64.120003,64.18,63.150002,63.779999,2701300,56.267928
"247",63.349998,63.549999,60.73,60.77,5798500,53.61245
"248",61,62.07,60.689999,61.810001,4033100,54.529959
"249",60.759998,61.869999,60.560001,61.259998,4102700,54.044735
"250",60.959999,61.299999,59.279999,59.560001,4464000,52.544966
"251",59.98,60.34,59.450001,59.560001,3683700,52.544966
"252",59.830002,60.099998,58.880001,59.400002,3668000,52.403811
"253",59.900002,60.48,59.509998,60.130001,2786000,53.04783
"254",59.779999,59.84,58.529999,59.040001,3570600,52.086212
"255",59.470001,59.740002,58.830002,59.639999,2613600,52.615542
"256",60.23,61.07,59.759998,60.360001,2812400,53.25074
"257",59.59,59.849998,57.380001,57.77,5724500,50.965793
"258",57.900002,58.889999,57.66,58.32,3139300,51.451013
"259",58.91,59.48,58.720001,59.189999,4359200,52.218542
"260",58.939999,60.209999,58.799999,59.650002,2758700,52.624366
"261",59.77,60.98,59.77,60.919998,2765900,53.744781
"262",60.540001,61.290001,60.259998,60.360001,2561800,53.25074
"263",59.360001,60.490002,58.610001,60.400002,4242300,53.28603
"264",60.330002,60.439999,59.009998,59.709999,3916400,52.677297
"265",59.919998,60.900002,59.709999,60.799999,3330900,53.638916
"266",61.150002,62.080002,60.990002,62,3903100,54.697579
"267",62.259998,63.18,62.169998,63.060001,3302200,55.632732
"268",63.34,63.810001,62.950001,63.59,2944700,56.100307
"269",63.450001,64.879997,63.32,64.769997,3013100,57.141323
"270",64.019997,64.529999,63.5,64.169998,3136800,56.611993
"271",63.700001,64.160004,63.110001,63.959999,2970700,56.426727
"272",64.660004,65.300003,64.489998,65.260002,3158600,57.573615
"273",63.91,64.519997,63.470001,64.379997,3810700,56.797258
"274",63.259998,63.759998,61.970001,62.150002,4091000,54.829913
"275",61.580002,62.990002,61.529999,61.59,3608500,54.335869
"276",62.049999,62.77,61.360001,61.470001,3630400,54.230004
"277",61.880001,62.259998,60.700001,60.889999,3698000,53.718315
"278",61.290001,61.41,60.099998,60.759998,4165400,53.603626
"279",60.290001,60.560001,59.119999,59.779999,3920000,52.739052
"280",60.110001,60.400002,59.34,59.990002,4087000,52.92432
"281",60.490002,60.91,60.049999,60.310001,3670500,53.20663
"282",60.799999,62.200001,60.799999,61.619999,4068600,54.362335
"283",61.59,61.790001,60.84,60.93,2684600,53.753605
"284",59.82,60.470001,59.669998,60.209999,2838900,53.118406
"285",60.130001,60.84,59.73,60.099998,3150700,53.021362
"286",59.639999,59.919998,58.220001,58.299999,4702000,51.433368
"287",58.43,59.040001,58.150002,58.360001,5171300,51.486302
"288",57.799999,59.57,57.68,58.68,4888800,51.768612
"289",59.419998,59.619999,57.529999,58.209999,4138000,51.353968
"290",57.630001,58.25,56.630001,56.650002,4180600,49.977709
"291",56.790001,57.48,55.68,57.07,5257900,50.348239
"292",57.459999,58.029999,54.57,54.740002,9135000,48.29267
"293",55.369999,56.060001,52.43,53.990002,8187700,47.631006
"294",51.549999,53.779999,47.369999,48.139999,11001200,42.470023
"295",49.419998,52.630001,47.98,52.580002,10379700,46.387078
"296",51.490002,51.57,47.619999,47.77,11849200,42.143603
"297",48.389999,52.470001,48.009998,51.59,8151000,45.513679
"298",52.009998,52.84,50.740002,50.950001,5701600,44.94906
"299",51.41,52.52,51.09,52.5,4044400,46.316498
"300",51.779999,52.5,50.66,50.700001,5997800,44.728505
"301",50.75,51.580002,50.27,50.889999,4286100,44.896125
"302",49.009998,49.029999,46.919998,47.150002,8543200,41.596628
"303",47.450001,48.790001,46.299999,46.490002,8990500,41.014364
"304",47.970001,48.18,45.790001,45.91,5117200,40.502675
"305",46.009998,47.419998,45.34,47.389999,5330400,41.808359
"306",47.220001,48.720001,46.959999,48.380001,5471300,42.681757
"307",49.16,50.029999,46.759998,47.169998,6335500,41.614269
"308",46.75,48.110001,45.650002,47.560001,4189200,41.958338
"309",48.5,50.259998,48.5,50.16,3903400,44.252106
"310",49.560001,50.009998,48.66,49.330002,4304500,43.519866
"311",49.77,50.709999,49.5,50.209999,4834600,44.296216
"312",50.169998,50.48,48.799999,48.869999,4262800,43.114042
"313",47.41,47.709999,46.599998,46.599998,3867400,41.111405
"314",45.27,45.799999,44.540001,45.32,5823400,39.982166
"315",46.5,48.779999,46.200001,48.73,5743200,42.990532
"316",48,48.720001,46.950001,47.07,5497300,41.526049
"317",46.380001,47.23,45.580002,46.139999,7804000,40.705585
"318",45.220001,46.799999,45.049999,46.799999,6386400,41.287849
"319",46.889999,47.790001,46.25,47.5,6407600,41.905403
"320",47.830002,49.18,46.509998,48.41,7125400,42.708222
"321",49.16,50.700001,48.84,50.68,6445300,44.71086
"322",51.099998,51.84,50.529999,51.450001,6831700,45.390169
"323",50.16,50.16,48.48,49.560001,7234800,43.722776
"324",49.869999,50.57,48.98,48.98,4785200,43.211087
"325",49.009998,49.599998,45.689999,45.73,6364900,40.343875
"326",43.91,44.939999,43.049999,44.029999,9088200,38.844102
"327",43.130001,44.52,43.130001,43.93,6624000,38.755882
"328",44.599998,46.259998,43.889999,46.110001,7194800,40.679119
"329",47.5,48.52,46.560001,46.959999,6066100,41.429004
"330",47.049999,47.880001,45.110001,45.189999,5525000,39.867476
"331",46.709999,48.060001,46.240002,48.060001,5723600,42.399447
"332",46.990002,48,46.599998,46.860001,5852000,41.340784
"333",45.98,46.869999,43.889999,43.91,7632700,38.738237
"334",43.130001,45.41,42.450001,45.25,7400000,39.92041
"335",45.099998,47.18,44.360001,46.860001,6420400,41.340784
"336",46.75,48.41,45.82,48.27,4652100,42.584712
"337",48.639999,48.799999,45.950001,46.02,4806400,40.59972
"338",47.09,48.810001,47.09,48.740002,4203200,42.999356
"339",48.139999,50,47.740002,49.720001,4558700,43.863931
"340",50.060001,51.830002,50.060001,51,4658900,44.99317
"341",50.889999,51.09,49.099998,49.75,8750700,43.890396
"342",50.790001,51.939999,50.259998,50.919998,5008000,44.922591
"343",50.130001,50.369999,48.759998,48.970001,4908000,43.202266
"344",48.939999,52.139999,48.369999,51.59,6042300,45.513679
"345",51.400002,52.139999,50.02,50.209999,4164400,44.296216
"346",50.41,51.990002,49.900002,51.75,4964600,45.654834
"347",52.299999,53.25,51.869999,53.23,5701900,46.960518
"348",53.139999,54.669998,53,54.52,6034100,48.098581
"349",53.93,53.93,51.700001,51.900002,5848700,45.787168
"350",53.049999,53.869999,51.43,53.52,6325900,47.216362
"351",56.040001,57.950001,55.610001,57.32,6205500,50.568794
"352",56.900002,57.490002,56.43,57.299999,4982700,50.551149
"353",54.82,56.009998,54.16,54.200001,5841300,47.816271
"354",51.73,53.23,51.02,51.52,6054200,45.451924
"355",52.77,53.889999,52.5,53.669998,4452500,47.348693
"356",52.459999,53.259998,50.02,53.049999,8070400,46.801718
"357",52.259998,52.57,51.32,52.189999,14079900,46.043009
"358",52,53.380001,51.369999,53.310001,13556400,47.031097
"359",53.869999,54.82,52.970001,54.48,5512000,48.063292
"360",52.380001,52.639999,51.43,51.869999,8167000,45.760699
"361",52.880001,53.48,51.869999,52.91,4407900,46.678208
"362",53.77,54.59,53.77,54.049999,3341100,47.683937
"363",53.720001,54.299999,53.07,53.549999,3710100,47.242828
"364",53.009998,54.07,52.23,53.389999,3886700,47.101673
"365",52.549999,53.360001,51.810001,51.900002,5985800,45.787168
"366",51.970001,52.240002,50.23,50.490002,6702100,44.54324
"367",49.610001,49.650002,48.439999,48.529999,9723400,44.080002
"368",47.599998,48.259998,47.130001,47.84,5574300,43.453274
"369",47.57,48.330002,46.900002,46.950001,5067500,42.644884
"370",46.32,46.349998,45.169998,45.169998,4880000,41.0281
"371",44.950001,45.98,44.689999,44.91,1780100,40.791942
"372",46.830002,47.25,46.330002,46.959999,5190800,42.653965
"373",47.060001,47.59,46.610001,46.860001,3201300,42.563136
"374",48.919998,50.759998,48.400002,50.639999,5655600,45.996525
"375",50.009998,50.52,49.419998,49.959999,3206600,45.378878
"376",50.509998,51.48,50.25,50.400002,3452900,45.778534
"377",51.25,52.450001,50.98,51.560001,3422400,46.832167
"378",51.610001,51.830002,50.91,51.41,3626700,46.69592
"379",50.950001,52,50.130001,51.709999,3212400,46.96841
"380",50.880001,50.880001,49.200001,49.380001,4405300,44.852063
"381",49.759998,50.990002,49.650002,50.389999,7174200,45.769449
"382",49.43,49.43,48.09,48.619999,4023800,44.16175
"383",48.950001,49.68,47.189999,47.77,4136900,43.389693
"384",47.450001,48.23,46.75,47.66,4330500,43.289779
"385",48.560001,48.740002,47.810001,47.91,3588900,43.516855
"386",48.299999,48.75,47.77,48.07,5708100,43.662183
"387",48.369999,48.400002,46.77,46.98,3592200,42.672132
"388",47.98,49.439999,47.790001,49.16,4994700,44.652235
"389",49.189999,49.48,48.48,49.330002,3725900,44.806649
"390",49.560001,50.59,49.360001,50.48,2963400,45.851196
"391",50.740002,50.98,50.200001,50.919998,1860900,46.250849
"392",50.59,51,50.25,50.490002,1948500,45.860281
"393",50.639999,50.639999,49.43,49.5,2416600,44.961059
"394",49.549999,50.549999,49.439999,50.310001,1844900,45.696786
"395",50.09,50.41,50,50.119999,1961500,45.524206
"396",51.470001,52.09,51.09,51.299999,3403700,46.596006
"397",50.82,51.700001,50.41,51.5,2967900,46.777667
"398",51.060001,52.959999,50.619999,52.540001,3350500,47.722304
"399",52.630001,53.41,52.200001,52.73,3103800,47.894881
"400",52.82,53.029999,52.060001,52.259998,2555900,47.467977
"401",53.200001,53.799999,53.040001,53.419998,3341200,48.521609
"402",53.200001,54.48,52.970001,54.349998,3828700,49.366333
"403",54.560001,55.169998,54.450001,55.110001,3998900,50.056646
"404",54.360001,55.509998,53.34,55.25,3697000,50.183808
"405",55.669998,55.959999,54.41,54.630001,3647500,49.62066
"406",54.490002,56.310001,54.259998,56.119999,3639100,50.974032
"407",56.439999,57.310001,56.389999,56.939999,2990700,51.718841
"408",56.779999,57.959999,56.669998,57.360001,3764500,52.10033
"409",57.27,58.720001,57.150002,58.25,2799500,52.90872
"410",57.68,58.369999,57.34,58.080002,2601500,52.75431
"411",57.790001,58.130001,56.849998,57.779999,4517900,52.481816
"412",57.990002,58.349998,53.700001,55.59,10553000,50.492631
"413",55.18,57.509998,55.09,57.220001,6569800,51.973168
"414",56.52,57.599998,56.02,57.380001,3292200,52.118497
"415",57.869999,58.200001,56.91,57.240002,4575900,51.991335
"416",57.900002,58.860001,57.5,58.330002,2573300,52.981386
"417",58.34,58.59,57.900002,58.32,2415400,52.972302
"418",59,59.970001,58.990002,59.869999,4234800,54.380172
"419",59.34,60,59.110001,59.990002,2993000,54.489171
"420",59.599998,60.68,59.450001,60.43,2594400,54.888824
"421",60.369999,60.779999,59.869999,60.540001,3721600,54.988738
"422",60.830002,61.23,58.299999,59.849998,4591000,54.362006
"423",59.02,59.200001,58.509998,59,2773700,53.589949
"424",59.150002,60.509998,59.150002,60.169998,3685900,54.652663
"425",59.869999,60.139999,58.48,59.41,3059600,53.962353
"426",59.759998,60.619999,59.73,60.200001,3592400,54.679914
"427",60.040001,60.919998,59.75,60.919998,2804800,55.333891
"428",61.049999,61.5,60.77,61.389999,2924700,55.760795
"429",61.5,61.740002,61.049999,61.360001,2780200,55.733547
"430",61.360001,61.59,60.689999,60.830002,2441900,55.252147
"431",60.830002,61.32,60.380001,61.240002,1996500,55.624552
"432",61.119999,61.57,60.66,61.09,2374800,55.488305
"433",60.419998,60.82,60.169998,60.619999,3155000,55.061401
"434",60.759998,61.419998,60.450001,61.310001,2266300,55.688133
"435",61.5,62.029999,61.049999,61.16,3408500,55.551886
"436",61.360001,62.689999,61.27,62.009998,3139100,56.323943
"437",61.990002,62.119999,61.139999,61.34,1825200,55.715381
"438",61.150002,62.150002,60.900002,61.529999,2285400,55.887957
"439",60.490002,60.490002,59.580002,59.75,3210800,54.271177
"440",60,60.939999,59.73,60.779999,2374500,55.206729
"441",61.220001,61.970001,60.779999,61.880001,2576600,56.205866
"442",62.369999,62.599998,61.75,61.970001,3093600,56.287613
"443",61.77,61.880001,60.900002,61.220001,2642200,55.606385
"444",61.759998,63.110001,61.57,63.07,3326100,57.286747
"445",61.990002,62.59,60.439999,61.580002,5207900,55.933375
"446",61.860001,63.549999,61.299999,63.240002,4668700,57.44116
"447",63.459999,64.580002,63.34,63.709999,3365100,57.868061
"448",63.799999,64.5,63.700001,64.110001,2380600,58.231384
"449",63.459999,64.760002,62.93,64.650002,3809700,58.721869
"450",64.830002,65.169998,63.810001,63.889999,3036000,58.031556
"451",63.419998,63.560001,62.599998,62.880001,3192000,57.11417
"452",62.98,63.279999,62.580002,62.990002,3936500,57.214084
"453",63.849998,64.160004,63.610001,64.050003,2626900,58.176888
