"","PCS.Open","PCS.High","PCS.Low","PCS.Close","PCS.Volume","PCS.Adjusted"
"667",0.11,0.11,0.11,0.11,0,0.11
"668",0.105,0.115,0.105,0.115,65000,0.115
"669",0.11,0.11,0.11,0.11,27000,0.11
"670",0.11,0.11,0.11,0.11,0,0.11
"671",0.11,0.11,0.11,0.11,0,0.11
"672",0.11,0.11,0.11,0.11,0,0.11
"673",0.11,0.11,0.11,0.11,0,0.11
"674",0.11,0.11,0.11,0.11,175000,0.11
"675",0.11,0.12,0.11,0.12,20000,0.12
"676",0.13,0.16,0.13,0.16,121500,0.16
"677",0.15,0.15,0.145,0.145,79000,0.145
"678",0.145,0.145,0.145,0.145,0,0.145
"679",0.145,0.145,0.145,0.145,0,0.145
"680",0.145,0.145,0.145,0.145,0,0.145
"681",0.145,0.145,0.145,0.145,0,0.145
"682",0.13,0.14,0.13,0.14,11000,0.14
"683",0.145,0.16,0.145,0.16,7000,0.16
"684",0.15,0.15,0.135,0.135,11000,0.135
"685",0.135,0.135,0.13,0.13,6800,0.13
"686",0.135,0.16,0.135,0.145,120500,0.145
"687",0.16,0.16,0.15,0.15,122200,0.15
"688",0.16,0.175,0.155,0.175,183500,0.175
"689",0.17,0.17,0.155,0.155,65000,0.155
"690",0.175,0.175,0.17,0.17,18500,0.17
"691",0.16,0.16,0.16,0.16,20000,0.16
"692",0.16,0.16,0.16,0.16,6000,0.16
"693",0.155,0.155,0.155,0.155,9500,0.155
"694",0.155,0.155,0.155,0.155,0,0.155
"695",0.155,0.155,0.155,0.155,0,0.155
"696",0.155,0.155,0.155,0.155,0,0.155
"697",0.155,0.155,0.155,0.155,0,0.155
"698",0.145,0.145,0.145,0.145,19700,0.145
"699",0.145,0.145,0.145,0.145,0,0.145
"700",0.145,0.145,0.145,0.145,0,0.145
"701",0.145,0.145,0.145,0.145,0,0.145
"702",0.145,0.145,0.145,0.145,0,0.145
"703",0.145,0.145,0.145,0.145,0,0.145
"704",0.145,0.145,0.145,0.145,0,0.145
"705",0.145,0.145,0.145,0.145,0,0.145
"706",0.165,0.165,0.15,0.15,15000,0.15
"707",0.165,0.17,0.165,0.17,51700,0.17
"708",0.17,0.18,0.165,0.165,68600,0.165
"709",0.165,0.165,0.15,0.15,16400,0.15
"710",0.15,0.15,0.15,0.15,0,0.15
"711",0.185,0.185,0.185,0.185,9100,0.185
"712",0.185,0.185,0.185,0.185,0,0.185
"713",0.16,0.16,0.1,0.16,34300,0.16
"714",0.16,0.16,0.16,0.16,2200,0.16
"715",0.17,0.195,0.165,0.195,326000,0.195
"716",0.205,0.205,0.165,0.18,112600,0.18
"717",0.18,0.18,0.18,0.18,0,0.18
"718",0.18,0.18,0.18,0.18,0,0.18
"719",0.17,0.18,0.17,0.18,16000,0.18
"720",0.18,0.18,0.18,0.18,22000,0.18
"721",0.18,0.18,0.18,0.18,0,0.18
"722",0.18,0.18,0.18,0.18,0,0.18
"723",0.165,0.165,0.165,0.165,10000,0.165
"724",0.165,0.165,0.165,0.165,0,0.165
"725",0.165,0.165,0.165,0.165,0,0.165
"726",0.165,0.165,0.15,0.15,37200,0.15
"727",0.15,0.15,0.15,0.15,2000,0.15
"728",0.175,0.175,0.155,0.155,59900,0.155
"729",0.155,0.155,0.155,0.155,0,0.155
"730",0.155,0.155,0.155,0.155,0,0.155
"731",0.16,0.16,0.15,0.15,42000,0.15
"732",0.16,0.19,0.16,0.19,17500,0.19
"733",0.22,0.225,0.22,0.225,65700,0.225
"734",0.27,0.27,0.22,0.22,57400,0.22
"735",0.225,0.27,0.225,0.27,42800,0.27
"736",0.27,0.27,0.21,0.21,15600,0.21
"737",0.22,0.22,0.22,0.22,10100,0.22
"738",0.2,0.2,0.2,0.2,160900,0.2
"739",0.2,0.2,0.2,0.2,0,0.2
"740",0.2,0.2,0.2,0.2,0,0.2
"741",0.2,0.2,0.17,0.19,102800,0.19
"742",0.165,0.215,0.165,0.195,42500,0.195
"743",0.195,0.195,0.195,0.195,0,0.195
"744",0.195,0.195,0.195,0.195,0,0.195
"745",0.195,0.195,0.195,0.195,0,0.195
"746",0.195,0.195,0.195,0.195,0,0.195
"747",0.195,0.195,0.195,0.195,0,0.195
"748",0.175,0.19,0.17,0.19,13500,0.19
"749",0.19,0.19,0.19,0.19,0,0.19
"750",0.19,0.19,0.145,0.145,15000,0.145
"751",0.18,0.22,0.18,0.215,20400,0.215
"752",0.22,0.22,0.22,0.22,500,0.22
"753",0.22,0.22,0.22,0.22,3000,0.22
"754",0.22,0.22,0.22,0.22,0,0.22
"755",0.2,0.2,0.2,0.2,3000,0.2
"756",0.2,0.2,0.2,0.2,0,0.2
"757",0.19,0.2,0.175,0.2,32500,0.2
"758",0.2,0.2,0.2,0.2,0,0.2
"759",0.18,0.2,0.18,0.2,12800,0.2
"760",0.2,0.2,0.2,0.2,0,0.2
"761",0.2,0.2,0.2,0.2,0,0.2
"762",0.2,0.2,0.2,0.2,0,0.2
"763",0.2,0.2,0.2,0.2,0,0.2
"764",0.19,0.19,0.19,0.19,5000,0.19
"765",0.19,0.19,0.19,0.19,0,0.19
"766",0.19,0.19,0.19,0.19,0,0.19
"767",0.18,0.18,0.165,0.165,11000,0.165
"768",0.185,0.2,0.185,0.2,6000,0.2
"769",0.15,0.15,0.115,0.115,2500,0.115
"770",0.19,0.2,0.16,0.16,141500,0.16
"771",0.16,0.16,0.16,0.16,0,0.16
"772",0.16,0.16,0.16,0.16,4100,0.16
"773",0.15,0.16,0.15,0.16,32900,0.16
"774",0.16,0.16,0.16,0.16,0,0.16
"775",0.16,0.16,0.16,0.16,0,0.16
"776",0.16,0.16,0.16,0.16,1300,0.16
"777",0.16,0.16,0.16,0.16,15000,0.16
"778",0.16,0.19,0.1,0.19,6100,0.19
"779",0.19,0.19,0.19,0.19,0,0.19
"780",0.19,0.19,0.19,0.19,800,0.19
"781",0.19,0.19,0.19,0.19,19000,0.19
"782",0.19,0.19,0.19,0.19,0,0.19
"783",0.19,0.19,0.19,0.19,0,0.19
"784",0.19,0.19,0.19,0.19,0,0.19
"785",0.16,0.18,0.16,0.18,60000,0.18
"786",0.18,0.18,0.18,0.18,0,0.18
"787",0.18,0.18,0.18,0.18,4000,0.18
"788",0.155,0.155,0.155,0.155,1500,0.155
"789",0.155,0.155,0.155,0.155,0,0.155
"790",0.155,0.155,0.15,0.15,26500,0.15
"791",0.15,0.15,0.15,0.15,0,0.15
"792",0.15,0.15,0.15,0.15,0,0.15
"793",0.18,0.18,0.18,0.18,3500,0.18
"794",0.18,0.19,0.18,0.19,40800,0.19
"795",0.19,0.19,0.19,0.19,0,0.19
"796",0.155,0.18,0.11,0.18,36700,0.18
"797",0.18,0.18,0.18,0.18,0,0.18
"798",0.18,0.18,0.18,0.18,0,0.18
"799",0.18,0.18,0.18,0.18,0,0.18
"800",0.145,0.145,0.145,0.145,6000,0.145
"801",0.15,0.15,0.15,0.15,500,0.15
"802",0.15,0.15,0.15,0.15,0,0.15
"803",0.16,0.16,0.145,0.15,149300,0.15
"804",0.15,0.15,0.15,0.15,0,0.15
"805",0.135,0.135,0.135,0.135,5000,0.135
"806",0.135,0.135,0.135,0.135,0,0.135
"807",0.15,0.15,0.15,0.15,11000,0.15
"808",0.15,0.15,0.15,0.15,0,0.15
"809",0.15,0.15,0.15,0.15,0,0.15
"810",0.15,0.15,0.15,0.15,0,0.15
"811",0.15,0.15,0.15,0.15,25000,0.15
"812",0.15,0.15,0.15,0.15,41000,0.15
"813",0.15,0.15,0.15,0.15,0,0.15
"814",0.15,0.15,0.15,0.15,59500,0.15
"815",0.15,0.15,0.15,0.15,0,0.15
"816",0.155,0.155,0.15,0.155,130000,0.155
"817",0.155,0.155,0.155,0.155,0,0.155
"818",0.155,0.155,0.155,0.155,0,0.155
"819",0.155,0.155,0.155,0.155,0,0.155
"820",0.155,0.155,0.155,0.155,54000,0.155
"821",0.15,0.155,0.15,0.155,8500,0.155
"822",0.155,0.155,0.155,0.155,0,0.155
"823",0.135,0.135,0.135,0.135,11500,0.135
"824",0.135,0.135,0.135,0.135,0,0.135
"825",0.135,0.135,0.135,0.135,0,0.135
"826",0.135,0.135,0.135,0.135,0,0.135
"827",0.135,0.135,0.135,0.135,0,0.135
"828",0.135,0.135,0.135,0.135,0,0.135
"829",0.135,0.135,0.135,0.135,0,0.135
"830",0.135,0.135,0.135,0.135,0,0.135
"831",0.135,0.135,0.135,0.135,0,0.135
"832",0.115,0.115,0.115,0.115,1000,0.115
"833",0.115,0.115,0.115,0.115,0,0.115
"834",0.115,0.115,0.115,0.115,0,0.115
"835",0.115,0.115,0.115,0.115,0,0.115
"836",0.115,0.115,0.115,0.115,0,0.115
"837",0.155,0.155,0.155,0.155,7500,0.155
"838",0.155,0.155,0.155,0.155,0,0.155
"839",0.155,0.155,0.155,0.155,0,0.155
"840",0.17,0.17,0.17,0.17,48600,0.17
"841",0.17,0.17,0.17,0.17,0,0.17
"842",0.17,0.17,0.17,0.17,0,0.17
"843",0.17,0.17,0.17,0.17,0,0.17
"844",0.17,0.17,0.17,0.17,0,0.17
"845",0.17,0.17,0.17,0.17,0,0.17
"846",0.155,0.155,0.155,0.155,1000,0.155
"847",0.155,0.155,0.155,0.155,0,0.155
"848",0.155,0.155,0.155,0.155,0,0.155
"849",0.155,0.155,0.155,0.155,0,0.155
"850",0.155,0.155,0.155,0.155,0,0.155
"851",0.155,0.155,0.155,0.155,0,0.155
"852",0.155,0.155,0.155,0.155,0,0.155
"853",0.14,0.14,0.105,0.105,60000,0.105
"854",0.145,0.145,0.145,0.145,1000,0.145
"855",0.145,0.145,0.145,0.145,0,0.145
"856",0.145,0.145,0.145,0.145,0,0.145
"857",0.125,0.125,0.125,0.125,2000,0.125
"858",0.125,0.125,0.125,0.125,0,0.125
"859",0.125,0.125,0.125,0.125,0,0.125
"860",0.125,0.125,0.125,0.125,0,0.125
"861",0.125,0.125,0.125,0.125,0,0.125
"862",0.125,0.125,0.125,0.125,7000,0.125
"863",0.125,0.125,0.125,0.125,0,0.125
"864",0.125,0.125,0.125,0.125,0,0.125
"865",0.125,0.125,0.125,0.125,1300,0.125
"866",0.125,0.125,0.125,0.125,0,0.125
"867",0.125,0.125,0.125,0.125,0,0.125
"868",0.125,0.14,0.125,0.14,33400,0.14
"869",0.15,0.15,0.15,0.15,15000,0.15
"870",0.15,0.15,0.15,0.15,0,0.15
"871",0.15,0.15,0.12,0.12,58100,0.12
"872",0.115,0.12,0.115,0.12,13500,0.12
"873",0.12,0.12,0.12,0.12,0,0.12
"874",0.12,0.12,0.12,0.12,0,0.12
"875",0.12,0.12,0.12,0.12,0,0.12
"876",0.12,0.12,0.12,0.12,600,0.12
"877",0.12,0.12,0.12,0.12,0,0.12
"878",0.12,0.12,0.12,0.12,1000,0.12
"879",0.13,0.13,0.13,0.13,13000,0.13
"880",0.13,0.13,0.13,0.13,0,0.13
"881",0.13,0.13,0.13,0.13,0,0.13
"882",0.13,0.13,0.13,0.13,0,0.13
"883",0.13,0.13,0.13,0.13,0,0.13
"884",0.13,0.13,0.13,0.13,0,0.13
"885",0.12,0.12,0.12,0.12,10000,0.12
"886",0.11,0.11,0.11,0.11,85000,0.11
"887",0.125,0.125,0.09,0.105,177700,0.105
"888",0.11,0.125,0.11,0.125,41000,0.125
"889",0.095,0.125,0.095,0.125,30000,0.125
"890",0.12,0.12,0.1,0.1,7000,0.1
"891",0.1,0.125,0.1,0.125,58000,0.125
"892",0.125,0.125,0.125,0.125,0,0.125
"893",0.125,0.125,0.125,0.125,60000,0.125
"894",0.125,0.125,0.125,0.125,0,0.125
"895",0.11,0.11,0.11,0.11,26500,0.11
"896",0.11,0.11,0.11,0.11,0,0.11
"897",0.11,0.11,0.11,0.11,0,0.11
"898",0.105,0.105,0.095,0.095,20000,0.095
"899",0.095,0.095,0.095,0.095,0,0.095
"900",0.095,0.095,0.095,0.095,0,0.095
"901",0.09,0.1,0.09,0.1,60500,0.1
"902",0.1,0.1,0.1,0.1,0,0.1
"903",0.09,0.09,0.09,0.09,500,0.09
"904",0.09,0.09,0.09,0.09,0,0.09
"905",0.1,0.115,0.1,0.115,9500,0.115
"906",0.115,0.115,0.115,0.115,0,0.115
"907",0.115,0.115,0.115,0.115,0,0.115
"908",0.115,0.115,0.115,0.115,0,0.115
"909",0.115,0.115,0.115,0.115,0,0.115
"910",0.115,0.115,0.115,0.115,0,0.115
"911",0.105,0.12,0.105,0.12,10600,0.12
"912",0.12,0.13,0.1,0.1,91000,0.1
"913",0.1,0.1,0.1,0.1,0,0.1
"914",0.1,0.1,0.1,0.1,20000,0.1
"915",0.1,0.1,0.1,0.1,0,0.1
"916",0.1,0.1,0.1,0.1,0,0.1
"917",0.1,0.1,0.1,0.1,0,0.1
"918",0.09,0.11,0.09,0.11,5700,0.11
"919",0.105,0.105,0.09,0.09,3700,0.09
"920",0.09,0.09,0.085,0.09,100900,0.09
"921",0.085,0.085,0.085,0.085,2000,0.085
"922",0.1,0.1,0.1,0.1,1000,0.1
"923",0.085,0.085,0.085,0.085,2000,0.085
"924",0.085,0.085,0.085,0.085,0,0.085
"925",0.085,0.085,0.085,0.085,0,0.085
"926",0.085,0.085,0.085,0.085,0,0.085
"927",0.085,0.085,0.085,0.085,0,0.085
"928",0.085,0.085,0.085,0.085,0,0.085
"929",0.09,0.09,0.085,0.085,12000,0.085
"930",0.095,0.095,0.095,0.095,5000,0.095
"931",0.095,0.095,0.095,0.095,0,0.095
"932",0.095,0.095,0.095,0.095,0,0.095
"933",0.08,0.08,0.06,0.06,23000,0.06
"934",0.06,0.06,0.06,0.06,0,0.06
"935",0.08,0.08,0.08,0.08,3000,0.08
"936",0.08,0.095,0.08,0.095,96000,0.095
"937",0.095,0.095,0.095,0.095,9400,0.095
"938",0.095,0.095,0.095,0.095,0,0.095
"939",0.095,0.1,0.095,0.1,8000,0.1
"940",0.1,0.1,0.1,0.1,0,0.1
"941",0.1,0.1,0.1,0.1,0,0.1
"942",0.1,0.1,0.1,0.1,0,0.1
"943",0.1,0.1,0.1,0.1,0,0.1
"944",0.1,0.1,0.1,0.1,0,0.1
"945",0.075,0.075,0.075,0.075,1000,0.075
"946",0.075,0.11,0.075,0.11,3500,0.11
"947",0.11,0.11,0.11,0.11,0,0.11
"948",0.11,0.11,0.11,0.11,0,0.11
"949",0.09,0.09,0.09,0.09,20000,0.09
"950",0.085,0.085,0.085,0.085,10000,0.085
"951",0.085,0.085,0.085,0.085,0,0.085
"952",0.09,0.09,0.09,0.09,20000,0.09
"953",0.09,0.09,0.09,0.09,0,0.09
"954",0.09,0.09,0.09,0.09,0,0.09
"955",0.09,0.09,0.09,0.09,0,0.09
"956",0.09,0.09,0.09,0.09,102500,0.09
"957",0.09,0.09,0.09,0.09,0,0.09
"958",0.09,0.09,0.09,0.09,0,0.09
"959",0.09,0.09,0.09,0.09,0,0.09
"960",0.09,0.09,0.09,0.09,0,0.09
"961",0.08,0.08,0.08,0.08,10000,0.08
"962",0.08,0.08,0.08,0.08,0,0.08
"963",0.08,0.09,0.08,0.09,6500,0.09
"964",0.09,0.09,0.09,0.09,0,0.09
"965",0.08,0.08,0.08,0.08,2700,0.08
"966",0.085,0.085,0.08,0.08,11000,0.08
"967",0.085,0.085,0.085,0.085,3800,0.085
"968",0.075,0.075,0.075,0.075,9000,0.075
"969",0.075,0.075,0.075,0.075,0,0.075
"970",0.085,0.09,0.085,0.09,75000,0.09
"971",0.105,0.105,0.105,0.105,56500,0.105
"972",0.105,0.105,0.085,0.085,25500,0.085
"973",0.085,0.085,0.085,0.085,0,0.085
"974",0.085,0.085,0.085,0.085,0,0.085
"975",0.085,0.085,0.085,0.085,0,0.085
"976",0.085,0.085,0.085,0.085,0,0.085
"977",0.08,0.08,0.08,0.08,20000,0.08
"978",0.08,0.08,0.08,0.08,0,0.08
"979",0.08,0.08,0.075,0.075,20000,0.075
"980",0.075,0.075,0.075,0.075,0,0.075
"981",0.075,0.075,0.075,0.075,0,0.075
"982",0.075,0.075,0.075,0.075,0,0.075
"983",0.08,0.08,0.08,0.08,40000,0.08
"984",0.08,0.08,0.08,0.08,0,0.08
"985",0.08,0.08,0.08,0.08,0,0.08
"986",0.08,0.08,0.08,0.08,0,0.08
"987",0.08,0.08,0.08,0.08,20000,0.08
"988",0.08,0.08,0.08,0.08,0,0.08
"989",0.08,0.08,0.08,0.08,0,0.08
"990",0.08,0.08,0.08,0.08,0,0.08
"991",0.08,0.08,0.08,0.08,0,0.08
"992",0.08,0.08,0.08,0.08,0,0.08
"993",0.08,0.08,0.08,0.08,0,0.08
"994",0.08,0.08,0.08,0.08,0,0.08
"995",0.1,0.1,0.1,0.1,85500,0.1
"996",0.075,0.075,0.075,0.075,500,0.075
"997",0.075,0.075,0.075,0.075,0,0.075
"998",0.075,0.075,0.075,0.075,0,0.075
"999",0.075,0.075,0.075,0.075,0,0.075
"1000",0.075,0.075,0.075,0.075,0,0.075
"1001",0.095,0.095,0.075,0.075,11000,0.075
"1002",0.075,0.075,0.075,0.075,0,0.075
"1003",0.075,0.075,0.075,0.075,0,0.075
"1004",0.075,0.075,0.075,0.075,0,0.075
"1005",0.095,0.095,0.095,0.095,25500,0.095
"1006",0.095,0.095,0.095,0.095,0,0.095
"1007",0.085,0.085,0.08,0.08,20000,0.08
"1008",0.08,0.08,0.08,0.08,30000,0.08
"1009",0.095,0.095,0.095,0.095,10000,0.095
"1010",0.095,0.095,0.095,0.095,0,0.095
"1011",0.095,0.095,0.095,0.095,0,0.095
"1012",0.095,0.095,0.095,0.095,0,0.095
"1013",0.095,0.095,0.095,0.095,0,0.095
"1014",0.095,0.095,0.095,0.095,0,0.095
"1015",0.095,0.095,0.095,0.095,0,0.095
"1016",0.08,0.095,0.08,0.095,49800,0.095
"1017",0.095,0.1,0.095,0.1,35800,0.1
"1018",0.11,0.11,0.11,0.11,6800,0.11
"1019",0.11,0.11,0.11,0.11,0,0.11
"1020",0.11,0.11,0.11,0.11,0,0.11
"1021",0.08,0.08,0.08,0.08,10000,0.08
"1022",0.08,0.08,0.08,0.08,0,0.08
"1023",0.08,0.08,0.08,0.08,0,0.08
"1024",0.08,0.08,0.08,0.08,0,0.08
"1025",0.08,0.08,0.08,0.08,0,0.08
"1026",0.09,0.09,0.09,0.09,20000,0.09
"1027",0.08,0.1,0.08,0.1,48000,0.1
"1028",0.085,0.085,0.085,0.085,10000,0.085
"1029",0.085,0.085,0.085,0.085,0,0.085
"1030",0.085,0.085,0.085,0.085,0,0.085
"1031",0.085,0.085,0.085,0.085,0,0.085
"1032",0.085,0.085,0.085,0.085,0,0.085
"1033",0.1,0.1,0.09,0.09,21200,0.09
"1034",0.09,0.09,0.09,0.09,0,0.09
"1035",0.09,0.09,0.09,0.09,93500,0.09
"1036",0.09,0.09,0.09,0.09,0,0.09
"1037",0.09,0.09,0.09,0.09,0,0.09
"1038",0.09,0.09,0.09,0.09,0,0.09
"1039",0.09,0.09,0.09,0.09,100200,0.09
"1040",0.09,0.09,0.09,0.09,20000,0.09
"1041",0.085,0.085,0.085,0.085,1000,0.085
"1042",0.09,0.09,0.09,0.09,3000,0.09
"1043",0.09,0.09,0.09,0.09,0,0.09
"1044",0.09,0.09,0.09,0.09,0,0.09
"1045",0.09,0.09,0.09,0.09,0,0.09
"1046",0.09,0.09,0.09,0.09,0,0.09
"1047",0.09,0.09,0.09,0.09,0,0.09
"1048",0.09,0.09,0.09,0.09,0,0.09
"1049",0.09,0.09,0.09,0.09,0,0.09
"1050",0.09,0.09,0.09,0.09,0,0.09
"1051",0.09,0.09,0.09,0.09,0,0.09
"1052",0.09,0.09,0.09,0.09,0,0.09
"1053",0.09,0.09,0.09,0.09,0,0.09
"1054",0.09,0.09,0.09,0.09,0,0.09
"1055",0.09,0.09,0.09,0.09,0,0.09
"1056",0.09,0.09,0.09,0.09,0,0.09
"1057",0.09,0.09,0.09,0.09,0,0.09
"1058",0.085,0.09,0.085,0.09,108200,0.09
"1059",0.09,0.09,0.09,0.09,0,0.09
"1060",0.09,0.09,0.09,0.09,3000,0.09
"1061",0.09,0.09,0.09,0.09,0,0.09
"1062",0.09,0.09,0.09,0.09,0,0.09
"1063",0.09,0.09,0.09,0.09,0,0.09
"1064",0.09,0.09,0.09,0.09,0,0.09
"1065",0.09,0.09,0.09,0.09,0,0.09
"1066",0.09,0.09,0.09,0.09,0,0.09
"1067",0.09,0.09,0.09,0.09,0,0.09
"1068",0.09,0.09,0.09,0.09,0,0.09
"1069",0.095,0.095,0.095,0.095,24000,0.095
"1070",0.095,0.095,0.095,0.095,0,0.095
"1071",0.095,0.095,0.095,0.095,0,0.095
"1072",0.09,0.09,0.09,0.09,4500,0.09
"1073",0.09,0.09,0.09,0.09,24000,0.09
"1074",0.09,0.09,0.09,0.09,25000,0.09
"1075",0.09,0.09,0.09,0.09,0,0.09
"1076",0.095,0.095,0.06,0.095,194000,0.095
"1077",0.09,0.09,0.09,0.09,12000,0.09
"1078",0.08,0.08,0.08,0.08,5000,0.08
"1079",0.09,0.095,0.09,0.095,86700,0.095
"1080",0.09,0.09,0.09,0.09,41500,0.09
"1081",0.1,0.1,0.1,0.1,2000,0.1
"1082",0.09,0.09,0.09,0.09,56700,0.09
"1083",0.095,0.095,0.09,0.09,81500,0.09
"1084",0.09,0.09,0.09,0.09,0,0.09
"1085",0.09,0.09,0.09,0.09,0,0.09
"1086",0.09,0.115,0.09,0.115,64000,0.115
"1087",0.115,0.115,0.115,0.115,0,0.115
"1088",0.115,0.115,0.115,0.115,0,0.115
"1089",0.095,0.095,0.095,0.095,2000,0.095
"1090",0.095,0.095,0.095,0.095,0,0.095
"1091",0.095,0.095,0.095,0.095,2000,0.095
"1092",0.095,0.095,0.095,0.095,0,0.095
"1093",0.095,0.095,0.095,0.095,0,0.095
"1094",0.09,0.09,0.09,0.09,20500,0.09
"1095",0.09,0.09,0.085,0.085,2000,0.085
"1096",0.085,0.085,0.085,0.085,0,0.085
"1097",0.09,0.09,0.09,0.09,11000,0.09
"1098",0.09,0.09,0.085,0.085,16000,0.085
"1099",0.095,0.115,0.095,0.115,115600,0.115
"1100",0.115,0.115,0.115,0.115,0,0.115
"1101",0.09,0.09,0.085,0.085,26500,0.085
"1102",0.085,0.085,0.085,0.085,0,0.085
"1103",0.085,0.085,0.085,0.085,2000,0.085
"1104",0.085,0.085,0.085,0.085,0,0.085
