"","EMN.Open","EMN.High","EMN.Low","EMN.Close","EMN.Volume","EMN.Adjusted"
"118",78.370003,79.559998,78.349998,79.480003,1457400,36.140886
"119",78.599998,79.790001,78.480003,79.510002,820600,36.154527
"120",78.809998,79.419998,77.620003,79.269997,2172800,36.045392
"121",78.480003,78.639999,77.379997,77.809998,2734400,35.381506
"122",79.379997,81.269997,79.379997,81.209999,2555200,36.927544
"123",81.309998,81.949997,80.699997,80.970001,2041400,36.818413
"124",80.470001,82.339996,80.470001,82.059998,1908800,37.314052
"125",81.629997,82.43,81.400002,82.150002,1627400,37.354979
"126",82.629997,83.029999,81.809998,82.470001,1942400,37.500488
"127",82.669998,82.93,81.57,82.110001,1272200,37.33679
"128",82.099998,82.370003,81.089996,81.410004,1428000,37.231602
"129",81.699997,82.019997,80.959999,81.169998,1830000,37.12184
"130",81.400002,81.879997,81.050003,81.059998,1356400,37.071533
"131",81.410004,82.07,81,81.449997,913800,37.249893
"132",81.25,81.25,80.190002,80.300003,1608400,36.723961
"133",80.389999,80.900002,79.720001,80.400002,1026000,36.769694
"134",80.230003,80.449997,79.800003,80.25,2868200,36.701093
"135",80.190002,80.940002,79.760002,80.779999,1533200,36.943479
"136",81.120003,82.349998,81.110001,81.900002,1211400,37.455695
"137",82.040001,82.489998,81.559998,82.099998,803600,37.547161
"138",81.870003,82.970001,81.75,82.400002,816200,37.684363
"139",82.160004,83.019997,81.910004,82.790001,837600,37.862723
"140",82.800003,83.32,82.610001,83.25,736000,38.073096
"141",83.5,84.269997,83.480003,83.989998,1033000,38.411523
"142",83.900002,84.18,83.620003,83.949997,615800,38.393229
"143",83.860001,84.57,83.629997,84.080002,836200,38.452685
"144",84.879997,85.970001,84.779999,85.349998,1562600,39.033498
"145",85.550003,87.730003,84.980003,86.849998,5847800,39.7195
"146",86.57,87.669998,85.370003,87.489998,2926800,40.012193
"147",87.480003,87.879997,86.910004,87.25,1397800,39.902434
"148",87.309998,87.760002,86.139999,87.230003,1583000,39.893289
"149",86.980003,88.5,86.160004,88.269997,1455800,40.368914
"150",88.529999,88.900002,87.620003,88.559998,2081000,40.501541
"151",90.629997,93.339996,90.199997,92.900002,4259200,42.486375
"152",93.360001,93.470001,92.110001,92.279999,2361800,42.202826
"153",92.279999,92.940002,91.290001,92.760002,1669600,42.422348
"154",92.93,94.419998,92.790001,94.150002,1234400,43.058043
"155",93.519997,94.029999,91.669998,92.129997,1451000,42.134225
"156",91.860001,92.190002,90.010002,90.580002,1537400,41.425359
"157",91.5,92.150002,90.410004,90.57,1371800,41.420784
"158",90.440002,92.040001,90.43,91.849998,1563800,42.006172
"159",91.419998,91.559998,89.120003,90.330002,2738400,41.311025
"160",90.82,94,90.82,93.889999,2538600,42.939135
"161",93.699997,93.860001,92,92.870003,1320800,42.472655
"162",93.129997,93.830002,91.110001,91.849998,1876400,42.006172
"163",92.470001,93.330002,91.910004,92.860001,1958200,42.468081
"164",92.07,92.800003,89.379997,91.470001,5777600,41.832386
"165",91.629997,92.400002,91.139999,91.599998,1906200,41.891838
"166",91.440002,91.959999,90.269997,91.220001,1750600,41.718053
"167",91.470001,92.019997,90.809998,91.709999,1401800,41.942146
"168",92.010002,92.910004,91.709999,92.290001,1904000,42.2074
"169",92.449997,93.440002,91.589996,93.150002,1987000,42.600708
"170",92.580002,92.870003,91.559998,91.809998,1285000,41.987878
"171",91.360001,92.849998,91.059998,92.349998,1271000,42.234839
"172",91.739998,94.050003,91.739998,93.32,1078200,42.678454
"173",93.43,93.910004,93.18,93.68,1171800,42.843095
"174",93.309998,93.470001,91.480003,91.660004,1749800,41.919281
"175",92.199997,93.940002,92.120003,93.809998,1507000,42.902547
"176",93.779999,97.309998,93.32,96.269997,3507400,44.02759
"177",96.760002,97,94.949997,95.410004,2298800,43.634285
"178",93.739998,94.620003,90.309998,90.510002,2620000,41.393346
"179",90.5,91.199997,87.5,89.610001,3275200,40.981744
"180",90.199997,91.029999,88.419998,89.980003,2231600,41.150959
"181",90.489998,91.68,90.309998,91.349998,1805200,41.777505
"182",91.769997,93.5,91.139999,93.410004,2472200,42.719616
"183",94.059998,94.739998,90.889999,91.129997,2938200,41.676891
"184",91.370003,94.889999,91.360001,94.519997,2472000,43.227254
"185",95.419998,97.839996,95.419998,97.300003,2688000,44.498647
"186",96.959999,97.010002,94.879997,96.360001,1633600,44.068752
"187",96.779999,97.629997,94.459999,95.230003,1917800,43.551965
"188",95.660004,97.760002,94.580002,97.43,1629800,44.558099
"189",96.959999,97.080002,94.919998,95.489998,1827800,43.670869
"190",94.379997,94.830002,92.510002,93.239998,1931400,42.641867
"191",92.300003,94.739998,92.120003,94.139999,1666800,43.271592
"192",93.800003,95.400002,92.889999,93.849998,1166200,43.138293
"193",90.559998,93.18,90.089996,92.489998,1701000,42.513166
"194",92.370003,93.809998,91.199997,92.169998,2003200,42.366078
"195",94,95.650002,93.830002,94.339996,1704400,43.363521
"196",95.870003,95.870003,93.760002,93.800003,1773400,43.115312
"197",95.400002,96.010002,94.510002,95.910004,1932600,44.085177
"198",95.559998,96.150002,94.889999,95.559998,2294000,43.924296
"199",95.18,97.360001,95.18,96.809998,1788200,44.498861
"200",97.400002,97.849998,96.260002,97.410004,1543200,44.774654
"201",97.900002,99.699997,97.519997,98.120003,2176200,45.101006
"202",98.459999,98.699997,97.220001,97.25,979600,44.701108
"203",97.25,99.050003,96.540001,98.769997,887000,45.399777
"204",99.900002,100.139999,98.029999,98.879997,1066000,45.450339
"205",98.879997,99.809998,98.800003,99.32,816800,45.652587
"206",100.129997,100.980003,99.75,100.389999,1624800,46.144414
"207",100.940002,101.209999,100.099998,100.650002,1348800,46.263924
"208",100.32,101.949997,99.68,100.870003,1245200,46.365048
"209",101.339996,101.989998,99.279999,99.949997,1937000,45.942166
"210",99.790001,101.080002,99.239998,100.269997,2479400,46.089254
"211",101.330002,101.330002,99.160004,99.989998,1557400,45.960553
"212",99.989998,100.169998,97.040001,97.720001,2241600,44.917145
"213",97.290001,98.349998,95.379997,96.370003,3613200,44.296616
"214",96.849998,97.059998,95.510002,96.25,2364000,44.241457
"215",95.650002,97.510002,95.580002,97.019997,1772600,44.595387
"216",97.32,99.010002,97.190002,98.660004,2165800,45.349219
"217",97.75,98.290001,95.779999,97.860001,2535000,44.981496
"218",98.040001,99.370003,97.82,99.129997,2445800,45.565252
"219",100.650002,101.010002,99.720001,100,2324800,45.96515
"220",100.400002,100.790001,99.690002,100.760002,2204400,46.314486
"221",100.760002,101.5,100.150002,101.019997,2233800,46.433993
"222",101.669998,102.760002,101.019997,101.489998,2800000,46.65003
"223",101.599998,102.639999,99.830002,102.290001,2640400,47.017752
"224",102.339996,103.900002,101.589996,102.93,2656800,47.311929
"225",109.190002,110.720001,107.029999,107.25,6246200,49.297623
"226",107.790001,108.940002,105.290001,105.489998,3445400,48.488636
"227",104.989998,105.339996,102.160004,103.209999,2893800,47.440631
"228",103.610001,104.059998,101.610001,101.989998,3003200,46.879856
"229",101.459999,103.43,100.970001,101.449997,3547600,46.631643
"230",103.010002,104.660004,102.93,103.459999,2566400,47.555544
"231",103.580002,106.029999,103.309998,105.910004,2256200,48.681692
"232",106.190002,108.559998,106.089996,108.150002,3703400,49.71131
"233",107.93,108.07,105.699997,106,2546600,48.723059
"234",105.5,106.25,103.93,104.910004,2156400,48.222041
"235",105.150002,106.209999,104.18,104.550003,2564200,48.056566
"236",103.919998,105.330002,102.959999,103.290001,1654400,47.477404
"237",102.639999,103.169998,101.010002,101.809998,1929200,46.797118
"238",102.190002,105.029999,101.790001,104.720001,1401400,48.134706
"239",105.050003,106.18,104.260002,105.169998,1314800,48.341547
"240",104.849998,105.050003,102.730003,103.360001,1653000,47.509579
"241",101.620003,101.669998,98.709999,100.010002,2799400,45.969747
"242",100.760002,101.699997,99.800003,100.190002,1793200,46.052485
"243",99.720001,103.580002,99.5,102.809998,1750000,47.25677
"244",102.650002,103.790001,101.900002,103.220001,1426400,47.445228
"245",103.559998,105.139999,103.550003,104.459999,1177000,48.015195
"246",105.830002,106.239998,104.300003,105.849998,1664000,48.654111
"247",105.629997,105.739998,101.809998,102.209999,2546200,46.980979
"248",102.57,103.580002,101.269997,103.010002,2315200,47.348702
"249",101.349998,101.889999,99.5,100.68,2031600,46.277713
"250",100.699997,101.639999,100.050003,100.129997,1589400,46.024903
"251",100.860001,102.260002,99.860001,101.529999,1981000,46.668416
"252",101.169998,101.5,99.620003,100.610001,1968000,46.245538
"253",101.129997,102.949997,100.489998,101.139999,1840000,46.489152
"254",100.769997,101.379997,99.339996,99.720001,2003800,45.836448
"255",99.82,100.410004,97.919998,98.739998,1716800,45.600913
"256",100.120003,101.239998,99.370003,100.769997,1729600,46.538423
"257",99.620003,100.029999,96.089996,96.699997,3120000,44.658783
"258",96.620003,97.050003,93.629997,95.25,2182200,43.989133
"259",96.18,96.43,94.139999,95.019997,2096400,43.882911
"260",94.43,96.849998,94.230003,96.470001,1314600,44.552564
"261",97.400002,100.769997,97.330002,100.099998,1823600,46.228999
"262",99.739998,101.18,99.160004,99.739998,1770600,46.062741
"263",98.07,99.209999,96.5,98.970001,1769600,45.707135
"264",99.110001,99.470001,97.620003,98.580002,3160400,45.527022
"265",98.160004,99.300003,97,98.860001,1248400,45.656333
"266",99.349998,99.480003,98.709999,99.43,1740200,45.919575
"267",99.949997,101.339996,98.760002,101.089996,1582800,46.686208
"268",101.480003,102.620003,100.440002,102.07,1481400,47.138801
"269",102.459999,104.260002,101.970001,103.989998,1249600,48.025511
"270",104.059998,104.279999,103.18,103.419998,1149400,47.762269
"271",103.339996,104.260002,102.43,103.860001,1384200,47.965474
"272",105.169998,106.620003,105.169998,105.669998,1493600,48.801382
"273",104.029999,104.720001,102.949997,104.660004,1264600,48.334938
"274",102.900002,103.5,102.230003,102.470001,1428200,47.323533
"275",102.110001,103.019997,101.790001,101.900002,1082400,47.060291
"276",102.599998,103.389999,101.220001,101.440002,1157200,46.847851
"277",101.730003,102.800003,99.980003,100.400002,1131000,46.367549
"278",100.940002,101.089996,99.870003,100.830002,1073400,46.566135
"279",100.379997,100.650002,98.279999,99.599998,1157800,45.998085
"280",100.769997,102.080002,100.400002,102.019997,1006200,47.115709
"281",102.279999,102.860001,101.75,102.650002,1074600,47.406663
"282",103.260002,105.059998,102.660004,104.470001,1256600,48.24719
"283",104.150002,104.629997,103.300003,104.440002,1226000,48.233335
"284",103.099998,105.110001,102.5,104.300003,821400,48.16868
"285",104.580002,104.629997,102.839996,104.150002,1079600,48.099405
"286",103.919998,104.199997,100.989998,101.32,1305600,46.79243
"287",101.519997,103.18,100.050003,100.160004,2652400,46.256711
"288",94.449997,98.059998,93.5,96.589996,4030800,44.607981
"289",98.150002,98.610001,95.860001,96.790001,1953400,44.700349
"290",95.470001,97.139999,92.879997,92.980003,2132200,42.940785
"291",93,93.709999,89.849998,92.190002,2893600,42.57594
"292",91.150002,91.25,85.709999,85.790001,2910200,39.620239
"293",87.199997,88.989998,82.5,86,3735600,39.717223
"294",83.639999,83.650002,76.879997,78.07,3851800,36.054925
"295",80.190002,83.879997,78.339996,83.790001,2240400,38.696583
"296",79.980003,83.629997,79.540001,80.769997,3553600,37.30186
"297",81.230003,85.489998,80.620003,84.019997,2297400,38.802801
"298",82.32,86.260002,82.32,84.949997,3294000,39.232302
"299",85.879997,86.370003,84.82,86.139999,1285400,39.781878
"300",84.690002,85.800003,83.489998,84.169998,1947200,38.872076
"301",85.199997,86.190002,83.099998,83.419998,1576600,38.525705
"302",80.339996,80.370003,76.669998,77.410004,3280600,35.750121
"303",76.059998,78.620003,75.849998,76,1814400,35.098941
"304",78.029999,78.239998,74.550003,74.860001,1873000,34.572457
"305",75.290001,77.519997,74.580002,77.519997,2170800,35.800918
"306",77.510002,78.209999,76.330002,78.050003,2887600,36.04569
"307",78.360001,78.889999,76.699997,77.239998,1969400,35.671607
"308",76.510002,79.849998,75.129997,79.050003,1885200,36.507518
"309",80.419998,82.339996,80.260002,82.25,1499800,37.985367
"310",81.639999,83.870003,81.540001,82.989998,1468800,38.327119
"311",83.510002,84.529999,81.879997,82.730003,1644600,38.207046
"312",82.769997,82.989998,80.830002,80.970001,1614800,37.394228
"313",78.769997,79.809998,77.910004,78.220001,1210000,36.1242
"314",75.32,76.540001,73.800003,74.82,4025200,34.553984
"315",76.040001,78.769997,76.040001,76.800003,4427600,35.468405
"316",76.559998,77.599998,75.110001,75.519997,2468000,34.877262
"317",74.5,74.57,71.410004,72.5,3376000,33.482542
"318",71.230003,72.440002,70.510002,72.029999,2238200,33.265483
"319",71.5,73.949997,71.330002,73.470001,2339400,34.177249
"320",73.699997,75.68,71.849998,74.360001,2269600,34.591264
"321",75.129997,76.239998,74.300003,76.220001,2068200,35.456512
"322",76.550003,77.089996,75.099998,76.239998,1798200,35.465814
"323",74.470001,75.629997,73.349998,75.18,1576800,34.972717
"324",75.389999,75.550003,73.080002,73.190002,2039000,34.046997
"325",73.330002,73.75,70.949997,71.019997,2593400,33.03754
"326",68.889999,68.889999,64.889999,66.610001,3267200,30.98607
"327",66.169998,68.849998,66.169998,66.949997,2399200,31.144231
"328",67.93,70.769997,67.160004,70.75,3063600,32.911941
"329",72.580002,73.739998,71.269997,71.730003,2449000,33.367825
"330",71.949997,72.239998,68.849998,69.580002,2867600,32.367674
"331",71.360001,72.889999,69.110001,70.739998,2680800,32.907288
"332",69.650002,70.290001,68.220001,68.529999,2852400,31.879227
"333",67.889999,69.830002,67.529999,68.459999,3589400,31.846664
"334",33.560001,35.959999,33.209999,35.799999,3700000,33.307349
"335",35.880001,36.139999,34.900002,35.57,3731500,33.093364
"336",35.490002,36.279999,34.830002,35.91,3359800,33.40969
"337",36.330002,36.439999,35.099998,35.48,2856500,33.00963
"338",36.349998,36.869999,36.169998,36.869999,1360700,34.302848
"339",36.619999,37.389999,36.389999,37.040001,1491400,34.461013
"340",37.349998,37.98,37.099998,37.360001,1559800,34.758732
"341",37.080002,37.349998,36.639999,37.150002,1566500,34.563354
"342",37.91,38.299999,37.299999,38.189999,1407000,35.53094
"343",38,38.220001,37.169998,37.240002,1898400,34.647088
"344",37.110001,38.16,36.299999,37.869999,2240100,35.23322
"345",37.970001,37.970001,36.02,36.139999,1756400,33.623676
"346",35.540001,36.470001,35.080002,36.189999,2456700,33.670194
"347",36.84,37.540001,36.529999,37.459999,1214700,34.851768
"348",37.599998,38.82,37.450001,38.82,1229900,36.117075
"349",38.740002,38.889999,36.869999,36.959999,1694100,34.386581
"350",37.610001,38.080002,36.689999,37.619999,1525300,35.000627
"351",39.630001,40.91,38.82,40.049999,2811000,37.261434
"352",39.32,42.619999,39.32,41.919998,3419300,39.00123
"353",41.209999,41.279999,39.279999,39.290001,1997600,36.554352
"354",37.5,39.470001,37.5,38.299999,2983300,35.633281
"355",39.110001,39.439999,38.220001,38.950001,1712800,36.238025
"356",39.700001,40.380001,38.75,40.25,1463600,37.447509
"357",39.799999,40.209999,39.060001,39.82,1237800,37.047448
"358",39.759998,40.130001,38.84,39.720001,1300700,36.954412
"359",40.119999,41.709999,40.029999,41.48,2450300,38.591867
"360",40.080002,40.130001,38.799999,39.029999,1900900,36.312453
"361",39.799999,40.25,39.400002,39.880001,1613700,37.103272
"362",40.610001,41.150002,40.349998,40.59,1403600,37.763836
"363",40.330002,40.740002,39.98,40.450001,1043200,37.633584
"364",40.150002,41.220001,39.959999,40.869999,1295000,38.024339
"365",40.380001,40.950001,39.75,39.869999,1531600,37.093966
"366",39.630001,39.66,37.66,38,1547900,35.35417
"367",38.360001,38.43,37.599998,37.799999,1498100,35.168095
"368",37.07,37.169998,36.369999,36.950001,1622600,34.377279
"369",37,37.43,36.669998,36.990002,1493000,34.414495
"370",36.439999,36.68,35.650002,35.669998,1031000,33.186399
"371",35.540001,35.970001,35.400002,35.470001,463000,33.000328
"372",36.919998,37.189999,36.110001,36.560001,1479000,34.014434
"373",36.849998,37.470001,36.419998,37.029999,1314000,34.451707
"374",38.59,39.669998,38.580002,39.619999,1861600,36.861373
"375",39.599998,39.91,38.73,38.91,1508400,36.200809
"376",39.490002,39.68,38.310001,38.419998,1363700,35.744925
"377",39.259998,39.720001,38.630001,38.919998,1570600,36.210111
"378",39.029999,39.439999,38.509998,39.029999,991100,36.312453
"379",38.959999,39.419998,38.400002,39.16,1190500,36.433402
"380",38.66,39.32,38,38.080002,1731600,35.428601
"381",37.52,38.66,37.16,38.5,1679300,35.819356
"382",37.830002,37.880001,36.610001,37.09,1884700,34.507531
"383",37.099998,37.740002,36.200001,36.470001,1996300,34.170234
"384",36.139999,36.709999,35.900002,36.150002,1340600,33.870413
"385",36.849998,36.950001,35.889999,36.209999,1418900,33.926627
"386",36.669998,37.560001,36.040001,36.740002,3924500,34.423208
"387",36.700001,36.970001,35.68,35.799999,1114000,33.542482
"388",36.709999,39.02,36.709999,38.700001,2394900,36.259612
"389",38.650002,38.75,37.849998,38.59,1559800,36.156547
"390",38.68,39.490002,38.599998,39.119999,1217700,36.653125
"391",39.439999,39.59,39.049999,39.439999,959500,36.952946
"392",39.349998,39.68,39.150002,39.380001,839000,36.896732
"393",39.389999,39.5,38.389999,38.540001,932500,36.109701
"394",38.66,39.41,38.549999,39.34,929100,36.859253
"395",39.27,39.529999,39.060001,39.060001,1090700,36.596911
"396",40.220001,40.619999,40,40.200001,1466300,37.665023
"397",40.029999,40.43,39.889999,40.09,1514100,37.561959
"398",39.790001,40.23,39.16,40.099998,1846800,37.571327
"399",40.16,41.73,39.860001,41.32,2769300,38.714396
"400",41.630001,41.82,41.220001,41.450001,1568300,38.836199
"401",42.18,43.43,42.139999,43.259998,2523400,40.53206
"402",43.049999,45.09,42.849998,44.709999,3457200,41.890624
"403",45.02,46.18,44.169998,46.09,3375200,43.183604
"404",45.740002,45.93,44.650002,45.200001,3011300,42.349727
"405",46.029999,46.049999,44.91,45.110001,1297300,42.265402
"406",45.099998,46.07,44.919998,46.07,1249300,43.164865
"407",46.080002,46.59,45.900002,46.5,1008300,43.567749
"408",46.389999,46.490002,45.630001,45.990002,1220100,43.089911
"409",46.049999,46.700001,45.900002,46.290001,711300,43.370993
"410",45.740002,46.25,45.619999,46.25,995300,43.333514
"411",46.099998,47.189999,45.869999,46.939999,1294600,43.980002
"412",47.240002,47.639999,46.529999,47.119999,1949300,44.148652
"413",51.060001,52.369999,49.16,50.41,15500500,47.231188
"414",49.810001,50.990002,49.27,50.279999,3422600,47.109385
"415",50.290001,50.84,49.82,50.32,3436300,47.146863
"416",50.900002,52.740002,50.860001,52.439999,3196600,49.133177
"417",52.419998,52.57,51.790001,52.200001,1952700,48.908313
"418",54.299999,54.529999,53.540001,53.669998,2784600,50.285614
"419",53.330002,54.5,53.150002,54.299999,1969200,50.875887
"420",54.110001,54.439999,53.580002,54.18,1541300,50.763455
"421",54.349998,54.689999,53.869999,54.470001,1748100,51.035169
"422",54.459999,54.830002,54.009998,54.529999,1997600,51.091383
"423",53.68,54.16,53.209999,53.759998,1604500,50.369938
"424",54.419998,54.630001,54.099998,54.220001,1622100,50.800934
"425",53.950001,54.310001,53.419998,54.139999,1355000,50.725977
"426",54.619999,54.619999,53.41,53.599998,1557500,50.220028
"427",53.68,54.599998,53.439999,54.490002,2072900,51.053908
"428",54.900002,54.959999,54.240002,54.610001,1188500,51.16634
"429",54.700001,54.939999,54.150002,54.389999,1421200,50.960212
"430",54.18,54.380001,53.439999,53.93,1560700,50.52922
"431",53.860001,54.189999,53.5,54.049999,1596800,50.641652
"432",54.200001,54.529999,53.689999,53.799999,1073600,50.407417
"433",53.48,54.419998,52.860001,54.130001,1603500,50.716609
"434",54.189999,55,53.790001,54.959999,2070200,51.494268
"435",55,55.139999,53.82,54.130001,2109000,50.716609
"436",54.34,54.619999,53.439999,53.790001,1854400,50.398049
"437",53.720001,54.150002,53.189999,53.549999,1109500,50.173182
"438",53.369999,53.43,52.110001,52.240002,1432700,48.945792
"439",50.990002,51.400002,49.720001,50.119999,2653700,46.959474
"440",50.240002,51.349998,50.189999,51.169998,1641700,47.943262
"441",51.75,52.57,51.639999,52.470001,1554700,49.161287
"442",52.5,52.560001,51.75,52.080002,2176500,48.795881
"443",52.209999,52.209999,51.610001,51.689999,1113400,48.430471
"444",51.810001,52.16,51.34,52.119999,1933800,49.080228
"445",52.099998,52.52,51.349998,51.52,2021300,48.515223
"446",51.75,52,51.200001,51.950001,1873500,48.920144
"447",52.16,52.439999,51.669998,52.029999,1765000,48.995477
