"","WMT.Open","WMT.High","WMT.Low","WMT.Close","WMT.Volume","WMT.Adjusted"
"46",50.330002,50.740002,50,50.400002,10095300,44.782109
"47",50.169998,50.57,50.060001,50.41,9648700,44.790993
"48",50.790001,51.619999,50.66,51.02,16315500,45.332999
"49",51,51.32,50.619999,50.860001,15745000,45.190834
"50",50.700001,50.959999,50,50.060001,15634100,44.480008
"51",50.169998,50.470001,50.029999,50.220001,11701700,44.622173
"52",50.57,51.5,50.389999,51.139999,14657800,45.439623
"53",50.669998,51.720001,50.599998,51.299999,16700800,45.581788
"54",51.25,51.790001,51.09,51.549999,14842400,45.803921
"55",51.619999,51.619999,50.75,50.970001,11898700,45.288573
"56",51.02,51.25,50.720001,51,11935000,45.315228
"57",51.02,51.25,50.529999,50.549999,8502500,44.915387
"58",50.509998,51.099998,50.119999,50.139999,25359400,44.551089
"59",50.490002,51.43,50.459999,51.200001,13431500,45.492936
"60",51.119999,51.810001,51.119999,51.759998,11206100,45.990513
"61",51.860001,52.09,51.549999,52.040001,9613100,46.239304
"62",52.07,52.560001,51.84,51.860001,10583800,46.079368
"63",51.889999,51.98,51.52,51.830002,8960000,46.052713
"64",52.060001,52.099998,51.84,51.91,7289700,46.123794
"65",51.900002,52.07,51.720001,51.970001,8160400,46.177107
"66",52.25,52.470001,52.009998,52.209999,7868000,46.390354
"67",52.16,53.029999,52.150002,52.66,11201400,46.790195
"68",52.470001,53.099998,52.41,52.860001,10198100,46.967902
"69",52.66,53.279999,52.549999,53.150002,10742700,47.225578
"70",53.169998,53.330002,52.880001,53.009998,20799800,47.10118
"71",53.099998,53.669998,53.09,53.540001,9260100,47.572105
"72",53.52,53.959999,53.32,53.57,9425100,47.59876
"73",53.52,54,53.450001,53.82,9910000,47.820894
"74",53.73,53.919998,53.529999,53.650002,7291200,47.669845
"75",53.950001,54.389999,53.84,54.080002,9768400,48.051914
"76",53.91,54.009998,53.470001,53.48,8662200,47.518792
"77",53.529999,53.990002,53.049999,53.82,11147300,47.820894
"78",53.799999,53.810001,53.110001,53.349998,9864100,47.403282
"79",53.529999,53.990002,53.139999,53.52,10901000,47.554334
"80",53.599998,53.619999,53.200001,53.360001,8229400,47.412169
"81",53.34,53.700001,53.139999,53.57,7142500,47.59876
"82",53.939999,54.25,53.830002,54,10216000,47.98083
"83",53.919998,54.630001,53.900002,54.560001,10413800,48.47841
"84",54.66,54.82,54.040001,54.360001,7769800,48.300703
"85",54.349998,54.59,54.02,54.41,8793600,48.345129
"86",54.52,54.740002,54.43,54.610001,7037300,48.522836
"87",54.450001,54.450001,53.75,53.919998,15034800,47.909746
"88",54.18,54.52,53.73,53.82,13613600,47.820894
"89",53.869999,53.869999,52.93,53.25,15546900,47.31443
"90",53.360001,53.580002,53.02,53.349998,12559000,47.403282
"91",53.25,53.900002,53.25,53.759998,9229900,47.76758
"92",53.450001,53.759998,53.130001,53.32,10225000,47.376627
"93",53.290001,53.84,53.25,53.470001,9742300,47.509908
"94",53.689999,54.34,53.59,54.029999,9602200,48.007485
"95",53.959999,54.099998,53.860001,54.060001,5795500,48.034143
"96",54.18,54.400002,53.900002,53.950001,7963100,47.936404
"97",53.84,54.73,53.830002,54.560001,10293600,48.47841
"98",54.240002,54.630001,53.549999,53.869999,13020300,47.86532
"99",54.189999,54.23,53.59,54.080002,8183600,48.051914
"100",54.040001,54.59,53.610001,54.169998,8032900,48.131879
"101",54.049999,54.5,54.02,54.310001,8207500,48.256277
"102",54.549999,54.990002,54.490002,54.790001,8849200,48.682773
"103",54.77,54.950001,54.220001,54.91,9189200,48.789396
"104",55,55.5,54.950001,55.360001,13246800,49.189237
"105",55.450001,55.720001,54.900002,55.200001,10261400,49.047071
"106",54.91,55.080002,54.509998,54.91,9941100,48.789396
"107",55.080002,55.209999,54.830002,55.049999,10047100,48.91379
"108",54.759998,54.759998,54.09,54.509998,11236900,48.433981
"109",54.52,54.52,53.959999,54.34,12566100,48.282932
"110",54.099998,54.34,53.860001,54.130001,10677800,48.09634
"111",54.169998,54.349998,53.869999,53.950001,11459500,47.936404
"112",54.57,55.349998,54.240002,54.259998,23555200,48.211847
"113",54.349998,54.439999,53.560001,53.77,14504700,47.776468
"114",54.139999,54.650002,53.900002,53.98,11587300,47.963059
"115",54.099998,54.450001,53.950001,54.389999,10307500,48.327358
"116",54.200001,54.599998,53.919998,54.380001,9501800,48.318474
"117",54.200001,54.259998,53.560001,53.669998,13851400,47.687612
"118",53.740002,54.18,53.740002,54.009998,10312400,47.989714
"119",53.689999,53.93,53.57,53.740002,4155000,47.749813
"120",53.650002,53.919998,53.43,53.849998,10787600,47.847549
"121",53.759998,54.43,53.599998,54.09,17556900,48.060798
"122",54.419998,54.849998,54.389999,54.700001,17882900,48.602804
"123",54.709999,54.900002,54.380001,54.75,15774900,48.64723
"124",54.630001,54.759998,54.310001,54.619999,10096900,48.53172
"125",54.880001,54.939999,54.470001,54.490002,8632900,48.416213
"126",54.540001,55.34,54.540001,55.09,15893300,48.949332
"127",54.860001,54.950001,54.450001,54.490002,12479700,48.68398
"128",54.720001,54.77,54.32,54.34,10732800,48.549961
"129",54.310001,54.400002,54.139999,54.279999,12049900,48.496353
"130",54.310001,54.400002,54,54.209999,11325200,48.433812
"131",54.099998,54.580002,54.02,54.450001,10746200,48.648241
"132",54.23,54.34,54.040001,54.23,10550200,48.451681
"133",54.09,54.630001,54,54.630001,12335300,48.809062
"134",54.68,54.75,54.380001,54.41,21562200,48.612502
"135",54.560001,54.560001,53.610001,53.77,13615600,48.040696
"136",53.759998,53.860001,53.639999,53.650002,8291900,47.933483
"137",53.59,53.650002,53.16,53.310001,11458800,47.629711
"138",53.169998,53.689999,53.139999,53.599998,9061700,47.888808
"139",53.560001,53.73,53.23,53.57,5876200,47.862006
"140",53.630001,53.93,53.509998,53.740002,6789100,48.013894
"141",53.57,54.259998,53.57,54.080002,7628700,48.317666
"142",54,54.189999,53.84,54.07,6303800,48.30873
"143",53.970001,54.25,53.790001,53.93,7093900,48.183647
"144",54.23,54.799999,54.150002,54.560001,14298300,48.746521
"145",54.610001,54.880001,54.279999,54.77,12154400,48.934144
"146",54.75,55.07,54.32,54.41,14215600,48.612502
"147",54.310001,54.380001,53.779999,53.959999,15585500,48.21045
"148",53.889999,54.150002,53.759998,54.080002,7968600,48.317666
"149",53.650002,54.110001,53.540001,53.73,10479300,48.004957
"150",53.950001,54.52,53.73,54.290001,12023400,48.505289
"151",54.52,55.32,54.34,54.849998,13553300,49.005618
"152",54.700001,55.360001,54.689999,54.790001,12865600,48.952013
"153",54.73,54.990002,54.419998,54.810001,9285600,48.969883
"154",55.110001,55.400002,54.75,55.139999,10534200,49.264719
"155",55.040001,55.150002,54.709999,55.029999,9895000,49.166439
"156",55.119999,56.27,55.119999,55.990002,19612500,50.024151
"157",56.150002,56.240002,55.380001,55.73,12958800,49.791853
"158",55.389999,56.049999,55.299999,56.049999,11074200,50.077756
"159",56.119999,57.290001,55.799999,57.259998,20481100,51.158827
"160",57.389999,57.75,57,57.32,13211200,51.212435
"161",57.459999,57.790001,57.02,57.57,10173200,51.435797
"162",57.689999,57.900002,56.5,56.700001,14598200,50.658499
"163",56.450001,56.560001,55.700001,56.07,15688500,50.095625
"164",56.369999,56.580002,55.91,56.330002,12851600,50.327924
"165",56.16,56.18,55.650002,55.860001,14038600,49.908002
"166",55.919998,56.040001,55.389999,55.919998,11283600,49.961607
"167",56.040001,56.099998,55.669998,56.029999,7106000,50.059887
"168",56.07,56.240002,55.830002,56.07,6720700,50.095625
"169",56.099998,56.470001,55.950001,56.380001,8819400,50.372596
"170",56.259998,56.73,56.099998,56.73,8581300,50.685301
"171",56.150002,56.16,55.299999,55.59,15762000,49.666771
"172",55.529999,55.880001,55.310001,55.689999,9582500,49.756114
"173",55.259998,55.310001,54.669998,54.799999,16273900,48.960946
"174",54.779999,55.049999,54.509998,54.950001,11330700,49.094965
"175",54.900002,55.200001,54.43,54.549999,15397100,48.737584
"176",54.52,54.900002,54.349998,54.75,8539000,48.916274
"177",54.68,55.57,54.5,55.380001,19974600,49.479148
"178",53.810001,54.009998,52.950001,53.669998,28696600,47.951349
"179",53.459999,53.599998,52.900002,53.029999,20118600,47.379543
"180",53.130001,53.169998,51.880001,52.09,23538700,46.539703
"181",52.09,52.169998,51.52,51.75,20322800,46.235931
"182",51.75,52.43,51.68,51.98,17901500,46.441423
"183",52.16,52.599998,51.950001,52.07,17644000,46.521834
"184",52.27,52.369999,51.720001,51.970001,11144200,46.43249
"185",52.189999,52.27,51.700001,52.009998,12514000,46.468226
"186",52.400002,52.490002,51.73,52.07,15726000,46.521834
"187",52.259998,52.290001,51.75,52.02,13031200,46.477162
"188",52.099998,52.540001,52.009998,52.439999,11915500,46.852409
"189",52.27,52.84,52.220001,52.669998,11383000,47.387737
"190",52.349998,53.880001,52.259998,52.650002,18311300,47.369745
"191",52.639999,52.950001,52.139999,52.59,14539300,47.315762
"192",52.349998,52.52,52.060001,52.32,10216400,47.072839
"193",51.77,52.349998,51.380001,52.060001,13856600,46.838916
"194",51.52,51.869999,50.970001,51.380001,16404800,46.227113
"195",51.740002,51.869999,51.040001,51.369999,10882700,46.218114
"196",51.630001,51.889999,51.25,51.52,11805200,46.353072
"197",51.73,52,51.68,51.919998,8716700,46.712954
"198",51.970001,52.139999,51.790001,52,8428000,46.784932
"199",51.849998,51.880001,51.380001,51.639999,13529000,46.461036
"200",51.830002,52.950001,51.77,52.59,15069300,47.315762
"201",52.560001,52.669998,52.279999,52.349998,7612600,47.09983
"202",52.310001,52.5,52.009998,52.189999,8354700,46.955876
"203",52.049999,52.380001,52.040001,52.259998,8709700,47.018856
"204",52.529999,52.740002,52.080002,52.360001,8553400,47.108829
"205",52.150002,52.32,51.889999,52.049999,10899700,46.829917
"206",52.25,52.360001,51.919998,52.130001,7959900,46.901896
"207",52.310001,52.830002,52.060001,52.650002,9220100,47.369745
"208",52.700001,53.189999,52.669998,52.740002,8868400,47.450719
"209",52.669998,53.209999,52.669998,52.98,8365100,47.666648
"210",52.849998,53.240002,52.75,53,12167100,47.684643
"211",53.009998,53.150002,52.27,52.540001,9733300,47.270777
"212",52.540001,52.919998,52.400002,52.82,7466700,47.522694
"213",52.689999,53.75,52.669998,53.52,13416300,48.152492
"214",53.720001,53.959999,53.5,53.630001,8596300,48.251461
"215",53.48,53.740002,53.220001,53.5,7414800,48.134498
"216",53.549999,53.689999,53.299999,53.549999,8714600,48.179483
"217",53.080002,53.650002,52.91,53.310001,9507400,47.963554
"218",53.259998,53.470001,53.099998,53.349998,6147800,47.99954
"219",53.75,53.950001,53.639999,53.689999,7400800,48.305441
"220",53.82,53.93,53.419998,53.580002,5853300,48.206476
"221",53.599998,53.66,53.23,53.369999,5813800,48.017534
"222",53.389999,54.23,53.279999,53.91,11991200,48.503379
"223",53.880001,54.610001,53.880001,54.419998,9716100,48.96223
"224",54.290001,54.799999,54.279999,54.689999,9824600,49.205152
"225",54.41,55.16,54.330002,54.98,9815200,49.466068
"226",55.080002,55.080002,54.669998,55.040001,8176700,49.520052
"227",55.080002,55.77,54.959999,55.459999,11122600,49.897929
"228",55.310001,55.790001,55.200001,55.369999,8163800,49.816955
"229",55.150002,55.599998,54.889999,55.07,11130100,49.547043
"230",55.299999,55.549999,54.860001,55.02,8042600,49.502058
"231",54.970001,55.360001,54.700001,55.099998,6546500,49.574033
"232",55.150002,55.599998,55.099998,55.529999,8755100,49.960908
"233",55.110001,55.610001,55.040001,55.169998,9422200,49.965437
"234",55.240002,55.830002,54.91,55.720001,8950000,50.463554
"235",55.77,56.029999,55.34,55.720001,8952500,50.463554
"236",55.610001,56.470001,55.48,56.060001,14173500,50.77148
"237",55.560001,56.290001,55.240002,55.540001,14590500,50.300535
"238",55.5,55.540001,54.950001,55.18,11416100,49.974495
"239",55.23,55.599998,55.040001,55.48,7691800,50.246193
"240",55.549999,55.689999,55.18,55.290001,8798900,50.074119
"241",54.990002,55.5,54.990002,55.220001,7339400,50.010723
"242",55.240002,55.310001,54.610001,54.779999,12240600,49.612229
"243",54.630001,54.700001,54.200001,54.560001,10197800,49.412985
"244",54.529999,54.700001,54.189999,54.619999,5771700,49.467323
"245",54.75,55.09,54.619999,54.700001,5315500,49.539777
"246",54.880001,55.220001,54.810001,55.220001,8901100,50.010723
"247",54.98,55.169998,54.25,54.299999,11181600,49.177511
"248",54.209999,54.209999,53.150002,53.549999,14784900,48.498263
"249",53.150002,53.849998,53.040001,53.66,13287400,48.597887
"250",53.860001,54.189999,53.5,53.759998,11242300,48.688452
"251",53.939999,54.299999,53.77,53.830002,9908300,48.751851
"252",53.610001,53.919998,53.43,53.689999,11660600,48.625056
"253",53.73,54.23,53.610001,53.619999,11340800,48.561659
"254",53.669998,53.84,52.689999,52.720001,14585400,47.746565
"255",52.91,53.25,52.580002,52.619999,12545100,47.655996
"256",52.860001,53.259998,52.77,52.91,8797400,47.918639
"257",52.639999,52.639999,51.790001,52.32,15324000,47.384298
"258",52.459999,52.970001,52.200001,52.830002,11743700,47.846188
"259",53.060001,53.290001,52.82,52.82,20564300,47.83713
"260",52.700001,53.5,52.700001,53.040001,15198100,48.036377
"261",53.099998,53.290001,52.75,53.290001,10891000,48.262792
"262",53.099998,53.290001,52.830002,53.009998,10582500,48.009204
"263",53.360001,53.700001,52.669998,53.290001,18154400,48.262792
"264",53.189999,53.419998,52.349998,52.41,20767100,47.465808
"265",52.32,52.759998,52.27,52.290001,10167000,47.357129
"266",52.439999,52.529999,52.139999,52.529999,10987700,47.574486
"267",52.619999,52.790001,52.43,52.639999,8866800,47.67411
"268",52.66,53.16,52.549999,53.139999,9984300,48.126941
"269",53.189999,53.650002,53,53.509998,9479800,48.462036
"270",53.34,53.560001,53.02,53.389999,9212500,48.353357
"271",53.43,53.950001,53.43,53.720001,8078200,48.652228
"272",54.57,54.810001,54.189999,54.490002,12820300,49.349589
"273",54.25,54.32,53.77,54.080002,9133300,48.978267
"274",53.82,54.080002,53.700001,53.869999,7548400,48.788075
"275",53.860001,54.419998,53.759998,53.939999,9485700,48.851471
"276",54.07,54.27,53.84,54.02,10153400,48.923926
"277",53.52,53.700001,53.380001,53.630001,15522100,48.570718
"278",53.73,53.970001,53.459999,53.630001,10183500,48.570718
"279",53.41,53.540001,53.18,53.32,8219400,48.289961
"280",53.400002,54.029999,53.34,53.970001,8585400,48.878644
"281",53.91,53.970001,53.599998,53.889999,8857900,48.806189
"282",54,54.689999,53.91,54.470001,10610600,49.331475
"283",54.580002,54.720001,54.25,54.52,6802500,49.376758
"284",54.029999,54.400002,53.950001,53.970001,8177600,48.878644
"285",54.029999,54.09,53.509998,53.59,10931400,48.534491
"286",53.439999,53.75,53.169998,53.25,12200100,48.226565
"287",53.310001,53.549999,52.970001,52.990002,8908600,47.991094
"288",52.779999,53.150002,52.669998,52.709999,13193200,47.737506
"289",52.790001,52.990002,52.07,52.619999,10688000,47.655996
"290",52.240002,52.549999,51.669998,51.68,15239600,46.804674
"291",51.759998,52.049999,51.009998,51.279999,21455400,46.442407
"292",50.990002,50.990002,50.07,50.099998,26071200,45.373725
"293",50.59,50.919998,49.59,50.849998,27298900,46.052972
"294",50.799999,51.330002,48.77,48.919998,33042900,44.305042
"295",49.34,50.91,48.669998,50.82,23988900,46.025803
"296",50.02,50.060001,48.310001,48.41,27002900,44.160322
"297",48.849998,50.400002,48.849998,49.73,21599500,45.364445
"298",50.099998,50.310001,49.279999,49.75,15160400,45.38269
"299",49.880001,50.080002,49.290001,49.98,14829700,45.592499
"300",51.439999,52.48,51.119999,51.919998,25595500,47.362195
"301",51.720001,52.18,51.16,51.549999,15513400,47.024676
"302",50.509998,51.950001,50.310001,51.790001,25045700,47.243609
"303",51.490002,52.740002,51.48,52.299999,23035700,47.708837
"304",52.240002,52.639999,52.080002,52.189999,13771300,47.608493
"305",52.16,53.209999,52.130001,53.209999,17170000,48.538953
"306",53.02,53.419998,52.810001,53.369999,11395700,48.684907
"307",53.380001,53.490002,52.549999,52.700001,10970800,48.073725
"308",52.790001,53.240002,51.950001,52.900002,10460200,48.256168
"309",53.110001,53.439999,53,53.189999,8477000,48.520708
"310",52.860001,53.130001,52.41,52.82,13484200,48.183189
"311",53,53.380001,52.860001,53.189999,13230200,48.520708
"312",53.200001,53.549999,52.650002,52.650002,12492600,48.028115
"313",52.25,52.639999,51.970001,52.029999,10809500,47.462539
"314",51.48,51.790001,50.869999,51.68,17114400,47.143265
"315",52.049999,52.560001,51.849998,52.419998,10403500,47.818302
"316",52.080002,52.75,52.060001,52.209999,11602500,47.626738
"317",51.900002,52.18,51.200001,51.360001,12027800,46.851357
"318",50.849998,51.830002,50.82,51.82,11229300,47.270975
"319",51.790001,51.799999,51.220001,51.59,10770800,47.061166
"320",51.709999,52.790001,51.580002,52.200001,12507600,47.617617
"321",52.220001,52.509998,51.939999,52.509998,10999200,47.900402
"322",52.75,53.150002,52.549999,52.650002,35684600,48.028115
"323",52.18,52.619999,52.040001,52.450001,9028900,47.845671
"324",52.439999,52.919998,52.169998,52.290001,8421200,47.699717
"325",52.360001,52.59,51.290001,51.32,10473900,46.814867
"326",50.650002,51.23,49.939999,50.279999,21320300,45.866163
"327",50.18,50.959999,50.029999,50.799999,12703000,46.340515
"328",50.939999,51.849998,50.799999,51.830002,11360600,47.280099
"329",52.360001,52.860001,51.799999,52.029999,11492500,47.462539
"330",52.119999,52.419998,51.290001,51.310001,11460200,46.805747
"331",51.810001,52.400002,51.32,51.93,10344400,47.371319
"332",51.849998,52.59,51.709999,51.900002,13619300,47.343953
"333",51.880001,52.919998,51.849998,51.959999,15500200,47.398684
"334",51.740002,52.98,51.630001,52.880001,18697500,48.237924
"335",52.700001,53.25,52.130001,52.650002,13604500,48.028115
"336",52.740002,52.900002,52.330002,52.75,10021200,48.119335
"337",53.080002,54.029999,52.900002,53.700001,13912900,48.985939
"338",54.189999,55.18,54.189999,54.810001,12188400,49.998499
"339",54.779999,54.790001,54.389999,54.720001,10213500,49.916399
"340",55.049999,56.389999,55,55.200001,22097300,50.354262
"341",55.040001,55.310001,54.720001,55.02,10501100,50.190063
"342",55.279999,55.470001,54.630001,55.459999,10706000,50.591436
"343",54.790001,55.459999,54.48,54.779999,8970200,49.97113
"344",54.939999,56.189999,54.810001,55.889999,14070400,50.983689
"345",55.709999,56.43,55.700001,56.25,12985200,51.312087
"346",56.200001,56.880001,56.049999,56.369999,12645800,51.421552
"347",56.740002,57.419998,56.650002,56.919998,14498600,51.923269
"348",56.880001,57,56.599998,56.779999,9279500,51.79556
"349",56.66,57.150002,56.549999,56.709999,10104300,51.731705
"350",57.099998,57.439999,56.599998,57.369999,12724700,52.333766
"351",57.799999,57.959999,57.450001,57.810001,15325500,52.735143
"352",57.849998,57.869999,56.959999,57.150002,11292800,52.133082
"353",56.580002,57.290001,56.580002,56.720001,9480900,51.740829
"354",55.82,56.740002,55.68,56.23,13788100,51.293842
"355",56.77,57.189999,56.540001,56.860001,8920300,51.868538
"356",57.049999,57.529999,56.599998,57.419998,9575600,52.379376
"357",57.080002,57.5,56.900002,57.5,7006100,52.452355
"358",57.34,57.959999,57.049999,57.939999,8520100,52.853729
"359",58.02,59.400002,57.849998,59.32,20104300,54.112586
"360",58.529999,58.93,57.599998,58.049999,13946800,52.954073
"361",58.330002,58.490002,57.509998,58.130001,9410000,53.027052
"362",58.509998,59.25,58.380001,59.200001,8397900,54.003121
"363",58.810001,58.98,58.360001,58.889999,10552100,53.720333
"364",57.970001,58.049999,57.23,57.459999,16005900,52.415866
"365",57.099998,57.419998,56.639999,56.68,11780800,51.704339
"366",56.540001,57.189999,56.259998,56.73,10223800,51.749949
"367",57.029999,57.360001,56.610001,57.23,8982300,52.206057
"368",56.93,57.290001,56.380001,56.66,9932200,51.686095
"369",56.560001,57.130001,56.5,56.849998,7497300,51.859414
"370",56.650002,57,56.32,56.639999,8260400,51.66785
"371",56.689999,57.330002,56.689999,56.889999,4258800,51.895904
"372",57.529999,58,57,57.25,9288100,52.224302
"373",57.34,58.299999,57.34,58.169998,10817200,53.063538
"374",58.759998,59,58.310001,58.900002,14845200,53.729458
"375",58.639999,59.150002,58.459999,58.610001,8787300,53.464914
"376",58.880001,58.970001,58.040001,58.09,11199100,52.990562
"377",58.259998,58.509998,58,58.34,10515200,53.218616
"378",58.57,59.009998,58.400002,58.779999,11401600,53.619989
"379",58.349998,59.200001,58.259998,58.509998,15754600,53.70719
"380",58.389999,58.549999,57.869999,57.98,10350300,53.220697
"381",58.16,58.490002,57.470001,58.32,10058900,53.532788
"382",57.869999,58.439999,57.759998,58.09,10037100,53.321668
"383",58.130001,58.349998,57.419998,57.599998,10972100,52.871888
"384",57.720001,58.119999,57.52,57.650002,8984200,52.917787
"385",57.830002,58.400002,57.830002,57.950001,8557400,53.19316
"386",58.299999,58.490002,58.09,58.27,14913900,53.486893
"387",58.299999,58.57,57.610001,57.779999,7235400,53.037113
"388",58.369999,59.27,58.240002,59.189999,11067400,54.331373
"389",59.189999,59.66,59.16,59.389999,8574500,54.514956
"390",59.41,59.540001,59.049999,59.189999,7901700,54.331373
"391",59.32,60,59.139999,59.990002,6190600,55.065707
"392",59.950001,59.98,59.66,59.830002,4866400,54.918841
"393",59.77,59.939999,59.630001,59.73,5241700,54.827047
"394",59.720001,59.990002,59.34,59.990002,6332200,55.065707
"395",59.889999,59.939999,59.689999,59.759998,4665300,54.854584
"396",59.970001,61.060001,59.869999,60.330002,12668800,55.377798
"397",60.209999,60.349998,59.470001,59.709999,9593300,54.808689
"398",59.349998,59.619999,58.369999,59.419998,12768200,54.542493
"399",59.419998,59.450001,58.869999,59,8069400,54.15697
"400",59.029999,59.549999,58.919998,59.18,6679300,54.322195
"401",59.43,59.709999,58.98,59.040001,6907300,54.193688
"402",59.060001,59.529999,59.040001,59.400002,6365600,54.524137
"403",59.790001,60,59.400002,59.5,7236400,54.615928
"404",59.18,59.610001,59.009998,59.540001,7729300,54.652645
"405",59.869999,60.110001,59.52,59.849998,8500000,54.937196
"406",59.790001,60.029999,59.650002,60.009998,5911400,55.084062
"407",59.93,60.73,59.75,60.610001,9234600,55.634813
"408",60.75,61.25,60.669998,61.009998,10378800,56.001977
"409",60.810001,60.98,60.509998,60.91,7134100,55.910187
"410",60.75,62,60.75,61.389999,7362800,56.350786
"411",61.18,61.610001,61.040001,61.470001,5915800,56.424221
"412",61.799999,61.84,60.77,60.970001,7436200,55.965263
"413",60.860001,61.119999,60.540001,60.709999,6287300,55.726604
"414",60.470001,61.32,60.349998,61.299999,7636900,56.268173
"415",61.529999,61.57,60.580002,61.360001,9761500,56.32325
"416",61.790001,62.630001,61.790001,62.18,12130600,57.075939
"417",62.400002,62.470001,61.82,61.939999,6211300,56.855638
"418",62.32,62.43,61.700001,62.029999,7727200,56.938251
"419",61.849998,61.98,61.700001,61.880001,5480600,56.800566
"420",61.619999,61.900002,61.619999,61.689999,6084400,56.62616
"421",61.91,62.02,61.23,61.619999,7260000,56.561906
"422",61.580002,62.16,61.580002,61.959999,6453100,56.873997
"423",61.68,61.91,61.380001,61.900002,5501000,56.818924
"424",62.009998,62.080002,61.73,61.790001,4175000,56.717953
"425",61.91,62.240002,61.790001,62.220001,5173100,57.112657
"426",62.32,62.439999,61.59,61.759998,5833700,56.690413
"427",61.77,62.189999,61.700001,62.040001,7256400,56.947432
"428",62.32,62.57,61.91,62.48,8191800,57.351313
"429",60.330002,60.5,59.669998,60.07,23894800,55.139139
"430",59.580002,59.900002,58.369999,58.599998,28630200,53.789803
"431",58.59,58.900002,58.209999,58.540001,14880300,53.73473
"432",58.75,58.950001,58.5,58.790001,9925900,53.964209
"433",58.700001,58.779999,58.290001,58.459999,12258800,53.661295
"434",58.439999,59.099998,58.349998,58.93,10761900,54.092716
"435",58.84,59.330002,58.720001,59.080002,11484400,54.230405
"436",59.360001,59.419998,58.639999,58.82,16283900,53.991745
"437",58.990002,59.279999,58.799999,59.009998,9848100,54.166148
"438",58.959999,59.59,58.75,59.400002,9651000,54.524137
"439",59.040001,59.220001,58.75,58.970001,9057100,54.129434
"440",59.110001,59.860001,59.110001,59.860001,14916900,54.946377
"441",59.84,59.950001,59.450001,59.77,7795600,55.230987
"442",59.830002,60.200001,59.830002,60.080002,6292900,55.517447
"443",60.169998,60.900002,60.09,60.68,7576800,56.071881
"444",60.93,61.080002,60.52,61,8734600,56.367579
"445",60.84,61.150002,60.689999,61.080002,6375000,56.441506
"446",60.889999,61.259998,60.779999,61.23,6755000,56.580112
"447",61.41,61.470001,60.77,60.84,12077100,56.21973
"448",60.580002,60.880001,60.459999,60.740002,8251900,56.127326
"449",60.330002,60.860001,60.290001,60.599998,7911500,55.997954
"450",60.450001,60.720001,60.369999,60.560001,7302800,55.960995
"451",60.23,60.77,60.23,60.650002,5710800,56.04416
"452",60.610001,60.849998,60.41,60.75,6957700,56.136565
