"","CMI.Open","CMI.High","CMI.Low","CMI.Close","CMI.Volume","CMI.Adjusted"
"123",100.839996,104.360001,100.519997,103.970001,2367300,96.055171
"124",102.720001,103.949997,102.260002,102.839996,1932300,95.011189
"125",102.75,105.580002,102.43,104.959999,1465300,96.969804
"126",106.489998,107.620003,105.599998,105.980003,2573800,97.912159
"127",106.029999,106.480003,103.57,105.080002,2215400,97.080671
"128",106.110001,106.199997,104,104.25,1342100,96.313854
"129",105,105.220001,104,105.029999,1006900,97.034475
"130",106.400002,107.260002,105.699997,106.690002,2145800,98.568109
"131",106.550003,109.190002,106.550003,108.290001,1924800,100.046306
"132",108.410004,110.839996,108.040001,108.620003,2171200,100.351186
"133",109.25,109.25,107.139999,108.510002,1221200,100.249559
"134",108.470001,109,107.800003,107.959999,2071900,99.741426
"135",108.489998,109.57,107.68,109.120003,1241000,100.813123
"136",109.720001,111.589996,109.25,111.190002,1218500,102.725541
"137",111.050003,111.410004,110.379997,111.25,1223500,102.780972
"138",110.870003,111.779999,110.459999,110.910004,937800,102.466858
"139",110.18,110.269997,108.879997,109.82,908100,101.459832
"140",109.889999,110.510002,108.870003,110.059998,845800,101.681559
"141",110.199997,110.690002,109.809998,110.129997,734100,101.74623
"142",110.190002,110.889999,109.910004,110.160004,590900,101.773952
"143",109.849998,111.870003,109.089996,110.010002,1091000,101.63537
"144",111.080002,112.07,110.830002,111.75,1585800,103.242908
"145",112.230003,112.25,109,111.599998,1944000,103.104326
"146",110.959999,113.660004,110.959999,112.989998,1454500,104.38851
"147",113.470001,113.879997,109.980003,110.160004,2194700,101.773952
"148",110.610001,112.059998,109.150002,109.779999,2097600,101.422876
"149",109.010002,111.769997,108.870003,111.040001,1675700,102.586959
"150",111.900002,113.110001,111.010002,111.519997,1255600,103.030414
"151",112.900002,112.900002,111.690002,111.830002,1025100,103.31682
"152",111.949997,113.25,111.07,112.910004,2321500,104.314606
"153",112.779999,113.239998,111.470001,112.559998,1110000,103.991244
"154",113.309998,114.809998,112.599998,113.849998,1203900,105.183042
"155",113.75,113.910004,111.169998,111.43,1498500,102.947269
"156",111.110001,112.07,107.779999,108.019997,3149000,99.796856
"157",109.18,110.199997,103.720001,105.050003,3592600,97.052956
"158",105.050003,106.309998,102.580002,106.129997,2972700,98.050735
"159",106.029999,107.199997,104.699997,107.07,2574500,98.919178
"160",107.800003,110.68,107.599998,109.610001,1974400,101.265819
"161",110.650002,111.919998,109.18,109.919998,2059700,101.552218
"162",110.230003,110.330002,104.959999,105.379997,2511900,97.357829
"163",106.699997,109.480003,105.160004,105.879997,3892600,97.819766
"164",106.980003,108.32,101.849998,107.410004,6930700,99.233299
"165",107,108.650002,106.190002,106.889999,3369400,98.752881
"166",107.400002,107.940002,105.5,107.650002,3227300,99.455027
"167",107.669998,110.139999,107.050003,109.690002,3489900,101.33973
"168",110.230003,112.139999,109.699997,111.809998,3315800,103.298339
"169",112.050003,112.389999,110,111.699997,2496100,103.196712
"170",111.160004,112.290001,110.220001,111.800003,2273200,103.289105
"171",110.540001,112.129997,109.769997,111.139999,1678700,102.679345
"172",110.639999,112.25,110.639999,111.699997,1918900,103.196712
"173",112.809998,114.300003,112.360001,113.540001,2569800,104.896644
"174",113.5,113.529999,111.370003,112.650002,1924600,104.074396
"175",113.379997,113.800003,110.879997,110.989998,2085100,102.78072
"176",110.949997,112.199997,110.330002,111.82,1944300,103.549332
"177",112.18,112.5,109.82,110.040001,2374300,101.900989
"178",107.980003,108.18,102.760002,103.080002,4107200,95.45578
"179",102.650002,102.970001,97.199997,100.690002,6356300,93.242555
"180",100.730003,103.550003,99.510002,100.870003,2813800,93.409242
"181",102.209999,103.050003,101.25,102.330002,2518000,94.761253
"182",102.959999,103.809998,100.800003,101.120003,2352200,93.640751
"183",102.379997,102.379997,98.919998,99.919998,2032300,92.529504
"184",99.879997,101.93,99.07,100.300003,3169300,92.881402
"185",102.089996,104.580002,101.559998,103.940002,2738800,96.252172
"186",104.199997,104.339996,101.5,102.5,2348900,94.918678
"187",102.489998,103.07,99.360001,99.699997,2511100,92.325775
"188",100.209999,101.160004,98.620003,100.089996,2271500,92.686928
"189",99.639999,101,98.699997,100.07,1810700,92.66841
"190",97.980003,99.440002,95.830002,98.650002,3450000,91.353441
"191",97.199997,99.300003,96.900002,98.730003,3396800,91.427526
"192",98.190002,99.480003,96.599998,97.550003,2270600,90.334803
"193",94.160004,100.5,93.5,99.93,4868800,92.538766
"194",100.089996,101.769997,97.849998,98.93,3181100,91.61273
"195",101.25,101.949997,99.300003,99.970001,2207200,92.575808
"196",101.970001,102.5,99.5,99.919998,3387700,92.529504
"197",102.029999,103.360001,101.290001,102.57,2329400,94.9835
"198",102.93,102.93,100.830002,101.699997,2202700,94.177846
"199",101.440002,103.169998,100.010002,102.68,1929800,95.085365
"200",103.839996,104.489998,102.68,103.769997,2545900,96.09474
"201",104.099998,105.800003,104.07,104.540001,2045300,96.807792
"202",104.860001,105.410004,104.290001,104.919998,2228500,97.159683
"203",104.760002,108.050003,104.5,107.629997,2817600,99.669239
"204",108.900002,110.75,108.639999,109.57,2567400,101.465751
"205",109.239998,110.330002,108.580002,109.620003,1957000,101.512056
"206",110.879997,113.650002,110.519997,111.300003,3433500,103.067796
"207",112.040001,112.199997,110.459999,110.830002,1904000,102.632558
"208",111.32,111.870003,109.290001,110.949997,2443700,102.743678
"209",111.169998,111.980003,109.650002,110.260002,1833900,102.104718
"210",109.660004,111.599998,108.709999,110.169998,1533300,102.021371
"211",111,111.220001,107.410004,108.889999,1846800,100.836047
"212",108.870003,108.980003,106.589996,107.419998,1735900,99.474773
"213",106.169998,106.669998,104.150002,105.720001,2935000,97.900514
"214",106.739998,108,105,105.889999,1948300,98.057939
"215",104.879997,105.470001,103.300003,105.32,2171900,97.530099
"216",105.709999,106.07,104.529999,105.129997,2163100,97.35415
"217",103.470001,103.519997,101.160004,102.82,2675200,95.215009
"218",103.830002,106.510002,103.830002,105.330002,1896200,97.539361
"219",107.150002,108.32,106.25,108.150002,2549900,100.150782
"220",109,109.870003,108.449997,108.940002,1912100,100.882351
"221",109.419998,109.790001,108.029999,108.199997,1939600,100.19708
"222",114.589996,117.400002,114.25,116.389999,6e+06,107.781316
"223",117.400002,119.580002,115.050003,119.080002,3333500,110.272354
"224",118.68,119.839996,117.150002,117.75,2269700,109.040725
"225",118.379997,120.540001,117.879997,120.18,2836000,111.290992
"226",121.32,121.489998,118.050003,118.290001,2358400,109.540785
"227",117.25,118.150002,115.059998,115.93,2181300,107.35534
"228",116.480003,116.849998,112.599998,112.660004,3718200,104.327206
"229",111.75,117.949997,110.82,115.889999,3723200,107.318298
"230",118.349998,119.510002,116.790001,117.239998,2143400,108.568445
"231",117.620003,118.550003,116.459999,117.589996,1225100,108.892556
"232",118.07,118.720001,117.199997,118.410004,1247500,109.651912
"233",118.099998,118.099998,113.169998,114.040001,3017600,105.605133
"234",113.669998,114.690002,111.080002,113.120003,2252200,104.753181
"235",112.5,113.5,110.169998,110.290001,2444500,102.132498
"236",109.739998,112.5,109.260002,110.120003,2916700,101.975074
"237",109.519997,109.599998,105.860001,106.489998,3819500,98.613559
"238",106.800003,108.529999,105.629997,108.190002,3806200,100.435877
"239",109.309998,110.260002,108.209999,109.510002,2391700,101.661271
"240",108.980003,109.239998,106.139999,106.410004,2553100,98.783453
"241",104.080002,105.190002,102.330002,104.160004,3052800,96.694714
"242",104.940002,105.5,102.25,102.68,3588600,95.320784
"243",101.82,105.75,101.739998,105.110001,3517800,97.576623
"244",104.769997,106.330002,104,105.849998,2402700,98.263584
"245",106.059998,106.290001,104.519997,104.970001,2372100,97.446658
"246",106.730003,106.879997,103.93,105.239998,2485800,97.697303
"247",104.790001,105.330002,100.5,100.639999,3153100,93.426993
"248",101.349998,103.919998,101,103.089996,3169000,95.701395
"249",100.669998,103.18,99.790001,101.400002,2341300,94.132525
"250",101.209999,101.830002,99.25,99.949997,2714400,92.786444
"251",101.599998,102.410004,100.739998,100.980003,2452800,93.742629
"252",100.650002,100.93,95.849998,96.230003,5914800,89.333067
"253",96.75,97.550003,95.860001,96.580002,3500800,89.657981
"254",96.169998,96.169998,92.68,92.870003,4721600,86.213883
"255",93.150002,94.809998,92.410004,93.449997,3392300,86.752308
"256",94.900002,97.099998,94.779999,95.870003,2994300,88.998869
"257",94.660004,95.580002,92.32,92.440002,4774000,85.814701
"258",92.690002,94.760002,91.129997,92.93,3620400,86.26958
"259",94.629997,94.900002,93.089996,93.620003,3126800,86.910129
"260",93.389999,94.169998,92.760002,93.480003,2221000,86.780164
"261",94.260002,97.639999,94.230003,97.519997,3399200,90.530605
"262",97.25,99.449997,95.980003,96.080002,3264800,89.193817
"263",94.089996,98.400002,93.489998,98.349998,4328000,91.30112
"264",99.080002,100,96.260002,96.669998,5402200,89.741527
"265",96.690002,97.900002,95.660004,97.389999,2302300,90.409925
"266",98.290001,100.699997,98.029999,100.699997,2855000,93.482691
"267",101.82,101.940002,100.120003,101.040001,3343900,93.798326
"268",101.370003,104.169998,100.57,103.489998,3547100,96.072728
"269",103.800003,107.839996,103.480003,107.419998,4286900,99.72106
"270",106.5,107.199997,105.25,105.650002,2127800,98.077922
"271",105.739998,107.339996,104.720001,106.779999,2448200,99.12693
"272",108.790001,110.150002,108.669998,108.82,3093300,101.020722
"273",105.93,107.620003,105.010002,106.769997,2715000,99.117645
"274",104.970001,106.459999,103.160004,103.650002,3129100,96.221264
"275",104.760002,106.309998,103.010002,103.32,3755900,95.914914
"276",104.650002,107.610001,104.650002,105.709999,2753900,98.133619
"277",106.220001,107.650002,103.150002,104.489998,2787900,97.001057
"278",105.489998,105.760002,103.269997,104.68,2477000,97.177442
"279",104.300003,104.32,101.800003,103.5,2605000,96.082014
"280",104.519997,106.790001,104.519997,106.580002,2147600,98.941267
"281",107.660004,108,105.919998,106.75,1636900,99.099082
"282",107.449997,109.139999,106.43,107.57,2228500,99.860311
"283",106.339996,107.580002,104.739998,106.779999,2360800,99.12693
"284",104.639999,107.620003,104.400002,106.660004,2514600,99.015535
"285",113.220001,114,110.349998,110.82,6299400,102.877379
"286",109.379997,110.199997,105.879997,106.489998,4748300,98.857714
"287",106.870003,108.940002,105.400002,105.739998,4265900,98.161468
"288",104.019997,105.849998,102.050003,104.879997,3723000,97.363105
"289",108.599998,108.75,102.5,103.790001,4662800,96.35123
"290",102.82,105.040001,99.080002,99.150002,5740700,92.043785
"291",99.739998,101.800003,95.739998,101.540001,5260800,94.26249
"292",99.379997,100.959999,93,93.160004,6496200,86.483099
"293",95.959999,96.5,88.010002,92.260002,6743600,85.647602
"294",86.68,89.690002,83.010002,83.669998,5757800,77.673255
"295",86.040001,91.290001,83.839996,91.110001,6554500,84.580022
"296",88.93,89.690002,86,86.25,6459600,80.068345
"297",87.510002,93.389999,87.150002,91.870003,4743900,85.285554
"298",94.449997,96.400002,93.669998,94.470001,4313300,87.699207
"299",95.459999,96.949997,94.699997,96.18,3054000,89.286648
"300",94.970001,95.459999,92.959999,93.68,3440800,86.965827
"301",94.720001,94.75,90.660004,91.93,3837100,85.341252
"302",87.099998,87.190002,82.32,83.339996,7744200,77.705009
"303",81.779999,84.459999,79.620003,79.910004,4780800,74.506934
"304",84.019997,84.449997,79.629997,79.949997,3751900,74.544223
"305",80.959999,84.150002,79.870003,84.150002,3259000,78.460247
"306",83.849998,86.849998,82.800003,86.580002,2844400,80.725944
"307",87.660004,88.260002,84.540001,85.129997,2626500,79.37398
"308",83.529999,87.519997,82.800003,87.470001,3101000,81.555766
"309",89.760002,90.529999,88.440002,90.459999,2407500,84.343597
"310",89.760002,91.900002,88.489998,90.980003,2675400,84.828442
"311",92.209999,94.959999,91.68,92.919998,3901300,86.637265
"312",92.800003,94.349998,90.690002,90.760002,2718700,84.623316
"313",86.540001,88.790001,86.120003,86.82,3233200,80.949714
"314",82.620003,85.75,82.269997,85.540001,3279700,79.756262
"315",88.139999,91,88,90.5,3263900,84.380894
"316",89.080002,92.449997,88.800003,90.010002,3874700,83.924027
"317",88.43,89.980003,86.489998,88.160004,4935300,82.199115
"318",85.849998,88.220001,84.330002,87.059998,3585800,81.173485
"319",89.559998,93.739998,89.019997,92.199997,6503700,85.965946
"320",92.959999,95.699997,91.199997,94.169998,5000400,87.802747
"321",96.839996,98,95.379997,97.860001,4964800,91.243252
"322",98.5,99.730003,96.690002,97.839996,4421600,91.2246
"323",95.099998,97.849998,94.300003,97.029999,3433800,90.46937
"324",97.129997,97.800003,94.230003,94.25,3543100,87.877339
"325",94,95.580002,91.510002,91.610001,4096700,85.415842
"326",86.919998,88.699997,84.110001,85.260002,6833000,79.495195
"327",84.839996,87.919998,84.449997,86.260002,4086500,80.427581
"328",87.300003,89.650002,84.300003,89.480003,3702400,83.429863
"329",92.419998,94.940002,91.32,91.910004,4371600,85.695561
"330",91.889999,92.82,86.699997,86.949997,3918900,81.070922
"331",89.870003,90.089996,83.610001,86.449997,4752900,80.604729
"332",83.879997,84.620003,81.510002,81.660004,5810800,76.138609
"333",80.900002,83.669998,80.419998,81.010002,4075800,75.532557
"334",79.68,85.5,79.529999,85.120003,5200000,79.364662
"335",85.160004,88.769997,84.5,88.32,3735400,82.348293
"336",88.480003,90.300003,87,90.019997,3003400,83.933345
"337",91.269997,91.57,89.25,90.169998,3535600,84.073205
"338",91.959999,94.080002,91.150002,94.080002,2836400,87.718836
"339",93.150002,96.379997,92.739998,95.75,2830000,89.275918
"340",96.849998,97.709999,94.919998,95.709999,4635400,89.238621
"341",95.040001,95.720001,92.75,95.480003,2631100,89.024177
"342",97.279999,98.260002,95.599998,97.599998,2227100,91.00083
"343",96.099998,96.099998,92,92.370003,5025500,86.124457
"344",92.82,94.75,90.949997,93.760002,4880900,87.420472
"345",93.690002,93.860001,90.059998,90.489998,3813700,84.371568
"346",91.260002,92.599998,89.900002,91.839996,2857100,85.630287
"347",93.370003,94.330002,91.779999,94.220001,3207200,87.849369
"348",96.18,99.209999,96,98.82,4750500,92.138341
"349",92.099998,94.959999,90.5,93.809998,9556000,87.467087
"350",95.400002,96.860001,92.75,94.879997,4426700,88.46474
"351",98.720001,102.900002,98.43,101.709999,5730500,94.832935
"352",100.970001,103.540001,100.540001,102.75,2454900,95.802617
"353",100.370003,101.919998,99.169998,99.43,2931700,92.707097
"354",94.209999,97.419998,93.900002,96.029999,4040400,89.536985
"355",98.889999,100.32,97.550003,98.769997,3239500,92.091719
"356",100.519997,103.949997,100,103.239998,3543900,96.259484
"357",101.919998,103.459999,101.050003,103.389999,2659500,96.399343
"358",102.949997,103.690002,99.589996,101,2745800,94.170942
"359",101.75,101.980003,98.57,101.68,2590200,94.804964
"360",98.269997,99.220001,96.029999,96.349998,3715400,89.835348
"361",98.139999,98.699997,95.949997,97.279999,2583900,90.702467
"362",98.739998,99.790001,98.300003,98.720001,2108600,92.045104
"363",98.400002,99.980003,98.230003,99.410004,1974600,92.688452
"364",99,100.019997,98.019997,99.230003,1472100,92.520623
"365",98.309998,100.5,97.839996,98.029999,1923900,91.401756
"366",97.769997,98.379997,94.019997,94.779999,2358700,88.733568
"367",96.120003,96.120003,93.709999,94.019997,2136400,88.02205
"368",92.360001,92.790001,90.160004,91.099998,2625200,85.288331
"369",91.089996,91.209999,87.900002,89.580002,3629000,83.865302
"370",88.419998,88.699997,86.400002,86.839996,2687800,81.300093
"371",86.669998,87.639999,86.040001,86.040001,994400,80.551133
"372",90.089996,90.760002,89.080002,90.449997,2991800,84.679796
"373",90.830002,91.089996,88.349998,88.470001,2627300,82.826113
"374",92.199997,96.5,92.199997,96.330002,4384300,90.18469
"375",96.059998,97.330002,95.190002,96.32,2160500,90.175326
"376",97.959999,98,95.720001,95.730003,2782800,89.622968
"377",97.550003,97.650002,94.870003,95.709999,2467200,89.60424
"378",95.440002,97.540001,94.870003,96.699997,2205000,90.531081
"379",95.779999,95.949997,93.330002,94.580002,2712500,88.54633
"380",93.669998,94.419998,91.510002,91.889999,2529200,86.027934
"381",92.300003,95.489998,92,95.110001,2255900,89.042518
"382",93.75,93.870003,91.260002,92.370003,1931000,86.477316
"383",93.019997,94.050003,88.5,89.239998,3302000,83.546988
"384",87.739998,88.510002,86.269997,87.510002,3692600,81.927356
"385",88.879997,88.980003,86.550003,86.830002,1942000,81.290736
"386",87.809998,90.019997,86.809998,87.300003,3270200,81.730754
"387",87.639999,88.18,85.510002,85.82,1883100,80.345166
"388",87.82,90.18,87.599998,90.019997,2764500,84.277227
"389",89.370003,89.489998,86.129997,87.970001,3500000,82.35801
"390",88.559998,88.870003,87.139999,88.150002,2409400,82.526527
"391",88.580002,89.150002,87.779999,89.07,1007700,83.387835
"392",88.82,89.540001,87.919998,88.830002,1285600,83.163147
"393",89.080002,89.580002,87,87.849998,2463500,82.245663
"394",88,89.279999,87.949997,88.980003,1592700,83.30358
"395",88.089996,88.940002,88.019997,88.019997,1149900,82.404816
"396",90.449997,92.75,90.370003,91.050003,2833000,85.241525
"397",90.860001,92.779999,90.449997,92.300003,2663300,86.411782
"398",92.669998,94.860001,91.589996,94.699997,3757700,88.65867
"399",95,95.029999,93.370003,93.529999,2743600,87.563311
"400",93.769997,96.57,93.610001,96.209999,2697000,90.072342
"401",97.879997,99.199997,97.669998,98.730003,3207400,92.431585
"402",98.349998,99.25,98,98.57,1696100,92.281788
"403",99.010002,99.510002,97.260002,99.230003,1859700,92.899687
"404",97.809998,99.040001,96.800003,97.760002,2654000,91.523464
"405",99.559998,100.949997,98.970001,99.25,2210500,92.918408
"406",98.959999,101.75,98.669998,101.32,1993500,94.856354
"407",103.629997,106.099998,103.190002,105.510002,5075300,98.779058
"408",105.120003,105.5,104.099998,104.779999,3126200,98.095624
"409",105.239998,106.5,104.339996,105.5,2470800,98.769693
"410",104.379997,107.230003,103.790001,106.800003,2158700,99.986764
"411",106.5,109.339996,105.900002,108.959999,2537700,102.008964
"412",110.949997,110.949997,106.610001,107.25,3455300,100.408053
"413",106.699997,107.75,106.209999,106.5,1905200,99.705899
"414",104.669998,105.889999,102.519997,105.349998,2448200,98.629261
"415",106.349998,107.059998,103.75,104,2827400,97.365385
"416",105.339996,107.910004,104.25,105.82,3768400,99.069279
"417",111.760002,114.75,110.580002,113.309998,6282200,106.081457
"418",115.459999,120.660004,114.760002,120.089996,6095700,112.42893
"419",119.019997,120.93,118.370003,119.800003,2452200,112.157437
"420",119.480003,120.050003,118.139999,119.550003,2194900,111.923385
"421",119.540001,119.989998,118.529999,119.580002,1934900,111.95147
"422",119.529999,121.730003,119.160004,121.239998,2542200,113.505568
"423",119.360001,120.370003,117.959999,120.300003,2143000,112.62554
"424",121.739998,122.919998,120.050003,122.879997,2135600,115.040945
"425",121.779999,122.720001,120.300003,121.5,1874000,113.748984
"426",121.93,123.18,120.419998,121.07,2569500,113.346415
"427",121.639999,123.080002,120.800003,123.040001,2038800,115.190741
"428",123.190002,123.809998,121.300003,122.07,1722400,114.28262
"429",122.620003,124.690002,122.18,123.300003,1952100,115.434156
"430",122.769997,123.07,121,122.379997,1841600,114.94574
"431",122.589996,123.559998,121.610001,122.559998,1665200,115.114806
"432",122.709999,123.550003,121.510002,121.779999,1446400,114.38219
"433",121.330002,122.010002,119.43,121.400002,1620200,114.025276
"434",121.440002,122.540001,120.440002,121.709999,1256200,114.316442
"435",121.910004,122.779999,120.269997,120.57,1584900,113.245695
"436",121.470001,122.25,120.459999,121.650002,1471000,114.260089
"437",121.199997,121.449997,118.830002,119.459999,1783500,112.203124
"438",119.68,122.080002,118.889999,120.279999,2716700,112.973311
"439",117.230003,117.870003,114.879997,115.370003,3434600,108.361584
"440",115.629997,118.169998,115.599998,117.720001,1946400,110.568826
"441",118.75,120.339996,117.309998,119.980003,2468400,112.691539
"442",120.559998,121.639999,118.629997,118.93,2066300,111.705321
"443",119.150002,119.339996,117.379997,117.550003,3583300,110.409155
"444",119.190002,124.5,118.639999,124.309998,3302000,116.758498
"445",124.080002,124.290001,122.699997,123.879997,2475400,116.354619
"446",123.919998,127.830002,123.010002,126.989998,3051800,119.275695
"447",127.75,129.509995,127.32,127.540001,2925500,119.792287
