"","BEAM.Open","BEAM.High","BEAM.Low","BEAM.Close","BEAM.Volume","BEAM.Adjusted"
"102",41.5443,41.9849,41.3046,41.6912,1277100,39.60006
"103",41.7066,41.8728,40.8176,41.1191,1184800,39.05665
"104",41.7298,42.0313,41.5906,42.0313,1261900,39.9231
"105",41.9617,42.1086,41.6216,42.0467,1529400,39.93773
"106",41.6757,42.1782,41.3665,41.954,1351200,40.03057
"107",41.9308,42.0854,41.592,41.8689,1508900,39.94937
"108",41.7375,41.8844,41.4128,41.8844,1032400,39.96416
"109",41.5365,42.0777,41.5056,42.039,857800,40.11167
"110",41.668,46.1672,41.3201,45.3013,5587800,43.22441
"111",44.4355,45.3323,44.2577,44.3195,2563500,42.28762
"112",44.0103,44.652,43.3068,44.3737,2087600,42.33933
"113",44.8916,45.4173,44.4278,45.139,1776200,43.06955
"114",45.4791,46.0821,45.4791,45.8889,876700,43.78507
"115",45.8811,46.5228,45.7111,46.5073,2276900,44.37512
"116",46.1981,46.5924,46.0203,46.4687,1077900,44.33829
"117",45.8502,45.8502,45.1158,45.7265,1419000,43.63011
"118",45.9043,46.142,45.6647,45.7574,1122900,43.6596
"119",45.4637,45.6106,45.1467,45.4482,704200,43.36457
"120",45.1854,46.028,45.0308,45.8038,3027500,43.70387
"121",45.3168,46.2831,45.1622,45.6801,5181700,43.58584
"122",46.3063,47.1567,46.2599,46.4996,1531300,44.36777
"123",46.4764,47.5355,46.4764,47.52,1802500,45.34139
"124",47.3654,47.7597,46.9943,47.5432,748600,45.36353
"125",47.3577,47.7519,47.1103,47.5046,650300,45.32669
"126",47.6978,48.123,47.2417,47.2726,1511300,45.10533
"127",48.1771,48.2699,47.1567,47.7442,3242000,45.55531
"128",47.7906,49.0971,47.7906,48.5095,1907700,46.28552
"129",48.6951,49.0198,48.5018,48.7105,948800,46.47731
"130",48.8497,49.012,48.4554,48.5327,1060000,46.30766
"131",48.5482,48.7028,47.6978,47.8756,1419000,45.68068
"132",47.6205,48.1771,47.1953,47.4427,1715100,45.26763
"133",47.4505,47.7751,47.2572,47.6205,1213100,45.43728
"134",47.6128,47.8911,47.2726,47.52,1675900,45.34139
"135",47.5432,47.7674,47.3731,47.4505,1374100,45.27507
"136",47.5896,47.6437,46.7083,47.1412,1911800,44.97995
"137",47.1953,47.3731,47.0639,47.1953,1202700,45.03157
"138",47.2185,47.3074,46.917,47.0794,707100,44.92099
"139",46.9093,47.3268,46.5846,47.2495,521200,45.08329
"140",47.2495,47.3809,46.9712,47.2649,400600,45.09798
"141",47.2572,47.3886,46.8552,47.319,899800,45.1496
"142",47.1258,47.2881,46.9016,46.9634,863500,44.81031
"143",46.8397,46.9093,46.4377,46.5769,795300,44.44153
"144",46.8629,47.0794,46.6233,46.9402,841600,44.78817
"145",46.8938,47.118,46.2909,46.6387,992100,44.50049
"146",46.3759,46.747,46.2986,46.6155,2078900,44.47836
"147",46.7083,48.0534,46.3604,47.7751,2667000,45.58479
"148",47.7365,47.8524,47.4195,47.52,1431400,45.34139
"149",47.1489,48.4554,47.0562,48.2699,1414000,46.05691
"150",48.3781,49.0971,47.7133,47.9452,1587200,45.7471
"151",48.1539,48.5095,48.0766,48.3163,906600,46.10118
"152",48.0302,48.3008,47.5687,47.7829,702100,45.59224
"153",47.6514,47.7519,47.466,47.5819,1687400,45.40045
"154",47.6128,47.7365,47.1188,47.5741,776200,45.39301
"155",47.4659,47.5741,47.1103,47.2649,888900,45.09798
"156",47.234,47.3577,46.8173,47.1876,780400,45.02423
"157",47.4891,47.5355,46.9943,47.1026,1095300,44.94312
"158",47.033,47.7442,47.0021,47.4814,712600,45.30456
"159",47.2572,47.5509,46.9711,47.3809,1411300,45.20867
"160",47.4427,47.837,47.435,47.6051,1141100,45.42258
"161",47.6128,47.9993,47.4814,47.7983,727700,45.60693
"162",47.6592,47.8215,46.7238,47.1799,1109000,45.01688
"163",47.2649,48.1926,47.1721,47.6824,1557100,45.49634
"164",47.8756,47.9993,47.4427,47.5587,1613400,45.37831
"165",47.1799,47.3036,46.7547,46.8088,2440800,44.66279
"166",46.7547,47.7674,46.515,47.5819,1389500,45.40045
"167",47.6283,48.8188,47.118,47.9993,2758000,45.79871
"168",48.0148,48.0921,47.4736,47.4968,1270000,45.49936
"169",47.4582,47.7674,47.2881,47.4582,916400,45.46238
"170",47.1335,47.6437,47.1103,47.4427,1316200,45.44753
"171",46.9634,47.4427,46.6619,47.1876,1607500,45.20316
"172",46.7934,47.2015,46.6928,47.0562,1629800,45.07728
"173",47.0485,47.319,46.716,46.8784,836200,44.90696
"174",46.6387,46.9557,46.5382,46.6387,1050300,44.67734
"175",46.6851,47.0485,46.4996,46.7701,1828900,44.80322
"176",46.7238,48.0998,46.7238,48.0612,3909400,46.04002
"177",48.0457,48.5095,47.922,48.4477,1189800,46.41027
"178",46.8784,48.0921,46.6078,47.5741,1582800,45.57341
"179",47.4582,47.5935,46.6542,46.9557,1510900,44.98101
"180",46.7083,47.1412,46.5073,46.8552,1219400,44.88474
"181",46.9634,47.6823,46.7779,47.5973,619000,45.59563
"182",47.8524,47.9297,47.4968,47.8215,767500,45.8104
"183",47.8988,48.1462,46.948,46.9711,1200700,44.99576
"184",46.8088,47.4891,46.8088,47.319,1151600,45.32903
"185",47.6978,47.8679,47.4582,47.7597,619200,45.7512
"186",47.7674,47.8215,46.7315,47.0407,1291500,45.06244
"187",46.9325,47.4273,46.9325,47.3345,1552500,45.34388
"188",47.3113,48.5327,47.1567,48.2312,1933100,46.20287
"189",48.2158,48.8342,47.9066,48.525,1139800,46.48432
"190",47.922,48.0844,47.2417,47.435,1131100,45.44016
"191",47.3577,47.7287,46.8165,47.2958,1027800,45.30681
"192",47.1489,47.2572,46.314,47.1489,1512000,45.16609
"193",46.0126,46.8088,45.5255,46.4687,1426400,44.51449
"194",46.2754,46.7238,45.8502,46.0048,1349500,44.0701
"195",46.5846,47.033,45.9816,46.0976,876000,44.159
"196",46.5846,46.5846,46.0976,46.4764,1859000,44.52187
"197",46.8629,47.7983,46.7779,47.3886,2469400,45.39571
"198",47.3654,47.7829,47.0021,47.0717,753400,45.09213
"199",47.0098,47.2263,46.3372,46.6078,1320000,44.64774
"200",46.6928,46.747,46.3759,46.5537,953100,44.59592
"201",46.6774,47.1567,46.5537,46.8861,772200,44.91434
"202",46.9557,47.0631,46.4841,46.5073,658800,44.55147
"203",46.4146,46.6078,46.1904,46.6078,698600,44.64774
"204",46.8784,47.3577,46.7934,47.3113,958600,45.32166
"205",47.2495,47.8988,47.234,47.8447,1188500,45.83262
"206",47.9839,48.9425,47.9066,48.5946,1989300,46.55099
"207",48.6023,48.9425,48.2776,48.4864,1078300,46.44734
"208",48.3395,49.1048,48.3086,49.0352,1273500,46.97306
"209",49.0971,49.2208,48.6564,48.8497,686400,46.79536
"210",48.7492,49.1164,48.6564,48.9115,740000,46.85456
"211",49.0198,49.1357,48.7105,48.8574,857000,46.80274
"212",48.8806,49.2439,48.8652,49.1744,797400,47.10641
"213",48.9579,49.2362,48.6873,48.7028,979700,46.65464
"214",48.8342,49.0275,48.726,48.811,576200,46.75829
"215",48.4941,48.9347,48.1462,48.8729,466600,46.81758
"216",49.0507,49.0584,48.1385,48.9425,864300,46.88426
"217",48.4013,48.5095,47.9761,48.409,666800,46.37319
"218",48.4245,48.5714,48.1307,48.3549,509000,46.32137
"219",48.9347,49.2903,48.5868,48.7492,783100,46.69909
"220",48.9425,49.2903,48.7569,49.2285,516600,47.15823
"221",49.0739,49.1898,48.6332,49.0429,412400,46.98044
"222",49.2362,49.8469,49.1744,49.5995,585600,47.51363
"223",49.7774,50.2489,49.4759,50.2489,755700,48.13572
"224",49.8779,50.2257,49.8701,50.1716,354100,48.06167
"225",50.1716,50.62,49.9784,50.3108,1004300,48.19501
"226",50.303,50.3958,49.7387,49.8856,642700,47.7877
"227",49.8315,50.0943,49.5068,49.8701,507000,47.77285
"228",49.8624,50.2489,49.4372,49.9784,931200,47.87659
"229",49.8005,50.2721,48.9811,49.0893,799900,47.02488
"230",49.6382,49.6382,48.8652,49.3367,1112900,47.26188
"231",49.1744,49.1744,48.5636,48.811,942700,46.93906
"232",48.8883,49.6459,48.8342,49.2362,1565500,47.34795
"233",49.128,49.8933,48.9966,49.7696,1790400,47.86089
"234",49.7232,49.9011,49.3491,49.8624,1172400,47.95013
"235",49.9861,50.1562,49.4217,49.5609,924100,47.6602
"236",49.3599,49.7851,49.3599,49.4217,873300,47.52633
"237",49.2749,49.9358,49.0352,49.5918,1735000,47.68991
"238",49.5841,49.7696,49.3213,49.6305,765300,47.72713
"239",49.8624,50.2953,49.7503,50.1639,1057700,48.24007
"240",50.1407,50.16,49.3213,49.3831,831200,47.48921
"241",48.8961,49.0352,48.5405,48.5405,1215900,46.67893
"242",48.5868,48.6719,48.0063,48.4786,1246400,46.6194
"243",48.1694,49.0198,48.0148,48.9115,1196500,47.0357
"244",48.7183,49.4449,48.6642,49.3831,945300,47.48921
"245",49.3599,49.5918,49.3135,49.414,1135200,47.51893
"246",49.8469,50.1484,49.3908,50.0402,2742900,48.12111
"247",49.9938,50.2257,49.5377,49.5995,1425200,47.69731
"248",49.5918,49.7696,48.842,49.3754,1376900,47.48181
"249",48.8342,49.2903,48.61,48.9115,1181900,47.0357
"250",48.7724,48.9115,48.4168,48.5095,1345000,46.64912
"251",48.6642,48.9425,48.3549,48.7028,1307800,46.83501
"252",48.7183,49.0816,48.4168,48.5018,1150200,46.64171
"253",48.6178,49.8315,48.4709,49.4913,1318000,47.59326
"254",49.2981,49.2981,48.3627,48.7878,1009200,46.91674
"255",48.7956,49.0352,48.3627,48.5482,581900,46.68633
"256",48.8883,49.3599,48.7801,49.1821,577700,47.29592
"257",48.811,48.842,47.837,47.9916,993100,46.15108
"258",47.8524,48.3008,47.636,48.1539,767100,46.30716
"259",48.44,49.3831,48.3317,49.0661,2208900,47.18437
"260",49.0429,49.6923,48.8652,49.4372,851100,47.54124
"261",49.5995,50.0866,49.5841,49.6382,985800,47.73453
"262",49.4759,49.8353,49.128,49.1589,837900,47.27361
"263",48.6951,49.4217,48.1153,49.3135,1120500,47.42228
"264",49.3367,49.4217,48.2699,48.324,967900,46.47073
"265",48.3163,48.6564,48.1617,48.4709,922600,46.612
"266",48.5636,49.0275,48.4322,48.927,1389100,47.0506
"267",49.012,49.2053,48.7028,48.8961,682500,47.02089
"268",48.8574,49.8237,48.8574,49.2981,1292000,47.40747
"269",49.4063,50.1407,49.3599,50.0634,862400,48.14342
"270",49.9706,50.2103,49.6614,50.0557,770900,48.13602
"271",50.0247,50.0711,49.6614,49.8624,714800,47.95013
"272",50.1639,50.5736,49.9629,50.2412,879700,48.31441
"273",49.7001,49.9706,49.3452,49.9706,680600,48.05418
"274",49.3676,49.5377,49.1512,49.2439,1119500,47.35535
"275",49.0507,49.4372,48.811,48.8652,644200,46.99118
"276",49.1666,49.414,48.7801,48.8883,540400,47.01339
"277",48.9347,49.1666,48.3395,48.6178,503700,46.75327
"278",48.7646,48.7646,48.0844,48.641,726700,46.77557
"279",48.4786,48.525,47.8756,48.2776,477300,46.42611
"280",48.4322,48.9193,48.3317,48.7646,581500,46.89443
"281",48.7801,48.8497,48.007,48.2776,618000,46.42611
"282",48.4245,49.1435,48.4168,48.9811,447100,47.10263
"283",49.0043,49.0043,48.641,48.842,276900,46.96887
"284",48.5095,49.1357,48.3085,49.0507,585100,47.16956
"285",48.7956,48.9656,48.4477,48.5327,819400,46.67143
"286",48.4632,48.4632,47.1412,47.2031,999300,45.39282
"287",47.2495,47.4118,46.314,46.3836,1791400,44.60475
"288",45.8889,47.0021,45.8502,46.546,2031700,44.76092
"289",46.8475,47.1103,45.6338,46.1208,1244200,44.35203
"290",45.6724,46.0899,44.1108,44.2191,1448600,42.52326
"291",44.0644,45.2704,44.0567,44.7911,1759700,43.07332
"292",43.9949,44.3737,40.3306,41.0418,3203100,39.46781
"293",41.3124,42.6923,41.1423,42.3019,5081000,40.67958
"294",41.1036,41.9076,39.3333,39.8358,6216500,38.4809
"295",40.4465,41.8535,39.859,41.7066,5752400,40.28807
"296",40.7867,42.2864,40.632,41.2041,3395000,39.80266
"297",41.1964,43.1677,40.7016,42.758,2532500,41.30371
"298",42.6575,43.5851,42.3869,43.4305,1393100,41.95334
"299",43.6393,43.7707,43.0749,43.7398,846800,42.25212
"300",43.4151,43.7243,42.8585,43.2682,1564300,41.79656
"301",43.5697,43.7552,42.9358,43.2373,985600,41.76671
"302",42.1704,42.2941,40.261,40.6166,1591400,39.23514
"303",40.1682,41.1655,39.743,39.7894,1408500,38.43608
"304",40.5779,40.7867,39.7662,39.9286,934000,38.57054
"305",40.0213,41.15,39.7044,41.1345,1084300,39.73543
"306",40.9722,41.954,40.7789,41.8767,941000,40.45239
"307",41.9772,42.2021,41.2041,41.351,1368900,39.94457
"308",40.9567,42.7193,40.5779,42.3405,1042800,40.90041
"309",42.642,43.5078,42.5724,43.4692,690000,41.99072
"310",43.2914,44.0876,42.8817,43.7475,841100,42.25956
"311",44.0026,44.6365,43.7668,44.1572,1414700,42.65532
"312",44.1031,44.5205,43.6779,43.8093,1273800,42.31925
"313",43.1136,43.1136,42.2632,42.3946,718600,40.95267
"314",41.8921,42.5029,41.1577,42.2323,1210800,40.79589
"315",43.0363,44.2654,42.9049,44.25,1189400,42.74496
"316",43.8016,44.3814,43.2605,43.4537,857600,41.97575
"317",43.1213,43.2991,42.1782,42.5492,1327700,41.10201
"318",41.9926,42.7271,41.467,42.4024,1108800,40.9602
"319",42.5183,43.8634,42.2014,43.7475,1464600,42.25956
"320",44.0412,45.3013,43.7784,44.9225,2482400,43.39459
"321",45.2318,45.2318,44.4046,44.6983,2511900,43.17801
"322",45.2163,45.425,44.3659,44.5128,3205100,42.99882
"323",43.848,44.4896,43.4305,44.4587,1972800,42.94656
"324",44.4587,44.9839,44.049,44.1108,1764300,42.6105
"325",43.9794,44.3814,42.8198,42.8739,1856900,41.41567
"326",41.7143,42.758,41.6448,42.6034,3296900,41.15437
"327",42.4255,43.2063,42.4255,42.9203,1691100,41.46049
"328",43.2836,44.25,42.6273,44.1804,1113900,42.67773
"329",45.0308,45.4482,44.3427,44.5901,1114700,43.07349
"330",44.5824,44.9573,43.5156,43.6161,1176200,42.13262
"331",44.2964,44.7138,43.2063,43.9794,978500,42.48357
"332",43.5156,43.5774,41.8071,41.8071,1899900,40.38515
"333",41.5133,42.1241,40.8176,41.8999,3088200,40.47479
"334",43.55,45.0894,42.3,44.75,2660400,43.22796
"335",44.82,45.55,44.06,45.48,2060900,43.93313
"336",46.05,49.48,45.4475,46.02,1265200,44.45476
"337",47.99,48,45.94,46.05,1193500,44.48374
"338",46.67,47.27,46.3,46.7,840400,45.11163
"339",47,47.29,46.7,47.06,1160600,45.45939
"340",47.62,47.62,47.07,47.08,1338000,45.47871
"341",46.82,47.19,46.76,47.17,1109700,45.56565
"342",47.42,47.51,46.56,47.18,953000,45.57531
"343",47,47.2,46.765,47.05,621000,45.44973
"344",46.69,48.805,46.69,48.36,1578400,46.71517
"345",47.87,48.89,47.66,48.71,1017000,47.05327
"346",48.66,48.95,48.06,48.33,822400,46.6862
"347",48.67,49.32,48.62,49.17,1046300,47.49762
"348",49.18,50.1,49.15,49.41,822000,47.72946
"349",49.1,49.49,48.52,48.65,621500,46.99531
"350",48.99,49.5,48.76,49.32,647700,47.64252
"351",50.24,51.15,49.95,50.53,1291000,48.81137
"352",50.54,50.65,49.2,49.37,1238500,47.69082
"353",49.09,50.15,49.09,49.43,912900,47.74878
"354",48.9,49.43,47.85,48.6,2078000,46.94701
"355",49.06,49.77,48.56,49.68,911800,47.99028
"356",50.47,50.819,49.24,49.89,1092000,48.19313
"357",49.75,49.75,48.78,49.42,708500,47.73912
"358",49.16,50.03,48.38,49.99,1025700,48.47611
"359",50,50.365,49.47,50.22,765900,48.69914
"360",49.26,49.47,48.52,48.71,676100,47.23487
"361",49.29,50.03,49.183,49.88,450400,48.36944
"362",50.56,51.15,50.48,50.63,770200,49.09672
"363",50.42,50.93,50.15,50.51,544300,48.98035
"364",50.26,51.35,50.26,50.96,623400,49.41673
"365",50.41,51.07,50.01,50.33,585300,48.80581
"366",50.25,50.5,49.57,50.08,537800,48.56338
"367",50.56,50.56,49.6,49.72,602800,48.21428
"368",49.11,50.19,49,50.05,748300,48.53429
"369",49.8,50.22,49.34,49.7,484900,48.19489
"370",49.14,49.33,48.62,48.77,500600,47.29305
"371",48.77,48.77,48.77,48.77,0,47.29305
"372",48.34,49.34,48.22,48.53,219000,47.06032
"373",49.5,50.5,49.5,50.11,417500,48.59247
"374",50.28,50.86,50.22,50.72,463100,49.184
"375",51.98,52.71,51.65,52.52,940300,50.92949
"376",52.33,52.52,51.88,51.94,495400,50.36705
"377",52.43,52.69,51.86,51.98,526400,50.40584
"378",52.47,52.69,51.87,52.37,722100,50.78403
"379",52.47,52.53,51.65,52.16,445200,50.58039
"380",51.82,52.36,51.46,52.08,540600,50.50281
"381",51.94,51.94,51.1701,51.35,426200,49.79492
"382",51.73,52.3099,51.64,52.15,476400,50.57069
"383",51.16,51.37,50.58,51.12,461800,49.57188
"384",51.22,51.52,49.88,50,545300,48.4858
"385",49.95,50.18,49.56,49.63,621200,48.12701
"386",50,50.05,49.58,49.65,613200,48.1464
"387",50.01,50.01,48.75,49.15,1262800,47.66154
"388",49.15,49.81,48.7,48.77,638900,47.29305
"389",49.25,50.07,49.18,49.89,599200,48.37913
"390",50.03,50.43,49.65,50.24,741000,48.71853
"391",50.48,50.5,50.15,50.28,614900,48.75732
"392",50.72,50.7325,50.38,50.6,462600,49.06763
"393",50.6,50.6,50.6,50.6,0,49.06763
"394",50.72,51.29,50.62,51.01,794400,49.46521
"395",51.11,51.11,50.71,50.92,470500,49.37794
"396",50.92,51.29,50.85,51.18,663000,49.63007
"397",51.06,51.44,50.83,51.23,442500,49.67855
"398",51.23,51.23,51.23,51.23,0,49.67855
"399",52.09,52.35,50.93,50.98,1203900,49.43612
"400",50.9,51.31,50.69,50.78,856100,49.24218
"401",50.49,50.69,49.74,50.62,623700,49.08702
"402",50.71,51.04,50.29,50.58,761000,49.04824
"403",50.61,51.02,50.48,50.8,744800,49.26157
"404",51,51.42,50.95,51.22,655800,49.66886
"405",51,51.5,50.78,51.35,574300,49.79492
"406",51.37,51.61,51.08,51.5,581700,49.94037
"407",51.06,51.4,50.71,51.4,383600,49.8434
"408",51.4,51.4,51.4,51.4,0,49.8434
"409",51.5,51.8,51,51.41,533000,49.8531
"410",51.43,51.85,51.31,51.75,381600,50.1828
"411",51.76,52.62,51.43,52.56,501800,50.96827
"412",52.54,52.8198,52.31,52.71,597600,51.11373
"413",52.65,52.855,52.3612,52.63,622300,51.03615
"414",52.49,52.76,52.45,52.73,334100,51.13312
"415",52.46,52.9896,52.38,52.87,664100,51.26888
"416",52.93,52.97,52.3,52.48,464800,50.8907
"417",52.25,52.96,52.01,52.77,462500,51.17191
"418",52.5,52.5,51.92,52.35,463700,50.76463
"419",52.61,52.79,51.99,52.31,572700,50.72585
"420",52.65,53.15,52.53,52.88,1083500,51.27858
"421",53.04,53.38,52.62,53,744800,51.39495
"422",53.83,55.35,53.31,54.32,1870400,52.67497
"423",54.03,54.89,53.79,54,717100,52.56304
"424",53.81,54.0699,53.63,53.93,950100,52.4949
"425",53.95,54.41,53.6,54.31,619400,52.86479
"426",54.61,54.61,53.92,54.14,490800,52.69931
"427",54,54,53.33,53.66,520000,52.23208
"428",53.98,54.13,53.74,53.82,495900,52.38783
"429",53.67,54.23,53.67,54.18,587200,52.73825
"430",54.3,54.745,54.02,54.19,739300,52.74798
"431",54.35,56.4,54.34,56.34,1410800,54.84077
"432",56.52,56.62,55.88,56.02,779500,54.52928
"433",56.02,56.02,56.02,56.02,0,54.52928
"434",56.05,56.2,55.09,55.43,522100,53.95498
"435",55.6,55.6,55.07,55.28,389000,53.80897
"436",55.35,55.45,54.97,55.37,556100,53.89658
"437",55.57,56,55.1501,55.6,802300,54.12046
"438",55.19,55.19,54.83,54.97,554100,53.50723
"439",55.14,55.17,54.61,54.97,866300,53.50723
"440",54.77,55.3999,54.77,55.08,684500,53.6143
"441",55.33,55.7,55.15,55.44,535400,53.96472
"442",55.48,55.48,54.4,54.5,474100,53.04973
"443",54.49,54.97,54.46,54.83,492700,53.37095
"444",54.65,54.83,53.5499,53.82,708000,52.38783
"445",54.01,54.089,53.55,53.84,653000,52.40729
"446",54.22,55.43,54.05,55.14,2013200,53.6727
"447",55.23,56.26,55.2,56.15,821800,54.65583
"448",55.99,56.5,55.78,55.99,1346000,54.50008
"449",56.73,57.63,56.27,57.51,3307800,55.97963
"450",57.55,58.59,57.26,57.58,2669900,56.04777
"451",57.59,57.59,56.99,57.4,973800,55.87256
"452",57.53,57.95,56.71,56.82,1311500,55.30799
"453",56.75,56.83,56.51,56.73,803000,55.22039
"454",56.38,56.8,56.34,56.75,983300,55.23986
"455",56.47,57.315,56.43,57.2,1137100,55.67788
"456",56.41,58.37,56.31,58.28,1166800,56.72914
"457",58.15,58.31,57.48,58.24,810400,56.69021
"458",58.49,58.85,58.36,58.51,792200,56.95302
"459",58.68,58.98,58.13,58.29,590400,56.73888
"460",58.17,58.48,57.81,58.14,505300,56.59287
"461",57.85,58.13,57.15,58.12,666900,56.5734
