"","BEAM.Open","BEAM.High","BEAM.Low","BEAM.Close","BEAM.Volume","BEAM.Adjusted"
"976",83.18,83.21,83.16,83.16,1347900,83.16
"977",83.215,83.27,83.15,83.18,2668800,83.18
"978",83.22,83.25,83.18,83.25,2214600,83.25
"979",83.26,83.3,83.22,83.26,1627400,83.26
"980",83.29,83.29,83.23,83.24,1311200,83.24
"981",83.24,83.27,83.22,83.26,2130700,83.26
"982",83.25,83.28,83.235,83.28,1027000,83.28
"983",83.27,83.31,83.26,83.3,1476000,83.3
"984",83.28,83.31,83.26,83.3,1244400,83.3
"985",83.28,83.3,83.27,83.27,820600,83.27
"986",83.29,83.295,83.26,83.26,1266900,83.26
"987",83.26,83.3,83.25,83.28,2255900,83.28
"988",83.28,83.41,83.27,83.29,3813900,83.29
"989",83.31,83.34,83.3,83.3,2130400,83.3
"990",83.31,83.34,83.3,83.33,1531600,83.33
"991",83.32,83.34,83.28,83.28,2950900,83.28
"992",83.29,83.31,83.27,83.27,4529200,83.27
"993",83.29,83.32,83.28,83.29,3993400,83.29
"994",83.31,83.31,83.28,83.3,3889300,83.3
"995",83.31,83.31,83.27,83.28,4674800,83.28
"996",83.29,83.29,83.25,83.27,3972700,83.27
"997",83.27,83.27,83.27,83.27,0,83.27
"998",83.3,83.4,83.28,83.38,1829200,83.38
"999",83.46,83.47,83.45,83.46,708600,83.46
"1000",83.46,83.47,83.45,83.47,585200,83.47
"1001",83.46,83.475,83.45,83.45,641100,83.45
"1002",83.45,83.47,83.45,83.45,602200,83.45
"1003",83.46,83.47,83.45,83.46,1396000,83.46
"1004",83.46,83.47,83.45,83.45,1007100,83.45
"1005",83.46,83.5,83.46,83.47,12240000,83.47
