"","LYB.Open","LYB.High","LYB.Low","LYB.Close","LYB.Volume","LYB.Adjusted"
"76",22.690001,23.110001,22.690001,23.1,4341200,16.898958
"77",23.1,23.639999,23.030001,23.450001,2932200,17.155003
"78",23.379999,23.950001,23.370001,23.620001,3805000,17.279367
"79",23.65,23.950001,23.26,23.9,4344600,17.484202
"80",23.92,24.059999,23.709999,23.870001,6646000,17.462257
"81",24.030001,24.4,23.93,24.09,3833700,17.623198
"82",24.040001,25,24.030001,24.790001,7091600,18.135289
"83",24.85,24.879999,23.950001,24.219999,1901200,17.7183
"84",24.26,24.540001,24.190001,24.450001,2172800,17.886559
"85",24.700001,25.280001,24.700001,25.25,6419900,18.471804
"86",25.190001,26.6,25.129999,26.16,8024800,19.13752
"87",26.1,26.35,25.450001,26.299999,7003500,19.239938
"88",26.4,27.120001,26.290001,26.969999,12316200,19.730081
"89",26.969999,27.65,24.450001,27.02,9197400,19.76666
"90",27.1,27.1,26.5,26.5,3207600,19.38625
"91",26.6,27.040001,26.41,26.75,4034900,19.569139
"92",26.99,26.99,26.440001,26.52,7782900,19.400881
"93",26.700001,27.200001,26.65,27.129999,6081700,19.84713
"94",27.190001,28,27.1,27.559999,6521800,20.161699
"95",27.6,27.68,27.299999,27.549999,2442100,20.154384
"96",27.84,28.27,27.719999,27.959999,3935100,20.454322
"97",28.07,28.120001,26.5,27.719999,5532600,20.278748
"98",27.83,27.83,26.85,27.209999,3619200,19.905654
"99",27.379999,27.790001,26.99,27.51,3821600,20.125122
"100",27.85,28.25,26.6,26.860001,7190600,19.649611
"101",26.76,27.16,25.700001,26,4165000,19.020471
"102",26.299999,26.790001,26.18,26.629999,3387900,19.481351
"103",26.91,27.469999,26.35,26.950001,3338400,19.715451
"104",27.25,27.559999,26.99,27.41,5118300,20.051966
"105",27.450001,28.530001,26.76,28.35,7669000,20.73963
"106",28.5,28.85,28.24,28.85,4110700,21.105408
"107",29.02,29.1,28.17,28.440001,2267300,20.80547
"108",28.4,28.5,27.74,28.34,2717000,20.732314
"109",28.120001,28.799999,28.02,28.290001,2478300,20.695737
"110",28.32,28.370001,27.33,27.4,4365200,20.04465
"111",27.25,27.99,27.200001,27.66,4142500,20.234855
"112",27.57,27.65,26.25,26.700001,2919300,19.532562
"113",26.74,27.309999,26.34,27.23,3193800,19.920286
"114",28.059999,28.23,27.540001,27.690001,3376600,20.256802
"115",27.77,28.879999,27.5,28.75,17483400,21.032252
"116",28.629999,29.82,28.549999,29.68,6153800,21.7126
"117",29.25,29.25,28.809999,28.950001,4384400,21.178564
"118",29.1,29.540001,28.860001,29.5,3341100,21.58092
"119",29.200001,29.549999,29.15,29.379999,740600,21.493132
"120",29.9,29.969999,28.860001,29.75,3414900,21.763809
"121",29.23,29.5,29.059999,29.209999,2831300,21.368767
"122",29.690001,30.040001,29.629999,29.879999,7132500,21.85891
"123",30.209999,30.5,29.41,30.49,7641100,22.30516
"124",30.040001,30.709999,29.530001,30.52,5584300,22.327108
"125",30.620001,31.120001,30.5,31.08,4628200,22.736779
"126",31.5,31.75,30.93,31.6,6296400,23.117189
"127",31.6,31.85,30.73,30.860001,3558100,22.575837
"128",31.23,31.34,29.6,30.610001,4306200,22.392948
"129",30.559999,31.17,30.459999,31.1,3383400,22.75141
"130",31.08,31.969999,31.030001,31.860001,38066400,23.307394
"131",31.610001,32.459999,31.07,31.99,3875100,23.402495
"132",31.99,32.189999,31.52,31.75,1458700,23.226922
"133",32.009998,32.07,30.91,31.200001,2498500,22.824566
"134",31.139999,32,30.719999,31.870001,3980000,23.314709
"135",31.91,32.119999,31.620001,32.099998,2500900,23.482966
"136",32,32.57,32,32.549999,3301200,23.812167
"137",32.34,32.98,32.34,32.950001,3212600,24.10479
"138",32.950001,33,32.790001,32.93,724400,24.090159
"139",32.669998,33.029999,32.650002,32.959999,679600,24.112105
"140",32.939999,33.299999,32.830002,33.279999,1111600,24.346203
"141",33.209999,33.450001,33.18,33.400002,1290400,24.433991
"142",33.43,33.82,33.259998,33.759998,1605600,24.697349
"143",33.849998,34.540001,33.830002,34.400002,1877900,25.165548
"144",34.75,34.990002,34.43,34.560001,3403400,25.282597
"145",34.799999,34.950001,34.540001,34.869999,5475700,25.509378
"146",34.68,35,34.630001,34.849998,2780800,25.494746
"147",34.93,35.110001,34.720001,34.970001,3249400,25.582535
"148",35.18,35.23,34.450001,34.619999,1889700,25.326489
"149",34.919998,35.299999,34.599998,35.240002,4051600,25.780056
"150",35.599998,36.580002,35.509998,36.470001,4729500,26.67987
"151",36.66,37,36.509998,36.740002,2867900,26.877391
"152",36.84,36.84,35.849998,36.400002,4404500,26.628661
"153",36.279999,37,36.040001,36.610001,3841100,26.782287
"154",36.950001,37,36.459999,36.5,2166600,26.701816
"155",36.669998,36.700001,35.529999,35.66,3682500,26.087308
"156",35.259998,35.77,33.57,35.419998,7837700,25.911733
"157",35.880001,36.220001,34.400002,35.049999,3647600,25.641058
"158",35.599998,35.740002,34.75,35.650002,2489700,26.079994
"159",35.700001,36.150002,35.529999,35.700001,6351500,26.116571
"160",35.779999,36.25,35.540001,36,2325700,26.336037
"161",36.060001,36.509998,35.830002,36.200001,2718800,26.482349
"162",36.299999,36.48,34.619999,34.860001,1961300,25.502063
"163",34.77,36.040001,34.77,35.939999,2250400,26.292143
"164",36.189999,37,35.970001,36.84,2823400,26.950545
"165",36.509998,36.880001,36.169998,36.549999,1646500,26.738393
"166",36.830002,37.439999,36,36.119999,3667200,26.423823
"167",36.439999,36.759998,35.34,36.169998,4087000,26.460401
"168",36.490002,36.77,35.290001,35.52,4454900,25.984891
"169",35.77,35.849998,34.360001,35.48,5053800,25.955628
"170",35.240002,35.950001,34.59,35.84,5237600,26.218988
"171",35.330002,36.830002,35.330002,36.75,2841300,26.884705
"172",36.169998,38.889999,35.759998,37.07,4639500,27.118803
"173",37.419998,37.439999,36.810001,37.400002,2764300,27.360218
"174",37.389999,37.669998,36.560001,37.48,2470500,27.418741
"175",37.470001,37.799999,37.09,37.540001,2955500,27.462635
"176",37.59,38.599998,37.259998,38.59,6305700,28.230769
"177",36.900002,38.119999,35.34,37.950001,15389100,27.762573
"178",36.529999,38.75,35.740002,35.84,6342400,26.218988
"179",35.549999,37,34.880001,36.639999,6188600,26.804233
"180",36.66,37.389999,36.259998,36.700001,4456100,26.848128
"181",37.52,38.540001,37.5,38.169998,4899300,27.923514
"182",38.880001,40,37.709999,38.080002,12466200,27.857676
"183",38.369999,38.849998,36.759998,37.060001,3520100,27.111488
"184",37.200001,38.580002,36.84,38.07,3930500,27.850359
"185",38.650002,39.849998,38.650002,39.560001,5558300,28.94038
"186",40.200001,40.299999,39.34,39.639999,4308600,28.998903
"187",40.189999,40.299999,39.459999,39.830002,4343300,29.1379
"188",39.720001,41.080002,39.360001,40.73,3269300,29.7963
"189",40.919998,41.119999,40.310001,40.900002,2698300,29.920666
"190",40.380001,41,38.529999,39.689999,7360400,29.03548
"191",39.049999,39.66,38.200001,39.16,3965500,28.647756
"192",39.080002,40.41,38.75,39.189999,1751000,28.669702
"193",37.450001,38.639999,37.330002,38.279999,3694900,28.003986
"194",38.119999,39.41,37.990002,38.09,3071500,27.864991
"195",38.830002,39.310001,38.77,38.990002,1526200,28.523393
"196",39.52,39.580002,38.209999,38.400002,2805700,28.091774
"197",39.349998,40,38.799999,39.669998,2810700,29.020849
"198",39.630001,39.689999,38.689999,39.049999,1433600,28.567284
"199",38.830002,39.970001,38.509998,39.869999,1289300,29.167161
"200",40,40.599998,39.75,40.389999,1852300,29.54757
"201",40.400002,40.869999,39.919998,40.360001,1493600,29.525625
"202",40.5,40.82,39.419998,40.209999,3532800,29.41589
"203",39.939999,40.740002,39.900002,40.139999,2103700,29.364681
"204",40.389999,40.389999,39.490002,39.68,2951200,29.028166
"205",39.66,40.130001,39.279999,39.549999,3555600,28.933063
"206",39.990002,40.279999,39.560001,40.27,4105400,29.459784
"207",40.5,41,40.360001,40.650002,1992700,29.737777
"208",40.470001,41.509998,40.290001,41.34,2558000,30.24255
"209",41.400002,42.049999,41.27,41.610001,2955900,30.44007
"210",41.630001,41.75,40.720001,41.5,3235600,30.359599
"211",41.580002,43.279999,41.490002,42.580002,4861400,31.149681
"212",42.599998,43.200001,41.810001,42.490002,2362700,31.083841
"213",42.029999,42.279999,40.360001,40.529999,4195500,29.649988
"214",40.740002,40.880001,40.09,40.630001,2475100,29.723145
"215",40.400002,40.630001,39.630001,40.419998,1606500,29.569516
"216",40.419998,41.18,39.990002,41.009998,2073400,30.001135
"217",40.68,41.119999,39.799999,40.060001,2265900,29.306158
"218",40.049999,41.07,39.849998,40.779999,3088000,29.832877
"219",41.459999,42,41.360001,42,2382100,30.725377
"220",42.049999,42.799999,41.93,42.73,2375100,31.259413
"221",42.810001,43.740002,42.419998,43.259998,2144700,31.647137
"222",43.529999,44,42.98,43.790001,2800000,32.034864
"223",43.990002,44.41,43.400002,43.700001,3105000,31.969024
"224",43.779999,44.540001,43.619999,44.439999,3637300,32.510374
"225",44.66,45.360001,44.27,44.5,3716100,32.554268
"226",48.09,48.119999,44.630001,45.619999,6359900,33.373611
"227",45.700001,46.279999,44.459999,44.57,4248600,32.677107
"228",44.41,44.529999,42,42.830002,4965300,31.401403
"229",42.740002,43.389999,41.290001,41.650002,5150500,30.53627
"230",41.740002,42.790001,40.880001,41.080002,7247600,30.118367
"231",41.080002,42.290001,41.029999,41.5,4505400,30.426294
"232",42.029999,42.5,41.75,42.240002,4993700,30.968837
"233",42.5,43.310001,41.459999,42.220001,6643600,30.954173
"234",42,42.330002,41.169998,41.330002,4061300,30.301658
"235",41.630001,41.75,39.360001,39.68,4637200,29.091936
"236",38.32,39.25,37.73,38.099998,10085100,27.933536
"237",38.099998,39.220001,38.07,38.950001,8988700,28.556727
"238",39.110001,41.060001,38.939999,41,7016500,30.059712
"239",41.25,41.57,40.490002,41,3130900,30.059712
"240",40.700001,40.830002,39.669998,40,4038400,29.326549
"241",38.91,39.349998,38.16,38.900002,4454000,28.52007
"242",39.43,40,39.25,39.75,4469600,29.143258
"243",39.5,42.080002,39.490002,41.59,4805000,30.492279
"244",41.630001,42.200001,40.779999,41.759998,4563200,30.616915
"245",42.119999,42.740002,41.82,42.740002,2684500,31.335418
"246",43.470001,43.82,42.84,43.810001,8699000,32.119903
"247",43.669998,44.209999,42.110001,42.279999,4180100,30.998161
"248",42.66,42.98,41.060001,41.700001,3664300,30.572927
"249",40.5,40.709999,39.209999,39.889999,6642400,29.2459
"250",40.049999,40.080002,38.119999,38.240002,5518300,28.036182
"251",39.43,39.490002,38.43,38.880001,4363600,28.505406
"252",38.5,39.5,38.240002,39.220001,4387500,28.754682
"253",39.549999,40.18,39.220001,40,3302800,29.326549
"254",39.549999,39.939999,38.779999,39.299999,3219200,28.813333
"255",39.400002,39.759998,38.110001,38.299999,3357500,28.08017
"256",39.139999,40.25,39.060001,39.880001,4451000,29.23857
"257",39.279999,39.59,38.080002,38.360001,4910700,28.124161
"258",38.459999,38.619999,36.16,37.009998,8190900,27.134388
"259",37.549999,37.709999,36.27,36.880001,6585000,27.039079
"260",36.470001,36.869999,35.880001,36.560001,5519200,26.804466
"261",37.09,38.759998,36.970001,38.610001,5852000,28.307451
"262",38.639999,39.509998,38.290001,38.700001,4575300,28.373436
"263",37.869999,38.099998,36.639999,38.060001,4695900,27.904212
"264",38.240002,38.830002,37.52,37.580002,19002500,27.552294
"265",37.650002,37.830002,35.84,37.259998,7024600,27.317679
"266",37.700001,37.700001,36.470001,37.48,5326300,27.478976
"267",37.740002,39.290001,37.68,38.290001,4354400,28.072839
"268",38.299999,39.049999,37.860001,38.52,3257400,28.241467
"269",39.41,39.59,38.43,38.919998,4650200,28.53473
"270",39.009998,40.110001,38.75,39.889999,3880100,29.2459
"271",39.630001,39.75,38.799999,39.450001,4517500,28.923309
"272",39.950001,41.349998,39.950001,41.23,5828900,30.22834
"273",40.509998,40.919998,39.959999,40.880001,3542000,29.971733
"274",39.990002,40,37.900002,38.48,4543700,28.212139
"275",38.32,38.950001,37.990002,38.400002,2300700,28.153488
"276",38.860001,39.099998,38.150002,38.470001,2697100,28.204809
"277",38.5,38.970001,37.810001,37.919998,2439700,27.801567
"278",38.200001,38.310001,37.669998,38.09,2566200,27.926206
"279",37.849998,38.139999,36.200001,36.84,3953600,27.009751
"280",37.279999,37.700001,36.869999,37.080002,3996300,27.185712
"281",37.389999,38.07,37.189999,37.599998,3548700,27.566955
"282",37.93,39.43,37.669998,39.09,4992500,28.65937
"283",38.950001,39.650002,38.25,39.540001,3996700,28.989294
"284",38.810001,39.290001,38.220001,38.310001,3420900,28.087503
"285",38.290001,39.310001,38.16,38.939999,3110900,28.549394
"286",38.549999,39.09,37.619999,38,3987800,27.860221
"287",38,38.450001,37.119999,37.549999,3514800,27.530297
"288",38,39.98,36.889999,39.459999,8271700,28.930639
"289",40.959999,41.93,38.41,40.330002,6165400,29.568494
"290",40,40.07,37.349998,37.389999,5618900,27.412991
"291",37.610001,38.040001,35.049999,37.290001,10588700,27.339676
"292",36.599998,36.599998,32.290001,33.509998,12484200,24.568315
"293",34.220001,35.150002,30.18,33.110001,9313700,24.275051
"294",31.49,32.57,26.52,28.469999,14254800,20.87317
"295",29.41,31.85,29.09,31.84,12420900,23.343933
"296",30.860001,32.48,30.309999,31.129999,6956500,22.823386
"297",31.34,34.740002,31.27,34.02,6043100,24.94223
"298",34.099998,34.540001,33,33.900002,5040200,24.854251
"299",34.16,35.02,33.490002,33.939999,4467900,25.031253
"300",33.490002,33.540001,32.07,32.619999,3897100,24.057734
"301",32.939999,33.380001,31.360001,31.91,4899400,23.534099
"302",30.6,30.959999,28.83,29.049999,7548500,21.424806
"303",28.67,29.5,27.92,27.98,5068500,20.635665
"304",29.209999,30.43,28.24,28.75,5459500,21.203552
"305",29.08,30.309999,28.469999,29.85,4824400,22.014819
"306",29.719999,30.870001,29.58,30.790001,3591900,22.708083
"307",31.030001,31.290001,29.92,30.42,3639100,22.435202
"308",30.030001,32.080002,29.73,31.85,3309700,23.489848
"309",32.779999,34.740002,32.549999,34.689999,4685200,25.584389
"310",34.18,34.490002,33.700001,34.060001,3893900,25.119757
"311",34.369999,35.049999,34.060001,34.650002,4338700,25.554891
"312",34.580002,34.73,33.650002,33.919998,3387600,25.016502
"313",32.66,32.689999,31.309999,32.110001,1933400,23.681602
"314",30.65,32.16,30.6,32.099998,4855800,23.674226
"315",32.759998,34.220001,32.720001,33.939999,2229700,25.031253
"316",33.439999,34,32.900002,33.349998,2069500,24.596119
"317",32.759998,32.82,30.84,31.190001,3705200,23.003089
"318",30.4,31.51,30.26,31.42,3949200,23.172717
"319",31.75,32.610001,31.41,32.509998,1712800,23.976607
"320",32.639999,33.779999,31.620001,33.290001,2177600,24.55187
"321",33.720001,34.220001,32.959999,33.689999,1962800,24.846874
"322",33.580002,34.029999,32.810001,34,2144400,25.075505
"323",32.82,33.240002,31.959999,32.919998,2805000,24.278988
"324",33.110001,33.52,31.68,31.76,2916900,23.423472
"325",31.440001,31.440001,28.860001,28.889999,5955300,21.306804
"326",27.049999,28.379999,25.58,27.809999,6481700,20.510288
"327",27.790001,29.52,27.4,28.469999,2601400,20.997047
"328",28.799999,29.190001,27.809999,29,5867000,21.387931
"329",30.059999,31.32,29.450001,29.59,6548400,21.823065
"330",29.52,29.68,27.65,27.77,3886500,20.480788
"331",28.6,28.82,26.049999,26.65,5166500,19.654771
"332",25.700001,25.84,24.41,24.43,8354500,18.017488
"333",24.299999,25.540001,23.809999,24.1,6837400,17.774108
"334",23.75,26.030001,22.9,25.879999,7100000,19.086884
"335",25.889999,26.52,25.51,26.09,7499700,19.241763
"336",26.120001,27.620001,25.91,27.389999,6296900,20.200531
"337",27.700001,27.889999,26.43,26.52,4423000,19.558894
"338",27.24,28.129999,26.58,27.25,3407500,20.09728
"339",26.93,28.58,26.59,28.049999,3501300,20.687291
"340",28.26,29.469999,27.950001,28.700001,4479500,21.166677
"341",28.290001,28.530001,27.5,28.059999,2190200,20.694666
"342",28.82,29.790001,28.610001,29.200001,4474900,21.535434
"343",28.969999,29.24,27.889999,28.24,3140900,20.827419
"344",28.040001,28.620001,27.34,28.290001,4606200,20.864296
"345",27.99,28.030001,26.809999,26.93,5565600,19.861275
"346",26.879999,27.450001,26.1,27.389999,3481900,20.200531
"347",30.799999,31.26,29,31.02,12613600,22.877711
"348",31.1,32.360001,30.959999,32.330002,4670800,23.843857
"349",32.34,32.439999,30.620001,30.73,3968500,22.663831
"350",31.200001,32.099998,30.09,31.74,5577500,23.408721
"351",32.889999,34.080002,32.52,33.59,5040700,24.773124
"352",34.25,35.5,33.32,34.5,5968000,25.444262
"353",34.75,34.75,32.84,32.860001,5134900,24.234739
"354",30.9,32.509998,29.5,32.110001,5704700,23.681602
"355",32.610001,33.669998,32.560001,33.209999,2339600,24.492868
"356",34.040001,34.639999,33.029999,34.459999,4112400,25.414761
"357",34.139999,35.259998,33.709999,35.009998,5280500,25.820394
"358",34.919998,35.029999,33.919998,34.790001,2343400,25.658142
"359",35,35.240002,33.990002,34.939999,2375700,25.768768
"360",33.360001,34.490002,33.279999,34.060001,4871000,25.119757
"361",34.52,35.119999,33.650002,35.07,5372400,25.864646
"362",35.220001,36.459999,34.57,36.080002,4027900,26.609537
"363",36.509998,36.959999,35.380001,35.529999,5244300,26.203902
"364",35.5,36.049999,34.849998,34.919998,10945200,25.754017
"365",34.669998,35.48,34.66,35.02,6982200,25.827771
"366",34.790001,35.220001,34.75,35.189999,8539700,25.953147
"367",35.470001,35.970001,34.009998,34.529999,13064200,25.466387
"368",34.099998,34.610001,33.91,34.509998,14918200,25.451636
"369",29.51,30.27,29.299999,29.77,5045500,25.46019
"370",29.450001,29.459999,28.290001,28.33,5679400,24.228658
"371",28.360001,29.280001,28.34,28.65,1704100,24.502332
"372",29.77,30.26,29.379999,29.91,4817100,25.579921
"373",29.98,30.77,29.709999,30.360001,4126800,25.964775
"374",31.32,32.889999,31.32,32.669998,4917800,27.940354
"375",32.450001,32.669998,32.110001,32.41,3915400,27.717996
"376",33,33.400002,32.560001,32.799999,3032000,28.051535
"377",33.439999,34.189999,33.189999,33.720001,3484900,28.838348
"378",33.75,34.080002,33.110001,33.700001,3028300,28.821243
"379",33.200001,33.48,32.650002,32.939999,3758800,28.171266
"380",32.580002,33.189999,32.240002,32.619999,3723100,27.897593
"381",32.599998,33.529999,31.559999,33.18,6103200,28.376523
"382",32.619999,32.91,31.85,32.279999,3281000,27.606815
"383",32.490002,32.950001,31.42,31.889999,3351600,27.273276
"384",31.27,31.719999,30.370001,30.700001,4563300,26.255554
"385",31.15,31.200001,30.51,30.799999,3937100,26.341075
"386",31.17,32.150002,31,32.049999,7804900,27.410112
"387",31.73,31.73,31,31.200001,2878000,26.683168
"388",32.150002,33.23,32,32.919998,2467600,28.154161
"389",32.970001,33.060001,32.119999,32.959999,1799900,28.188371
"390",32.900002,33.490002,32.639999,32.889999,2315500,28.128505
"391",32.950001,33.110001,32.790001,32.990002,1553800,28.21403
"392",32.950001,33.290001,32.689999,32.970001,1024300,28.196925
"393",32.970001,33,32.099998,32.25,843300,27.581159
"394",32.380001,32.919998,32.200001,32.810001,711600,28.060089
"395",32.84,32.869999,32.389999,32.490002,938700,27.786416
"396",33.299999,33.98,33.110001,33.470001,3601600,28.62454
"397",33.43,34.93,33.400002,34.740002,4872600,29.710682
"398",34.580002,34.580002,34,34.240002,5574200,29.283068
"399",34.389999,34.939999,33.939999,34.450001,4452700,29.462665
"400",34.5,34.630001,34.189999,34.32,4329200,29.351484
"401",34.52,37.220001,34.43,36.950001,9089400,31.600739
"402",37.48,38.200001,36.919998,37.400002,7942700,31.985593
"403",37.900002,39.5,37.599998,38.889999,8047400,33.259884
"404",38.189999,39.07,37.740002,38.91,5794500,33.276989
"405",39.82,40.049999,38.950001,39.189999,3210400,33.516452
"406",39.41,41.220001,39.220001,40.630001,6418600,34.747985
"407",40.869999,40.869999,39.810001,40,3913400,34.209189
"408",39.869999,40,39.470001,39.900002,3772400,34.123668
"409",40,40.07,38.98,39.34,5093400,33.644738
"410",39.220001,40.029999,38.779999,39.970001,3544100,34.183534
"411",39.740002,40.290001,39.02,40.220001,3982000,34.397341
"412",40.540001,40.900002,39.970001,40.290001,3192200,34.457207
"413",40.150002,41.540001,40.150002,41.23,4095200,35.261122
"414",40.860001,42.439999,40.509998,42.419998,4126800,36.278844
"415",42.669998,43.119999,42.470001,43.099998,5673300,36.8604
"416",43.48,43.900002,43.16,43.599998,5709400,37.288015
"417",43.91,44,43.139999,43.299999,4489600,37.031447
"418",43.779999,44.82,43.73,44.799999,6138400,38.314291
"419",44.82,44.84,44.299999,44.75,2932800,38.271531
"420",44.639999,45.029999,44.34,44.869999,5522200,38.374157
"421",45,45.060001,44.439999,44.700001,3116000,38.22877
"422",44.939999,45.119999,44.349998,44.580002,5834500,38.126143
"423",44,45.91,43.610001,44.75,9666500,38.271531
"424",45.349998,46.389999,44.93,46.009998,8934500,39.349119
"425",45.5,45.939999,44.029999,44.610001,6323800,38.151799
"426",44.299999,44.299999,43.360001,43.560001,7851200,37.253808
"427",43.560001,44.040001,43.48,43.990002,4664300,37.621557
"428",44.209999,44.349998,43.720001,43.98,1922700,37.613003
"429",44.07,44.279999,41.970001,42.889999,4001900,36.680803
"430",42.5,43.419998,42.080002,43.299999,3756900,37.031447
"431",43.48,43.509998,42.509998,43.189999,2724500,36.937371
"432",43.119999,44.220001,43.119999,44.150002,4583900,37.758394
"433",43.700001,44.98,43.509998,44.240002,3063600,37.835365
"434",44.360001,44.860001,43.93,44,2480300,37.630108
"435",43.889999,44.330002,42.869999,43.18,2809000,36.92882
"436",43.439999,43.82,42.810001,43.57,2051400,37.262359
"437",43.68,44.200001,43.599998,43.709999,1797800,37.382091
"438",43.43,43.43,41.09,41.799999,5354400,35.748602
"439",40.799999,40.970001,38.91,39.279999,6016800,33.593423
"440",40.099998,40.799999,39.799999,40.599998,4048900,34.722326
"441",40.869999,42.860001,40.84,42.720001,5819500,36.761782
"442",43,43.07,41.900002,42.139999,3704600,36.262674
"443",42,42.169998,39.869999,40.599998,5599200,34.937459
"444",41.119999,42.290001,40.720001,42.259998,2874800,36.365937
"445",42.049999,42.240002,41.560001,41.959999,1717400,36.107779
"446",42.009998,43.299999,41.93,42.709999,2602800,36.753175
"447",42.720001,43.25,42.419998,42.900002,2479900,36.916678
"448",42.630001,42.849998,42.259998,42.540001,2645800,36.606887
"449",42.080002,42.959999,41.619999,42.880001,2187800,36.899467
"450",42.98,43.810001,42.57,43.650002,1874800,37.562074
"451",42.900002,43.279999,41.470001,41.610001,2537700,35.806595
"452",41.630001,42.599998,41.380001,42.52,1787700,36.589676
"453",43,44.09,42.75,43.869999,3565300,37.751388
"454",43.860001,44.98,43.279999,43.290001,3170900,37.252283
"455",43.380001,43.860001,42.34,42.639999,2613500,36.692938
"456",42,43.25,41.060001,43.130001,3827700,37.114599
"457",43.669998,43.860001,42.98,43.650002,2852000,37.562074
"458",43.619999,44.84,43.349998,44.57,3624100,38.353759
"459",44.240002,45.060001,43.400002,43.830002,5588600,37.71697
"460",43.200001,44.240002,43.040001,44.09,2367700,37.940706
"461",43.849998,45.240002,43.209999,43.41,3754900,37.355546
