"","HON.Open","HON.High","HON.Low","HON.Close","HON.Volume","HON.Adjusted"
"131",52.27,52.810001,52,52.529999,5027600,47.413733
"132",51.98,52.549999,51.349998,51.540001,9245100,46.520158
"133",51.540001,53.419998,51.540001,53.41,6652500,48.208025
"134",52.990002,53.34,52.389999,52.990002,7759100,47.828933
"135",53.23,53.290001,52.830002,52.91,3425000,47.756723
"136",53.259998,53.639999,52.98,53.529999,2998100,48.316336
"137",53.450001,53.740002,53.220001,53.720001,2729300,48.487833
"138",53.529999,53.639999,53.150002,53.43,1836200,48.226077
"139",53.040001,53.490002,52.91,53.389999,1578000,48.189972
"140",53.619999,53.619999,53.060001,53.509998,1541600,48.298283
"141",53.66,53.709999,53.23,53.299999,1432200,48.108738
"142",53.200001,53.299999,52.82,52.959999,2152300,47.801852
"143",52.939999,53.369999,52.720001,53.16,1626800,47.982374
"144",53.490002,54.419998,53.450001,54.209999,3799200,48.930106
"145",54.259998,54.279999,52.98,53.48,4990300,48.271206
"146",53.189999,54.650002,53.139999,54.369999,4410000,49.074523
"147",54.549999,54.560001,53.709999,54.360001,3319300,49.065498
"148",54.59,54.68,53.810001,54.299999,2864800,49.011341
"149",54.34,54.34,53.400002,53.900002,3425600,48.650301
"150",54.18,54.360001,53.700001,54,2628800,48.74056
"151",54.470001,54.799999,54.16,54.720001,3664500,49.390436
"152",54.599998,54.84,54.41,54.59,2975500,49.273096
"153",54.48,55.029999,54.369999,55.02,3571100,49.661216
"154",55.029999,55.25,54.580002,54.759998,3285300,49.426537
"155",54.830002,54.93,54.07,54.34,3767000,49.047446
"156",54.240002,55.84,53.959999,54.580002,7437700,49.264072
"157",55.099998,55.200001,54.43,54.490002,4575200,49.182837
"158",54.580002,55.630001,54.470001,55.369999,3251400,49.977126
"159",55.220001,55.450001,54.689999,55.380001,2420300,49.986153
"160",55.57,56.09,55.150002,55.77,5239900,50.338168
"161",55.959999,56.029999,55.360001,55.919998,3815300,50.473556
"162",55.689999,56.990002,54.59,55.32,9266700,49.931996
"163",55.259998,56.009998,54.75,56.009998,5574300,50.554791
"164",56.32,57,56.09,56.939999,3756200,51.394212
"165",56.560001,57.830002,56.560001,57.41,4415200,51.818436
"166",57.169998,57.700001,57.029999,57.169998,4054200,51.60181
"167",57.200001,57.299999,56.52,57.119999,2767000,51.556681
"168",57.27,57.419998,56.970001,57.130001,2924100,51.565709
"169",57.259998,57.48,57.130001,57.389999,3159000,51.800384
"170",57.130001,57.540001,56.939999,57.34,2981200,51.755254
"171",57.209999,57.630001,57.07,57.470001,3454900,51.872594
"172",57.32,58.07,57.080002,57.98,2312200,52.33292
"173",57.720001,58.029999,57.200001,57.599998,2879500,51.98993
"174",57.349998,57.450001,56.939999,57.369999,1924400,51.782331
"175",57.150002,57.59,56.779999,57.200001,2752300,51.930314
"176",57.110001,57.529999,56.880001,57.360001,2841000,52.075574
"177",57.439999,58.02,57.360001,57.990002,3656800,52.647535
"178",57.16,57.470001,55.950001,56.23,3672600,51.049677
"179",56.330002,56.990002,54.919998,55.639999,5058500,50.514032
"180",55.139999,56.610001,55.060001,56.48,4407000,51.276645
"181",56.66,57.490002,56.599998,57.279999,3523900,52.002942
"182",57.060001,58.080002,57.009998,57.91,4768300,52.574903
"183",58.09,58.189999,56.400002,56.450001,4473100,51.24941
"184",56.59,56.720001,55.060001,55.549999,6656400,50.432323
"185",56.220001,57.529999,56.220001,57.290001,3771000,52.012023
"186",57.279999,57.349998,55.82,56.509998,3915900,51.30388
"187",56.790001,57.470001,55.720001,56.189999,4176400,51.013361
"188",56.27,57.580002,55.759998,57.299999,3887800,52.0211
"189",56.970001,57.439999,56.279999,56.709999,4844300,51.485455
"190",56.540001,56.540001,55.43,55.790001,5211100,50.650214
"191",55.759998,56.490002,55.470001,56.27,3223800,51.085993
"192",55.720001,56.259998,55.130001,56.009998,4288300,50.849944
"193",54.450001,55.959999,54.189999,55.540001,4794300,50.423246
"194",55.360001,55.509998,53.740002,54.330002,5523400,49.324721
"195",55.09,55.709999,54.82,55.209999,3624000,50.123646
"196",55.84,56.52,55.560001,55.860001,5300000,50.713765
"197",56.740002,57.470001,56.639999,57.040001,3421600,51.785055
"198",57.09,57.259998,56.509998,56.540001,3373100,51.331119
"199",56.380001,57.27,56.299999,57.099998,2601800,51.839525
"200",57.400002,57.73,56.900002,57.73,2476500,52.411486
"201",57.720001,57.900002,57.380001,57.389999,3104300,52.102809
"202",58.380001,59.080002,58.09,58.32,5926700,52.947131
"203",58.34,59.630001,57.799999,59.599998,5163800,54.109207
"204",59.869999,59.880001,59.400002,59.59,3550900,54.100129
"205",59.610001,59.950001,59.560001,59.709999,3215500,54.209073
"206",59.959999,60.02,59.080002,59.259998,4721900,53.80053
"207",59.450001,59.810001,59.080002,59.23,4703100,53.773295
"208",59.09,59.490002,59.009998,59.049999,2639100,53.609877
"209",59.290001,59.490002,58.59,58.849998,3510400,53.428302
"210",58.689999,59.16,58.299999,58.490002,4637600,53.101471
"211",58.93,59,57.799999,58.299999,3183100,52.928973
"212",58.349998,58.75,57.919998,58.259998,2745500,52.892657
"213",57.98,58.16,57.299999,57.529999,3779500,52.229911
"214",57.599998,57.639999,56.950001,57.310001,3090000,52.030181
"215",56.950001,57.610001,56.310001,57.5,3097300,52.202675
"216",57.549999,57.880001,57.110001,57.75,4827000,52.429644
"217",57.110001,57.240002,56.34,57.110001,3157300,51.848606
"218",57.150002,57.610001,56.799999,57.459999,3111700,52.16636
"219",58.389999,59.48,57.77,58.740002,5475800,53.328439
"220",60,61.099998,59.400002,60.720001,9638700,55.126026
"221",60.52,60.720001,60.209999,60.32,5025500,54.762876
"222",60.610001,62,60.580002,62,6400000,56.288102
"223",62.099998,62.099998,61.27,61.459999,5533500,55.79785
"224",61.400002,61.68,60.990002,61.009998,5041900,55.389307
"225",61.099998,61.52,61,61.23,4100000,55.58904
"226",61.669998,62.279999,61.310001,61.540001,4130200,55.870482
"227",61.549999,61.849998,61.259998,61.799999,4027500,56.106527
"228",61.619999,61.849998,60.220001,60.32,6341800,54.762876
"229",59.880001,60.990002,59.32,60.150002,4581700,54.608539
"230",60.799999,61.68,60.619999,60.950001,4023300,55.334837
"231",61.099998,62.009998,60.91,61.619999,3235100,55.94311
"232",61.830002,61.98,61.380001,61.759998,4211000,56.070211
"233",61.610001,61.869999,60.959999,61.279999,3347300,55.634433
"234",61.310001,61.400002,60.599998,60.860001,5586700,55.253128
"235",60.98,61.240002,60.299999,60.509998,3726100,54.935371
"236",60.439999,60.939999,60,60.119999,4432800,54.581301
"237",59.900002,60.119999,58.68,58.98,5040700,53.546327
"238",58.900002,59.689999,58.220001,59.549999,5505100,54.370792
"239",59.970001,60.130001,59.130001,59.490002,3639000,54.316013
"240",59.380001,59.509998,58.549999,58.990002,4031100,53.859499
"241",58.119999,58.919998,58.009998,58.48,4081600,53.393853
"242",58.48,58.759998,57.759998,58.25,3719800,53.183857
"243",58.060001,59.279999,57.810001,58.869999,3738300,53.749933
"244",58.330002,58.700001,57.810001,58.5,3942000,53.412114
"245",58.889999,59.439999,58.57,59.189999,2858600,54.042101
"246",59.959999,60.099998,58.950001,59.549999,3317700,54.370792
"247",59.369999,59.540001,57.419998,57.529999,4567800,52.526476
"248",57.650002,58.209999,57.330002,57.950001,3157900,52.909949
"249",56.790001,57.91,56.66,57.25,4013000,52.270829
"250",57.110001,57.66,56.77,57.450001,4688500,52.453435
"251",57.759998,57.799999,56.790001,56.849998,3163000,51.905617
"252",56.560001,56.77,55.93,56.07,4541100,51.193456
"253",56.07,56.779999,55.860001,56.459999,3243000,51.549537
"254",56.299999,56.299999,55.380001,55.529999,3210200,50.700421
"255",55.779999,56.080002,55.369999,55.709999,3150100,50.864766
"256",56.32,57.5,56.25,57.189999,4239700,52.216046
"257",56.66,56.869999,55.970001,56.049999,4038800,51.175195
"258",55.970001,56.560001,55.759998,56.349998,3363900,51.449103
"259",56.939999,57,55.73,55.849998,5273200,50.992589
"260",55.939999,56.66,55.759998,56.43,2745700,51.522147
"261",56.959999,57.950001,56.779999,57.810001,4828100,52.782126
"262",57.52,57.709999,56.939999,57.009998,3549200,52.051701
"263",56.310001,56.549999,55.529999,56.5,4722000,51.586059
"264",56.560001,56.759998,56.16,56.349998,3543200,51.449103
"265",56.540001,56.939999,56.150002,56.790001,3205200,51.850837
"266",57.029999,58.400002,56.720001,58.380001,4952800,53.302551
"267",58.52,58.91,58.18,58.619999,3628500,53.521676
"268",58.790001,59.950001,58.759998,59.59,3888000,54.407314
"269",59.490002,60.450001,59.150002,60.189999,3777600,54.955129
"270",59.68,60.169998,59.360001,59.459999,4100500,54.288619
"271",59.5,59.950001,59.259998,59.689999,3865500,54.498615
"272",60.360001,60.650002,60.130001,60.439999,2879300,55.183386
"273",59.669998,59.82,59.200001,59.540001,2885000,54.361663
"274",58.619999,59.029999,58.150002,58.310001,3427300,53.23864
"275",58.009998,58.299999,57.200001,57.279999,4595000,52.298219
"276",57.759998,58.27,57.389999,57.59,3384700,52.581259
"277",57.700001,57.98,56.880001,57.009998,2794600,52.051701
"278",57.290001,57.34,56.650002,57.25,4038500,52.270829
"279",56.93,56.98,56.209999,56.57,2816700,51.64997
"280",56.830002,57.599998,56.810001,57.43,2859700,52.435174
"281",57.630001,57.799999,57.040001,57.34,3765900,52.353002
"282",57.709999,58.549999,57.560001,58.209999,4522000,53.147335
"283",57.029999,57.23,55.52,56.400002,10733800,51.494757
"284",55.849998,56.68,55.799999,56.299999,3964400,51.403452
"285",56.330002,56.400002,55.27,55.34,4039200,50.526947
"286",55.029999,55.119999,53.459999,53.459999,8773100,48.810454
"287",53.740002,54.459999,52.869999,53,8096700,48.390462
"288",52.189999,53.849998,51.990002,53.099998,6189700,48.481763
"289",54.009998,54.040001,52.18,53.060001,6128200,48.445245
"290",52.619999,53.060001,51.189999,51.200001,6595800,46.747013
"291",51.32,51.650002,49.889999,51.59,8083600,47.103093
"292",50.580002,50.900002,48.650002,48.689999,10392400,44.455312
"293",49.419998,49.779999,47.240002,47.98,16185900,43.807063
"294",46.259998,47.380001,44.23,44.290001,13255700,40.437993
"295",45.25,46.799999,43.759998,46.759998,11923800,42.693168
"296",45.709999,45.849998,43.080002,43.220001,14898000,39.461053
"297",43.73,45.32,43.16,44.630001,10525900,40.748422
"298",45.189999,46.98,44.630001,46.880001,10294400,42.802734
"299",47.099998,47.810001,46.84,47.23,8417500,43.122292
"300",46.740002,47.029999,45.82,46.029999,8356200,42.026659
"301",46.119999,46.869999,45.450001,45.990002,5889200,42.296129
"302",44.450001,44.470001,42.130001,42.759998,13136500,39.325556
"303",42.310001,43.889999,42.119999,42.189999,11344200,38.801338
"304",43.720001,43.84,41.619999,41.939999,7998700,38.571418
"305",42.25,44.16,41.93,44.16,6681300,40.613111
"306",44.110001,44.950001,43.810001,44.82,5115500,41.2201
"307",45,45.509998,44.060001,44.73,7551300,41.137329
"308",44.310001,45.880001,43.549999,45.48,6333700,41.827089
"309",46.18,47.060001,46,47,4043300,43.225005
"310",46.880001,47.669998,46.279999,47.290001,5438800,43.491713
"311",47.959999,48.450001,47.330002,47.810001,5667800,43.969948
"312",47.740002,48.360001,46.77,46.880001,5347500,43.114644
"313",45.950001,46.330002,45.279999,45.450001,3931100,41.7995
"314",44.080002,45.209999,43.400002,45.049999,5211000,41.431626
"315",45.959999,47.029999,45.669998,47.029999,5081800,43.252594
"316",46.66,47.290001,45.720001,45.93,4168400,42.240946
"317",45.32,45.869999,44.400002,44.720001,5935900,41.128133
"318",44.110001,44.709999,43.119999,44.139999,7486200,40.594717
"319",44.200001,45.23,43.880001,44.57,7128600,40.99018
"320",44.93,46.130001,43.919998,45.41,4976400,41.762712
"321",45.990002,46.66,45.75,46.639999,4483700,42.893919
"322",46.990002,47.5,46.310001,47.130001,5804800,43.344564
"323",46.18,47.610001,46.119999,47.32,6282000,43.519302
"324",47.48,47.700001,46.689999,46.75,3666300,42.995085
"325",46.68,47.080002,44.860001,44.869999,4406500,41.266083
"326",43.279999,43.509998,41.5,41.970001,11799600,38.599011
"327",41.77,42.98,41.639999,42.43,7641900,39.022063
"328",43,43.880001,42.200001,43.799999,7096200,40.282025
"329",45.029999,45.950001,44.84,45.139999,6069800,41.514398
"330",45.240002,45.709999,44.189999,44.27,5587600,40.714276
"331",45.27,45.799999,43.869999,45,5147400,41.385643
"332",44.02,45.349998,43.82,43.91,5484200,40.383191
"333",43.549999,43.990002,42.32,42.32,9661800,38.920898
"334",41.689999,43.689999,41.220001,43.66,6996700,40.15327
"335",43.900002,44.52,43.259998,44.369999,5714500,40.806243
"336",44.23,45.110001,43.700001,45.060001,5817300,41.440825
"337",45.419998,46.240002,45.040001,45.490002,5360200,41.836288
"338",46.34,47.400002,46.34,47.16,3471100,43.372154
"339",46.919998,47.73,46.630001,47.369999,4120600,43.565286
"340",47.77,49.16,47.73,48.490002,5673300,44.595331
"341",48.09,48.119999,47.139999,47.889999,4731200,44.04352
"342",48.549999,49.450001,48.470001,49.450001,3741800,45.478224
"343",49.23,49.23,47.549999,47.700001,4364300,43.868782
"344",47.740002,49.82,46.91,49.330002,5774300,45.367863
"345",49.209999,49.77,48.599998,48.82,4533500,44.898824
"346",48.889999,49.349998,47.849998,48.459999,5607200,44.567738
"347",50.220001,51.419998,49.849998,51.279999,8955500,47.161238
"348",51.139999,52.09,51.099998,51.77,6334900,47.611883
"349",51.32,51.889999,50.549999,50.709999,5538900,46.63702
"350",51.080002,51.799999,50.630001,51.400002,5473900,47.271602
"351",53.279999,54.52,53.099998,54.07,7424500,49.727149
"352",53.84,54.169998,53.5,53.880001,5414200,49.552411
"353",53.060001,53.34,52.389999,52.400002,3998700,48.191283
"354",50.860001,52.029999,50.41,51.200001,6464100,47.087665
"355",52.02,52.93,52.02,52.450001,4875600,48.237267
"356",53.139999,54.200001,52.509998,53.939999,5741800,49.607589
"357",53.369999,54.119999,53.060001,53.950001,4034200,49.616788
"358",53.939999,54.049999,52.880001,53.959999,3707100,49.625983
"359",54.689999,54.82,53.509998,54.650002,4480900,50.260565
"360",53.189999,53.630001,52.439999,52.830002,5239800,48.586746
"361",53.639999,54.09,53.330002,53.560001,5611700,49.258113
"362",54.400002,55.810001,54.400002,54.790001,5022500,50.38932
"363",54.689999,54.990002,54.380001,54.709999,4347200,50.315744
"364",54.439999,55.200001,54.02,54.779999,4559100,50.380121
"365",53.669998,54.389999,53.209999,53.290001,4016300,49.345794
"366",53.130001,53.669998,52.099998,52.599998,5186100,48.706862
"367",52.990002,53.18,52.32,52.75,3207900,48.845761
"368",51.43,51.560001,50.16,51.299999,5154600,47.503081
"369",51.060001,51.48,50.66,50.959999,4643000,47.188245
"370",50.41,50.41,49.150002,49.189999,4892200,45.54925
"371",48.869999,49.970001,48.82,49.139999,1784100,45.502951
"372",50.830002,51.68,50.759998,51.66,4947500,47.836436
"373",51.970001,52.709999,51.52,51.560001,4419000,47.743839
"374",52.98,54.189999,52.889999,54.150002,5088600,50.142143
"375",53.880001,54.700001,53.849998,54.169998,3614600,50.160659
"376",54.509998,55.369999,54.049999,54.130001,3613300,50.123623
"377",55.150002,55.549999,54.23,54.700001,4605000,50.651434
"378",54.990002,55.080002,54.169998,54.599998,3070800,50.558834
"379",54.130001,54.25,53.25,53.939999,4422400,49.947683
"380",53.689999,54.139999,52.700001,52.869999,4520600,48.956878
"381",53.040001,54.23,52.950001,54,3753700,50.003244
"382",53.84,53.869999,52.389999,52.889999,3417200,48.975399
"383",53.130001,53.869999,52.040001,52.310001,4726400,48.438329
"384",52,52.25,51.43,51.549999,4795000,47.734577
"385",52.27,52.799999,51.779999,52.41,5190900,48.530926
"386",52.860001,53.709999,52.529999,53.099998,7090300,49.169855
"387",53.490002,53.630001,52.099998,52.290001,3655600,48.419808
"388",53.290001,54.459999,53.27,54.360001,3923100,50.336599
"389",54.240002,54.41,53.490002,54.189999,4617100,50.17918
"390",54.290001,54.73,54.049999,54.639999,4017800,50.595874
"391",54.740002,55,54.52,54.98,2040500,50.910709
"392",54.790001,55.16,54.639999,54.950001,1312000,50.882931
"393",55.040001,55.119999,53.939999,53.98,2268000,49.984723
"394",54.18,54.889999,53.919998,54.790001,2461900,50.734773
"395",54.77,54.900002,54.27,54.349998,2094700,50.327337
"396",55.279999,55.959999,55.23,55.580002,4610800,51.466303
"397",55.490002,55.639999,55.150002,55.529999,3660800,51.420001
"398",55.310001,55.779999,54.73,55.59,2874700,51.475561
"399",55.720001,55.720001,55.040001,55.18,3830000,51.095907
"400",55.490002,55.75,54.98,55.639999,2591000,51.52186
"401",56.240002,57,56.110001,56.580002,5512200,52.392289
"402",56.259998,56.66,56.060001,56.459999,3504200,52.281168
"403",56.759998,57.330002,56.470001,57.189999,2998200,52.957138
"404",56.75,56.830002,56.18,56.700001,2460900,52.503406
"405",57.330002,57.700001,57.040001,57.16,3093200,52.929359
"406",57.150002,58.25,57.040001,58.189999,3973600,53.883124
"407",58.23,58.560001,57.900002,58.5,3996700,54.170181
"408",58.43,58.43,56.779999,57.380001,6377400,53.133077
"409",57.450001,58.400002,57.310001,57.619999,3376300,53.355312
"410",57.18,57.68,56.990002,57.630001,2647900,53.364574
"411",57.310001,58.32,56.5,58.110001,3675500,53.809047
"412",58.799999,58.91,57.5,57.830002,4571800,53.549772
"413",57.119999,58.709999,56.82,58.27,6107700,53.957204
"414",57.950001,58.279999,57.5,58.18,3717200,53.873865
"415",58.389999,58.57,57.610001,58.040001,3446800,53.744228
"416",58.639999,59.34,58.639999,58.939999,3461200,54.577613
"417",58.939999,59.23,58.540001,59.029999,3233100,54.660952
"418",59.630001,60.790001,59.5,60.740002,5652800,56.244391
"419",60.060001,60.52,60,60.310001,3894300,55.846216
"420",59.98,60.310001,59.509998,60.16,2884800,55.707317
"421",60.07,60.259998,59.610001,59.869999,3251900,55.43878
"422",59.869999,60.09,59.66,59.889999,3186500,55.4573
"423",59.419998,59.43,58.759998,59.330002,3656800,54.938751
"424",59.810001,60.279999,59.349998,60.139999,2734100,55.688797
"425",59.84,60.09,59.310001,59.84,2202500,55.411002
"426",60.110001,60.110001,58.810001,59,3106500,54.633174
"427",59,59.57,58.959999,59.470001,2249300,55.068388
"428",59.869999,60.259998,59.77,60.099998,3169500,55.651757
"429",60.48,60.59,59.68,59.889999,2233000,55.4573
"430",59.41,59.82,59.169998,59.509998,2529200,55.105425
"431",58.98,59.25,58.330002,59,3649000,54.977769
"432",59,59.669998,58.860001,59.27,2579200,55.229363
"433",58.75,59.900002,58.700001,59.700001,3519000,55.630048
"434",59.720001,60.130001,59.529999,59.75,3047700,55.676639
"435",59.73,60.200001,59.529999,59.57,4540300,55.50891
"436",59.349998,60.189999,59.299999,60.119999,4001000,56.021414
"437",60.110001,60.220001,59.619999,59.75,2732000,55.676639
"438",59.799999,59.919998,59.02,59.099998,3431900,55.07095
"439",58.369999,58.529999,57.549999,57.77,4983200,53.831623
"440",57.650002,57.959999,57.310001,57.740002,5825800,53.803669
"441",58.84,59.610001,58.360001,59.490002,4126500,55.434365
"442",59.799999,60.169998,59.369999,59.779999,3255400,55.704593
"443",59.810001,59.919998,59.139999,59.259998,3710200,55.220042
"444",59.709999,60.450001,59.380001,60.369999,4446700,56.25437
"445",60.400002,60.990002,60.32,60.52,3259200,56.394146
"446",60.529999,60.91,60.220001,60.849998,2689300,56.701647
"447",60.790001,60.830002,60.220001,60.369999,5097600,56.25437
"448",60.240002,60.799999,60.130001,60.459999,2275700,56.338235
"449",60.09,60.09,59.330002,59.48,3216900,55.425045
"450",59.400002,59.810001,59.220001,59.470001,3782400,55.415729
"451",59.009998,59.82,58.380001,59.75,5316400,55.676639
"452",59.849998,60.23,59.34,60.16,4102400,56.058688
