"","ACN.Open","ACN.High","ACN.Low","ACN.Close","ACN.Volume","ACN.Adjusted"
"63",38.369999,38.669998,38.09,38.130001,3287800,34.085423
"64",38.52,38.52,38.119999,38.209999,3693800,34.156935
"65",38.330002,38.93,38.330002,38.82,3566600,34.702231
"66",39,39.16,38.889999,39.09,2373400,34.943592
"67",38.869999,39.310001,38.869999,39.209999,2492400,35.050862
"68",39.189999,39.720001,38.880001,39.639999,3281100,35.435251
"69",39.57,39.93,39.549999,39.869999,2516000,35.640853
"70",39.849998,40.57,39.75,40.560001,8160900,36.257665
"71",40.470001,41.580002,40.470001,41.549999,4442000,37.14265
"72",41.419998,41.580002,41.080002,41.540001,4646200,37.133713
"73",41.580002,42.259998,41,42.259998,4965700,37.777337
"74",41.82,42.490002,41.709999,42.43,4480000,37.929307
"75",42.5,42.709999,41.720001,41.900002,5328900,37.455527
"76",41.830002,42.189999,41.68,41.68,3449400,37.258862
"77",41.84,41.98,41.5,41.919998,3353300,37.473402
"78",41.98,42.5,41.93,42.299999,3360800,37.813095
"79",42.380001,42.799999,41.91,42.490002,4488900,37.982944
"80",43.830002,45.200001,43.830002,44.380001,13329900,39.672464
"81",44.27,44.580002,44.099998,44.389999,4854300,39.681402
"82",44.049999,45.400002,44.029999,45.150002,12356000,40.360788
"83",45.02,45.400002,44.990002,45.200001,6644000,40.405484
"84",45.220001,45.900002,45.150002,45.84,6511000,40.977596
"85",45.66,45.82,45.209999,45.779999,5626700,40.92396
"86",45.48,45.740002,45.349998,45.560001,2699000,40.727298
"87",45.400002,45.849998,45.25,45.73,3627200,40.879264
"88",45.459999,45.5,44.860001,45.25,4752000,40.852181
"89",45.110001,45.59,45.060001,45.43,3655200,41.014687
"90",45.360001,45.509998,45.169998,45.290001,3028700,40.888294
"91",45.130001,45.57,45.029999,45.43,3002800,41.014687
"92",44.950001,45.560001,44.66,45.450001,5567800,41.032744
"93",45.360001,45.75,45.240002,45.560001,3341200,41.132054
"94",45.57,45.970001,45.349998,45.75,2971800,41.303586
"95",45.73,45.790001,45.459999,45.639999,2082600,41.204277
"96",45.740002,45.889999,45.5,45.529999,3297500,41.104967
"97",45.259998,45.43,44.970001,45.049999,2965600,40.671618
"98",44.740002,45.02,44.52,44.869999,2732700,40.509112
"99",45.040001,45.25,44.759998,44.91,2883400,40.545225
"100",44.939999,44.959999,44.57,44.709999,3699700,40.364663
"101",44.580002,44.990002,44.549999,44.970001,2292600,40.599395
"102",44.98,45.279999,44.91,44.990002,1884300,40.617452
"103",44.98,45.369999,44.950001,45.34,4024700,40.933434
"104",45.459999,45.700001,45.16,45.669998,4490000,41.23136
"105",45.459999,45.709999,45.369999,45.669998,3570000,41.23136
"106",45.369999,45.400002,44.720001,44.98,3223400,40.608422
"107",45.07,45.450001,44.889999,45.299999,5090300,40.897321
"108",44.950001,45.540001,44.669998,45.5,4313900,41.077884
"109",44.43,44.84,44.07,44.240002,5355200,39.940344
"110",43.950001,44.119999,43.27,43.360001,4544500,39.14587
"111",43.43,44.459999,43.43,44.240002,3787800,39.940344
"112",44.200001,44.200001,43.57,43.950001,4076800,39.678528
"113",43.939999,44.450001,43.759998,44.099998,2275500,39.813948
"114",44.439999,44.689999,44.330002,44.330002,3120100,40.021597
"115",44.310001,44.369999,43.939999,44.209999,2348000,39.913257
"116",44.07,44.099998,43.650002,43.939999,2586400,39.669498
"117",43.540001,43.849998,42.220001,43.709999,3471600,39.461852
"118",44,44.349998,43.880001,44.189999,4585700,39.895201
"119",43.939999,44.119999,43.66,43.84,758500,39.579218
"120",43.700001,43.990002,43.549999,43.900002,2182700,39.633388
"121",43.66,43.73,43.060001,43.32,2863000,39.109756
"122",43.77,44.060001,43.240002,44,3647700,39.723668
"123",43.91,44.470001,43.880001,44.310001,4517600,40.00354
"124",44.130001,44.290001,44.060001,44.220001,2973800,39.922287
"125",44.360001,44.470001,44.09,44.330002,2431300,40.021597
"126",44.580002,45.57,44.57,44.990002,3842100,40.617452
"127",45.200001,45.419998,44.869999,45.009998,3055100,40.635505
"128",45.07,45.09,44.43,44.610001,2798400,40.274383
"129",44.700001,45.73,44.669998,45.66,3904200,41.222333
"130",45.759998,46.41,45.5,45.900002,4971700,41.439009
"131",46.099998,46.990002,46.080002,46.580002,4349000,42.052921
"132",46.369999,46.599998,46.049999,46.099998,3142600,41.619569
"133",46.48,46.810001,46,46.669998,3437400,42.134171
"134",50.32,51.43,49.889999,50.32,18135600,45.429431
"135",50,50.09,48.150002,48.689999,5259100,43.957848
"136",48.419998,49.029999,48.349998,48.73,4734400,43.993962
"137",48.060001,48.98,48,48.639999,2920100,43.912709
"138",48.470001,48.66,48.259998,48.34,1472200,43.641866
"139",47.669998,48.459999,47.509998,48.25,2168700,43.560613
"140",48.25,48.259998,47.68,47.98,1254800,43.316854
"141",48.040001,48.82,48.02,48.619999,2402600,43.894652
"142",48.630001,49.130001,48.419998,48.419998,1618800,43.714089
"143",48.5,48.509998,48.09,48.490002,1868500,43.777289
"144",48.66,49.369999,48.549999,48.59,2508700,43.867569
"145",48.75,48.869999,48.110001,48.27,3169400,43.57867
"146",48.139999,48.529999,47.68,48.279999,3041600,43.587696
"147",48.18,48.57,47.880001,48.459999,3859000,43.750202
"148",48.369999,48.700001,48.040001,48.540001,2914600,43.822429
"149",48.220001,48.700001,48.09,48.110001,3177900,43.43422
"150",48.169998,48.779999,48.09,48.77,3696100,44.030075
"151",48.98,49.93,48.950001,49.889999,5374300,45.041222
"152",49.450001,49.880001,49.23,49.869999,4260200,45.023165
"153",49.57,50,49.549999,50,3432500,45.140532
"154",49.610001,50.43,49.459999,50.349998,3670600,45.456514
"155",50.220001,50.349998,49.810001,50.200001,4065700,45.321094
"156",49.84,51.150002,49.810001,51.139999,5312500,46.169735
"157",51.209999,51.490002,50.959999,51.040001,4012400,46.079456
"158",50.630001,51.5,50.630001,51.470001,2437100,46.467664
"159",51.360001,51.779999,50.860001,51.720001,3370900,46.693367
"160",51.630001,52.720001,51.630001,52.349998,5928800,47.262135
"161",52.32,52.5,51.689999,52.360001,4442800,47.271165
"162",52.150002,52.470001,51.380001,51.52,2755100,46.512804
"163",51.25,51.82,50.860001,51.470001,2886300,46.467664
"164",51.830002,52.490002,51.68,52.369999,3427000,47.280192
"165",52.349998,52.799999,52.220001,52.560001,2378800,47.451728
"166",52.470001,52.82,51.939999,52.779999,2514500,47.650344
"167",52.68,52.779999,52.43,52.549999,1757700,47.442698
"168",52.450001,52.779999,52.419998,52.669998,2193800,47.551034
"169",52.830002,52.889999,52.450001,52.639999,2362800,47.523951
"170",52.310001,52.75,52.220001,52.700001,2612100,47.578121
"171",52.5,53.279999,52.459999,52.990002,2993400,47.839937
"172",52.779999,52.869999,52.23,52.400002,2517000,47.307279
"173",52.09,52.599998,52,52.41,2817900,47.316305
"174",52.32,52.439999,51.959999,51.990002,2380600,46.937126
"175",52.25,53.5,52.060001,53.41,2199700,48.219116
"176",53.470001,54.549999,53.349998,54.040001,3365100,48.787887
"177",54.009998,54.099998,53.52,53.610001,2162500,48.399679
"178",53.139999,53.240002,52.279999,52.369999,2861700,47.280192
"179",52.16,52.34,51.25,51.259998,2817000,46.278072
"180",51.27,51.91,51.200001,51.75,2720100,46.72045
"181",51.950001,52.380001,51.759998,52.18,1782500,47.108659
"182",52.169998,52.349998,51.349998,51.48,2443500,46.476691
"183",51.84,52.189999,51.09,51.16,3309000,46.187792
"184",51.009998,51.41,51,51.150002,2161700,46.178765
"185",51.740002,53.029999,51.599998,53.029999,3510900,47.876047
"186",52.830002,53.040001,52.48,52.650002,2912600,47.532981
"187",52.610001,53.099998,52.130001,52.389999,2082900,47.298249
"188",52.400002,52.959999,51.970001,52.259998,3546200,47.180882
"189",52.25,52.41,51.66,52.040001,3030300,46.982266
"190",51.619999,51.919998,51.369999,51.389999,2529500,46.395438
"191",51.25,51.740002,51.02,51.580002,1491000,46.566974
"192",51.18,51.560001,50.900002,51.450001,1889000,46.449608
"193",50.419998,50.75,49.619999,50.02,3807700,45.158588
"194",49.959999,50.279999,48.720001,48.98,3715200,44.219664
"195",49.630001,49.740002,48.900002,49.02,3353800,44.255778
"196",50.16,50.709999,49.950001,50.25,6382700,45.366234
"197",50.82,50.82,50.18,50.349998,4504500,45.456514
"198",50.279999,50.68,50.25,50.349998,3388300,45.456514
"199",50.299999,50.75,49.939999,50.669998,2987600,45.745413
"200",50.509998,52.049999,50.509998,51.959999,4669300,46.91004
"201",56.470001,56.779999,53.650002,54.290001,11769900,49.01359
"202",54.200001,54.349998,53.57,53.580002,4235800,48.372595
"203",53.330002,54.32,53.32,54.27,3642000,48.995533
"204",54.48,54.970001,54.029999,54.790001,4639000,49.464995
"205",54.810001,55.150002,54.619999,54.970001,5481200,49.627502
"206",54.810001,55.150002,54.540001,54.869999,4197800,49.537218
"207",54.810001,55.330002,54.57,55.07,2993400,49.717781
"208",54.919998,55.34,54.869999,54.93,3599300,49.591388
"209",54.900002,55.220001,54.580002,54.68,2426400,49.365686
"210",54.619999,55,54.169998,54.84,2407800,49.510135
"211",54.959999,55.349998,54.799999,55.099998,2524100,49.744865
"212",54.740002,56,54.709999,56,3899700,50.557395
"213",55.599998,56.189999,55.360001,55.84,3916900,50.412946
"214",55.540001,56.919998,55.5,56.549999,5680400,51.468712
"215",56.110001,56.709999,55.07,55.560001,5409100,50.56767
"216",55.459999,55.529999,54.5,54.669998,4659500,49.757638
"217",54.080002,54.610001,54.049999,54.490002,2525900,49.593815
"218",54.529999,55.720001,54.349998,55.400002,3571300,50.422047
"219",55.720001,56.48,55.27,56.049999,3738000,51.013639
"220",56.220001,56.900002,55.630001,56.810001,3286400,51.705351
"221",56.669998,56.990002,56.139999,56.540001,1962300,51.459612
"222",56.549999,56.93,56.220001,56.700001,2900000,51.605235
"223",56.549999,57.080002,56.549999,56.869999,2870400,51.759958
"224",56.630001,57.240002,56.599998,56.990002,3162100,51.869178
"225",57.060001,57.869999,56.900002,57.130001,4215700,51.996598
"226",57.119999,58.209999,57.119999,58.060001,4686500,52.843033
"227",57.34,57.5,55.48,55.950001,5950000,50.922626
"228",55.799999,56.48,55.669998,55.91,4580400,50.886219
"229",55.619999,55.650002,54.540001,54.93,4243100,49.994277
"230",54.959999,55.450001,54.720001,55.150002,3646200,50.19451
"231",55.099998,55.900002,54.919998,55.740002,1988900,50.731496
"232",55.990002,57.209999,55.990002,56.959999,4150100,51.841871
"233",56.810001,56.970001,55.810001,56.279999,2062500,51.222972
"234",55.970001,56.75,55.740002,56.599998,2844800,51.514218
"235",56.459999,57,55.669998,55.740002,2919000,50.731496
"236",56.369999,57,56.080002,56.150002,3098900,51.104656
"237",56,56.759998,55.939999,56.740002,4159100,51.641641
"238",56.959999,56.98,56.43,56.919998,2500200,51.805464
"239",56.849998,57.049999,56.630001,56.939999,2449100,51.823668
"240",56.889999,57.66,56.799999,57.419998,2985500,52.260537
"241",56.82,56.93,56.32,56.34,3187200,51.277582
"242",56.66,56.779999,55.830002,56.389999,2648200,51.323089
"243",56.299999,56.82,56.119999,56.59,3360900,51.505118
"244",56.34,57.150002,56.23,57.029999,3700800,51.905581
"245",57.25,57.75,56.91,56.91,3054200,51.796365
"246",57.529999,57.560001,56.959999,57.389999,3484200,52.233234
"247",57.459999,57.689999,56.919998,56.98,3103000,51.860074
"248",57.099998,57.360001,56.360001,56.810001,2670600,51.705351
"249",56.16,56.16,55.790001,55.82,3223600,50.804306
"250",55.57,55.939999,55.380001,55.779999,3059700,50.767899
"251",56,57,55.959999,56.27,2917400,51.213872
"252",55.970001,56.349998,55.43,55.740002,2153100,50.731496
"253",55.950001,56.5,55.689999,56.349998,2810800,51.286682
"254",56.009998,56.209999,55.380001,55.540001,2320200,50.549467
"255",55.700001,56.290001,55.700001,55.93,3454600,50.904423
"256",56.400002,57.450001,56.200001,57.119999,6633700,51.987494
"257",56.66,56.709999,55.380001,55.41,4066500,50.431147
"258",55.400002,55.400002,53.57,53.98,4903800,49.129639
"259",54.27,54.459999,53.740002,53.950001,5761800,49.102335
"260",53.66,54.029999,53.5,53.959999,4407700,49.111435
"261",54.299999,55.330002,54.259998,54.790001,6186900,49.866858
"262",54.82,55.709999,54.700001,55.25,3072600,50.285524
"263",54.939999,55.709999,54.400002,55.689999,5209900,50.685986
"264",56.779999,57.209999,56.119999,57.02,10466100,51.896481
"265",56.48,57.82,55.880001,57.790001,6833900,52.597293
"266",60.810001,60.98,59.509998,59.650002,29562100,54.290164
"267",59.07,60.080002,59.07,59.91,14051400,54.5268
"268",59.990002,60.490002,59.889999,60.419998,9807200,54.990973
"269",60.189999,60.91,60.139999,60.869999,8136500,55.400539
"270",60.59,62.09,60.560001,61.75,89655900,56.201468
"271",61.34,62.16,61.200001,62.099998,15294600,56.520017
"272",62.689999,63.66,62.599998,63.439999,13973000,57.739612
"273",62.860001,63.57,62.52,63.43,9067400,57.730512
"274",62.130001,62.279999,61.349998,61.490002,13542400,55.964831
"275",61.330002,61.549999,61.029999,61.049999,7971300,55.564365
"276",61.18,61.400002,60.450001,60.669998,11420100,55.218509
"277",60.689999,61.5,60.400002,60.830002,9897800,55.364136
"278",60.82,60.970001,60.200001,60.700001,7208000,55.245816
"279",60.150002,60.689999,59.27,59.98,7102900,54.59051
"280",60.290001,61.599998,60.16,61.599998,6417400,56.064944
"281",61.470001,61.709999,61.209999,61.389999,5110500,55.873815
"282",61.5,62.040001,61.389999,61.740002,5869700,56.192368
"283",61.599998,61.759998,60.959999,61.279999,4489300,55.773698
"284",60.119999,61.66,60.009998,61.18,4539900,55.682685
"285",61.080002,61.720001,60.630001,61.34,4975300,55.828308
"286",60.830002,61,59.689999,59.75,5126200,54.381177
"287",59.619999,60.369999,59.400002,59.689999,4901400,54.326567
"288",59.169998,59.75,58.75,59.139999,7036800,53.825988
"289",59.630001,60.029999,58.310001,58.959999,5996500,53.662162
"290",58.529999,59.73,57.990002,58.009998,5178800,52.797523
"291",58.150002,59.66,58.049999,59.599998,5391900,54.244654
"292",58.639999,59.040001,56.98,56.98,8561100,51.860074
"293",57.439999,57.970001,55.5,57.209999,9210700,52.069407
"294",55.200001,55.68,52.880001,53.16,12495400,48.38332
"295",53.049999,55,51.82,54.889999,11745900,49.957871
"296",53.759998,53.830002,51.610001,51.790001,11307100,47.136422
"297",52.139999,54.880001,51.84,54,8486900,49.147842
"298",54.400002,55.139999,53.650002,54.610001,4685400,49.703031
"299",54.919998,55.419998,54.139999,55.419998,4741200,50.440247
"300",54.98,55.77,54.169998,54.82,5251400,49.894161
"301",55.23,55.360001,54.240002,54.52,4445600,49.621118
"302",52.380001,52.380001,48.369999,48.860001,12560000,44.469696
"303",48.509998,49.41,47.400002,47.439999,9329800,43.177288
"304",48.43,49.369999,48.290001,48.5,5080300,44.142043
"305",48.790001,50.470001,48.529999,50.470001,5007200,45.935031
"306",50.240002,51.09,49.900002,50.98,5640800,46.399203
"307",51.240002,51.490002,50.490002,50.75,6053900,46.18987
"308",50.57,51.919998,49.5,51.599998,5166500,46.963492
"309",52.25,53,52.16,52.959999,3740000,48.20129
"310",52.919998,54.349998,52.700001,54.029999,4095800,49.175145
"311",54.240002,54.5,53.240002,53.59,5314400,48.774683
"312",53.610001,54.060001,52.810001,52.900002,5462100,48.146684
"313",52.119999,52.639999,51.439999,51.470001,4194900,46.845176
"314",49.509998,50.84,49.310001,50.720001,4405600,46.162567
"315",51.59,52.23,51.509998,52.200001,3689300,47.509581
"316",52.07,53.23,51.84,52.169998,4000300,47.482275
"317",51.560001,51.619999,49.619999,49.82,6330900,45.343435
"318",49.080002,50.02,48.549999,50.02,5309400,45.525464
"319",50.27,51,49.73,50.860001,3891400,46.289987
"320",51.02,51.84,50.150002,51.27,5886900,46.663146
"321",51.98,53.400002,51.099998,53.02,7980600,48.2559
"322",53.52,55.259998,53.48,55.02,10390600,50.076191
"323",54.099998,54.970001,53.200001,54.599998,6136900,49.693928
"324",54.610001,55.5,54.040001,54.419998,6601100,49.530101
"325",54.689999,55.740002,53.34,53.389999,4991000,48.592653
"326",51.59,52.09,49.490002,50.360001,8981300,45.834914
"327",50.279999,50.93,49.43,50.41,6435300,45.880421
"328",50.889999,52.009998,50.18,51.919998,5751500,47.254738
"329",53.369999,54.830002,53.16,53.650002,8994300,48.829293
"330",55.119999,56.299999,53.650002,53.830002,8554700,48.993119
"331",54.68,55.009998,53.369999,54.439999,4609600,49.548305
"332",53.07,53.990002,52.68,52.68,5464200,47.946451
"333",52.57,53.869999,51.610001,51.619999,5348700,46.981695
"334",50.490002,54.43,50.34,54.259998,9e+06,49.384478
"335",53.93,54.900002,53.599998,54.849998,5419900,49.921464
"336",54.619999,55.349998,53.68,55.299999,5652200,50.33103
"337",55.490002,56.98,55.290001,55.919998,5928100,50.895319
"338",55.860001,57.400002,55.73,57.389999,3443500,52.233234
"339",56.25,57.630001,56.189999,57.02,3720200,51.896481
"340",57.200001,58.290001,57.009998,57.419998,5155200,52.886608
"341",56.860001,57.490002,56.18,57.18,3107000,52.665558
"342",57.93,58.830002,57.93,58.799999,2586500,54.157656
"343",57.830002,58.279999,57.43,57.740002,3213400,53.181347
"344",57.23,58,56.529999,57.470001,3680500,52.932663
"345",56.919998,58.25,56.919998,57.34,3221600,52.812926
"346",57.099998,57.529999,56.48,57.09,2826400,52.582664
"347",57.830002,58.400002,57.299999,58.080002,3184400,53.494503
"348",58.18,58.650002,57.889999,58.369999,3188400,53.761605
"349",58.099998,58.619999,56.919998,58.169998,3702400,53.577394
"350",58.82,58.900002,57.150002,58.209999,3866500,53.614237
"351",59.540001,61.380001,58.650002,61.150002,5495400,56.322122
"352",60.59,61.900002,60.220001,61.759998,4129200,56.883959
"353",60.380001,61.259998,60.189999,60.259998,4063600,55.502386
"354",57.110001,58.369999,56.66,57.459999,3813000,52.923451
"355",58.330002,58.779999,57.889999,58.48,2687900,53.862921
"356",59.32,59.619999,58.490002,59.220001,3419000,54.544498
"357",58.630001,58.650002,57.75,58.240002,2628500,53.641871
"358",58.080002,58.369999,57.48,58,2593800,53.420818
"359",58.25,58.970001,57.75,58.889999,1973400,54.24055
"360",57.59,57.790001,56.630001,56.709999,2953900,52.232664
"361",57.549999,57.639999,56.25,57,2547500,52.499769
"362",57.830002,59.02,57.75,58.970001,2189300,54.314236
"363",58.400002,58.610001,57.43,57.52,2172800,52.978715
"364",57.25,58.290001,57.060001,57.93,2292600,53.356345
"365",57.57,58.43,56.880001,56.93,2484900,52.435296
"366",56.700001,57.130001,55.360001,55.700001,3889600,51.302407
"367",55.889999,55.959999,54.84,55.099998,3446800,50.749775
"368",54.490002,55.389999,53.84,55.060001,4016400,50.712936
"369",55.080002,55.709999,54.77,54.830002,3326100,50.501095
"370",54.240002,54.41,53.360001,53.630001,2567300,49.395836
"371",53.59,54.139999,53.189999,53.700001,1439400,49.46031
"372",54.790001,55.700001,54.439999,55.290001,2332500,50.924777
"373",55.630001,55.91,55.119999,55.57,2884300,51.182669
"374",57.130001,58,56.75,57.93,3630900,53.356345
"375",57.709999,58.799999,57.32,57.970001,2570000,53.393187
"376",58.73,59.220001,58.25,58.380001,3193500,53.770817
"377",59.110001,60.200001,58.709999,59.32,3612200,54.636602
"378",59.869999,59.939999,58.720001,59.169998,2467400,54.498443
"379",58.790001,58.869999,57.82,58.540001,3836600,53.918185
"380",58.099998,58.27,56.540001,56.669998,3233000,52.195821
"381",57.150002,58.919998,56.810001,58.709999,3320100,54.074761
"382",58.41,58.450001,57.700001,58.220001,2695600,53.62345
"383",58.549999,59.049999,57.57,57.93,2930000,53.356345
"384",57.630001,57.900002,55.900002,56.029999,5031200,51.606351
"385",56.32,57.040001,55.990002,56.130001,5397900,51.698458
"386",54.509998,55.48,52.93,54.150002,15986400,49.874782
"387",54.150002,54.459999,53.220001,53.5,5087200,49.276099
"388",54.07,54.610001,53.959999,54.240002,5814900,49.957677
"389",53.689999,53.799999,51.080002,52.049999,8343700,47.940578
"390",52.310001,52.68,51.849998,52.580002,4007300,48.428736
"391",52.59,52.93,52.049999,52.889999,2342100,48.714259
"392",52.639999,53.139999,52.610001,52.93,1881600,48.751102
"393",52.889999,53.080002,52.740002,52.860001,3077000,48.686629
"394",53.09,53.91,52.73,53.84,3293400,49.589256
"395",53.509998,53.799999,53.220001,53.23,2332800,49.027416
"396",53.919998,54.09,52.919998,52.950001,5309600,48.769523
"397",52.740002,53.130001,52.509998,52.93,4232100,48.751102
"398",52.950001,52.970001,51.810001,51.919998,5640900,47.820841
"399",51.91,52.150002,51.470001,51.830002,5586600,47.73795
"400",51.75,51.900002,51.5,51.740002,4966700,47.655055
"401",52.139999,53.290001,52.02,52.630001,4985100,48.474788
"402",52.049999,53.860001,51.669998,53.669998,6269300,49.432676
"403",53.189999,54.060001,53,53.939999,5096400,49.681359
"404",53.669998,54.02,52.400002,53.25,5478400,49.045837
"405",53.599998,53.950001,53.400002,53.490002,4963800,49.26689
"406",53.689999,55.310001,53.459999,54.950001,6061900,50.61162
"407",55.25,55.470001,54.57,54.799999,5753100,50.473462
"408",54.93,56.610001,54.759998,55.810001,6051000,51.403723
"409",55.91,56.52,55.740002,56.48,4802400,52.020823
"410",56.27,56.779999,55.669998,56.630001,4133900,52.158982
"411",56.599998,57.290001,56.009998,57.189999,2972200,52.674767
"412",57.23,57.41,56.540001,56.919998,3312400,52.426084
"413",56.849998,57.240002,56.389999,56.419998,3469600,51.965559
"414",56.130001,57.09,55.860001,57.060001,3520100,52.555033
"415",57.299999,57.799999,57,57.34,4542600,52.812926
"416",57.990002,58.52,57.610001,58.419998,4166600,53.807656
"417",58.549999,58.59,57.759998,57.77,2716500,53.208977
"418",58.240002,58.599998,58.209999,58.310001,2131300,53.706344
"419",57.669998,58.25,57.599998,57.66,2729700,53.107661
"420",57.439999,58.02,57.080002,57.959999,2864500,53.383975
"421",57.900002,57.900002,56.450001,57.07,4441100,52.564242
"422",57.18,57.59,57.110001,57.41,3519600,52.877399
"423",56.990002,57.060001,56.5,56.959999,2558900,52.462926
"424",57.23,57.75,56.990002,57.41,2345900,52.877399
"425",56.990002,57.740002,56.98,57.459999,2902900,52.923451
"426",58.080002,58.73,57.57,57.880001,3527100,53.310293
"427",58.099998,58.529999,57.669998,58.450001,2107000,53.83529
"428",58.759998,58.990002,58.150002,58.43,1788600,53.816869
"429",58.73,58.84,57.950001,58.139999,2308100,53.549764
"430",57.939999,58.639999,57.709999,58.529999,2777400,53.908972
"431",58.57,59.549999,58.459999,59.41,3683300,54.719496
"432",59.029999,60,59.029999,59.650002,2763100,54.940549
"433",59.130001,59.91,59.130001,59.66,2186600,54.949758
"434",59.830002,59.830002,59.110001,59.759998,2142300,55.041862
"435",59.759998,59.830002,59.43,59.540001,2257500,54.839233
"436",59.810001,59.91,59.450001,59.68,2571300,54.96818
"437",59.540001,59.700001,59.130001,59.599998,2397000,54.894494
"438",59.580002,61,59.580002,60.880001,5433100,56.073439
"439",60.279999,60.59,59.369999,59.459999,4029600,54.765548
"440",59.630001,59.900002,59.07,59.610001,2575200,54.903707
"441",60.119999,60.5,59.82,60.27,1806500,55.511598
"442",60.720001,61.119999,60.310001,60.860001,2206200,56.055017
"443",60.91,61.23,60.450001,61.150002,2590500,56.322122
"444",61.380001,62.439999,61.200001,62.41,3818000,57.482642
"445",62.360001,62.75,62.259998,62.610001,2595900,57.666852
"446",62.549999,63.669998,62.25,63.630001,3290100,58.606322
"447",63.790001,63.990002,63.130001,63.619999,6566400,58.59711
"448",63.34,63.669998,63.110001,63.41,2993700,58.40369
"449",63.09,63.240002,62.669998,63.080002,3239700,58.099746
"450",63.389999,64.269997,63.389999,63.75,3394800,58.716847
"451",63.169998,63.610001,62.700001,63.52,4804800,58.505006
"452",64.010002,64.900002,63.200001,64.879997,6655500,59.757629
"453",64.980003,65.889999,64.769997,65.889999,4204900,60.68789
"454",65.129997,65.5,64.68,65.459999,5455200,60.291839
