"","WYNN.Open","WYNN.High","WYNN.Low","WYNN.Close","WYNN.Volume","WYNN.Adjusted"
"292",149.050003,150,141,141.070007,3381600,112.985691
"293",143.720001,144.330002,132.860001,139.910004,4388900,112.056621
"294",134.410004,137.600006,123.690002,126.910004,4501800,101.644671
"295",129.589996,139.919998,125.089996,139.679993,4718800,111.872401
"296",135.619995,141.880005,133.089996,134.679993,4199700,107.867805
"297",136.710007,143.100006,132.259995,140.919998,3210500,112.865545
"298",145.229996,146.720001,141.389999,145.320007,2938800,116.389598
"299",146.369995,149.649994,145.320007,149.100006,2135800,119.417072
"300",147.619995,149.410004,143.880005,146.880005,2083800,117.63903
"301",147.690002,150.399994,145.679993,147.600006,2877600,118.215693
"302",142.380005,142.910004,134.089996,136,4070800,108.925024
"303",132.270004,138.830002,130.139999,131.339996,3394200,105.192737
"304",135.179993,135.869995,129.350006,129.979996,2488300,104.103486
"305",130.949997,138.240005,129.059998,138.139999,2386000,110.638991
"306",137.490005,141.220001,135.419998,139.869995,2438200,112.024578
"307",140.300003,141.449997,136.300003,137.190002,2152300,109.87812
"308",136.009995,141.270004,134.699997,140.339996,1737200,112.401011
"309",142.610001,147.130005,141.820007,147.110001,1621800,117.823238
"310",146.369995,154.460007,145.660004,153.5,3239300,122.941112
"311",155,156.449997,152.899994,154.720001,2884000,123.918234
"312",155.899994,157.690002,151.880005,152.820007,2183200,122.396492
"313",149.199997,149.779999,146.009995,147.899994,1949500,118.455959
"314",143.419998,149.410004,142.300003,148.889999,1851500,119.248873
"315",153.449997,153.589996,150.649994,152.649994,1654300,122.260325
"316",151.589996,155.320007,150.25,152.470001,2023800,122.116166
"317",151.100006,152.830002,146.850006,148.429993,1650400,118.880445
"318",149.259995,154.869995,147.289993,151.720001,3442100,121.515476
"319",151.619995,151.740005,147.550003,150.690002,2457500,120.69053
"320",151.440002,152.419998,147.720001,148.649994,2563200,119.056648
"321",150.050003,150.889999,145.139999,149.610001,2872100,119.825536
"322",150.600006,152.669998,148.759995,152.119995,3347300,121.835839
"323",149.940002,159.630005,147.850006,158.309998,3294400,126.793532
"324",159.080002,161.330002,152.710007,153.210007,3295400,122.70885
"325",154.809998,156.490005,147.059998,147.210007,2938900,117.903335
"326",140.440002,143.5,134.610001,139.020004,4453000,111.343804
"327",138.470001,142.630005,138.050003,138.669998,2516700,111.063477
"328",140.410004,140.460007,128.100006,136.779999,5166400,109.54974
"329",140.220001,144.419998,139.160004,140.020004,2986000,112.144723
"330",141.449997,142.970001,135.149994,135.490005,2393600,108.51656
"331",138.550003,139.470001,120.419998,125.540001,8011000,100.547409
"332",121.760002,124.75,111.709999,115.080002,9434800,92.169794
"333",111.860001,115.349998,107.779999,110.669998,6039600,88.637737
"334",112.059998,119,108.419998,118.75,6166400,95.109166
"335",117.25,120.300003,115.050003,119.940002,4008400,96.062262
"336",124.199997,132.710007,123.650002,132.580002,7173100,106.185882
"337",136.179993,137.850006,127.959999,129.059998,5855000,103.366642
"338",131.679993,139.770004,131.529999,139.729996,4630300,111.91245
"339",138.839996,140.949997,136.039993,137.770004,3875400,110.342655
"340",139.300003,140.399994,136.75,137.710007,3042400,110.294601
"341",136.860001,137.899994,129.899994,131.279999,6069300,105.144684
"342",134.330002,134.809998,129.070007,134.479996,4003400,107.707623
"343",133.660004,138.240005,133.160004,134.809998,3547200,107.971928
"344",132.649994,138.600006,129.410004,137.649994,4552400,110.246536
"345",136.770004,139.300003,129.5,130.270004,6143100,104.33576
"346",124.089996,125.400002,119.599998,123.370003,6757200,98.809416
"347",124.599998,125.550003,117.370003,120.400002,5659100,96.430684
"348",122.900002,127.949997,122.660004,127.650002,6639400,102.237349
"349",126.75,128,123,123.18,2756000,98.657239
"350",126.440002,128.639999,121.75,128.009995,3268000,102.525674
"351",134.029999,138.360001,131.570007,136.889999,5454500,109.637842
"352",137.889999,142.199997,136.110001,138.029999,3989900,110.550889
"353",135.520004,137.919998,132.679993,132.800003,2173800,106.748773
"354",129.009995,130.960007,127.019997,128.610001,2806000,103.380718
"355",133.389999,136.699997,131.289993,132.539993,3746800,106.539769
"356",134.139999,134.940002,129.100006,133.690002,2612200,107.464182
"357",132.210007,134.460007,131.050003,131.649994,1936200,105.824359
"358",131.360001,132.309998,127.199997,128.720001,3834400,103.46914
"359",130.220001,130.720001,126.75,129.039993,2165900,103.72636
"360",126,127.709999,123.209999,123.910004,2471700,99.602715
"361",125.18,125.5,117.400002,119.57,4996400,96.114084
"362",120.980003,125.75,119.260002,125.459999,3099000,100.848649
"363",125.07,128.979996,124.339996,125.019997,3339600,100.494961
"364",124.709999,129,123.720001,127.860001,2045800,102.777845
"365",126.190002,127.050003,122.940002,123.25,2847900,99.072183
"366",124.489998,124.849998,119.169998,120.779999,10289300,97.086719
"367",121.779999,123.129997,119.82,121.760002,2385700,97.874477
"368",115.150002,116.019997,110.089996,112.07,3713700,93.943063
"369",110.480003,114.169998,110.07,112.900002,2557200,94.638814
"370",111.330002,112.5,107.709999,107.989998,2834500,90.522987
"371",107.18,109.769997,106.769997,107.019997,1040100,89.70988
"372",112.389999,115.949997,112.360001,114.599998,2501800,96.063843
"373",114.32,115,110,110.139999,2143700,92.325233
"374",116,120.620003,115.650002,120.559998,4301600,101.059832
"375",119.849998,121.660004,117.580002,118.959999,1803300,99.718628
"376",121.25,121.5,118.269997,118.410004,1573700,99.257593
"377",120.580002,120.919998,116.029999,117.629997,2442500,98.60375
"378",117.110001,117.879997,113,113.669998,3073000,95.284267
"379",112.5,114.550003,110,114.050003,2580100,95.602807
"380",113.449997,114.830002,110,110.18,1908100,92.358764
"381",110.220001,111.879997,108.629997,110.860001,4211500,92.928777
"382",109.519997,109.970001,108,109.040001,1819700,91.403156
"383",109.330002,110.489998,103.769997,104.410004,2761200,87.522045
"384",104.010002,104.480003,101.669998,102.290001,2749300,85.744945
"385",103.410004,105.290001,101.019997,104.580002,2632600,87.664546
"386",105.519997,107.260002,104.919998,105.650002,2322400,88.561477
"387",106.5,108.650002,101.900002,102.199997,1892200,85.669499
"388",104.839996,107.720001,104.220001,107.580002,1976800,90.179306
"389",106.940002,108.389999,105,107.940002,2054000,90.481078
"390",108.080002,108.650002,106.57,108.040001,1409300,90.564902
"391",107.970001,110.059998,107.910004,110,1386500,92.207878
"392",110.559998,114.449997,109.360001,113.529999,2488900,95.166912
"393",113.550003,113.75,109.089996,109.220001,1994800,91.554042
"394",109.660004,110.879997,108.529999,110.339996,1490100,92.492881
"395",110.150002,112.25,109.699997,110.489998,1442700,92.618621
"396",114.470001,115.800003,112.300003,113.970001,2032400,95.535745
"397",113.650002,114,111.919998,112.010002,1724100,93.892769
"398",111.160004,111.449997,109.32,110.839996,2247000,92.912008
"399",110.900002,111.190002,106.720001,106.940002,3059100,89.642825
"400",107.379997,108,105.879997,106.639999,1567700,89.391346
"401",109.160004,109.300003,106.839996,107.529999,1698500,90.137391
"402",107,112.160004,106.93,111.889999,2586300,93.792177
"403",106.980003,110.940002,104.620003,109.800003,6974000,92.04023
"404",108.32,110.330002,107.290001,107.849998,2641400,90.405632
"405",110.459999,113.68,110.360001,111.900002,3459400,93.800561
"406",112.269997,117.199997,112,116.809998,2978200,97.916382
"407",118.629997,119.080002,116,117.349998,2153600,98.36904
"408",117.269997,117.760002,115.18,115.470001,1518800,96.793126
"409",115.790001,119.57,115.639999,117.269997,2491300,98.301978
"410",116.779999,119.309998,115.760002,118.470001,2498200,99.307886
"411",118.540001,121.169998,117.470001,120.419998,2404200,100.942478
"412",121.489998,123.269997,118.349998,119.150002,2380200,99.877898
"413",119,120,118.129997,119.07,1412000,99.810837
"414",116.330002,116.57,112.160004,115.410004,2890700,96.742832
"415",117.099998,117.650002,114.870003,115.230003,1639200,96.591947
"416",117.339996,118.839996,115.82,117.75,3266400,98.704342
"417",118.529999,120.809998,117.099998,120.779999,4245900,101.244249
"418",117.010002,117.230003,114.389999,114.980003,7266100,96.382383
"419",114.440002,114.870003,112.050003,112.830002,3306100,94.580137
"420",112.5,114.449997,112.5,112.669998,2191200,94.446013
"421",113.260002,114.660004,112.709999,114.639999,2330200,96.097374
"422",115.169998,115.300003,113.209999,113.589996,2144400,95.217205
"423",112.5,114.209999,112.019997,113.199997,1608600,94.890287
"424",113.239998,113.25,110,110.559998,3733800,92.677298
"425",109.800003,111.849998,109.18,111.160004,2115800,93.603575
"426",111.480003,112.739998,111.059998,111.410004,2250300,93.81409
"427",111.580002,112.900002,110.629997,112.669998,1680100,94.875083
"428",114.199997,114.839996,112.449997,112.690002,2115100,94.891928
"429",118.650002,121.580002,117.989998,119.400002,8347500,100.542161
"430",118.510002,120.150002,117.190002,117.739998,2340900,99.144336
"431",117.68,118.129997,115.790001,116.339996,1894300,97.965448
"432",116.940002,119.489998,116.800003,118.099998,2087200,99.447478
"433",117.410004,117.599998,116.330002,116.519997,1933600,98.117019
"434",116.379997,117.160004,115.089996,115.089996,3111800,96.912871
"435",116.5,119.839996,116.050003,118.540001,4508300,99.817987
"436",120,123.379997,119.620003,122.059998,4312800,102.782042
"437",124.199997,132.589996,123.209999,127.269997,14143200,107.169182
"438",126.550003,127.959999,122.32,122.75,3160200,103.363066
"439",119.970001,120.739998,118.599998,119.379997,2390700,100.525316
"440",121.269997,123.349998,121.209999,122.269997,2290800,102.958874
"441",123.809998,124.260002,122.5,123.389999,2101400,103.901985
"442",123.279999,123.970001,120.260002,120.790001,2055900,101.712626
"443",121.110001,122.57,120.089996,121.07,1851200,101.948402
"444",124.650002,126.230003,124.019997,125.330002,2989600,105.535587
"445",125.739998,126.540001,125.18,126.080002,1716300,106.167133
"446",125.400002,128.830002,125.360001,128,1977300,107.78389
"447",128.199997,129,126.330002,126.959999,1859600,106.908145
"448",126.580002,130.710007,126.580002,129.289993,1986800,108.870144
