"","XOM.Open","XOM.High","XOM.Low","XOM.Close","XOM.Volume","XOM.Adjusted"
"152",76.650002,76.82,75.980003,76.709999,20438100,68.096593
"153",76.669998,78,76.5,77.839996,23478700,69.099708
"154",77.790001,78.849998,77.720001,78.709999,23883600,69.872022
"155",78.629997,78.93,78.129997,78.239998,21844100,69.454795
"156",77.980003,78.160004,76.769997,77.75,29121600,69.019817
"157",78.209999,79.099998,78.059998,78.980003,25084400,70.111709
"158",78.849998,79.18,78.089996,78.589996,24871600,69.765494
"159",78.220001,78.989998,77.93,78.68,21626300,69.845392
"160",78.709999,79.860001,78.489998,79.660004,25555400,70.715355
"161",79.839996,79.980003,79.339996,79.879997,17003500,70.910647
"162",79.779999,79.889999,78.870003,78.989998,26300600,70.120581
"163",79.919998,80.82,79.010002,80.68,34514400,71.620821
"164",81.139999,83.959999,81.040001,83.910004,40829600,74.488142
"165",83.589996,83.980003,83.260002,83.410004,18176900,74.044285
"166",83.059998,83.550003,82.459999,83.440002,19647700,74.070915
"167",83.25,83.519997,82.849998,83.279999,16558300,73.928878
"168",83.449997,84,83.360001,83.93,15304300,74.505894
"169",83.5,83.650002,82.639999,82.980003,17463500,74.050774
"170",82.440002,82.779999,81.769997,82.550003,15890900,73.667044
"171",81.68,83.309998,81.610001,83.199997,21050500,74.247094
"172",82.230003,83.410004,82.230003,82.82,15993500,73.907987
"173",82.07,85.110001,81.889999,84.910004,33108300,75.773092
"174",84.790001,84.889999,82.669998,82.970001,25684600,74.041848
"175",83.059998,83.860001,82.860001,83.690002,16673500,74.684372
"176",83.970001,83.970001,83.050003,83.879997,17853500,74.853922
"177",83.910004,84.5,83.5,84.5,22839500,75.407208
"178",84.970001,86.699997,84.730003,85.440002,32580400,76.246059
"179",86,88.230003,85.470001,87.07,38624600,77.700658
"180",87.199997,87.529999,85.459999,85.970001,28577100,76.719027
"181",85.790001,86.239998,85.290001,85.339996,22230300,76.156815
"182",85.870003,86.559998,85.489998,85.529999,24507000,76.326372
"183",86.410004,86.5,84.699997,84.800003,23001800,75.674929
"184",84.589996,85.32,83.550003,85.080002,17423600,75.924797
"185",85.459999,85.949997,85.050003,85.82,17153500,76.585166
"186",85.919998,86,84.699997,85.080002,20028600,75.924797
"187",85.839996,86.080002,84.690002,84.720001,18062700,75.603535
"188",84.599998,85.110001,83.75,84.599998,17658200,75.496446
"189",84.120003,84.550003,83.559998,84.379997,13306600,75.300118
"190",83.800003,83.800003,81.199997,81.379997,25996300,72.622939
"191",81.019997,82.910004,80.099998,82.120003,17607100,73.283315
"192",81.669998,82.639999,81.459999,82.379997,16383200,73.515332
"193",80.169998,82.089996,79.75,81.389999,23191300,72.631865
"194",81.230003,81.809998,78.800003,79.309998,33396500,70.775686
"195",80.379997,81.5,80.230003,81.160004,21941300,72.426619
"196",81.769997,82.330002,80.849998,80.849998,28895900,72.149972
"197",81.870003,83.330002,81.860001,82.839996,18207000,73.925832
"198",83.099998,83.230003,82.330002,82.559998,16209700,73.675963
"199",82.650002,83,82,82.599998,15390600,73.71166
"200",82.779999,83.470001,82.550003,82.730003,17009000,73.827675
"201",82.989998,83.93,82.82,83.620003,16497300,74.621905
"202",83.860001,84.010002,83.449997,83.470001,14608200,74.488044
"203",83.160004,83.889999,82.610001,83.25,16277400,74.291717
"204",83.800003,84.860001,83.510002,84.489998,15770400,75.398282
"205",84.82,84.940002,84.110001,84.129997,15317800,75.07702
"206",84.720001,84.839996,84.169998,84.68,15531500,75.567839
"207",84.260002,84.93,84.07,84.870003,13096100,75.737396
"208",84.68,85.940002,84.559998,85.419998,17122600,76.228208
"209",85.730003,85.889999,84.959999,85.18,13339700,76.014035
"210",85.160004,85.790001,84.910004,85.760002,16006700,76.531625
"211",86,86.220001,85.360001,85.949997,15943200,76.701175
"212",85.949997,86.150002,84.779999,85.160004,13026500,75.996191
"213",84.239998,84.25,82.669998,83.18,20728800,74.229249
"214",83.580002,83.949997,82.559998,83.160004,14489400,74.211405
"215",82.379997,83.839996,82.379997,83.440002,15717500,74.461274
"216",83.800003,84.470001,83.360001,84.290001,17022500,75.219806
"217",83.110001,84,82.440002,83.099998,15107300,74.157856
"218",82.970001,83.989998,82.970001,83.800003,12770800,74.782536
"219",85.050003,85.68,84.870003,85.650002,15447600,76.433461
"220",85.769997,86.43,85.559998,86.360001,12797200,77.067059
"221",86.290001,86.5,85.889999,86.220001,9852800,76.942125
"222",86.43,87.480003,86.260002,87.419998,17908800,78.012994
"223",87.480003,87.900002,86.290001,87.779999,17755800,78.334256
"224",87.029999,87.5,86.529999,87.339996,18705300,77.941601
"225",87.43,88,87.029999,87.980003,17352300,78.512739
"226",88.099998,88.129997,86.470001,86.970001,18651200,77.61142
"227",86.589996,86.779999,85.040001,85.620003,18417100,76.406691
"228",85.190002,85.599998,83.910004,84.809998,22867000,75.683848
"229",83.519997,83.989998,81.589996,82.620003,27491200,73.729512
"230",83.269997,84.099998,81.849998,82.690002,26314700,73.791979
"231",83.010002,83.720001,82.160004,83.18,18254600,74.229249
"232",83.080002,83.760002,82.5,83.339996,17695700,74.372029
"233",82.510002,82.690002,80.440002,81.120003,24192000,72.801492
"234",80.620003,81.589996,79.419998,81.050003,21853600,72.738671
"235",81.290001,81.769997,80.220001,80.870003,17628500,72.577129
"236",80.220001,81.269997,80.120003,80.239998,16435100,72.011728
"237",79.989998,80.790001,79.599998,80.410004,18067800,72.1643
"238",80.879997,82.269997,80.43,81.739998,17957000,73.357909
"239",82.269997,82.580002,81.339996,82.330002,15229100,73.887411
"240",81.980003,82.25,80.900002,81.57,19003400,73.205344
"241",80.220001,81.010002,80.07,80.669998,16288500,72.397634
"242",81.050003,82.120003,80.940002,81.290001,15687300,72.954058
"243",80.970001,82.529999,80.839996,81.959999,19347200,73.55535
"244",81.599998,82.57,81.190002,82.389999,16873700,73.941256
"245",82.739998,83.129997,82.150002,82.629997,11949100,74.156643
"246",83.279999,83.75,82.720001,83.470001,23630700,74.910508
"247",83.550003,83.650002,81.760002,82.029999,19550200,73.618172
"248",81.769997,82.32,80.650002,81.330002,18152600,72.989957
"249",80.239998,81.790001,80.18,81.18,17281200,72.855337
"250",80.93,81.190002,80.080002,80.290001,15954300,72.056603
"251",80.610001,81.089996,79.970001,80,16188100,71.796341
"252",80.610001,81.870003,80.519997,80.760002,23567300,72.478408
"253",81.239998,81.68,80.959999,81.18,17665100,72.855337
"254",80.949997,80.949997,79.720001,79.779999,18965900,71.5989
"255",80,80.599998,78.839996,79.230003,17854200,71.105304
"256",80.050003,80.82,79.940002,80.379997,16443400,72.137371
"257",79.529999,79.889999,78.370003,78.660004,21713900,70.593756
"258",78.589996,79.510002,78.330002,79.220001,19037500,71.096328
"259",79.849998,79.949997,78.690002,79.019997,25441200,70.916833
"260",78.650002,79.949997,78.620003,79.709999,15836400,71.536078
"261",80.230003,81.120003,80.010002,80.57,17897300,72.30789
"262",80.160004,80.669998,79.57,79.82,18599700,71.634799
"263",78.739998,78.75,77.230003,78.440002,30032800,70.396314
"264",78.550003,78.629997,76.779999,76.779999,36292700,68.906537
"265",76.879997,78.480003,76.720001,77.919998,20606900,69.929634
"266",78.57,79.660004,78.379997,79.629997,18421500,71.46428
"267",79.849998,80.5,79.220001,80.25,18899900,72.020705
"268",80.389999,81.410004,80.269997,81.379997,19942100,73.034825
"269",81.190002,82.089996,80.589996,82.010002,18050100,73.600226
"270",81.300003,82.120003,81.260002,81.599998,18859600,73.232266
"271",81.400002,81.660004,80.849998,81.57,15042600,73.205344
"272",82.269997,82.599998,81.870003,82.360001,18379200,73.914334
"273",81.580002,82.529999,81.459999,82.419998,18336500,73.968179
"274",81.300003,82.110001,81.120003,81.900002,20717000,73.501505
"275",81.510002,83.010002,81.5,81.889999,22639600,73.492529
"276",82.269997,83.459999,82.080002,82.480003,19015100,74.022031
"277",83.050003,83.110001,82.089996,82.239998,19413200,73.806637
"278",82.419998,83.089996,82.260002,83,22705100,74.488704
"279",82.290001,82.849998,82.080002,82.650002,17343500,74.174596
"280",82.900002,83.760002,82.800003,83.629997,16424900,75.054097
"281",83.839996,83.889999,83.169998,83.300003,12808400,74.757943
"282",83.860001,85.239998,83.75,85.019997,21359700,76.301558
"283",85.199997,85.410004,84.540001,85.220001,13152600,76.481053
"284",84.199997,85.129997,84.199997,84.57,14007600,75.897707
"285",84.669998,85.099998,84.040001,84.370003,16226700,75.718219
"286",83.790001,84.25,83.239998,83.309998,19820600,74.766912
"287",81.739998,82.449997,81.150002,81.459999,24556600,73.106623
"288",80.790001,80.879997,79.760002,79.790001,26609000,71.607876
"289",80.82,81.18,78.739998,79.599998,22864500,71.437358
"290",78.900002,79.610001,77.82,77.839996,28410500,69.857836
"291",77.940002,78.099998,76.459999,77.720001,28373000,69.750146
"292",76.68,77.129997,73.510002,73.839996,42624200,66.268019
"293",75.010002,75.790001,72.07,74.82,47167500,67.147528
"294",72.739998,73.440002,69.900002,70.190002,58857600,62.992317
"295",70.790001,71.870003,67.029999,71.639999,61753300,64.293623
"296",70.739998,70.989998,67.459999,68.029999,47758300,61.457008
"297",68.809998,72.400002,68.629997,71.580002,50328600,64.664013
"298",72.360001,73.099998,71.599998,72,31129000,65.043431
"299",73.040001,74.379997,72.75,74.290001,23388200,67.112175
"300",73.349998,74.339996,72.830002,73.5,26341400,66.398503
"301",74.290001,74.75,73.5,74.160004,18269400,66.994738
"302",72.410004,72.790001,70.209999,70.940002,35457700,64.08585
"303",70.07,71.980003,69.669998,69.800003,34935300,63.055996
"304",72.150002,72.160004,69.580002,70.18,27202900,63.399278
"305",70.599998,73.800003,70.519997,73.660004,38059600,66.543047
"306",72.959999,73.860001,72.269997,73.540001,22752900,66.434639
"307",73.639999,73.919998,71.269997,71.769997,30924500,64.835651
"308",70.879997,73,70.209999,72.639999,26974400,65.621595
"309",73.330002,74.220001,72.980003,74.120003,18967100,66.958601
"310",73.589996,74.400002,72.970001,73.910004,22437000,66.768892
"311",74.360001,74.870003,73.339996,74.019997,29189000,66.868258
"312",74.150002,74.860001,73.449997,73.489998,23393500,66.389467
"313",72.110001,72.690002,71.5,72.139999,21071800,65.169904
"314",70.139999,71.32,69.910004,71.150002,25416300,64.275559
"315",72.239998,73.650002,71.75,73.650002,23108400,66.534011
"316",73.389999,74.339996,72.540001,72.82,22434800,65.784203
"317",72.169998,72.57,70.589996,71.010002,27969100,64.149086
"318",70.339996,71.889999,69.870003,71.839996,26205800,64.898887
"319",71.760002,71.980003,70.809998,71.650002,22825400,64.727249
"320",71.959999,73.760002,71.160004,72.639999,26042800,65.621595
"321",73.43,74.059998,72.68,74.010002,21858300,66.859229
"322",74.519997,74.75,73.57,74.550003,34652600,67.347056
"323",72.910004,74.099998,72.5,73.699997,19822500,66.579176
"324",73.870003,74.980003,73.440002,74.010002,20420000,66.859229
"325",73.879997,74.290001,71.830002,71.970001,23806200,65.016331
"326",69.940002,70.459999,68.169998,69.239998,43223000,62.550098
"327",68.459999,70.110001,67.93,69.309998,26583200,62.613334
"328",70.010002,71.889999,69.5,71.720001,30342400,64.790486
"329",73.330002,74.339996,72.419998,72.910004,26689900,65.865511
"330",72.43,74.290001,71.860001,72.07,26026500,65.106668
"331",73.120003,74.040001,72.669998,73.879997,27713900,66.741785
"332",72.760002,74.589996,72.629997,72.629997,30917000,65.612559
"333",72.050003,73.099998,71.150002,71.150002,31004200,64.275559
"334",70.25,73.150002,69.209999,72.830002,36500000,65.793239
"335",72.669998,74,72.209999,73.949997,28239800,66.805021
"336",73.300003,74,72.629997,73.889999,24869800,66.750821
"337",74.470001,74.519997,73.029999,73.559998,23573900,66.452703
"338",74.730003,76.290001,74.650002,76.279999,20465800,68.909901
"339",75.779999,76.669998,75.709999,76.269997,17862100,68.900865
"340",76.739998,77.660004,76.309998,77.160004,22239000,69.70488
"341",76.220001,76.790001,75.839996,76.370003,19540300,68.991209
"342",77.099998,78.230003,77.07,78.110001,17870600,70.56309
"343",77.870003,78.489998,77.120003,77.470001,18836200,69.984926
"344",77.57,79.510002,77.019997,78.889999,23878500,71.267726
"345",78.57,79.239998,77.919998,78.43,20910900,70.852171
"346",78.32,79.110001,77.830002,78.709999,22227600,71.105117
"347",79.589996,80.160004,79.18,80.129997,27855300,72.387916
"348",79.919998,80.5,79.550003,80.169998,19861100,72.424052
"349",79.830002,80.489998,79.050003,79.440002,23433400,71.764588
"350",80.160004,81.269997,79.279999,81.07,27170500,73.237097
"351",81.910004,82.199997,80.690002,81.879997,35489500,73.968833
"352",80.989998,81.989998,80.440002,81.480003,21753400,73.607486
"353",80.589996,80.639999,78,78.089996,30616900,70.545018
"354",75.82,77.110001,75.449997,75.940002,35835000,68.602755
"355",77.370003,77.589996,76.5,77.370003,21761300,69.89459
"356",78.190002,79,77.440002,78.860001,24480600,71.240625
"357",78.07,78.610001,77.379997,78.519997,18192800,70.933472
"358",78.82,79.489998,78.120003,79.349998,17998100,71.68328
"359",79.25,79.879997,78.629997,79.760002,19023800,72.482995
"360",77.900002,78.919998,77.029999,77.389999,24130100,70.329223
"361",78.529999,79.019997,77.639999,78.699997,18668800,71.519701
"362",79.629997,79.949997,79.339996,79.720001,15134500,72.446644
"363",79.529999,79.75,78.389999,78.959999,13589900,71.755981
"364",78.860001,79.849998,78.5,79.089996,19475000,71.874118
"365",78.239998,79.75,78.059998,78.25,20376800,71.11076
"366",78.120003,79.43,77.099998,77.860001,25964300,70.756343
"367",78.220001,78.68,77.110001,77.900002,23104500,70.792694
"368",76.529999,77.330002,76.059998,76.910004,20204200,69.89302
"369",76.379997,77.099998,75.879997,76.029999,18925100,69.093304
"370",75.029999,75.32,74.529999,74.580002,23331800,67.775599
"371",74.510002,75.199997,73.900002,73.900002,10254500,67.157639
"372",75.839996,76.510002,75.330002,75.839996,20148600,68.920636
"373",76.410004,77.5,76.139999,76.93,19768400,69.911192
"374",78.419998,80.529999,78.370003,80.440002,33953000,73.100955
"375",80.199997,80.349998,79.370003,79.790001,17261100,72.510257
"376",80.669998,80.739998,79.650002,79.790001,19461300,72.510257
"377",80.879997,81.18,79.800003,80.449997,18295000,73.110037
"378",80.629997,81.639999,80.290001,80.82,20122700,73.446282
"379",80.610001,81.860001,80.349998,81.080002,19643400,73.682563
"380",80.75,80.849998,79.550003,79.870003,18443600,72.58296
"381",80.629997,81.75,80.339996,81.339996,21842300,73.918837
"382",80.730003,81.089996,79.209999,80.050003,17846500,72.746537
"383",80.610001,81.809998,80.139999,80.529999,21873600,73.18274
"384",79.589996,80.169998,78.660004,79.440002,23934400,72.192191
"385",79.93,80.599998,79.779999,80.029999,17954200,72.728358
"386",80.739998,80.910004,79.879997,80.160004,33465700,72.846502
"387",80.239998,80.459999,79.379997,79.529999,16048400,72.273976
"388",80.660004,82,80.610001,82,21163300,74.518624
"389",82.019997,83.339996,82,83.120003,19160300,75.536442
"390",83.559998,84.830002,83.300003,84.290001,19841300,76.599694
"391",84.279999,85.230003,84.209999,85.220001,10243800,77.444844
"392",84.970001,85.629997,84.949997,85.279999,10147100,77.499368
"393",85.150002,85.440002,84.010002,84.18,12767500,76.499729
"394",84.089996,85.330002,84.089996,85.269997,10865900,77.490278
"395",85.160004,85.290001,84.57,84.760002,9768900,77.026814
"396",85.970001,86.669998,85.900002,86,20906800,78.153679
"397",85.790001,86.150002,85.099998,86.019997,16130900,78.171851
"398",85.639999,85.949997,84.919998,85.760002,17452800,77.935577
"399",85.919998,86,85.110001,85.120003,15942100,77.353969
"400",85,85.639999,84.970001,85.5,11664200,77.699297
"401",86.07,86.209999,85.379997,85.720001,13080800,77.899226
"402",85.099998,85.400002,84.470001,85.080002,14831400,77.317618
"403",84.389999,84.919998,83.940002,84.739998,17357200,77.008635
"404",84.160004,84.919998,83.82,84.879997,15551600,77.135861
"405",85.75,86.129997,85.400002,85.690002,15627900,77.871964
"406",85.300003,86.5,84.959999,86.449997,16754200,78.56262
"407",86.339996,87.239998,85.769997,87.029999,16383500,79.089704
"408",87.080002,87.489998,86.720001,87.489998,19220300,79.507735
"409",87.5,87.940002,87.029999,87.470001,15348400,79.489563
"410",87.080002,87.220001,86.660004,87.18,12363800,79.22602
"411",86.769997,87.379997,85.809998,87.220001,18202300,79.262372
"412",87.639999,87.709999,86.510002,86.769997,15658200,78.853424
"413",86.239998,86.5,85.769997,85.830002,15976700,77.999191
"414",85.269997,85.5,84.589996,85.489998,17867000,77.690207
"415",84.919998,85.339996,83.459999,83.739998,27225800,76.099871
"416",84.230003,84.559998,83.379997,83.970001,22266100,76.30889
"417",84.279999,84.339996,83.190002,83.529999,18020500,75.909031
"418",84.239998,85,84.050003,84.919998,16145400,77.172212
"419",84.870003,85.849998,84.489998,85.75,15000900,77.926488
"420",85.220001,86.440002,84.940002,86.339996,15818400,78.462655
"421",85.830002,86.220001,84.730003,85.32,14762600,77.960102
"422",85.330002,85.690002,84.669998,84.879997,17073400,77.558055
"423",84.019997,84.099998,83.349998,83.800003,15328900,76.571223
"424",84.339996,84.599998,83.889999,84.419998,11473700,77.137736
"425",84.419998,84.709999,83.849998,84.669998,12961900,77.366171
"426",84.860001,84.919998,83.910004,84.120003,13911600,76.863619
"427",84.449997,85.620003,84.080002,85.410004,14769600,78.042342
"428",86.07,86.120003,84.919998,85.620003,16597200,78.234226
"429",86.040001,86.779999,86.040001,86.57,15481300,79.102274
"430",86.839996,87.25,86.650002,86.919998,11983200,79.42208
"431",86.580002,87.169998,86.470001,87.019997,12404600,79.513453
"432",87.370003,87.470001,87.010002,87.339996,10767100,79.805849
"433",87.150002,87.830002,86.779999,87.230003,13323500,79.705344
"434",87.230003,87.440002,86.550003,87.139999,14317600,79.623104
"435",87.449997,87.489998,86.209999,86.5,18293200,79.038312
"436",86.470001,87.18,86.410004,86.830002,12638500,79.339847
"437",86.660004,86.75,85.849998,86.330002,11343400,78.882979
"438",86.169998,87.089996,85.910004,87.010002,12803100,79.50432
"439",86.239998,86.480003,85.419998,85.860001,16507900,78.453521
"440",86.010002,86.120003,85.190002,85.830002,14767700,78.42611
"441",85,85.470001,84.629997,84.830002,19032000,77.512372
"442",85.059998,85.129997,84.050003,84.300003,17042500,77.028092
"443",84.5,85.75,84.129997,85.550003,19014000,78.170264
"444",85.889999,86.93,85.610001,86.860001,16853300,79.367258
"445",86.589996,86.830002,85.739998,86.019997,16187300,78.599715
"446",85.889999,86.199997,85.25,86.089996,14523600,78.663676
