"","FDX.Open","FDX.High","FDX.Low","FDX.Close","FDX.Volume","FDX.Adjusted"
"131",94.419998,94.769997,92.93,93.330002,2353800,91.003936
"132",93.330002,93.5,92.389999,92.389999,2193200,90.087361
"133",91.860001,94.790001,91.279999,94.220001,6865000,91.871754
"134",94.230003,94.309998,92.239998,93.07,2990100,90.750414
"135",93.809998,93.889999,92.809998,93.559998,1604500,91.228199
"136",93.800003,94.489998,93.470001,93.690002,1547300,91.354964
"137",93.830002,93.900002,92.82,93.370003,1246700,91.04294
"138",93.029999,93.519997,92.57,93.010002,880200,90.691911
"139",92.489998,93.199997,92.489998,93.029999,678100,90.71141
"140",93.239998,93.360001,92.589996,93.019997,839400,90.701657
"141",93.07,93.25,92.639999,92.800003,790100,90.487146
"142",92.82,93.239998,92.699997,92.959999,764900,90.643155
"143",92.529999,93.410004,92.410004,93.010002,1015100,90.691911
"144",93.540001,94.290001,93.120003,93.190002,2037700,90.867426
"145",93.379997,93.870003,92.059998,93.120003,2412600,90.79917
"146",92.519997,94.269997,92.370003,93.870003,2351100,91.530478
"147",93.699997,93.93,92.910004,93.099998,1890000,90.779665
"148",93,94.32,91.800003,93.150002,5209400,90.828422
"149",93.010002,94.980003,92.25,94.059998,2959000,91.715738
"150",94.790001,94.790001,92.449997,93.309998,2635500,90.98443
"151",93.919998,95.139999,93.279999,95,3155100,92.632312
"152",94.910004,96.169998,94.620003,95.629997,2725900,93.246608
"153",95.650002,97,95.309998,95.830002,2600400,93.441628
"154",96.309998,96.790001,95.080002,95.800003,1565300,93.412377
"155",95.629997,95.720001,93.57,94.339996,2039200,91.988758
"156",93.540001,94.019997,92.790001,93.510002,2253300,91.17945
"157",94.419998,94.639999,92.870003,93.339996,1872300,91.013681
"158",93.120003,94.440002,92.970001,94.370003,2037800,92.018017
"159",94.029999,94.349998,93.300003,93.989998,1418600,91.647483
"160",94.129997,94.769997,93.269997,94.309998,2180700,91.959507
"161",94.410004,94.839996,93.800003,94.360001,1862300,92.008264
"162",94.519997,94.639999,90.18,90.480003,4654200,88.224968
"163",91,91.5,90.010002,90.32,3088700,88.068952
"164",92.75,93.959999,92.279999,92.690002,4049700,90.379887
"165",92.07,92.129997,90.519997,90.800003,4172700,88.536992
"166",91.940002,92.300003,91.099998,91.459999,3933100,89.180539
"167",91.599998,91.82,90.540001,91.739998,1986800,89.453559
"168",91.839996,92.75,91.300003,91.459999,2144200,89.180539
"169",91.379997,92.400002,91.169998,92.050003,1652500,89.755838
"170",91.709999,92.169998,91,91.599998,1762300,89.317049
"171",91.309998,94.690002,91.309998,94.440002,3024600,92.086272
"172",93.870003,95.889999,93.800003,95.419998,2038800,93.041843
"173",95.029999,95.699997,93.809998,93.989998,2822100,91.647483
"174",95.010002,96.699997,94.889999,95.980003,5403500,93.587891
"175",96.370003,97.099998,95.900002,96.839996,2249500,94.426451
"176",96.389999,97.699997,96.370003,97.470001,1513800,95.040754
"177",97.860001,98.519997,97.309998,98.32,2434800,95.869568
"178",96.050003,96.199997,92.910004,93.290001,3847200,90.964932
"179",93.099998,93.110001,87.540001,89.25,7028500,87.02562
"180",89.349998,90.760002,89.080002,89.809998,3940600,87.571661
"181",90.57,90.919998,89.75,89.879997,2600500,87.639916
"182",91.010002,91.019997,89.769997,90.019997,2299600,87.776426
"183",90.57,90.580002,87.599998,87.879997,4843700,85.689762
"184",88.010002,88.650002,86.32,87.32,3989400,85.143721
"185",88.330002,90.580002,88.18,89.790001,4555900,87.552162
"186",89.870003,90,87.800003,88.690002,2747800,86.479579
"187",88.879997,89.379997,87.110001,88.260002,3360200,86.060296
"188",88.269997,90.300003,88.269997,89.949997,3590900,87.708171
"189",89.529999,91,89,90.779999,2630800,88.517486
"190",89.720001,91.330002,88.800003,89.949997,3273600,87.708171
"191",90.080002,91.25,89.860001,90.709999,2942900,88.449231
"192",89.720001,89.860001,87.199997,88.629997,5338000,86.421069
"193",86.019997,89.059998,85.970001,87.790001,3925800,85.602008
"194",87.360001,87.660004,85.029999,85.279999,4906800,83.268384
"195",89.790001,90.400002,87.489998,87.889999,6607500,85.816819
"196",90.099998,90.209999,88.269997,89.279999,3956300,87.17403
"197",90.370003,90.480003,89.610001,89.860001,2140600,87.740351
"198",89.669998,89.68,88.190002,88.290001,1950500,86.207385
"199",87.830002,89.379997,87.050003,88.959999,1950600,86.861579
"200",89.279999,90.900002,89.120003,90.790001,2527400,88.648414
"201",90.870003,91.059998,89.849998,90.279999,2311000,88.150442
"202",91.089996,93.68,90.599998,93.019997,4364500,90.825808
"203",92.93,93.300003,92.129997,93.040001,1753900,90.84534
"204",93.309998,94.400002,93.139999,93.75,1639600,91.538591
"205",93.209999,94.410004,93.019997,93.550003,1613500,91.343312
"206",95,96.5,94.580002,95,3424800,92.759106
"207",95.010002,95.419998,94.459999,95.120003,1309700,92.876278
"208",94.690002,95.279999,94.110001,94.190002,1436900,91.968215
"209",95.160004,95.349998,93.800003,94.589996,1620200,92.358774
"210",94.260002,94.720001,93.410004,93.910004,1475000,91.694821
"211",93.849998,94.18,90.82,91.160004,2919300,89.009689
"212",91.300003,92.860001,90.660004,92.529999,3345600,90.347368
"213",92.169998,94.400002,91.959999,94.080002,3368000,91.860809
"214",94.589996,94.669998,93.07,93.43,2108900,91.22614
"215",92.940002,93.989998,92.660004,92.940002,2148800,90.7477
"216",93.010002,93.349998,92.190002,92.580002,1976000,90.396191
"217",91.339996,92.239998,91.099998,91.959999,2293200,89.790814
"218",92.510002,92.980003,91.519997,91.849998,1678500,89.683408
"219",93,94.190002,92.360001,93.230003,1901200,91.030861
"220",93.720001,94.230003,93.389999,93.940002,1816300,91.724112
"221",93.75,94.129997,92.900002,93.849998,1347000,91.636231
"222",94.260002,95.029999,94.059998,94.489998,1900000,92.261134
"223",94.650002,94.989998,93.370003,94.800003,1513500,92.563827
"224",94.529999,95.760002,94.449997,95.279999,1614500,93.0325
"225",95.550003,96.25,95.300003,95.669998,1431400,93.4133
"226",96.25,96.889999,94.029999,94.370003,2280800,92.143969
"227",94,94.779999,93.629997,94.220001,1528300,91.997506
"228",93.699997,94.580002,92.419998,92.639999,2292800,90.454774
"229",92.160004,95.989998,91.800003,95.290001,3636400,93.042266
"230",96.139999,96.389999,95.139999,95.650002,2520900,93.393775
"231",95.599998,95.639999,94.559998,94.910004,1542000,92.671232
"232",95.360001,96.239998,95.160004,95.739998,1658800,93.481648
"233",95.43,96.5,94.790001,95.160004,2580200,92.915335
"234",95.110001,95.129997,94.040001,94.959999,2235900,92.720049
"235",95.169998,95.5,93.5,93.580002,2780400,91.372603
"236",93.379997,94.43,92.980003,93.18,1939600,90.982037
"237",92.849998,92.919998,92.050003,92.589996,2144000,90.40595
"238",92.870003,94.209999,92.300003,93.650002,1923100,91.440952
"239",94.010002,94.650002,93.5,94.580002,1919700,92.349015
"240",94.459999,94.589996,93.559998,93.82,1377800,91.60694
"241",92.559998,92.690002,91.050003,92.040001,2539500,89.868928
"242",92.209999,92.419998,90.93,91.480003,1604200,89.32214
"243",90.959999,92.300003,90.82,91.839996,1727900,89.673642
"244",91.309998,91.900002,90.800003,91.360001,2346200,89.204968
"245",91.849998,92.349998,91.599998,91.900002,1222100,89.732231
"246",92.629997,93.730003,92.580002,93.639999,2378700,91.431185
"247",93.949997,94.389999,91.410004,91.43,3444300,89.273317
"248",91.790001,92.5,91,91.519997,1958100,89.36119
"249",90.32,91,89.900002,90.150002,2139300,88.023511
"250",89.989998,90.559998,87.650002,87.75,3268200,85.680121
"251",87.949997,88.230003,86.68,86.760002,3211800,84.713476
"252",86.540001,86.900002,85.459999,85.589996,3320700,83.571069
"253",86.080002,86.790001,85.800003,86.209999,2938200,84.176447
"254",86.230003,86.389999,84.790001,85.379997,2707900,83.366023
"255",85.370003,86.150002,84.949997,85.919998,2444200,83.893286
"256",86.589996,88,86.220001,87.43,2732100,85.36767
"257",86.43,87.290001,86.099998,86.489998,2357200,84.575597
"258",86.709999,87.519997,86,86.480003,2095300,84.565824
"259",87.260002,87.690002,86.669998,86.989998,2131400,85.06453
"260",86.830002,87.860001,86.610001,87.5,1809200,85.563243
"261",88.43,89.480003,81.220001,89.129997,3292100,87.157161
"262",91.5,92.410004,90.660004,91.440002,6023500,89.416036
"263",91.120003,93.449997,90.599998,92.959999,4850000,90.902389
"264",92.910004,93.449997,91.57,91.870003,4282900,89.836519
"265",91.970001,93,91.610001,92.849998,1930900,90.794823
"266",93.129997,94.190002,92.769997,94.019997,1762100,91.938924
"267",94.5,94.910004,93.099998,93.629997,2283700,91.557557
"268",93.839996,94.949997,93.800003,94.849998,2079300,92.750554
"269",94.68,96.830002,94.559998,96.519997,2464600,94.383588
"270",96.169998,96.25,95.199997,95.5,1870700,93.386168
"271",95.580002,97.07,95.559998,96.779999,2365900,94.637835
"272",97.690002,98.660004,96.919998,98.5,2958600,96.319765
"273",97.239998,97.699997,96.959999,97.559998,2229100,95.400569
"274",96.75,96.75,94.470001,95.080002,2534700,92.975466
"275",94.699997,95.089996,93.809998,94.080002,2958900,91.997601
"276",94.739998,95.589996,93.989998,94.25,2133100,92.163836
"277",94.459999,94.980003,92.779999,93.059998,2829000,91.000174
"278",92.970001,93.279999,91.260002,92.199997,3206100,90.159209
"279",91.800003,91.889999,90.050003,90.459999,3612000,88.457725
"280",91.220001,92.239998,90.580002,91.769997,2550100,89.738726
"281",92.010002,92.809998,91.300003,92.190002,2182100,90.149435
"282",92.690002,94.07,92.330002,93.080002,1984100,91.019735
"283",93.260002,93.620003,92.199997,92.790001,1635200,90.736153
"284",91.699997,92.349998,91.480003,91.879997,1867500,89.846292
"285",90.43,91.449997,88.699997,91,4588900,88.985773
"286",90.239998,90.339996,88.550003,89.139999,4036700,87.166942
"287",89.440002,90.18,87.739998,87.860001,3454700,85.915275
"288",86.910004,88.169998,86.330002,86.879997,3024200,84.956964
"289",88.050003,88.050003,85.019997,86,4119600,84.096445
"290",85.370003,86.029999,83.959999,84.440002,4101600,82.570977
"291",84.599998,86,83.459999,85.739998,4380700,83.842198
"292",84.779999,85.040001,81.980003,82.099998,4364100,80.282767
"293",83.220001,83.720001,80.18,82.360001,5026700,80.537014
"294",80.339996,81.910004,77.5,77.540001,5679800,75.823702
"295",79.190002,79.889999,75.5,79.75,4804200,77.984784
"296",78.529999,78.669998,75.129997,75.32,4640500,73.652839
"297",75.779999,81.300003,75.669998,79.879997,4746300,78.111904
"298",80.290001,81.290001,79,80.480003,3280200,78.69863
"299",81.199997,81.980003,80.150002,81.849998,2698900,80.038301
"300",80.900002,81.699997,79.279999,80.099998,3826100,78.327036
"301",80.519997,81.269997,78.470001,79.129997,2951400,77.378505
"302",77.059998,77.339996,73.489998,74.459999,4502100,72.811874
"303",74.110001,75.769997,72.889999,73.160004,3477900,71.540654
"304",74.919998,75,72.160004,73,3420900,71.384191
"305",73.57,74.790001,72.669998,74.790001,3857900,73.134572
"306",74.699997,77,74.230003,76.599998,3685900,74.904506
"307",77.290001,77.440002,74.150002,74.760002,2617400,73.105237
"308",74.169998,75.849998,72.57,75.720001,4011800,74.043987
"309",76.669998,78.790001,76.669998,78.75,2673300,77.006919
"310",78.309998,79.330002,77.68,78.830002,2065500,77.08515
"311",79.519997,80.709999,78.169998,78.720001,3246500,76.977584
"312",78.720001,80.110001,77.900002,78.040001,2814000,76.312635
"313",75.949997,76.489998,74.459999,74.900002,2739400,73.242138
"314",72.43,73.82,71.330002,73.599998,4053700,71.970909
"315",74.879997,76.639999,74.339996,76.269997,3250400,74.581809
"316",75.709999,76.199997,74.650002,74.989998,2543800,73.455344
"317",74.040001,75.080002,72.900002,73.400002,2555400,71.897887
"318",72.389999,73.779999,71.540001,73.629997,3259500,72.123176
"319",73.639999,75.459999,73.110001,74.970001,3226900,73.435757
"320",75.629997,77.120003,73.75,76.010002,3146700,74.454474
"321",77,77.330002,75.639999,77.080002,2218300,75.502577
"322",77.57,77.919998,75.269997,76.400002,3689800,74.836492
"323",74.989998,76.160004,74.68,75.760002,2869600,74.209591
"324",75.949997,76.839996,75,75.220001,3036000,73.680641
"325",75,75.32,72.5,72.5,4094900,71.016304
"326",70.040001,70.089996,64.550003,66.580002,11368000,65.217457
"327",66.860001,68.43,66.610001,67.300003,4468200,65.922723
"328",68.099998,69.82,67.709999,69.75,4467100,68.322582
"329",71.510002,71.620003,70.120003,70.529999,4112700,69.086618
"330",70.940002,71.07,69.099998,69.199997,3511200,67.783834
"331",70.459999,70.809998,68.239998,69.699997,3226500,68.273602
"332",68.980003,69.550003,67.620003,67.68,2730900,66.294944
"333",66.900002,67.919998,64.970001,65.150002,4643600,63.816721
"334",64.18,67.910004,64.07,67.860001,4400000,66.471261
"335",68.040001,70.919998,67.68,70.410004,4889800,68.969079
"336",70.110001,72.519997,69.330002,72.199997,3260900,70.72244
"337",72.309998,72.459999,70.879997,71.059998,3389600,69.60577
"338",72.459999,73.629997,72.010002,73.620003,1957800,72.113386
"339",73.25,73.699997,72.599998,73.43,2055700,71.927272
"340",73.980003,76.129997,73.82,75.18,3034800,73.641458
"341",74.419998,74.419998,73.260002,73.870003,3055800,72.35827
"342",74.760002,75.82,74.650002,75.739998,2272800,74.189996
"343",75.470001,75.550003,73.650002,73.970001,2543600,72.456222
"344",73.839996,76.559998,73.470001,75.620003,2486000,74.072456
"345",75.690002,76.150002,74.970001,75.279999,2037300,73.73941
"346",75.330002,76.82,74.959999,76.589996,2634400,75.022599
"347",77.419998,79.919998,77.18,79.339996,4153200,77.716321
"348",79.900002,82.400002,79.900002,81.519997,3549200,79.851708
"349",80.510002,81.860001,79.199997,80.720001,3689200,79.068084
"350",81.949997,82.199997,79.940002,81.360001,2958000,79.694986
"351",83.510002,85.75,82.93,84.730003,4106700,82.996023
"352",84.400002,85,83.309998,84.25,2882400,82.525842
"353",83.419998,84.160004,81.800003,81.830002,2542900,80.155369
"354",78.910004,80.629997,78.610001,79.57,2703800,77.941617
"355",80.900002,81.339996,79.529999,80.57,1952900,78.921153
"356",81.540001,82.529999,80.349998,82.339996,1781900,80.654927
"357",81.790001,82.209999,80.309998,82.010002,1634300,80.331686
"358",82.040001,82.860001,80.599998,81.93,1867200,80.253321
"359",82.379997,83.129997,81.260002,83.010002,1552000,81.311221
"360",81.400002,81.489998,78.849998,79.349998,2199400,77.726118
"361",80.349998,80.599998,79.400002,80.120003,1866800,78.480365
"362",81.360001,82.389999,81.120003,82.230003,1814700,80.547185
"363",81.620003,82.370003,80.779999,81.410004,1203200,79.743966
"364",81.57,83.449997,81.150002,82.639999,2675800,80.94879
"365",81.800003,83.120003,81.419998,81.489998,1911400,79.822323
"366",81.330002,82.010002,79.68,80.279999,2236200,78.637086
"367",81.190002,82.160004,80.800003,81.220001,2239700,79.557852
"368",79.519997,80,78.220001,79.379997,2036000,77.755503
"369",79.040001,79.370003,77.949997,78.209999,1598200,76.609449
"370",77.370003,77.739998,76.330002,76.559998,2053100,74.993214
"371",76.5,77.379997,76.059998,76.080002,1005200,74.523041
"372",78.760002,80.519997,78.309998,78.93,2627300,77.314715
"373",79.470001,80.379997,78.410004,78.580002,2683100,76.97188
"374",81.360001,83.199997,81.099998,83.080002,3545100,81.379788
"375",82.519997,82.75,81.610001,82.029999,2110000,80.351273
"376",83.169998,83.459999,81.959999,82.139999,2646500,80.459023
"377",83.860001,84.220001,82.379997,83.199997,2709800,81.497327
"378",83.43,83.529999,82.099998,82.669998,2109400,80.978175
"379",82.480003,84.660004,82.050003,84.190002,2450100,82.467073
"380",83.510002,84.43,82.18,82.470001,2654100,80.782271
"381",82.690002,83.639999,82.019997,83.239998,1803400,81.665241
"382",81.940002,82.18,80.949997,81.629997,2377800,80.085698
"383",82.089996,82.410004,78.290001,78.959999,3509400,77.466212
"384",78.669998,79.07,76.949997,77.290001,4152100,75.827807
"385",80.139999,83.809998,79.970001,83.470001,9170500,81.890893
"386",84.099998,86.370003,83.919998,84.889999,5314900,83.284027
"387",84.75,85.419998,80.910004,81.349998,3132100,79.810997
"388",82.980003,84.389999,82.769997,83.809998,2591400,82.224457
"389",83.599998,84.309998,82.379997,84.239998,1854600,82.646322
"390",84.559998,85.360001,84.029999,84.470001,1247900,82.871974
"391",84.720001,85.050003,83.809998,84.919998,1247700,83.313458
"392",84.82,85.410004,84.57,84.699997,1127600,83.097619
"393",84.57,84.699997,82.779999,82.970001,1561800,81.400352
"394",83.400002,84.389999,83,84.309998,1313300,82.714998
"395",84.470001,84.510002,83.330002,83.510002,1447200,81.930137
"396",85.470001,85.910004,84.480003,85.169998,2210000,83.558729
"397",84.730003,85.169998,84.209999,84.959999,1443400,83.352702
"398",84.419998,84.489998,82.790001,84.089996,2218600,82.499159
"399",84.559998,86.059998,84.529999,85.489998,2156700,83.872675
"400",85.839996,85.980003,85.239998,85.849998,1659600,84.225865
"401",87.160004,89.400002,87.150002,88.510002,3403000,86.835546
"402",88.080002,90.029999,87.769997,89.760002,3055300,88.061898
"403",90.080002,91.400002,89.889999,91.190002,3324400,89.464845
"404",90.019997,90.5,88.849998,90.370003,2659800,88.660358
"405",90.139999,90.860001,89.07,89.980003,2424800,88.277737
"406",90.050003,91.459999,89.879997,91.139999,2189600,89.415788
"407",91.68,93.519997,91.449997,93.040001,2781500,91.279845
"408",92.589996,92.599998,91.25,91.57,2448100,89.837653
"409",91.739998,92.519997,90.519997,91.059998,1662900,89.337299
"410",90.400002,91.199997,89.669998,90.790001,1467800,89.072411
"411",90.690002,92.629997,90.07,92.589996,1727400,90.838353
"412",92.75,93.5,92.269997,92.739998,1659200,90.985517
"413",92.239998,93.480003,91.779999,92.949997,1910600,91.191543
"414",92.110001,92.339996,91.5,92.160004,1723400,90.416495
"415",92.330002,92.330002,90.419998,91.489998,1723900,89.759165
"416",92.790001,93.239998,91.989998,92.699997,2013800,90.946273
"417",93.07,93.440002,92.080002,92.790001,1299700,91.034574
"418",93.769997,94.540001,93.610001,94.540001,1620600,92.751467
"419",94.559998,95.599998,94.519997,95.25,2122700,93.448034
"420",94.550003,95.089996,93.599998,94.720001,1837500,92.928062
"421",94.949997,95.330002,94.040001,94.480003,1361200,92.692605
"422",94.419998,95.260002,94.25,94.800003,1573000,93.00655
"423",93.889999,95.349998,93.599998,95.269997,1585900,93.467653
"424",95.800003,97.190002,95.650002,96.980003,2120500,95.145309
"425",96.519997,96.980003,94.839996,95.550003,2307200,93.742362
"426",95.970001,95.970001,93.699997,94.150002,1714300,92.368846
"427",93.989998,95.330002,93.989998,95,1847900,93.202764
"428",95.730003,95.839996,92.510002,92.989998,5154300,91.230787
"429",93.110001,93.150002,90.410004,91.010002,3594300,89.28825
"430",90.739998,91.839996,90.660004,90.75,1843300,89.033166
"431",91.199997,92.300003,90.5,91.970001,1568300,90.230087
"432",91.989998,92.220001,89.839996,90.239998,2300300,88.532813
"433",89.529999,92.43,89.419998,91.360001,2105400,89.631627
"434",91.43,91.910004,90.400002,90.980003,2204400,89.258819
"435",90.980003,91.849998,89.769997,89.989998,2953200,88.287542
"436",90.150002,91.760002,90.150002,91.120003,2019300,89.396169
"437",91.169998,91.68,90.510002,90.779999,1147400,89.062598
"438",90.580002,90.730003,89.800003,90.43,1263100,88.719221
"439",89.110001,89.370003,88.029999,88.75,2257900,87.071003
"440",89.230003,90.18,89.029999,89.760002,1724800,88.061898
"441",90.620003,91.5,89.669998,90.989998,2103400,89.398097
"442",91.440002,92.190002,90.07,91.790001,1801100,90.184104
"443",91.830002,91.93,90.360001,91.330002,1408600,89.732153
"444",92,92.970001,91.400002,92.879997,1625000,91.255031
"445",92.900002,92.970001,91.449997,92.199997,1434600,90.586927
"446",92.5,95.040001,92.339996,94.610001,2629000,92.954767
