"","VNO.Open","VNO.High","VNO.Low","VNO.Close","VNO.Volume","VNO.Adjusted"
"242",94.900005,95.320002,94.410006,94.989986,868200,75.003725
"243",94.779996,95.830006,94.19999,95.080001,943000,75.0748
"244",94.619996,96.689996,94.599992,96.230007,931400,75.98284
"245",96.759998,96.759998,95.949998,96.629991,627700,76.298666
"246",97.289998,98.419999,96.789992,98.379999,1424900,77.680465
"247",98.040002,98.290001,94.999993,95.190004,1392700,75.161658
"248",95.190004,95.909998,94.069992,94.360008,1328400,74.506296
"249",93.189998,95.699991,93.189998,94.959993,1224800,74.980042
"250",94.979997,95.300006,93.109998,93.370003,1308600,73.724592
"251",94.019994,96.069998,93.79,94.880001,1092000,74.91688
"252",94.489998,95.790006,94.300003,94.329997,1112800,74.4826
"253",95.009991,95.059997,92.810001,93.660001,1478100,73.953574
"254",93.179991,93.339992,90.929995,91.279998,1616400,72.074332
"255",91.619995,92.430004,91.300003,91.580003,1432900,72.311215
"256",92.77999,93.049993,91.900004,92.659998,928700,73.163975
"257",92.009998,92.239993,90.139999,90.940002,1186200,71.805872
"258",91.339986,92.219997,90.05999,91.479999,1349800,72.232252
"259",92.209999,92.599994,91.099994,91.479999,1407400,72.232252
"260",91.019993,93.470007,91.010004,92.639994,985900,73.14818
"261",93.139991,93.809987,92.159993,93.749999,1246400,74.024636
"262",93.26,94.269993,93.169994,93.250002,1721000,73.62984
"263",91.909994,91.909994,90.120003,90.569994,1977300,71.513716
"264",90.829999,91.400007,90.050001,90.66999,2362000,71.592672
"265",90.629998,91.88,90.400004,91.569997,928200,72.303314
"266",91.84999,92.379989,91.23,92.169999,790400,72.777073
"267",92.619998,93.539993,92.290008,93.230006,846700,73.614051
"268",93.320004,93.760006,92.77999,93.179991,1020200,73.57456
"269",93.139991,95.050008,92.929993,94.859997,1161200,74.901085
"270",94.959993,95.800004,94.039998,95.419998,836500,75.34326
"271",95.259998,95.949998,94.529998,95.909998,827300,75.730162
"272",96.460001,96.999999,96.249994,96.950001,1159900,76.551344
"273",95.550005,96.679989,95.399994,96.589991,728100,76.267082
"274",95.359994,95.720003,94.340003,94.589985,966100,74.687885
"275",94.079998,96.069998,94.039998,94.410006,1333900,74.545774
"276",94.859997,94.999993,92.37,92.61,1664800,73.124497
"277",93.120004,93.589999,92.080001,92.399993,1056100,72.958676
"278",93.010001,93.620001,92.199993,93.519988,1131300,73.84302
"279",93.26,93.26,91.35999,92.320001,978000,72.895515
"280",92.680003,94.029992,92.040001,93.879998,1037400,74.127282
"281",94.050005,95.779999,93.730004,95.589988,1499000,75.477484
"282",96.309999,97.600001,96.170003,97.269993,1556300,76.804009
"283",97.23001,98.770002,96.870001,98.599995,1260500,77.854174
"284",97.479992,97.760001,97.069993,97.129997,1182200,76.693469
"285",97.049997,97.129997,96.049994,96.769988,989200,76.409207
"286",96.580002,96.580002,93.779993,93.839998,1605400,74.095698
"287",94.169997,94.550002,92.499998,93.720006,854900,74.000953
"288",93.189998,93.999998,91.650006,93.549999,1304600,73.866716
"289",94.750003,95.080001,91.15,92.309995,1871200,72.887614
"290",91.949994,92.040001,87.469997,87.599987,1964300,69.16861
"291",87.650002,87.769994,84.599995,87.01999,2202500,68.710646
"292",85.820003,86.249998,82.929996,83.110001,2449600,65.623334
"293",84.429997,84.480003,80.229992,80.779996,3408400,63.783571
"294",78.459997,78.73,72.849999,72.870004,4032400,58.033577
"295",73.819992,79.589999,73.139998,79.489994,4005200,63.305729
"296",77.900004,81.230004,76.429998,77.510009,3568700,61.728872
"297",78.030002,83.719992,77.329996,82.040004,3246600,65.336554
"298",82.109998,84.119993,81.469996,82.610004,1682900,65.790501
"299",83.279991,85.389991,83.010005,85.319997,1433900,67.948736
"300",84.240002,85.339993,83.429994,84.209992,1356600,67.064729
"301",84.800004,85.820003,84.109996,84.859992,1380400,67.582388
"302",82.620002,83.060003,79.850004,80.790002,2677200,64.341054
"303",79.720005,81.33,78.73,79.019991,1814800,62.931419
"304",80.889998,80.889998,77.449988,78.720002,1864000,62.692509
"305",78.870005,80.740004,78.059996,80.740004,1698600,64.301236
"306",80.510002,81.999996,79.120004,81.730001,1738000,65.089668
"307",81.730001,83.150001,79.889995,80.830002,2093300,64.37291
"308",79.960006,81.999996,78.339989,81.889993,1598700,65.217085
"309",83.100003,84.219998,82.620002,84.13,1451600,67.001024
"310",83.80999,85.499993,82.610004,85.040005,1567300,67.72575
"311",85.449995,86.330007,84.449992,85.910001,1773700,68.418614
"312",86.2,86.620005,84.759995,85.359997,2398000,67.980592
"313",82.989992,84.999996,82.820002,83.719992,2460900,66.674494
"314",82.02,84.440003,81.989989,83.629994,2825600,66.60282
"315",85.040005,86.960002,83.350002,86.829995,2271400,69.151297
"316",85.889997,87.01,85.599998,85.919999,1638700,68.426577
"317",84.849994,85.409995,81.629988,82.099992,2220000,65.384328
"318",81.309996,83.370006,81.050007,83.239999,2395300,66.292228
"319",83.709994,84.759995,82.75,84.099989,2149800,66.977123
"320",84.599995,85.040005,83.019994,84.33,1713600,67.160304
"321",85.359997,86.480009,84.539999,86.310002,1990300,68.737175
"322",86.609999,87.250001,84.669997,86.009997,6182000,68.498251
"323",84.569993,85.159997,83.300004,83.410006,1581000,66.427622
"324",83.829995,84.379998,82.87999,83.429994,1253900,66.44354
"325",83.189993,83.500004,79.089993,79.230006,2181700,63.098675
"326",77.929998,78.670004,76.690003,77.749993,3270800,61.919995
"327",77.510009,79.120004,76.610002,78.57,2106900,62.573047
"328",78.57,79.349998,77.119998,79.210002,1502200,63.082744
"329",80.660004,80.900005,78.649992,78.999995,1600400,62.915494
"330",79.419992,80.179994,77.19,77.339986,1962200,61.593465
"331",78.830005,79.049993,76.890003,77.679999,2184700,61.864252
"332",76.809995,78.120001,74.620003,74.620003,2271500,59.427274
"333",74.059993,74.899995,70.510005,70.519994,2873900,56.162033
"334",69.579996,72.710003,68.629991,72.089997,3864000,57.412381
"335",72.239991,72.779997,68.389994,72.289998,2151700,57.571661
"336",72.230002,73.539999,70.759995,73.400003,2475900,58.455668
"337",73.640004,73.640004,69.969995,69.969995,3025100,55.724014
"338",71.540002,74.199989,71.249995,74.169995,1817400,59.068889
"339",73.479995,74.419994,72.510003,73.299999,1559700,58.376025
"340",73.839988,75.310003,73.029996,74.440006,2035000,59.283925
"341",73.529993,74.730005,72.209997,74.010003,1537700,58.941471
"342",74.940004,76.349997,74.459994,76.250001,1740300,60.725403
"343",75.569999,75.97,74.150008,74.349991,1635500,59.212238
"344",74.309991,77.819995,74.290004,76.719996,2436300,61.099707
"345",76.569994,76.929995,75.009998,75.389994,1916700,60.040495
"346",75.589995,76.699992,74.410004,76.629998,1642600,61.028032
"347",77.199989,78.57,77.110008,78.499998,1514500,62.517297
"348",78.559994,80.910003,78.339989,80.830002,1869000,64.37291
"349",79.999998,80.419995,79.029989,79.279996,1622700,63.138487
"350",79.960006,80.340003,77.890006,79.42999,1848000,63.257942
"351",82.339992,83.309993,81.099989,82.669991,2832600,65.838275
"352",82.580001,83.110001,81.759995,83.110001,1473500,66.188698
"353",81.749997,84.300007,81.449992,82.810004,1669800,65.949781
"354",80.019994,81.730001,79.539992,79.570003,1846200,63.369448
"355",81.069995,81.459998,79.399996,80.769998,1535600,64.325123
"356",82.030006,82.759998,79.709999,82.480005,1125000,65.68697
"357",82.139992,82.139992,79.289994,80.500004,1576500,64.110099
"358",80.410005,81.430004,79.769995,81.390004,946700,64.818895
"359",81.949997,83.929999,80.500004,83.76999,1711400,66.714313
"360",81.480002,81.819999,79.010001,79.330002,2287300,63.703023
"361",80.309992,80.609989,77.540003,78.009998,1515000,62.643042
"362",79.109997,80.160007,78.709996,79.98001,1072400,64.224988
"363",79.360004,79.450003,77.510009,77.800008,1076400,62.474417
"364",77.449988,79.109997,77.069991,78.589996,958100,63.108788
"365",77.749993,78.480002,77.000006,77.019993,1523100,61.848055
"366",76.800005,77.349992,75.009998,75.360001,1638300,60.51506
"367",75.960002,76.200003,74.59999,75.730008,1343500,60.812181
"368",74.050003,74.300002,73.120002,73.250001,1516200,58.820702
"369",73.029996,73.640004,72.279991,72.620005,1146500,58.314808
"370",71.860003,72.060003,70.19,70.199989,1295100,56.371504
"371",70.240002,72.039991,70.000001,70.730001,604800,56.79711
"372",73.160002,73.309988,71.469999,72.039991,1698100,57.849049
"373",72.269993,72.489998,70.82,71.099992,1417900,57.094217
"374",73.499999,74.59999,72.750003,74.449996,2308800,59.784314
"375",74.400006,74.589992,73.01,74.099993,1233800,59.503257
"376",74.800007,75.109994,73.809994,74.000005,1406400,59.422966
"377",75.050006,75.209998,73.940001,74.459994,1263000,59.792343
"378",74.449996,74.769997,73.660008,74.279997,694300,59.647803
"379",73.980001,75.449999,73.600004,75.249998,840400,60.426726
"380",74.809997,74.809997,72.929991,73.150005,1283300,58.740404
"381",73.519995,74.749993,72.980006,74.43,1558600,59.768257
"382",73.690002,73.750006,71.849996,72.339996,1367300,58.089957
"383",72.839993,73.379999,71.269999,71.849996,1309800,57.696481
"384",71.280005,72.809991,71.190007,72.389994,1292700,58.130106
"385",73.309988,73.94999,72.779997,73.499999,1279600,59.021455
"386",73.94999,74.930006,73.750006,74.229999,1825400,59.607654
"387",74.229999,74.400006,72.950004,73.099998,826600,58.700248
"388",74.410004,76.70999,74.219993,76.510006,1488200,61.438529
"389",76.189997,76.299999,75.259996,76.029996,792600,61.053075
"390",76.089992,77.339986,76.01999,76.940001,960600,61.783821
"391",77.129996,77.35999,76.289993,77.100002,586100,61.912303
"392",76.940001,77.510009,76.339999,76.940001,647500,61.783821
"393",76.829999,77.000006,75.679993,75.81,812100,60.876415
"394",75.839994,77.039997,75.689991,76.919997,721400,61.767757
"395",77.129996,77.55999,76.519996,76.860001,956800,61.71958
"396",78.499998,79.450003,76.969995,77.540003,1479400,62.26563
"397",76.940001,77.449988,75.730008,75.769991,1347100,60.844288
"398",75.430003,76.870007,75.169998,76.819992,1270200,61.687452
"399",76.839997,77.390001,76.370002,76.940001,1217800,61.783821
"400",77.199989,77.430001,76.719996,77.260002,884900,62.040786
"401",77.949994,79.070006,77.91001,78.509995,1414100,63.044547
"402",78.349995,79.489994,77.949994,79.370002,838600,63.735143
"403",78.989997,79.599997,78.149994,78.830005,1181200,63.301518
"404",77.999992,79.720005,77.309992,79.339992,1349600,63.711044
"405",80.350001,81.000001,78.810001,78.920003,1188300,63.373788
"406",78.680002,80.050004,78.680002,80.039998,894100,64.273158
"407",80.19999,80.489997,79.500001,80.079998,794800,64.305279
"408",80.11,80.609989,79.549999,80.489997,1237700,64.634514
"409",80.399999,80.959992,80.059994,80.68,826100,64.787088
"410",80.300003,81.570001,80.19999,81.509996,792800,65.453586
"411",81.199993,82.170002,80.669994,82.040004,970600,65.879189
"412",81.339989,82.480005,81.030003,81.140006,1700800,65.709129
"413",80.959992,81.410008,80.410005,81.019997,1066800,65.611943
"414",80.140003,80.31999,79.539992,79.809987,991700,64.632048
"415",80.209988,81.030003,79.960006,80.880001,1596200,65.498571
"416",81.359994,82.309999,81.190004,82.289994,1423200,66.640418
"417",82.410003,83.739997,82.260001,83.579996,1860800,67.685092
"418",84.410009,86.009997,83.939997,86.009997,2140200,69.652966
"419",85.739994,86.110002,84.919996,85.999999,1460500,69.644869
"420",85.599998,86.209998,85.339993,85.769988,1012100,69.4586
"421",85.999999,86.110002,84.749989,85.730005,802600,69.426221
"422",85.759998,85.930005,84.199994,84.25,1685900,68.227678
"423",83.629994,84.240002,83.4,83.6,1099800,67.701292
"424",84.45999,85.089994,84.280002,84.859992,1153500,68.721663
"425",84.800004,84.800004,83.329997,83.739997,1087800,67.814665
"426",84.019997,84.519995,83.249997,83.80999,927800,67.871347
"427",84.209992,85.570004,83.819997,85.190007,1127400,68.988918
"428",85.339993,85.480006,84.309996,84.900008,1164500,68.75407
"429",85.129986,85.14999,83.990004,84.379998,992300,68.332954
"430",84.359994,84.619999,83.529998,83.729999,963200,67.806568
"431",83.529998,84.550005,83.139995,84.539999,919300,68.462526
"432",84.749989,84.749989,83.80999,84.730002,1002900,68.616395
"433",84.309996,84.500007,83.590002,84.209992,785200,68.195278
"434",84.199994,84.199994,82.149998,82.289994,1698200,66.640418
"435",82.309999,82.599997,81.269995,81.730001,1868400,66.186922
"436",81.819999,82.810004,81.599994,81.819999,1283000,66.259805
"437",81.909997,82.139992,81.540007,81.809993,983400,66.251701
"438",80.790002,81.520002,80.529997,81.230004,1448900,65.782012
"439",80.449989,80.889998,79.529994,80.059994,1565800,64.83451
"440",80.340003,81.099989,79.450003,80.919992,1153700,65.530957
