"","PH.Open","PH.High","PH.Low","PH.Close","PH.Volume","PH.Adjusted"
"95",76.160004,76.389999,75.550003,76.309998,1571500,70.028452
"96",76.870003,77.949997,76.839996,77.190002,1717300,70.836018
"97",76.510002,76.879997,74.790001,76.5,1648900,70.202814
"98",75.760002,76.080002,74.910004,75.980003,1570400,69.725621
"99",76.489998,77.110001,75.269997,75.870003,1023300,69.624675
"100",75.589996,77.160004,75.400002,76.550003,1301800,70.248701
"101",77.309998,78.470001,76.739998,77.300003,1896400,70.936964
"102",78.059998,78.830002,77.699997,78.510002,1680500,72.04736
"103",78.779999,79.18,76.629997,77.860001,1314600,71.450864
"104",79.389999,80.489998,79.029999,80.379997,1414200,73.763425
"105",79.980003,81.809998,79.93,81.68,1371100,74.956416
"106",81.040001,81.209999,80.279999,80.82,778200,74.431472
"107",80.959999,80.959999,79.449997,79.830002,916100,73.51973
"108",79.93,80.629997,79.25,80.459999,957200,74.099928
"109",79.839996,81.309998,79.660004,81.309998,1385500,74.882738
"110",80.540001,80.599998,78.800003,79.389999,1151000,73.114508
"111",80.080002,81.269997,79.199997,80.400002,1428600,74.044673
"112",79.68,79.830002,77.489998,78.459999,1427900,72.258021
"113",76.269997,78.839996,76.269997,78.050003,1050400,71.880434
"114",79,80.639999,78.910004,79.830002,883900,73.51973
"115",80.07,81.279999,79.610001,81.18,1280400,74.763016
"116",80.5,81.599998,80.050003,81.370003,628400,74.938
"117",80.300003,80.410004,79,79.93,909200,73.611824
"118",80.449997,82.300003,80.449997,82.290001,1064600,75.785275
"119",81.459999,82.199997,81.160004,81.459999,526100,75.020882
"120",81,81.019997,79.419998,80.5,1084200,74.136767
"121",79.470001,80.599998,79.019997,80.230003,1618300,73.888113
"122",81.800003,83.370003,81.800003,83.190002,1397800,76.614135
"123",83.160004,84.519997,82.839996,83.989998,1472400,77.350894
"124",83.519997,84.400002,83.510002,84.220001,714700,77.562716
"125",83.779999,84.93,83.690002,84.699997,657000,78.00477
"126",84.809998,85.919998,84.809998,84.989998,1188500,78.271847
"127",85.330002,85.730003,84.760002,85.089996,903200,78.363941
"128",85.580002,85.769997,84.720001,85.040001,616000,78.317898
"129",85.169998,86.349998,85.120003,86.139999,872600,79.330945
"130",86.660004,87.360001,85.949997,86.389999,1399100,79.561184
"131",86.379997,86.709999,85.75,86.099998,829000,79.294106
"132",86.019997,86.93,85.269997,85.32,773100,78.575764
"133",85.459999,85.849998,84.919998,85.349998,986700,78.603391
"134",85.089996,85.480003,84.809998,84.82,1712500,78.115287
"135",85.029999,85.419998,84.480003,84.970001,1050300,78.253431
"136",85.309998,86.25,84.790001,85.989998,970200,79.192801
"137",85.910004,86.300003,85.410004,85.599998,594100,78.833629
"138",85.610001,86.18,85.029999,85.300003,588300,78.557348
"139",85.07,85.980003,84.849998,85.809998,540300,79.027029
"140",85.870003,86.080002,85.239998,85.870003,583400,79.082291
"141",86.239998,86.800003,86.019997,86.150002,622600,79.340157
"142",85.949997,86.440002,85.730003,85.980003,618500,79.183596
"143",85.900002,86.68,85.760002,86.300003,563300,79.478301
"144",86.760002,87.940002,86.760002,87.529999,1458800,80.61107
"145",87.5,87.57,85.779999,87.470001,1742800,80.555815
"146",86.860001,88.290001,86.43,87.599998,1346800,80.675537
"147",87.5,87.730003,85.709999,85.910004,1270400,79.11913
"148",85.970001,87.400002,85.839996,86.050003,1175300,79.248063
"149",87.449997,87.449997,85.910004,87.25,1998800,80.353204
"150",87.889999,88.300003,87.459999,87.790001,1025900,80.85052
"151",88.519997,88.949997,88.190002,88.660004,856600,81.651752
"152",89.239998,89.440002,88.190002,89.230003,1854200,82.176696
"153",88.879997,90,88.879997,89.650002,1310100,82.563494
"154",89.589996,91.93,89.32,91.910004,1583700,84.644852
"155",91.599998,93.150002,90.190002,91.080002,3335200,83.880458
"156",87.839996,89.260002,85.230003,85.510002,4107900,78.750747
"157",86.470001,88.089996,85.809998,86,2587000,79.202012
"158",86.029999,87.07,85.760002,87.07,1353100,80.187432
"159",86.379997,87.139999,85.400002,86.489998,1194600,79.653278
"160",86.980003,88.889999,86.739998,88.190002,1592700,81.218903
"161",88.410004,88.989998,87.220001,88.650002,1124100,81.642541
"162",88.330002,90.120003,86.620003,87.190002,1352800,80.297949
"163",87.599998,90.68,87.25,89.410004,1696200,82.342468
"164",90.370003,90.669998,88.300003,90.449997,1464600,83.300253
"165",89.599998,90.660004,89.589996,89.93,959700,82.82136
"166",89.900002,90.139999,88.559998,90.089996,1000700,82.968709
"167",90.440002,91.010002,89.900002,91.010002,897400,83.815992
"168",91.099998,92.260002,90.849998,91.709999,876100,84.460657
"169",91.660004,92.510002,91.220001,92.400002,845800,85.394082
"170",91.839996,92,90.790001,91.370003,912700,84.442179
"171",91.040001,91.860001,90.459999,91.82,797200,84.858057
"172",91.379997,93.599998,91.239998,93.559998,801300,86.466125
"173",93.169998,93.379997,92.360001,92.400002,1093100,85.394082
"174",92.099998,92.339996,90.889999,91.400002,873800,84.469904
"175",91.860001,92.620003,90.68,91.209999,936200,84.294308
"176",91.370003,91.989998,90.580002,91.650002,729000,84.700948
"177",92.129997,92.290001,91.330002,91.879997,961700,84.913505
"178",91.300003,91.309998,89,89.099998,1165000,82.344291
"179",88.599998,88.959999,86.410004,87.230003,1594500,80.616082
"180",87.080002,88.169998,85.93,87.639999,1557000,80.994991
"181",88.290001,89.459999,88.290001,88.550003,1787300,81.835997
"182",89.169998,89.75,88.720001,89.18,1504400,82.418227
"183",89.639999,89.699997,86.279999,86.779999,1922100,80.200197
"184",86.580002,87.410004,85.559998,86.629997,2205900,80.061569
"185",87.779999,89.75,87.599998,89.550003,1740100,82.760175
"186",89.699997,89.699997,86.760002,87.330002,1571000,80.708498
"187",87.559998,87.599998,84.93,85.209999,2758900,78.749237
"188",85.370003,87.089996,84.580002,85.989998,2097300,79.470095
"189",85.769997,86.220001,84.739998,85.300003,1995900,78.832417
"190",83.720001,84.970001,82.800003,84.220001,2544200,77.834303
"191",84.199997,85.580002,83.610001,85.389999,1694800,78.91559
"192",85,86.699997,84.739998,86.010002,2138300,79.488583
"193",83.660004,86.459999,83.110001,85.709999,1717300,79.211327
"194",85.910004,87.610001,85.169998,85.919998,2739700,79.405403
"195",88.199997,88.540001,86.790001,88.07,1817800,81.392388
"196",88.949997,89.949997,88.459999,88.709999,2160200,81.983862
"197",90.089996,90.720001,89.690002,90.230003,1319100,83.388617
"198",90.349998,90.599998,89.410004,90.480003,1467400,83.619661
"199",90.300003,92.550003,89.410004,92.150002,1766600,85.163037
"200",92.589996,93.050003,91.910004,92.940002,1812700,85.893139
"201",93.110001,93.660004,92.739998,92.959999,1498200,85.91162
"202",93.040001,93.870003,92.809998,93.370003,1541700,86.290536
"203",93.089996,94.489998,92.610001,94.32,1276700,87.168503
"204",94.739998,94.989998,94.389999,94.650002,1141600,87.473483
"205",94.459999,95,94.339996,94.68,1020800,87.501208
"206",95.529999,95.940002,94.910004,95.910004,1307500,88.63795
"207",96.440002,96.440002,95.209999,96.199997,1041800,88.905956
"208",96.25,97.089996,95.470001,96.199997,1267700,88.905956
"209",96.879997,97.300003,95.580002,95.980003,1108100,88.702642
"210",96.260002,97.300003,95.470001,96.93,1763900,89.580609
"211",97.379997,97.809998,94.860001,95.309998,1141500,88.083437
"212",95.370003,96.150002,94.82,95.239998,920000,88.018745
"213",94.57,95.150002,92.870003,93.370003,1556600,86.290536
"214",93.620003,94.629997,92.5,93.580002,1387200,86.484613
"215",92.860001,94.07,92.18,93.910004,882300,86.789593
"216",94.089996,94.190002,93.269997,93.589996,1086100,86.49385
"217",92.059998,92.309998,91.099998,92.019997,998800,85.04289
"218",92.260002,94.110001,92.260002,93.870003,1286800,86.752625
"219",95.230003,96.050003,94.540001,95.900002,1128000,88.628706
"220",96.43,96.730003,95.889999,96.559998,617400,89.23866
"221",97,97,95.230003,95.32,812300,88.092681
"222",95.980003,99.400002,95.790001,98.489998,2100000,91.022325
"223",96.709999,96.709999,92.150002,93.480003,4719900,86.392196
"224",94.580002,94.669998,92.959999,94.110001,2186100,86.974426
"225",94.470001,95.25,94.239998,94.32,1660100,87.168503
"226",94.790001,95.239998,93.010002,93.32,1620200,86.244324
"227",95.019997,95.25,92.230003,92.32,2144500,85.320146
"228",92.080002,92.529999,89.830002,89.980003,2516800,83.157572
"229",89.459999,90.68,88.599998,89.120003,2905900,82.362778
"230",89.959999,90.379997,88.260002,88.900002,2388200,82.501981
"231",88.650002,90.18,88.230003,89.050003,1810400,82.641187
"232",89.529999,90.339996,89.029999,90.269997,1811200,83.773379
"233",89.879997,89.940002,87.290001,87.699997,2218200,81.388339
"234",87.610001,88.760002,86.339996,88.529999,2356500,82.158607
"235",88.480003,88.769997,86.860001,87.5,1084300,81.202736
"236",86.839996,88.260002,86.410004,87.699997,2318900,81.388339
"237",86.93,87.360001,84.949997,85.25,2230900,79.114665
"238",85.389999,87.300003,85.379997,87.050003,1742200,80.785125
"239",87.519997,88.32,87.160004,87.800003,1229200,81.481148
"240",87.610001,87.870003,86.32,86.440002,2105700,80.219025
"241",85.139999,85.209999,83.830002,84.919998,1950800,78.808413
"242",85.440002,86.389999,84.949997,85.800003,2081500,79.625085
"243",85.290001,88.480003,85,87.730003,2558800,81.416186
"244",87.160004,88.230003,86.980003,88.010002,1432200,81.676034
"245",88.5,89.93,88.339996,89.379997,1373200,82.947432
"246",90.139999,90.599998,87.919998,88.849998,2234400,82.455577
"247",88.269997,88.769997,85.419998,85.629997,2745300,79.467315
"248",85.769997,87.980003,85.68,86.900002,2310100,80.645918
"249",85.559998,87.419998,85.199997,86.290001,1737600,80.079819
"250",85.790001,87.480003,85.690002,87.160004,2775500,80.887209
"251",87.419998,88.150002,86.82,86.849998,1788000,80.599514
"252",86.68,87.059998,86.099998,86.580002,1530600,80.348949
"253",86.949997,88.32,86.639999,87.800003,1526100,81.481148
"254",87.260002,87.269997,85.610001,85.830002,1684000,79.652925
"255",86,87.239998,85.720001,86.529999,1906600,80.302544
"256",87.669998,89.099998,87.540001,88.769997,1339800,82.381332
"257",87.68,87.910004,85.980003,86.43,1765700,80.209743
"258",87.209999,87.209999,85,86.150002,1891100,79.949895
"259",86.839996,87.18,85.019997,85.32,2020500,79.179627
"260",85.089996,85.550003,84.5,85.290001,2159700,79.151788
"261",85.559998,86.279999,85.239998,86.129997,4576500,79.93133
"262",86.089996,87.769997,85.800003,86.540001,1771000,80.311827
"263",85.379997,86.160004,84.419998,86.059998,2095400,79.866368
"264",86.040001,86.480003,84.919998,85.040001,1229200,78.91978
"265",84.339996,86.239998,83.650002,85.730003,1067500,79.560124
"266",85.809998,87.489998,85.419998,86.889999,1355800,80.636636
"267",87.190002,88.019997,86.550003,86.919998,1462100,80.664476
"268",87.370003,90.589996,87.07,89.739998,2442400,83.281524
"269",89.75,92.010002,89.410004,91.580002,1988600,84.989105
"270",91.68,91.800003,90.389999,90.660004,1166500,84.135318
"271",90.209999,90.660004,89.769997,90.25,1377600,83.754822
"272",91.32,91.339996,90.010002,90.120003,1678100,83.63418
"273",88.669998,89.370003,88.370003,89.269997,996900,82.845348
"274",87.830002,88.089996,86.080002,86.989998,1438300,80.729438
"275",86.550003,87.309998,86.089996,86.190002,1140700,79.987017
"276",86.82,87.720001,86.360001,86.559998,1417600,80.330384
"277",86.559998,87.290001,84.849998,85.010002,1130200,78.89194
"278",85.599998,87.610001,85.5,87.459999,2318500,81.165614
"279",87.190002,87.239998,85.400002,85.900002,1003700,79.717887
"280",86.639999,87.849998,86.309998,87.519997,1177300,81.221293
"281",87.940002,87.940002,86.5,87.239998,883200,80.961446
"282",87.879997,89.230003,86.690002,88.489998,1194200,82.121485
"283",88.360001,88.360001,86.629997,87.449997,1222700,81.156331
"284",86.389999,88.720001,86.389999,87.839996,1209100,81.518263
"285",87.889999,87.910004,84.389999,84.709999,2111600,78.613528
"286",83.919998,84.010002,79.720001,79.93,3856600,74.177539
"287",80.050003,80.510002,78.330002,78.559998,2107600,72.906134
"288",77.5,79.769997,77.239998,79.019997,2527000,73.333028
"289",80.5,80.639999,76.209999,77.459999,3116600,71.885301
"290",74.010002,74.730003,70.699997,70.879997,7193500,65.778854
"291",69.900002,72.470001,69.029999,72.190002,4465600,66.994579
"292",70.449997,70.769997,67.650002,67.849998,4100800,62.96692
"293",69.160004,69.489998,65.400002,67.599998,3874300,62.734912
"294",65.879997,66.980003,62.07,62.169998,4557700,57.695702
"295",63.32,67.110001,62.029999,66.900002,5348500,62.085293
"296",64.120003,65.690002,62.799999,63.02,4364400,58.484531
"297",63.400002,67.760002,63.139999,66.709999,5009600,61.908965
"298",67.220001,69.82,67.07,69.580002,4135300,64.572417
"299",70.309998,71.209999,70.18,71.089996,3494800,65.973739
"300",70.209999,70.730003,69.690002,69.970001,2736200,64.934349
"301",70.440002,71.07,68.870003,69.099998,3192900,64.126959
"302",66.660004,67.050003,64.980003,65.639999,3351500,60.915972
"303",64.309998,66.639999,63.919998,64.029999,2761100,59.421841
"304",65.730003,65.93,63.34,63.599998,2251500,59.022787
"305",63.959999,65.68,63.189999,65.669998,3055900,60.943812
"306",65.669998,67.949997,65.169998,67.849998,2795600,62.96692
"307",67.68,68.559998,65.529999,65.790001,1571200,61.389947
"308",65,67.910004,64.150002,67.699997,1333200,63.172202
"309",69.379997,70.889999,69,70.790001,1694700,66.055545
"310",70.410004,71.879997,70.059998,71.410004,2288900,66.634082
"311",72.040001,74.870003,72.029999,73.43,3337000,68.518981
"312",73.349998,74.169998,72.169998,72.290001,2396900,67.455225
"313",70.790001,70.900002,69.010002,69.410004,2059700,64.767843
"314",67.790001,68.269997,66.209999,68.07,3013500,63.517459
"315",69.57,70.529999,68.82,70.300003,2012300,65.598319
"316",69.550003,70.739998,69.32,69.690002,2915200,65.029115
"317",68.339996,68.970001,65.629997,66.379997,3606200,61.940484
"318",65.480003,66.220001,64.290001,66.080002,2817400,61.660552
"319",66.190002,68.230003,66.010002,67.690002,1966200,63.162876
"320",68.040001,70.360001,67.150002,69.349998,2602700,64.711851
"321",70.300003,70.760002,69.25,70.589996,1971500,65.868917
"322",70.949997,71.769997,69.550003,70.07,2532100,65.383698
"323",68.599998,69.879997,67.339996,69.459999,1397800,64.814494
"324",69.839996,69.970001,67.309998,67.379997,1565700,62.873604
"325",67.589996,67.790001,64.589996,64.610001,1559600,60.288865
"326",62.27,62.75,60.810001,61.91,2395600,57.769441
"327",61.32,63.700001,61.150002,62.32,1836500,58.15202
"328",62.75,63.619999,60.360001,63.5,2162000,59.253102
"329",64.75,67.07,64.669998,65.269997,2050700,60.904721
"330",65.620003,66.290001,64.199997,64.290001,2679500,59.990267
"331",66.300003,67.690002,63.939999,65.370003,2141500,60.998038
"332",63.93,64.75,62.18,63.130001,3027300,58.907849
"333",62.669998,64.129997,60.650002,60.810001,2440400,56.743011
"334",59.349998,63.139999,59.259998,62.990002,1900000,58.777212
"335",63.209999,65.209999,62.57,64.989998,1699500,60.643448
"336",64.720001,67.480003,64.230003,66.209999,2470800,61.781855
"337",66.629997,67,64.849998,66.010002,1992800,61.595234
"338",67.529999,70.239998,67.510002,70.199997,2032700,65.505001
"339",69.75,72.18,69.470001,71.389999,2124400,66.615416
"340",72.620003,73.75,72.25,72.849998,1698000,67.97777
"341",72.07,72.57,70.910004,72.279999,1285900,67.445892
"342",73.330002,73.949997,71.919998,73.610001,1931700,68.686943
"343",74.989998,74.989998,71.669998,72.709999,3631200,67.847134
"344",75.870003,78.169998,72.580002,77.150002,5080200,71.990187
"345",77.279999,79.5,75.879997,76.269997,3380700,71.169037
"346",76.669998,77.5,75.209999,77.059998,2395500,71.906203
"347",78.290001,78.699997,77.019997,77.849998,2378400,72.643368
"348",77.849998,80.370003,77.849998,79.870003,2225400,74.528274
"349",79.220001,79.220001,76.830002,77.550003,2057000,72.363437
"350",79.160004,79.160004,77.279999,78.43,2575300,73.184579
"351",81.150002,85.199997,80,84.139999,3889000,78.512692
"352",84.199997,84.489998,82.410004,83.889999,1912300,78.279412
"353",82.059998,82.870003,80.199997,81.550003,3420900,76.095916
"354",78.480003,80.349998,75.68,78.5,2785400,73.249898
"355",81.129997,81.25,79.519997,80.910004,1673300,75.498719
"356",82.239998,84.629997,81.07,84.43,2194900,78.783298
"357",83.330002,84.839996,82.330002,84.550003,2509600,78.895275
"358",84.220001,84.699997,81.349998,82.959999,2147000,77.411611
"359",83.529999,84.300003,81.300003,83.739998,2172400,78.489507
"360",81.510002,81.900002,79.540001,80.199997,2376700,75.171464
"361",81.339996,83.129997,80.959999,82.379997,2454900,77.214779
"362",83.510002,84.93,83.160004,84.220001,1148400,78.939414
"363",83.57,84.900002,83.349998,84.199997,1709700,78.920664
"364",83.730003,85.839996,83.120003,85.330002,1702900,79.979818
"365",84.379997,85.339996,83.040001,83.18,1504800,77.964621
"366",83.139999,83.160004,80.349998,80.860001,1558200,75.790086
"367",81.809998,82.260002,80.800003,81.089996,1320100,76.005661
"368",79.769997,79.900002,78.050003,78.910004,1531500,73.962353
"369",78.57,79.690002,77.290001,78.029999,1791400,73.137525
"370",77.43,77.43,75.599998,75.870003,1365000,71.11296
"371",75.790001,76.480003,74.959999,74.980003,497800,70.278764
"372",77.410004,79.93,77.410004,79.360001,1982300,74.384135
"373",79.959999,80.620003,78.160004,78.260002,2570500,73.353107
"374",80.910004,82.849998,80.900002,82.779999,2320300,77.5897
"375",82.779999,84.07,82.449997,83.019997,1455900,77.81465
"376",84.349998,84.610001,81.800003,82.110001,1932100,76.961711
"377",83.879997,84.620003,82.099998,82.830002,1660800,77.636568
"378",82.540001,84.589996,82.349998,83.870003,1601800,78.611361
"379",83.220001,83.839996,81.379997,81.900002,2903700,76.764878
"380",81.07,81.760002,79.25,79.519997,2633100,74.5341
"381",79.949997,81.43,79.650002,81.019997,1406300,75.94005
"382",80.239998,80.239998,78.370003,79.68,1172500,74.684071
"383",80.220001,81,77.699997,78.330002,1189600,73.418717
"384",77.75,77.760002,75.760002,75.949997,1501900,71.187939
"385",77.029999,77.18,75.43,75.68,1209800,70.934871
"386",76.529999,77.900002,74.790001,75.019997,2400300,70.316249
"387",75.529999,75.989998,73.620003,73.870003,810900,69.23836
"388",75.269997,76.739998,75.25,76.449997,1160700,71.656589
"389",76.099998,76.199997,74.800003,76.019997,994400,71.253549
"390",76.370003,76.760002,75.57,76.150002,1140800,71.375403
"391",76.75,77.470001,76.349998,77.419998,614600,72.565771
"392",77.010002,78.550003,76.919998,77.93,733600,73.043796
"393",77.849998,78.099998,75.900002,76.029999,916600,71.262924
"394",76.019997,77.32,75.93,76.790001,683700,71.975274
"395",76.849998,77.099998,76.230003,76.25,841100,71.469132
"396",78.309998,79.760002,78.169998,78.830002,1767300,73.887367
"397",78.790001,79.239998,78.370003,78.5,1715300,73.578057
"398",77.660004,79.25,76.980003,78.940002,2157500,73.990471
"399",79.230003,79.410004,76.919998,77.639999,3096500,72.771978
"400",77.93,79.029999,77.18,78.82,1467800,73.877992
"401",80.080002,81.330002,79.82,81.220001,1553400,76.127514
"402",80.5,81.949997,80.410004,81.720001,1033800,76.596164
"403",82.040001,83.199997,81.360001,83.080002,1034100,77.870893
"404",82.120003,82.790001,81.330002,82.440002,803200,77.271021
"405",83.480003,84.599998,82.940002,83.470001,1647100,78.236439
"406",83.25,85.110001,82.589996,85.059998,1389000,79.726743
"407",85.489998,86.599998,84.5,84.970001,2856600,79.642389
"408",81.190002,82,80.489998,81.519997,4973600,76.4087
"409",81.25,82,80.309998,81.699997,1899500,76.577414
"410",81.080002,81.900002,80.870003,81.269997,1532400,76.174375
"411",81.169998,82.68,80.330002,82.370003,1434400,77.205411
"412",82.389999,82.709999,81,81.5,1484500,76.389957
"413",81.139999,81.82,80.860001,81.5,1032200,76.389957
"414",80.709999,81.720001,80.510002,81.459999,961400,76.352464
"415",81.919998,82.120003,79.879997,80.68,2045000,75.621371
"416",82.260002,82.980003,81.32,82.610001,1318000,77.430361
"417",82.620003,82.970001,81.800003,82.510002,1108000,77.336632
"418",83.620003,85.800003,83.620003,85.720001,1821000,80.345365
"419",85.150002,87.419998,85.150002,86.68,1678800,81.245172
"420",86.260002,88.370003,86.050003,87.75,2194700,82.248083
"421",87.699997,88.269997,87.32,88.160004,2179200,83.001273
"422",88.139999,88.529999,87.629997,88.18,1150300,83.020099
"423",87.07,87.589996,86.279999,87.510002,1121200,82.389306
"424",88.519997,90.370003,88.010002,90.25,1921200,84.968972
"425",89.419998,89.690002,88.279999,88.980003,1511100,83.77329
"426",89.349998,89.410004,87.220001,87.599998,1896200,82.474036
"427",87.580002,89.550003,87.57,89.260002,1357700,84.036904
"428",89.889999,89.919998,88.529999,88.57,1311100,83.387278
"429",88.639999,91,88.639999,90,2193600,84.733601
"430",89.830002,90.440002,89.209999,90,1210900,84.733601
"431",89.68,90.650002,89.279999,90.419998,1425000,85.129022
"432",90.589996,91,89.510002,89.629997,854900,84.385249
"433",88.669998,90.68,88.620003,90.239998,1008900,84.959555
"434",90.300003,90.690002,89.389999,90.239998,1331600,84.959555
"435",90.540001,91.470001,89.739998,89.809998,1379800,84.554716
"436",90.07,90.68,88.360001,89.339996,1471000,84.112217
"437",89.339996,89.660004,88.419998,88.540001,831000,83.359034
"438",88.470001,88.769997,87.379997,88.150002,1007400,82.991856
"439",86.900002,86.919998,85.300003,85.540001,1912600,80.534581
"440",85.879997,86.669998,85.580002,86.190002,1107800,81.146547
"441",87.230003,87.970001,86.57,87.849998,978200,82.709408
"442",87.940002,89.199997,87.470001,88.220001,637500,83.057759
"443",88.199997,89.209999,87.970001,89.129997,1553900,83.914507
"444",89.589996,89.940002,88.790001,89.699997,1296800,84.451152
"445",89.519997,90.110001,88.959999,89.239998,835300,84.01807
"446",89.330002,90.879997,88.910004,90.75,924800,85.439714
"447",90.970001,91,90.089996,90.150002,870400,84.874825
"448",90,90.18,88.68,89.580002,1001600,84.338179
